racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
2014,2,1,72,0.329,0.17
2538,2,1,70,0.152,0.20
2787,2,1,64,0.326,0.15
2841,2,1,63,0.263,0.17
2844,2,1,62,0.277,0.19
2876,4,1,62,0.514,0.16
2878,3,1,61,0.393,0.20
2903,2,1,60,0.219,0.18
2907,2,1,65,0.108,0.21
2912,2,1,64,0.244,0.17
2930,2,1,63,0.333,0.18
2935,2,1,61,0.107,0.20
2941,2,1,59,0.131,0.19
2942,3,1,59,0.369,0.11
2958,2,1,62,0.096,0.18
2983,1,0,60,0.114,0.18
2992,4,1,58,0.392,0.14
3005,1,1,62,0.000,0.00
3006,2,1,62,0.164,0.23
3020,2,1,59,0.202,0.21
3022,4,1,59,0.496,0.16
3024,4,1,58,0.503,0.15
3025,2,1,57,0.133,0.21
3036,2,1,61,0.203,0.17
3044,2,1,59,0.261,0.15
3051,2,1,57,0.262,0.17
3052,2,1,57,0.123,0.20
3054,2,1,56,0.262,0.16
3058,2,1,62,0.178,0.19
3064,2,1,60,0.386,0.17
3065,2,1,60,0.183,0.21
3066,2,1,59,0.198,0.19
3070,4,1,58,0.588,0.14
3072,3,1,58,0.391,0.16
3073,2,1,57,0.191,0.16
3075,3,1,57,0.434,0.16
3079,2,1,56,0.272,0.19
3081,3,1,56,0.414,0.16
3105,3,1,56,0.395,0.18
3107,2,1,56,0.300,0.17
3108,2,1,56,0.190,0.17
3117,2,0,58,0.061,0.25
3122,2,1,58,0.210,0.17
3123,2,1,57,0.168,0.19
3138,2,1,59,0.069,0.22
3141,2,1,58,0.282,0.18
3142,2,0,57,0.078,0.22
3151,2,1,55,0.207,0.17
3153,2,1,55,0.200,0.20
3156,3,1,55,0.431,0.17
3158,3,1,54,0.448,0.16
3159,4,1,54,0.640,0.14
3161,2,1,59,0.277,0.18
3164,2,1,58,0.156,0.23
3170,1,1,56,0.142,0.20
3175,3,0,56,0.373,0.17
3176,2,1,55,0.316,0.20
3177,2,0,55,0.095,0.24
3182,2,0,54,0.125,0.22
3186,2,1,59,0.223,0.18
3187,2,1,58,0.287,0.18
3188,4,0,58,0.467,0.17
3200,4,1,54,0.485,0.15
3202,2,1,54,0.154,0.20
3207,2,0,54,0.183,0.18
3211,3,1,57,0.305,0.15
3212,3,1,57,0.419,0.17
3220,2,1,55,0.335,0.19
3224,2,1,54,0.282,0.18
3226,2,1,54,0.206,0.16
3227,3,1,54,0.455,0.17
3231,2,1,53,0.329,0.17
3232,4,0,53,0.483,0.15
3233,3,1,52,0.418,0.18
3234,2,1,52,0.195,0.16
3235,2,1,57,0.215,0.19
3236,2,1,57,0.344,0.17
3243,2,1,55,0.166,0.19
3245,2,1,55,0.163,0.17
3246,2,1,55,0.224,0.21
3251,4,1,53,0.448,0.17
3254,2,0,52,0.145,0.21
3256,4,1,52,0.536,0.13
3257,1,1,52,0.444,0.17
3261,2,1,56,0.195,0.19
3268,3,1,54,0.412,0.17
3273,3,1,54,0.362,0.18
3276,2,1,53,0.140,0.22
3277,2,1,53,0.236,0.17
3280,2,0,52,0.298,0.18
3281,2,1,52,0.115,0.22
3282,3,1,52,0.361,0.21
3283,2,1,52,0.303,0.16
3284,4,1,52,0.519,0.17
3286,2,1,51,0.204,0.17
3289,3,0,56,0.413,0.18
3290,4,1,56,0.516,0.13
3293,2,1,54,0.250,0.19
3294,2,1,54,0.252,0.16
3295,1,1,53,0.333,0.19
3296,2,1,52,0.200,0.19
3297,3,1,52,0.457,0.19
3298,2,0,52,0.183,0.17
3300,4,1,52,0.513,0.14
3302,3,0,52,0.328,0.18
3303,2,1,52,0.275,0.20
3304,3,1,52,0.446,0.17
3305,2,1,52,0.255,0.17
3306,2,1,51,0.195,0.17
3307,1,1,51,0.000,0.00
3310,2,1,55,0.194,0.21
3313,2,1,54,0.191,0.19
3315,2,1,54,0.265,0.20
3319,4,1,52,0.396,0.16
3325,1,1,52,0.111,0.17
3327,3,1,52,0.426,0.17
3331,4,1,51,0.442,0.15
3333,4,1,51,0.477,0.16
3334,3,0,51,0.391,0.21
3335,2,1,50,0.173,0.22
3336,2,1,55,0.266,0.16
3338,2,1,54,0.186,0.17
3339,2,1,54,0.288,0.15
3340,2,1,54,0.153,0.20
3346,3,1,53,0.315,0.16
3347,3,1,52,0.408,0.18
3349,4,1,51,0.477,0.15
3350,3,1,51,0.309,0.17
3352,2,1,51,0.200,0.14
3353,3,1,51,0.371,0.17
3355,2,0,51,0.132,0.26
3357,2,0,51,0.254,0.20
3360,4,1,50,0.490,0.19
3361,2,1,50,0.200,0.18
3362,3,1,50,0.400,0.19
3370,2,1,53,0.220,0.17
3372,2,1,53,0.208,0.20
3376,2,1,52,0.113,0.23
3377,2,1,52,0.225,0.20
3381,1,1,51,0.294,0.16
3382,2,1,51,0.233,0.21
3385,3,1,50,0.379,0.17
3388,4,1,50,0.553,0.15
3391,1,1,54,0.000,0.00
3392,2,1,54,0.247,0.21
3393,2,1,54,0.181,0.22
3398,2,1,52,0.096,0.21
3400,1,1,52,0.000,0.00
3401,3,1,52,0.377,0.17
3406,3,1,51,0.363,0.16
3409,2,1,50,0.339,0.18
3411,2,1,50,0.206,0.19
3412,4,1,50,0.511,0.17
3414,3,1,50,0.364,0.14
3415,4,1,50,0.500,0.15
3417,2,1,50,0.065,0.15
3419,2,1,50,0.134,0.23
3422,4,1,48,0.442,0.17
3424,1,1,53,0.200,0.19
3425,1,1,53,0.033,0.26
3427,3,1,52,0.372,0.18
3430,3,1,51,0.391,0.16
3432,2,1,51,0.289,0.18
3433,2,1,51,0.162,0.21
3434,2,1,50,0.193,0.17
3435,4,0,50,0.460,0.16
3436,4,1,50,0.443,0.14
3439,4,1,50,0.452,0.15
3441,2,1,50,0.223,0.18
3442,3,1,50,0.409,0.16
3443,2,1,50,0.265,0.18
3444,2,1,50,0.214,0.15
3445,4,1,50,0.463,0.16
3448,2,1,49,0.273,0.19
3454,2,1,48,0.226,0.17
3455,3,1,48,0.383,0.15
3456,2,1,48,0.155,0.19
3458,3,1,53,0.372,0.16
3459,2,1,52,0.255,0.18
3460,2,1,52,0.239,0.17
3461,2,1,52,0.202,0.20
3462,3,1,52,0.400,0.16
3463,2,1,52,0.362,0.19
3465,2,1,52,0.076,0.21
3467,2,1,51,0.230,0.19
3469,1,0,50,0.250,0.22
3470,3,0,50,0.322,0.17
3471,2,1,49,0.202,0.22
3473,4,1,49,0.500,0.16
3474,3,0,49,0.356,0.18
3475,4,1,49,0.503,0.17
3477,2,1,49,0.176,0.18
3478,2,1,49,0.350,0.17
3480,2,1,49,0.108,0.19
3482,2,1,48,0.197,0.17
3483,2,0,48,0.176,0.23
3484,3,1,48,0.418,0.17
3485,2,1,48,0.316,0.19
3486,3,0,53,0.377,0.19
3488,3,1,52,0.357,0.13
3489,4,1,52,0.440,0.17
3491,2,1,52,0.157,0.19
3497,3,1,51,0.404,0.17
3498,2,1,51,0.160,0.17
3499,4,1,51,0.456,0.14
3501,3,1,50,0.330,0.15
3502,4,1,50,0.538,0.18
3503,2,1,50,0.269,0.17
3505,4,1,48,0.415,0.15
3506,2,1,48,0.177,0.21
3507,2,1,48,0.237,0.18
3508,2,1,48,0.287,0.19
3509,2,0,48,0.187,0.17
3514,4,1,52,0.528,0.16
3516,2,1,52,0.273,0.16
3517,4,1,52,0.500,0.15
3518,2,0,51,0.375,0.17
3519,2,1,51,0.225,0.20
3521,1,1,51,0.062,0.21
3522,3,1,51,0.500,0.17
3523,2,1,51,0.276,0.19
3527,3,1,48,0.397,0.16
3528,2,0,48,0.120,0.20
3529,4,1,48,0.474,0.16
3532,4,1,48,0.463,0.17
3533,2,1,47,0.284,0.19
3534,4,1,47,0.525,0.16
3535,2,1,47,0.225,0.20
3536,2,1,53,0.186,0.17
3537,2,1,51,0.219,0.19
3538,3,1,51,0.340,0.16
3539,2,1,51,0.192,0.21
3541,4,1,51,0.472,0.14
3542,2,1,51,0.198,0.19
3543,3,1,51,0.413,0.16
3544,2,1,51,0.187,0.19
3546,3,1,50,0.364,0.15
3548,3,1,49,0.378,0.13
3550,4,1,48,0.480,0.16
3551,2,0,48,0.220,0.20
3553,2,1,47,0.181,0.19
3554,4,1,47,0.507,0.19
3555,4,1,47,0.559,0.15
3556,4,1,47,0.354,0.16
3557,4,1,46,0.533,0.15
3558,3,1,46,0.389,0.17
3559,2,1,51,0.254,0.18
3560,2,1,51,0.175,0.20
3561,2,1,51,0.188,0.19
3562,4,1,50,0.479,0.17
3563,3,1,50,0.398,0.18
3564,2,1,49,0.202,0.19
3565,2,1,49,0.151,0.19
3566,2,1,49,0.287,0.19
3567,2,1,49,0.168,0.19
3568,3,1,48,0.427,0.17
3569,2,1,48,0.193,0.17
3571,2,1,48,0.269,0.17
3572,4,1,48,0.490,0.19
3573,4,1,47,0.508,0.17
3574,4,1,47,0.453,0.17
3575,2,1,47,0.142,0.17
3576,4,1,47,0.509,0.19
3577,3,1,47,0.338,0.14
3578,2,1,47,0.292,0.19
3579,2,0,47,0.318,0.20
3580,3,0,46,0.352,0.18
3581,2,1,46,0.304,0.18
3582,4,1,46,0.550,0.15
3583,2,1,46,0.204,0.18
3584,3,1,46,0.388,0.17
3585,2,1,46,0.174,0.19
3587,2,1,46,0.230,0.14
3589,3,1,46,0.435,0.17
3590,4,1,46,0.471,0.12
3591,2,1,51,0.256,0.19
3592,1,1,51,0.151,0.19
3593,2,1,51,0.209,0.21
3594,1,1,51,0.130,0.18
3596,1,1,50,0.142,0.19
3600,2,1,49,0.213,0.22
3602,2,1,49,0.311,0.17
3604,2,0,49,0.225,0.20
3605,2,1,48,0.346,0.18
3606,4,1,48,0.635,0.13
3607,2,1,47,0.321,0.20
3611,3,0,47,0.413,0.16
3612,4,1,47,0.500,0.15
3613,4,1,47,0.521,0.14
3614,2,1,46,0.272,0.18
3615,2,1,46,0.336,0.13
3616,3,1,46,0.323,0.17
3617,2,1,46,0.140,0.23
3618,3,0,46,0.419,0.19
3619,3,1,46,0.330,0.19
3620,2,1,45,0.227,0.18
3621,4,1,45,0.462,0.16
3622,4,1,45,0.384,0.17
3623,4,1,45,0.607,0.16
3624,2,1,50,0.204,0.17
3626,2,1,50,0.195,0.14
3627,2,1,50,0.321,0.20
3629,4,1,50,0.433,0.14
3630,2,1,50,0.234,0.16
3631,3,1,50,0.394,0.16
3633,2,1,49,0.090,0.20
3635,4,1,49,0.590,0.14
3636,2,1,49,0.175,0.16
3637,2,1,49,0.193,0.21
3641,4,1,48,0.533,0.16
3642,2,1,48,0.190,0.20
3643,2,1,47,0.223,0.22
3644,2,1,47,0.184,0.18
3645,1,0,47,0.600,0.14
3647,1,1,47,0.125,0.19
3652,2,1,46,0.182,0.19
3653,2,1,46,0.149,0.23
3654,3,1,46,0.405,0.17
3655,2,1,46,0.318,0.19
3656,3,1,46,0.366,0.15
3658,2,1,45,0.233,0.17
3659,4,1,45,0.489,0.16
3660,2,1,50,0.116,0.20
3661,2,1,50,0.226,0.19
3662,3,1,50,0.419,0.16
3663,2,1,49,0.313,0.16
3664,3,1,49,0.405,0.17
3666,2,1,49,0.295,0.15
3668,2,1,48,0.190,0.20
3670,2,1,48,0.258,0.16
3673,2,1,47,0.179,0.20
3674,3,0,47,0.388,0.15
3679,4,1,46,0.409,0.16
3680,2,1,46,0.272,0.22
3681,3,1,46,0.439,0.16
3682,2,1,46,0.166,0.21
3683,3,1,46,0.301,0.16
3684,3,1,45,0.350,0.19
3685,3,1,45,0.418,0.14
3686,4,1,44,0.459,0.15
3687,3,1,50,0.396,0.16
3690,3,1,49,0.385,0.18
3691,2,1,49,0.278,0.18
3692,2,1,48,0.299,0.17
3693,2,0,48,0.254,0.17
3694,2,1,48,0.200,0.17
3695,2,1,48,0.152,0.21
3696,3,1,47,0.352,0.19
3697,1,1,47,0.000,0.00
3698,2,1,47,0.172,0.18
3699,3,1,47,0.393,0.17
3701,2,1,46,0.282,0.16
3702,3,1,46,0.345,0.18
3703,4,1,46,0.564,0.17
3704,2,0,46,0.226,0.23
3705,2,1,45,0.193,0.19
3708,3,1,45,0.361,0.17
3709,2,1,45,0.173,0.20
3710,2,1,45,0.311,0.17
3711,3,1,45,0.335,0.17
3712,3,1,45,0.326,0.17
3713,3,1,45,0.412,0.13
3714,2,1,45,0.222,0.16
3715,2,1,45,0.324,0.18
3716,4,1,45,0.468,0.13
3717,4,1,44,0.496,0.15
3718,3,1,44,0.333,0.16
3719,4,1,44,0.610,0.14
