,racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
0,2014.0,2,1,73.0,0.236,0.17
1,2538.0,2,1,71.0,0.234,0.18
2,2787.0,2,1,65.0,0.338,0.16
3,2841.0,2,1,64.0,0.214,0.19
4,2844.0,2,1,63.0,0.264,0.18
5,2876.0,4,1,63.0,0.525,0.14
6,2878.0,2,1,62.0,0.271,0.18
7,2903.0,2,1,61.0,0.259,0.16
8,2912.0,2,1,65.0,0.242,0.19
9,2930.0,2,1,64.0,0.169,0.21
10,2935.0,2,1,62.0,0.109,0.16
11,2958.0,2,1,63.0,0.117,0.20
12,2983.0,2,0,61.0,0.119,0.18
13,3006.0,2,1,63.0,0.179,0.20
14,3020.0,2,1,60.0,0.196,0.22
15,3022.0,4,1,60.0,0.389,0.16
16,3024.0,4,1,59.0,0.575,0.15
17,3025.0,2,1,58.0,0.266,0.18
18,3036.0,2,1,62.0,0.213,0.17
19,3044.0,2,1,60.0,0.202,0.19
20,3051.0,1,1,58.0,0.000,0.00
21,3052.0,2,1,58.0,0.112,0.19
22,3054.0,3,1,57.0,0.409,0.17
23,3058.0,2,1,63.0,0.103,0.19
24,3064.0,3,1,61.0,0.389,0.15
25,3065.0,2,1,61.0,0.181,0.19
26,3066.0,2,1,60.0,0.126,0.19
27,3070.0,3,1,59.0,0.459,0.15
28,3072.0,2,1,59.0,0.260,0.17
29,3075.0,2,1,58.0,0.300,0.15
30,3079.0,2,1,57.0,0.295,0.21
31,3081.0,3,1,57.0,0.337,0.16
32,3105.0,2,1,57.0,0.263,0.18
33,3107.0,3,1,57.0,0.339,0.17
34,3108.0,2,1,57.0,0.119,0.18
35,3122.0,2,1,59.0,0.220,0.16
36,3123.0,2,1,58.0,0.203,0.18
37,3141.0,2,1,59.0,0.284,0.17
38,3142.0,1,0,58.0,0.151,0.21
39,3151.0,2,1,56.0,0.127,0.19
40,3153.0,2,1,56.0,0.196,0.20
41,3156.0,3,1,56.0,0.429,0.14
42,3158.0,4,1,55.0,0.455,0.14
43,3159.0,4,1,55.0,0.570,0.14
44,3161.0,2,1,60.0,0.303,0.19
45,3164.0,2,1,59.0,0.135,0.20
46,3170.0,1,1,57.0,0.190,0.21
47,3175.0,2,0,57.0,0.200,0.18
48,3176.0,2,1,56.0,0.176,0.21
49,3177.0,2,0,56.0,0.172,0.20
50,3182.0,2,0,55.0,0.145,0.19
51,3186.0,2,1,60.0,0.230,0.20
