racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
1485,2,1,70,0.192,0.19
1710,2,1,68,0.245,0.20
1759,2,1,65,0.151,0.22
2014,2,1,65,0.333,0.15
2015,1,1,65,0.065,0.23
2205,1,1,64,0.000,0.00
2223,1,1,67,0.075,0.24
2273,3,1,62,0.398,0.18
2276,2,1,62,0.312,0.18
2349,2,1,65,0.100,0.25
2372,2,1,63,0.313,0.22
2376,2,1,62,0.196,0.20
2377,2,1,62,0.184,0.19
2380,3,1,61,0.383,0.16
2429,1,1,61,0.044,0.20
2504,2,1,61,0.215,0.20
2505,2,1,61,0.192,0.23
2528,2,1,64,0.287,0.18
2538,2,1,63,0.170,0.22
2568,2,1,62,0.166,0.19
2569,1,1,62,0.000,0.00
2585,2,1,59,0.186,0.22
2596,2,1,64,0.257,0.18
2606,2,1,63,0.221,0.26
2613,2,1,62,0.166,0.20
2687,1,1,61,0.040,0.23
2698,2,1,58,0.240,0.20
2709,1,1,63,0.061,0.25
2712,2,1,62,0.134,0.21
2752,2,1,60,0.152,0.16
2757,2,1,60,0.116,0.19
2763,2,1,56,0.215,0.16
2774,1,1,59,0.000,0.00
2776,1,1,58,0.067,0.20
2781,2,1,58,0.174,0.22
2784,2,1,57,0.330,0.16
2785,2,1,57,0.338,0.20
2787,4,1,57,0.418,0.16
2788,2,1,57,0.234,0.17
2789,2,1,57,0.115,0.19
2793,2,1,55,0.303,0.22
2795,2,1,55,0.120,0.21
2800,2,1,59,0.168,0.23
2803,2,1,58,0.194,0.19
2808,1,1,56,0.020,0.29
2809,2,1,56,0.189,0.20
2811,2,1,60,0.136,0.18
2816,2,1,59,0.267,0.23
2820,2,1,59,0.211,0.17
2823,2,1,58,0.260,0.22
2833,3,1,57,0.395,0.17
2837,2,1,56,0.356,0.17
2838,2,1,56,0.213,0.20
2841,3,1,55,0.333,0.20
2842,2,1,55,0.185,0.18
2843,2,1,55,0.187,0.20
2844,2,1,55,0.185,0.22
2850,2,1,59,0.250,0.23
2857,2,1,57,0.245,0.21
2871,2,1,56,0.145,0.18
2874,2,1,55,0.195,0.20
2876,4,1,54,0.534,0.17
2878,4,1,54,0.452,0.18
2881,1,1,58,0.020,0.25
2883,2,1,58,0.190,0.23
2885,2,1,57,0.129,0.20
2887,2,1,57,0.189,0.20
2888,2,1,56,0.177,0.22
2902,2,1,53,0.117,0.23
2903,4,1,52,0.401,0.17
2904,2,1,52,0.301,0.18
2905,1,1,58,0.061,0.18
2907,2,1,57,0.165,0.22
2909,2,1,56,0.242,0.25
2910,2,1,56,0.290,0.20
2912,2,1,56,0.287,0.19
2914,3,1,55,0.394,0.15
2920,2,1,54,0.196,0.22
2930,3,1,55,0.362,0.20
2935,2,1,54,0.125,0.19
2936,2,1,54,0.214,0.18
2941,2,1,52,0.161,0.21
2942,4,1,52,0.603,0.12
2958,3,1,54,0.409,0.18
2959,2,1,54,0.247,0.22
2960,2,1,54,0.132,0.22
2969,2,1,56,0.166,0.22
2970,1,1,56,0.040,0.21
2972,2,1,55,0.237,0.18
2973,2,1,54,0.141,0.21
2974,2,1,54,0.284,0.16
2975,1,1,54,0.085,0.21
2983,3,0,52,0.329,0.18
2988,2,0,51,0.161,0.26
2989,2,1,51,0.285,0.20
2992,4,1,51,0.512,0.13
2994,2,1,50,0.176,0.20
2995,2,0,50,0.157,0.26
2997,3,1,50,0.372,0.21
3004,2,1,55,0.100,0.26
3005,2,1,55,0.290,0.19
3006,2,1,54,0.250,0.21
3008,2,1,54,0.130,0.19
3010,4,1,54,0.586,0.15
3013,2,1,53,0.283,0.20
3020,2,1,52,0.224,0.26
3022,4,1,51,0.457,0.18
3024,4,1,50,0.644,0.17
3025,3,1,50,0.322,0.21
3036,3,1,54,0.473,0.17
3044,2,1,51,0.325,0.18
3051,3,1,49,0.391,0.17
3052,2,1,49,0.250,0.20
3054,4,1,49,0.513,0.15
3056,4,1,55,0.507,0.18
3058,2,1,54,0.285,0.17
3060,2,1,53,0.177,0.21
3064,2,1,52,0.289,0.19
3065,2,1,52,0.260,0.25
3066,2,1,52,0.214,0.22
3070,4,1,51,0.503,0.15
3071,1,1,50,0.059,0.21
3072,4,1,50,0.503,0.15
3073,2,1,49,0.258,0.19
3075,3,1,49,0.363,0.21
3076,2,0,49,0.294,0.22
3078,1,1,49,0.000,0.26
3079,2,1,49,0.363,0.19
3081,4,1,48,0.605,0.17
3083,2,0,52,0.103,0.25
3085,2,1,52,0.274,0.20
3086,2,1,51,0.281,0.18
3089,2,0,51,0.100,0.24
