,racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
0,2014,2,1,72,0.220,0.17
1,2538,2,1,70,0.208,0.17
2,2787,2,1,64,0.345,0.17
3,2841,2,1,62,0.277,0.18
4,2844,2,1,62,0.287,0.18
5,2876,3,1,61,0.419,0.17
6,2878,3,1,61,0.330,0.18
7,2883,2,1,65,0.113,0.20
8,2903,2,1,59,0.285,0.18
9,2907,1,1,64,0.169,0.19
10,2912,2,1,63,0.232,0.18
11,2930,2,1,62,0.400,0.19
12,2935,2,1,61,0.239,0.18
13,2941,2,1,59,0.200,0.19
14,2942,3,1,59,0.400,0.13
15,2958,2,1,61,0.228,0.20
16,2983,1,0,59,0.095,0.20
17,2992,4,1,58,0.466,0.15
18,3005,1,1,62,0.000,0.00
19,3006,2,1,61,0.164,0.20
20,3020,2,1,59,0.166,0.23
21,3022,4,1,58,0.425,0.17
22,3024,4,1,57,0.500,0.16
23,3025,2,1,57,0.178,0.22
24,3036,2,1,61,0.266,0.19
25,3044,2,1,58,0.241,0.19
26,3051,2,1,56,0.217,0.17
27,3052,2,1,56,0.133,0.19
28,3054,3,1,56,0.438,0.16
29,3058,2,1,61,0.220,0.18
30,3064,3,1,59,0.448,0.17
31,3065,2,1,59,0.269,0.21
32,3066,2,1,59,0.210,0.20
33,3070,4,1,58,0.495,0.14
34,3072,2,1,57,0.300,0.18
35,3073,2,1,56,0.186,0.17
36,3075,3,1,56,0.355,0.15
37,3079,1,1,56,0.296,0.21
38,3081,2,1,55,0.320,0.18
39,3085,2,1,59,0.257,0.17
40,3105,3,1,55,0.361,0.18
41,3107,2,1,55,0.250,0.17
42,3108,2,1,55,0.141,0.18
43,3117,1,0,57,0.047,0.28
44,3122,2,1,57,0.238,0.17
45,3123,2,1,57,0.188,0.20
46,3135,1,1,60,0.000,0.00
47,3136,2,1,60,0.105,0.17
48,3138,1,1,59,0.100,0.25
49,3141,2,1,57,0.156,0.19
50,3142,2,0,56,0.180,0.19
51,3151,2,1,55,0.309,0.18
52,3153,2,1,55,0.222,0.21
53,3156,3,1,54,0.411,0.16
54,3158,4,1,54,0.503,0.14
55,3159,4,1,54,0.640,0.17
56,3161,3,1,59,0.362,0.20
57,3164,1,1,58,0.127,0.22
58,3170,2,1,56,0.263,0.22
59,3174,2,1,55,0.181,0.19
60,3175,2,0,55,0.291,0.17
61,3176,3,1,55,0.351,0.19
62,3177,2,0,55,0.144,0.20
63,3182,2,0,54,0.220,0.20
64,3186,2,1,59,0.266,0.21
65,3187,2,1,58,0.218,0.20
66,3188,4,0,57,0.479,0.16
67,3200,3,1,54,0.466,0.16
68,3202,2,1,54,0.323,0.18
69,3207,2,0,53,0.224,0.19
70,3211,2,1,57,0.210,0.17
71,3212,3,1,57,0.419,0.17
72,3220,3,1,55,0.311,0.19
73,3224,2,1,54,0.285,0.18
74,3226,2,1,53,0.347,0.18
75,3227,3,1,53,0.425,0.17
76,3231,2,1,53,0.242,0.17
77,3232,4,0,52,0.506,0.13
78,3233,3,1,52,0.401,0.17
79,3234,2,1,52,0.254,0.16
80,3235,2,1,57,0.189,0.20
81,3236,2,1,57,0.292,0.18
82,3243,2,1,55,0.354,0.21
83,3245,2,1,54,0.228,0.16
84,3246,2,1,54,0.263,0.18
85,3251,4,1,52,0.420,0.15
86,3254,2,0,52,0.200,0.20
87,3256,4,1,52,0.597,0.14
88,3257,1,1,52,0.539,0.15
89,3261,2,1,56,0.222,0.21
90,3265,4,1,54,0.548,0.15
91,3268,4,1,54,0.511,0.17
92,3273,2,1,53,0.271,0.17
93,3276,2,1,53,0.163,0.21
94,3277,2,1,52,0.240,0.16
95,3280,2,0,52,0.328,0.18
96,3281,2,1,52,0.122,0.25
97,3282,3,1,52,0.448,0.20
98,3283,2,1,51,0.209,0.19
99,3284,4,1,51,0.500,0.19
100,3286,2,1,50,0.323,0.17
101,3289,2,0,56,0.401,0.17
102,3290,4,1,55,0.511,0.14
103,3293,2,1,53,0.191,0.21
104,3294,2,1,53,0.284,0.15
105,3295,3,1,52,0.319,0.18
106,3296,2,1,52,0.215,0.20
107,3297,4,1,52,0.525,0.20
108,3298,1,0,52,0.038,0.16
109,3300,4,1,52,0.431,0.15
110,3302,3,0,51,0.420,0.19
111,3303,3,1,51,0.339,0.19
112,3304,4,1,51,0.467,0.17
113,3305,2,1,51,0.175,0.18
114,3306,2,1,51,0.209,0.18
115,3307,1,1,51,0.000,0.00
116,3310,2,1,55,0.180,0.20
117,3313,2,1,53,0.187,0.20
118,3315,2,1,53,0.207,0.22
119,3319,4,1,52,0.469,0.16
120,3325,2,1,51,0.168,0.16
121,3327,4,1,51,0.446,0.17
122,3331,3,1,51,0.416,0.15
123,3333,4,1,51,0.452,0.18
