racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
2014,2,1,72,0.220,0.17
2538,2,1,70,0.208,0.17
2787,2,1,64,0.345,0.17
2841,2,1,62,0.277,0.18
2844,2,1,62,0.287,0.18
2876,3,1,61,0.419,0.17
2878,3,1,61,0.330,0.18
2883,2,1,65,0.113,0.20
2903,2,1,59,0.285,0.18
2907,1,1,64,0.169,0.19
2912,2,1,63,0.232,0.18
2930,2,1,62,0.400,0.19
2935,2,1,61,0.239,0.18
2941,2,1,59,0.200,0.19
2942,3,1,59,0.400,0.13
2958,2,1,61,0.228,0.20
2983,1,0,59,0.095,0.20
2992,4,1,58,0.466,0.15
3005,1,1,62,0.000,0.00
3006,2,1,61,0.164,0.20
3020,2,1,59,0.166,0.23
3022,4,1,58,0.425,0.17
3024,4,1,57,0.500,0.16
3025,2,1,57,0.178,0.22
3036,2,1,61,0.266,0.19
3044,2,1,58,0.241,0.19
3051,2,1,56,0.217,0.17
3052,2,1,56,0.133,0.19
3054,3,1,56,0.438,0.16
3058,2,1,61,0.220,0.18
3064,3,1,59,0.448,0.17
3065,2,1,59,0.269,0.21
3066,2,1,59,0.210,0.20
3070,4,1,58,0.495,0.14
3072,2,1,57,0.300,0.18
3073,2,1,56,0.186,0.17
3075,3,1,56,0.355,0.15
3079,1,1,56,0.296,0.21
3081,2,1,55,0.320,0.18
3085,2,1,59,0.257,0.17
3105,3,1,55,0.361,0.18
3107,2,1,55,0.250,0.17
3108,2,1,55,0.141,0.18
3117,1,0,57,0.047,0.28
3122,2,1,57,0.238,0.17
3123,2,1,57,0.188,0.20
3135,1,1,60,0.000,0.00
3136,2,1,60,0.105,0.17
3138,1,1,59,0.100,0.25
3141,2,1,57,0.156,0.19
3142,2,0,56,0.180,0.19
3151,2,1,55,0.309,0.18
3153,2,1,55,0.222,0.21
3156,3,1,54,0.411,0.16
3158,4,1,54,0.503,0.14
3159,4,1,54,0.640,0.17
3161,3,1,59,0.362,0.20
3164,1,1,58,0.127,0.22
3170,2,1,56,0.263,0.22
3174,2,1,55,0.181,0.19
3175,2,0,55,0.291,0.17
3176,3,1,55,0.351,0.19
3177,2,0,55,0.144,0.20
3182,2,0,54,0.220,0.20
3186,2,1,59,0.266,0.21
3187,2,1,58,0.218,0.20
3188,4,0,57,0.479,0.16
3200,3,1,54,0.466,0.16
3202,2,1,54,0.323,0.18
3207,2,0,53,0.224,0.19
3211,2,1,57,0.210,0.17
3212,3,1,57,0.419,0.17
3220,3,1,55,0.311,0.19
3224,2,1,54,0.285,0.18
3226,2,1,53,0.347,0.18
3227,3,1,53,0.425,0.17
3231,2,1,53,0.242,0.17
3232,4,0,52,0.506,0.13
3233,3,1,52,0.401,0.17
3234,2,1,52,0.254,0.16
3235,2,1,57,0.189,0.20
3236,2,1,57,0.292,0.18
3243,2,1,55,0.354,0.21
3245,2,1,54,0.228,0.16
3246,2,1,54,0.263,0.18
3251,4,1,52,0.420,0.15
3254,2,0,52,0.200,0.20
3256,4,1,52,0.597,0.14
3257,1,1,52,0.539,0.15
3261,2,1,56,0.222,0.21
3265,4,1,54,0.548,0.15
3268,4,1,54,0.511,0.17
3273,2,1,53,0.271,0.17
3276,2,1,53,0.163,0.21
3277,2,1,52,0.240,0.16
3280,2,0,52,0.328,0.18
3281,2,1,52,0.122,0.25
3282,3,1,52,0.448,0.20
3283,2,1,51,0.209,0.19
3284,4,1,51,0.500,0.19
3286,2,1,50,0.323,0.17
3289,2,0,56,0.401,0.17
3290,4,1,55,0.511,0.14
3293,2,1,53,0.191,0.21
3294,2,1,53,0.284,0.15
3295,3,1,52,0.319,0.18
3296,2,1,52,0.215,0.20
3297,4,1,52,0.525,0.20
3298,1,0,52,0.038,0.16
3300,4,1,52,0.431,0.15
3302,3,0,51,0.420,0.19
3303,3,1,51,0.339,0.19
3304,4,1,51,0.467,0.17
3305,2,1,51,0.175,0.18
3306,2,1,51,0.209,0.18
3307,1,1,51,0.000,0.00
3310,2,1,55,0.180,0.20
3313,2,1,53,0.187,0.20
3315,2,1,53,0.207,0.22
3319,4,1,52,0.469,0.16
3325,2,1,51,0.168,0.16
3327,4,1,51,0.446,0.17
3331,3,1,51,0.416,0.15
3333,4,1,51,0.452,0.18
3334,2,0,50,0.333,0.21
3335,2,1,50,0.223,0.20
3336,2,1,55,0.302,0.18
3338,2,1,54,0.196,0.16
3339,2,1,54,0.239,0.16
3340,2,1,53,0.202,0.19
3343,2,1,53,0.347,0.18
3346,2,1,52,0.378,0.17
3347,4,1,52,0.526,0.17
3349,3,1,51,0.439,0.15
3350,3,1,51,0.356,0.17
3352,2,1,51,0.237,0.14
3353,2,1,51,0.330,0.17
3355,2,0,50,0.051,0.25
3357,2,0,50,0.219,0.20
3360,3,1,50,0.419,0.21
