,target_com,depth,target_per,threshold,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,的中数_std,利益率_std,score,number_i
0,1.0,8.0,130.0,0.92,66110.0,55700.0,381.0,557.0,118.68940754039497,16.517055655296232,92.0,,,,14.0
3,4.0,5.0,114.0,0.85,129140.0,96000.0,147.0,960.0,134.52083333333334,7.5,72.0,1.8615099407781688,1.0047416957157749,2.866251636493944,6.0
72,8.0,5.0,258.0,0.92,32780.0,19200.0,78.0,192.0,170.72916666666666,10.9375,21.0,0.0640920304464082,2.4634511990694135,2.5275432295158216,78.0
104,10.0,5.0,178.0,0.85,61670.0,50300.0,175.0,503.0,122.60437375745528,8.548707753479125,43.0,0.8521330020990451,0.16051705050080986,1.012650052599855,38.0
107,11.0,5.0,214.0,0.85,55980.0,35000.0,118.0,350.0,159.94285714285715,8.0,28.0,1.1164914760251954,2.27164263924728,3.388134115272475,56.0
241,13.0,8.0,236.0,0.92,47830.0,23300.0,115.0,233.0,205.2789699570816,12.017167381974248,28.0,0.1258713332450323,3.978192714711517,4.104064047956549,67.0
248,17.0,8.0,256.0,0.92,49190.0,20000.0,65.0,200.0,245.95,6.0,12.0,-0.5773502691896258,1.683182710433587,1.1058324412439613,77.0
381,23.0,8.0,234.0,0.85,82020.0,39800.0,72.0,398.0,206.08040201005028,7.2864321608040195,29.0,2.2764959189072718,2.3905510106285734,4.667046929535845,66.0
