,need_precision,com_per
1,8.55559372558101,6.977179435354469
2,7.890989275143627,5.477055368387306
3,4.968840202622774,3.7673177297112037
4,3.620094043529709,2.6026048054399293
5,6.424387564794188,5.35067808500921
6,6.087185489366602,4.906055747721124
7,5.400376688374057,3.5055857024901838
8,3.3149442260424133,2.362083680861954
9,5.914561741035553,4.072060497059202
10,5.250415691825889,3.665145384039374
11,3.611933242613172,2.622249052849236
12,2.966844131958226,1.9409834896375078
13,2.673548211037008,2.1843040130353546
14,2.4387780503344203,2.2999707443569353
15,1.8878597831665997,1.6019203148132517
16,1.5948072692940412,1.0466752282554188
17,1.4117441631722432,1.0217012304211097
18,1.4634759677524218,0.908151231334844
19,1.2383552872873416,0.91396716350628
20,1.130445391542118,0.6008392166125338
21,2.976096592908436,2.1824205934215857
22,2.636678304627411,1.8730146632542568
23,1.7131921194536412,1.3040258243851317
24,1.5608526028880736,0.9742227267243426
25,1.372678744123832,0.8612331420166204
26,1.2134147673766709,0.548242990209498
27,0.8447115685657723,0.5034120670779797
28,0.9979331839888035,0.4310015114577801
29,1.1169477434142168,0.6629961743678361
30,0.9455320677278466,0.4720984968418228
31,0.7431398692876353,0.374099672181301
32,0.6101862359419065,0.2570589707129413
33,0.71895124413752,0.4151017906240937
34,0.7459967264414934,0.2977465911490018
35,0.5348903230378164,0.29202153816852366
36,0.6202517106148369,0.1739351115200058
37,0.7234543682911609,0.292611503876978
38,0.4649174482493377,0.2664547038141861
39,0.5666229407640684,0.19951436128683853
40,,
41,1.7070461441191473,0.9395071710828893
42,1.985784468779663,1.5420563385010668
43,1.851103255704941,1.1134102221483302
44,1.2391350711220337,0.7232363830767373
45,0.9236239299313236,0.6154684418941117
46,0.7168031036689446,0.6308662282460582
47,0.7660466037108271,0.3848383041475265
48,0.5418594163901722,0.39025137099460466
49,1.0762756076034057,0.6937181314401398
50,0.6489952975025479,0.451344398971833
51,0.8097150539114825,0.4567936066177074
52,0.6358233156681576,0.4821171254474381
53,1.060093829769313,0.4724230348565592
54,0.48165661332369225,0.35421003706353954
55,0.616437854813075,0.3384219372347478
56,0.7177564982597253,0.20543237314205143
57,0.4942543369183625,0.2868409859868398
58,0.4801865257882394,0.16936136856075892
59,0.48574226515410923,0.27757855821439487
60,0.47112114618540185,0.18459470761625893
61,1.4489429357740866,1.1451865010048794
62,1.623696385531419,0.9190258560998278
63,1.327510705772616,1.1136876027632399
64,1.2545112135637577,0.9086603612726978
65,0.9727106862721493,0.6469598375245913
66,0.6893197562871706,0.34411130583908833
67,0.6922730863376144,0.46735281257703204
68,0.6343810709191606,0.3688665700443866
69,0.9448746240575326,0.5656904886576034
70,0.5453164744421723,0.37490386178887547
71,0.5731440613518876,0.4099208172441081
72,0.46031719601239945,0.3541604072182855
73,0.8766976666548782,0.6882316790718899
74,0.7109356676955947,0.44215139076167387
75,0.4910743313338864,0.39466996293276896
76,0.6866263486645918,0.482780673863561
77,0.7091264909621808,0.45293316007164347
78,0.47435393328927217,0.28234573934990126
79,0.35067501193269135,0.22071958266700736
80,0.4792848212871621,0.2613878165609207
81,0.8065250863337642,0.6412203753912777
82,0.8735007703124924,0.6319843078663668
83,0.5964409124225795,0.48782987554397395
84,0.5334757817166701,0.3961444173228917
85,0.4909438943026769,0.4262719466366681
86,0.4330880657083963,0.24102670411831598
87,0.40693063151489345,0.14839534614614364
88,0.2890434468431036,0.19642605729609813
89,0.5782675940105886,0.31830938321867114
90,0.425875040827108,0.23613424909189146
91,0.42980011111128796,0.1595107738758913
92,0.4049574288502921,0.18963529033130827
93,0.5339096921417392,0.33852753582669937
94,0.4026573681930931,0.24635746418168905
95,0.4404944958581282,0.14427407889348842
96,0.3761252413470298,0.2205906046375969
97,0.4376184295665872,0.2306490650309469
98,0.2588737052269837,0.12124793121823771
99,0.41254302694851375,0.13272075383371484
100,0.22834419589225705,0.12801395233048377
101,0.4657404756072739,0.3030094683425657
102,0.5430808482813138,0.2198394528059507
103,0.5497259387143034,0.22457665156947373
104,0.3059784795136075,0.11804251491327461
105,0.44675968920417625,0.20572176589076208
106,0.3385876561622198,0.17241639870212755
107,0.29687391764717525,0.16450505456488512
108,0.345653408389502,0.1186377676005276
109,0.3409417460438581,0.19083204234231407
110,0.27311910553492935,0.08655627367563103
111,0.47805908013465337,0.1318869732386988
112,0.3552150753277969,0.1211434196218474
113,0.3405566479495652,0.1908640107534572
114,0.39324761081594783,0.12673554849972074
115,0.3047429859733576,0.09762431325841238
116,0.35631334459459457,0.07201812217493721
117,0.23494840054525426,0.14343896552245486
118,0.2874458044889453,0.09968624504499041
119,0.34547428684236503,0.07952101668998802
120,0.3336901964601032,0.08463516164330781
