,target_com,depth,target_per,threshold,total_get_test,total_use_test,num_com_test,num_pred_test,gain_test,gain_std_test,num_hit_test,buy_hit_per_test,buy_hit_per_std_test,plus_month_num_test,diff_mea_med_test,total_get_final,total_use_final,num_com_final,num_pred_final,gain_final,gain_std_final,num_hit_final,buy_hit_per_final,buy_hit_per_std_final,plus_month_num_final,diff_mea_med_final,total_get_test_score,total_use_test_score,num_com_test_score,num_pred_test_score,gain_test_score,gain_std_test_score,num_hit_test_score,buy_hit_per_test_score,buy_hit_per_std_test_score,plus_month_num_test_score,diff_mea_med_test_score,score
2078,5.0,5.0,101.0,0.58,23100.0,19600.0,32.0,196.0,117.85714285714286,67.67391102250618,12.0,6.122448979591836,0.8537347209531383,2.0,81.86666666666679,22500.0,16400.0,24.0,164.0,137.19512195121953,25.18032824502895,19.0,11.585365853658535,0.3520428470668453,3.0,88.33333333333326,0.007267949055691052,-0.017710564753906605,0.10603978929562102,-0.017710564753906855,0.07205585903834691,-0.00835092144237891,-0.02195389254990373,0.03683256526492277,-0.029592831683570315,0.28909824798544526,0.0768437859666642,0.4928194214230247
2081,5.0,5.0,102.0,0.58,24600.0,18500.0,32.0,185.0,132.97297297297297,68.8915375604939,12.0,6.486486486486487,0.7252112359458778,3.0,130.83333333333326,22500.0,16300.0,24.0,163.0,138.03680981595093,20.324959545421525,19.0,11.65644171779141,0.3542026191347397,3.0,88.33333333333326,-0.05005026116269242,0.020044515147832283,0.10603978929562102,0.020044515147832592,-0.17314294212995873,-0.009988929498636473,-0.02195389254990373,-0.09532685467636541,-0.010666225907300673,0.05595449961008621,-0.08357048372927171,-0.24261627045275708
2095,5.0,5.0,107.0,0.54,26990.0,23000.0,32.0,230.0,117.34782608695652,51.52817292428419,14.0,6.086956521739131,0.6448868249648403,4.0,86.5333333333333,22500.0,18700.0,24.0,187.0,120.32085561497324,21.50204819477665,19.0,10.16042780748663,0.3087434594596926,2.0,88.33333333333326,-0.1413772761106501,-0.13440808445019045,0.10603978929562102,-0.13440808445019245,0.0803176521722761,0.013369079111172452,-0.26588603199327887,0.049717673401490775,0.0011624952074689593,-0.17718924876527278,0.06155583650619424,-0.5411062000753611
2098,5.0,5.0,108.0,0.54,26990.0,22800.0,32.0,228.0,118.37719298245617,50.724295448463074,14.0,6.140350877192982,0.6505437269382159,4.0,86.5333333333333,22500.0,18600.0,24.0,186.0,120.96774193548389,20.736878678255387,19.0,10.21505376344086,0.3104033705320571,3.0,88.33333333333326,-0.1413772761106501,-0.1275435244680561,0.10603978929562102,-0.12754352446805797,0.06361995665672991,0.014450492615690088,-0.26588603199327887,0.030333497564460764,0.0003294493749580034,-0.17718924876527278,0.06155583650619424,-0.5632105837916618
2101,5.0,5.0,109.0,0.54,26990.0,22900.0,32.0,229.0,117.86026200873364,52.489695992713735,14.0,6.11353711790393,0.6477029246371757,4.0,86.5333333333333,22500.0,18300.0,24.0,183.0,122.95081967213116,21.20813866254148,19.0,10.382513661202186,0.3154919503768448,3.0,88.33333333333326,-0.1413772761106501,-0.1309758044591233,0.10603978929562102,-0.1309758044591252,0.0720052622649735,0.012075593396769472,-0.26588603199327887,0.040067909011004196,0.0007477911685770498,-0.17718924876527278,0.06155583650619424,-0.5539119841443108
2111,5.0,5.0,112.0,0.58,20610.0,16000.0,32.0,160.0,128.8125,62.03677159921082,10.0,6.25,0.625,2.0,166.0,21510.0,13200.0,24.0,132.0,162.95454545454547,27.38617853991516,18.0,13.636363636363637,0.0,3.0,75.0,0.10241617801820761,0.10585151492451159,0.10603978929562102,0.10585151492451317,-0.10565455562065548,-0.0007675783552081504,0.22197824689347143,-0.009473292100869517,0.004091065781399059,0.28909824798544526,-0.19877610287781727,0.6206550288686188
2125,5.0,5.0,117.0,0.54,23810.0,19900.0,32.0,199.0,119.64824120603016,56.94040446799572,12.0,6.030150753768844,0.6741913499999366,3.0,127.33333333333326,22500.0,17200.0,24.0,172.0,130.8139534883721,25.113353271133427,19.0,11.046511627906977,0.3356687611567592,3.0,88.33333333333326,-0.019862670447677123,-0.028007404727108127,0.10603978929562102,-0.028007404727108526,0.0430018696407173,0.006088292602049783,-0.02195389254990373,0.07034032134871215,-0.003152943272655971,0.05595449961008621,-0.07210452163391887,0.1083359351388141
2145,5.0,5.0,124.0,0.5,26990.0,23300.0,32.0,233.0,115.83690987124464,47.73953971146407,14.0,6.008583690987124,0.6365835611240912,4.0,86.5333333333333,22500.0,19500.0,24.0,195.0,115.38461538461536,18.71175498268896,19.0,9.743589743589745,0.2960770611228847,2.0,88.33333333333326,-0.1413772761106501,-0.14470492442339197,0.10603978929562102,-0.1447049244233941,0.10482671597620992,0.018465725357943795,-0.26588603199327887,0.07816998299919217,0.002385249176218987,-0.17718924876527278,0.06155583650619424,-0.5024191064046077
2148,5.0,5.0,125.0,0.5,26990.0,23300.0,32.0,233.0,115.83690987124464,49.27431004811451,14.0,6.008583690987124,0.6365835611240912,4.0,86.5333333333333,22500.0,19100.0,24.0,191.0,117.80104712041886,19.551994931546123,19.0,9.947643979057592,0.3022776278479715,2.0,88.33333333333326,-0.1413772761106501,-0.14470492442339197,0.10603978929562102,-0.1447049244233941,0.10482671597620992,0.016401080659830383,-0.26588603199327887,0.07816998299919217,0.002385249176218987,-0.17718924876527278,0.06155583650619424,-0.5044837511027211
2151,5.0,5.0,126.0,0.5,26990.0,23300.0,32.0,233.0,115.83690987124464,50.77837355510901,14.0,6.008583690987124,0.6365835611240912,4.0,86.5333333333333,22500.0,18500.0,24.0,185.0,121.62162162162164,20.99639893018441,19.0,10.27027027027027,0.312081226588987,2.0,88.33333333333326,-0.1413772761106501,-0.14470492442339197,0.10603978929562102,-0.1447049244233941,0.10482671597620992,0.014377744222328365,-0.26588603199327887,0.07816998299919217,0.002385249176218987,-0.17718924876527278,0.06155583650619424,-0.5065070875402231
2154,5.0,5.0,127.0,0.5,26990.0,22900.0,32.0,229.0,117.86026200873364,51.894608325371294,14.0,6.11353711790393,0.6477029246371757,4.0,86.5333333333333,22500.0,18500.0,24.0,185.0,121.62162162162164,19.21123090268896,19.0,10.27027027027027,0.312081226588987,3.0,88.33333333333326,-0.1413772761106501,-0.1309758044591233,0.10603978929562102,-0.1309758044591252,0.0720052622649735,0.012876133104862023,-0.26588603199327887,0.040067909011004196,0.0007477911685770498,-0.17718924876527278,0.06155583650619424,-0.5531114444362182
2155,5.0,5.0,127.0,0.54,20610.0,16400.0,32.0,164.0,125.67073170731706,59.58684457488548,10.0,6.097560975609756,0.6097560975609755,3.0,166.0,21510.0,13900.0,24.0,139.0,154.74820143884892,33.31031195689121,18.0,12.949640287769784,0.0,3.0,75.0,0.10241617801820761,0.0921223949602429,0.10603978929562102,0.09212239496024427,-0.054690909362968894,0.0025281778375896725,0.22197824689347143,0.04586785450702841,0.00633591100901667,0.05595449961008621,-0.19877610287781727,0.4718984348507221
2158,5.0,5.0,128.0,0.54,20610.0,16300.0,32.0,163.0,126.44171779141104,61.94610530449945,10.0,6.134969325153374,0.6134969325153374,2.0,166.0,21510.0,14300.0,24.0,143.0,150.4195804195804,37.30216807232285,18.0,12.587412587412588,0.0,3.0,75.0,0.10241617801820761,0.09555467495131008,0.10603978929562102,0.0955546749513115,-0.06719732562252395,-0.0006456098233677635,0.22197824689347143,0.03228720503269762,0.005785028744570615,0.28909824798544526,-0.19877610287781727,0.6820950075489263
2161,5.0,5.0,129.0,0.54,20610.0,15900.0,32.0,159.0,129.62264150943398,64.1679960929014,10.0,6.289308176100629,0.6289308176100629,3.0,166.0,21510.0,13600.0,24.0,136.0,158.16176470588235,34.49060306325181,18.0,13.23529411764706,0.0,3.0,75.0,0.10241617801820761,0.10928379491557876,0.10603978929562102,0.10928379491558039,-0.11879612478144275,-0.003634601027141573,0.22197824689347143,-0.02374365066013894,0.003512206320189496,0.05595449961008621,-0.19877610287781727,0.3635180306221943
2164,5.0,5.0,130.0,0.54,20610.0,16100.0,32.0,161.0,128.01242236024845,59.175729090656624,10.0,6.211180124223603,0.6211180124223603,3.0,166.0,21510.0,13600.0,24.0,136.0,158.16176470588235,34.01067164985651,18.0,13.23529411764706,0.0,3.0,75.0,0.10241617801820761,0.10241923493344442,0.10603978929562102,0.10241923493344594,-0.09267623576621367,0.003081229577355455,0.22197824689347143,0.00461979492350195,0.004662734441848251,0.05595449961008621,-0.19877610287781727,0.4121386039829515
2169,5.0,5.0,132.0,0.5,25450.0,21600.0,32.0,216.0,117.82407407407408,63.80134336027732,13.0,6.018518518518518,0.7746852097537738,3.0,86.5333333333333,22500.0,18000.0,24.0,180.0,125.0,23.74150764437212,19.0,10.555555555555555,0.320750149549792,3.0,88.33333333333326,-0.08253058028644304,-0.08635616457525006,0.10603978929562102,-0.08635616457525132,0.07259227853383128,-0.0031413626563028207,-0.14391996227159132,0.07456326385927196,-0.01795185466530268,0.05595449961008621,0.06155583650619424,-0.049550421225136504
2172,5.0,5.0,133.0,0.5,26140.0,21200.0,32.0,212.0,123.30188679245282,51.8547266898394,13.0,6.132075471698113,0.5378185967448764,4.0,130.83333333333326,22500.0,17600.0,24.0,176.0,127.84090909090908,23.51644863102698,19.0,10.795454545454543,0.3280399256759238,3.0,88.33333333333326,-0.10889695698689945,-0.07262704461098136,0.10603978929562102,-0.07262704461098242,-0.01626510483701936,0.012929783742606766,-0.14391996227159132,0.03333778357693844,0.016929560242847103,-0.17718924876527278,-0.08357048372927171,-0.5058589289540051
2175,5.0,5.0,134.0,0.5,25450.0,21000.0,32.0,210.0,121.19047619047618,64.7550664553741,13.0,6.190476190476191,0.7968190728895957,3.0,86.5333333333333,22500.0,17400.0,24.0,174.0,129.31034482758622,24.130262279382062,19.0,10.919540229885058,0.3318104995342679,3.0,88.33333333333326,-0.08253058028644304,-0.06576248462884703,0.10603978929562102,-0.06576248462884797,0.01798477389352713,-0.004424355482485109,-0.14391996227159132,0.012136108003166753,-0.021211328230417603,0.05595449961008621,0.06155583650619424,-0.12994018822003672
2176,5.0,5.0,134.0,0.54,19540.0,14400.0,32.0,144.0,135.69444444444446,71.82124424224705,9.0,6.25,0.5810139073153302,3.0,145.33333333333326,21510.0,12900.0,24.0,129.0,166.74418604651163,43.94603639950181,18.0,13.953488372093023,0.0,3.0,75.0,0.14330316797398782,0.16076799478158632,0.10603978929562102,0.16076799478158874,-0.21728881682589885,-0.013930107682149119,0.34394431661515895,-0.009473292100869517,0.01056853902945309,0.05595449961008621,-0.13107232669573352,0.609581758782831
2178,5.0,5.0,135.0,0.5,25450.0,20900.0,32.0,209.0,121.77033492822966,63.448382521276464,13.0,6.220095693779904,0.8006316043388283,3.0,86.5333333333333,22500.0,17300.0,24.0,173.0,130.0578034682081,19.826147607199808,19.0,10.982658959537572,0.3337284793003622,3.0,88.33333333333326,-0.08253058028644304,-0.06233020463777984,0.10603978929562102,-0.06233020463778075,0.008578696539216184,-0.002666543259887316,-0.14391996227159132,0.0013831050805841367,-0.021772768653116836,0.05595449961008621,0.06155583650619424,-0.14203833671489735
2181,5.0,5.0,136.0,0.5,25450.0,19900.0,32.0,199.0,127.8894472361809,69.89984546114808,13.0,6.532663316582915,0.8408643482754529,3.0,86.5333333333333,22500.0,17100.0,24.0,171.0,131.57894736842107,25.72206223019872,19.0,11.11111111111111,0.3376317363682023,3.0,88.33333333333326,-0.08253058028644304,-0.028007404727108127,0.10603978929562102,-0.028007404727108526,-0.09068141624496825,-0.01134535235320827,-0.14391996227159132,-0.11209079510747441,-0.02769751683235489,0.05595449961008621,0.06155583650619424,-0.3007303071383554
2182,5.0,5.0,136.0,0.54,19540.0,14700.0,32.0,147.0,132.92517006802723,57.85717261719847,9.0,6.122448979591836,0.5691564806354256,3.0,145.33333333333326,21510.0,12400.0,24.0,124.0,173.46774193548387,43.66613529150004,18.0,14.516129032258066,0.0,3.0,75.0,0.14330316797398782,0.1504711548083848,0.10603978929562102,0.15047115480838705,-0.17236751564691147,0.004855013294097002,0.34394431661515895,0.03683256526492277,0.012314685582193228,0.05595449961008621,-0.13107232669573352,0.7007465049101937
2184,5.0,5.0,137.0,0.5,25450.0,20300.0,32.0,203.0,125.36945812807885,70.40876535062438,13.0,6.403940886699508,0.8242955926444093,3.0,86.5333333333333,21510.0,16900.0,24.0,169.0,127.27810650887574,27.411593464576598,18.0,10.650887573964498,0.0,3.0,75.0,-0.08253058028644304,-0.041736524691376814,0.10603978929562102,-0.041736524691377425,-0.049803852556506656,-0.012029975144306055,-0.14391996227159132,-0.06535967168027408,-0.02525757127676718,0.05595449961008621,0.06155583650619424,-0.23882453718674113
2190,5.0,5.0,139.0,0.5,23810.0,18900.0,32.0,189.0,125.97883597883596,60.98940817611485,12.0,6.349206349206349,0.7098628499999332,3.0,127.33333333333326,21510.0,15900.0,24.0,159.0,135.28301886792454,24.2605426639207,18.0,11.320754716981131,5.438959822042073e-16,3.0,75.0,-0.019862670447677123,0.006315395183563596,0.10603978929562102,0.006315395183563702,-0.05968876905260325,0.0006413838112176227,-0.02195389254990373,-0.04548895894092997,-0.008405994245480114,0.05595449961008621,-0.07210452163391887,-0.0522383437864609
2194,5.0,5.0,140.0,0.54,19540.0,13300.0,32.0,133.0,146.91729323308272,73.99431342768806,9.0,6.7669172932330826,0.629067689123365,4.0,145.33333333333326,21510.0,11700.0,24.0,117.0,183.84615384615384,57.615362643452,18.0,15.384615384615383,0.0,3.0,75.0,0.14330316797398782,0.19852307468332522,0.10603978929562102,0.1985230746833282,-0.39933830055126895,-0.016853421786685585,0.34394431661515895,-0.19713387195171142,0.003492050368348289,-0.17718924876527278,-0.13107232669573352,0.07223830386909719
2220,5.0,5.0,149.0,0.5,20610.0,16600.0,32.0,166.0,124.15662650602412,65.99701479088738,10.0,6.024096385542169,0.6024096385542168,2.0,166.0,21510.0,13400.0,24.0,134.0,160.52238805970148,35.92402290481393,18.0,13.432835820895525,0.0,3.0,75.0,0.10241617801820761,0.08525783497810856,0.10603978929562102,0.08525783497810982,-0.03013011598577132,-0.006095082356086572,0.22197824689347143,0.07253828660722013,0.0074177641307600775,0.28909824798544526,-0.19877610287781727,0.7350028816672689
2223,5.0,5.0,150.0,0.5,20610.0,16600.0,32.0,166.0,124.15662650602412,67.90868015870295,10.0,6.024096385542169,0.6024096385542168,2.0,166.0,21510.0,13800.0,24.0,138.0,155.8695652173913,32.28397630872888,18.0,13.043478260869565,0.0,3.0,75.0,0.10241617801820761,0.08525783497810856,0.10603978929562102,0.08525783497810982,-0.03013011598577132,-0.008666743843134456,0.22197824689347143,0.07253828660722013,0.0074177641307600775,0.28909824798544526,-0.19877610287781727,0.732431220180221
2241,5.0,5.0,156.0,0.5,19540.0,14900.0,32.0,149.0,131.14093959731542,71.2981282822179,9.0,6.04026845637584,0.5615167963315942,3.0,145.33333333333326,21510.0,12400.0,24.0,124.0,173.46774193548387,38.98638517601075,18.0,14.516129032258066,0.0,3.0,75.0,0.14330316797398782,0.1436065948262505,0.10603978929562102,0.14360659482625263,-0.14342493233695933,-0.013226387674287986,0.34394431661515895,0.06666721162140567,0.013439719602750654,0.05595449961008621,-0.13107232669573352,0.7288382476645328
2288,5.0,7.0,87.0,0.58,26990.0,23300.0,32.0,233.0,115.83690987124464,49.71785485293648,14.0,6.008583690987124,0.6365835611240912,4.0,86.5333333333333,22500.0,18900.0,24.0,189.0,119.04761904761904,24.17188961878697,19.0,10.052910052910052,0.3054763329045638,2.0,88.33333333333326,-0.1413772761106501,-0.14470492442339197,0.10603978929562102,-0.1447049244233941,0.10482671597620992,0.01580440348424068,-0.26588603199327887,0.07816998299919217,0.002385249176218987,-0.17718924876527278,0.06155583650619424,-0.5050804282783109
2291,5.0,7.0,88.0,0.58,26990.0,22900.0,32.0,229.0,117.86026200873364,53.25045525789467,14.0,6.11353711790393,0.6477029246371757,4.0,86.5333333333333,22500.0,18800.0,24.0,188.0,119.6808510638298,25.51356525406364,19.0,10.106382978723405,0.3071012070157584,2.0,88.33333333333326,-0.1413772761106501,-0.1309758044591233,0.10603978929562102,-0.1309758044591252,0.0720052622649735,0.011052184521911722,-0.26588603199327887,0.040067909011004196,0.0007477911685770498,-0.17718924876527278,0.06155583650619424,-0.5549353930191685
2312,5.0,7.0,95.0,0.58,26140.0,20300.0,32.0,203.0,128.76847290640393,54.39396026091333,13.0,6.403940886699508,0.561662770984797,4.0,130.83333333333326,22500.0,17200.0,24.0,172.0,130.8139534883721,27.82789674927766,19.0,11.046511627906977,0.3356687611567592,3.0,88.33333333333326,-0.10889695698689945,-0.041736524691376814,0.10603978929562102,-0.041736524691377425,-0.10494037780270185,0.009513888214399514,-0.14391996227159132,-0.06535967168027408,0.013418223105714801,-0.17718924876527278,-0.08357048372927171,-0.63837785000303
2315,5.0,7.0,96.0,0.58,26140.0,20400.0,32.0,204.0,128.1372549019608,55.79575012030557,13.0,6.372549019607843,0.5589095221074206,4.0,130.83333333333326,22500.0,17000.0,24.0,170.0,132.35294117647058,29.493220765981278,19.0,11.176470588235295,0.339617805405662,3.0,88.33333333333326,-0.10889695698689945,-0.04516880468244398,0.10603978929562102,-0.045168804682444635,-0.09470118506374552,0.0076281350616641186,-0.14391996227159132,-0.053963233491532425,0.013823671620459914,-0.17718924876527278,-0.08357048372927171,-0.6250870836954567
2324,5.0,7.0,99.0,0.58,23790.0,19300.0,32.0,193.0,123.26424870466322,66.63352714562832,12.0,6.217616580310881,0.5907644689632839,3.0,126.16666666666674,22500.0,16400.0,24.0,164.0,137.19512195121953,28.739644351966653,19.0,11.585365853658535,0.3520428470668453,3.0,88.33333333333326,-0.019098427644765343,-0.007413724780705092,0.10603978929562102,-0.00741372478070519,-0.015654565162151416,-0.006951348487322655,-0.02195389254990373,0.002283117282155481,0.009132653312553885,0.05595449961008621,-0.06828253426880174,0.02664184182606144
2338,5.0,7.0,104.0,0.54,26990.0,23000.0,32.0,230.0,117.34782608695652,54.55513224280797,14.0,6.086956521739131,0.6448868249648403,4.0,86.5333333333333,22500.0,19100.0,24.0,191.0,117.80104712041886,24.850737213775965,19.0,9.947643979057592,0.3022776278479715,2.0,88.33333333333326,-0.1413772761106501,-0.13440808445019045,0.10603978929562102,-0.13440808445019245,0.0803176521722761,0.009297072141038703,-0.26588603199327887,0.049717673401490775,0.0011624952074689593,-0.17718924876527278,0.06155583650619424,-0.5451782070454949
2370,5.0,7.0,115.0,0.5,28820.0,25000.0,32.0,250.0,115.28,46.378223267127,15.0,6.0,0.6324555320336759,4.0,116.86666666666632,22500.0,20300.0,24.0,203.0,110.83743842364532,20.515330938578547,19.0,9.35960591133005,0.2844089996008008,2.0,88.33333333333326,-0.2113054925770779,-0.2030536842715339,0.10603978929562102,-0.2030536842715369,0.11386053229602786,0.020297031783496174,-0.3878521017149665,0.08128618833608314,0.0029931503642613906,-0.17718924876527278,-0.03781583498686278,-0.895793354511761
2407,5.0,7.0,127.0,0.54,22250.0,17400.0,32.0,174.0,127.8735632183908,75.99419562931935,11.0,6.321839080459771,0.7493336097934078,2.0,126.16666666666674,22500.0,15200.0,24.0,152.0,148.0263157894737,31.30287250522217,19.0,12.5,0.3798357034142272,3.0,88.33333333333326,0.03974826817944168,0.057799595049571176,0.10603978929562102,0.05779959504957205,-0.09042375642145715,-0.019543756676439105,0.10001217717178384,-0.03555360257125856,-0.01421853123246522,0.28909824798544526,-0.06828253426880174,0.42247549156101327
2418,5.0,7.0,131.0,0.5,24640.0,21500.0,32.0,215.0,114.6046511627907,62.20444119602016,13.0,6.046511627906977,0.7053837622373537,3.0,81.86666666666679,22500.0,17700.0,24.0,177.0,127.1186440677966,27.537710103870303,19.0,10.734463276836156,0.3261865927625008,2.0,88.33333333333326,-0.05157874676851598,-0.08292388458418287,0.10603978929562102,-0.0829238845841841,0.12481558563978765,-0.0009931353234531412,-0.14391996227159132,0.0644007036036268,-0.0077463955089934105,0.05595449961008621,0.0768437859666642,0.057968355074865086
2419,5.0,7.0,131.0,0.54,20610.0,16300.0,32.0,163.0,126.44171779141104,60.13258065399707,10.0,6.134969325153374,0.6134969325153374,3.0,166.0,21510.0,14400.0,24.0,144.0,149.375,30.20349801038288,18.0,12.5,0.0,3.0,75.0,0.10241617801820761,0.09555467495131008,0.10603978929562102,0.0955546749513115,-0.06719732562252395,0.001794028189658625,0.22197824689347143,0.03228720503269762,0.005785028744570615,0.05595449961008621,-0.19877610287781727,0.4513908971865936
2427,5.0,7.0,134.0,0.5,24640.0,21000.0,32.0,210.0,117.33333333333331,61.68248331194266,13.0,6.190476190476191,0.7221786137191952,3.0,81.86666666666679,22500.0,17600.0,24.0,176.0,127.84090909090908,26.959166817647283,19.0,10.795454545454543,0.3280399256759238,3.0,88.33333333333326,-0.05157874676851598,-0.06576248462884703,0.10603978929562102,-0.06576248462884797,0.08055274384681901,-0.0002909732134197643,-0.14391996227159132,0.012136108003166753,-0.010219636357153235,0.05595449961008621,0.0768437859666642,-0.006007361146018075
2363,5.0,7.0,112.0,0.58,14880.0,12500.0,37.0,125.0,119.04,84.81512466017381,8.0,6.4,0.7155417527999326,3.0,-18.66666666666697,0.0,5700.0,13.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32137174105243244,0.2259813146118626,-0.9543581036605893,0.22598131461186596,0.05286834825267071,-0.03141008215920503,0.46591038633684656,-0.06392898036304125,-0.009242279960353705,0.05595449961008621,0.4061898972008009,0.6953180555333761
2404,5.0,7.0,126.0,0.54,16830.0,16500.0,37.0,165.0,102.0,76.90998592555495,10.0,6.0606060606060606,0.4285495643554833,1.0,-18.666666666666742,5040.0,8200.0,13.0,82.0,61.46341463414634,121.2435565298214,1.0,1.2195121951219512,0.7040856941336899,1.0,0.0,0.24685806776853395,0.08869011496917573,-0.9543581036605893,0.08869011496917706,0.3292797355129911,-0.02077572053093546,0.22197824689347143,0.05928389004833707,0.03302071976495042,0.5222419963608043,0.4061898972008002,1.0210989592967166
