,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
1,72.02098540145985,88.91061452513966,90.09650735294117,92.6056338028169,72.08180147058823,71.05747126436782,68.55565777368905,95.01179801793299,79.38356164383562,94.27973699940227
2,64.5301094890511,51.857541899441344,70.37224264705883,81.90140845070422,52.06341911764706,70.87816091954024,67.47930082796688,84.31335535630014,82.26940639269407,67.86610878661088
3,84.04653284671532,73.8733705772812,76.7095588235294,86.93896713615024,51.08455882352941,62.708045977011494,70.41858325666973,74.84662576687117,93.44292237442923,89.34249850567842
4,98.07025547445255,58.24487895716946,55.799632352941174,70.86854460093896,86.70496323529412,73.74712643678161,79.46182152713891,66.52194431335536,61.61643835616438,60.36461446503287
5,64.64416058394161,99.37616387337057,63.89705882352941,72.70422535211267,71.83363970588235,101.08505747126436,116.93652253909843,81.53846153846153,73.17808219178082,69.10340705319784
6,78.18430656934306,67.92364990689013,99.40257352941177,72.25821596244131,93.40073529411765,91.25057471264368,76.45814167433302,56.41340254837187,86.41552511415524,74.82964734010758
7,54.457116788321166,68.70577281191807,51.934742647058826,55.21596244131455,86.76930147058823,50.110344827586204,64.79300827966881,72.89287399716848,65.89954337899543,80.48416019127316
8,38.152372262773724,69.18994413407822,65.47334558823529,107.98591549295774,72.95036764705883,77.23218390804598,77.0883164673413,70.4577630957999,65.1324200913242,88.31440526001195
9,66.25456204379562,73.36126629422719,67.05882352941177,73.67136150234742,62.7297794117647,76.97011494252874,61.10855565777369,64.20953279848986,70.75342465753425,57.0412432755529
10,86.55109489051095,57.45810055865922,69.7564338235294,64.87323943661971,54.16819852941177,78.1655172413793,68.8592456301748,72.51533742331289,68.64383561643835,60.52600119545726
11,75.99452554744525,71.20577281191807,72.15533088235294,51.582159624413144,65.9283088235294,75.75632183908046,101.98252069917203,67.5932043416706,68.09132420091325,66.30005977286312
12,73.64963503649635,75.74022346368714,69.18658088235294,67.66197183098592,47.65625,60.358620689655176,58.054277828886846,54.87966021708353,79.10502283105023,75.22414823670054
13,112.0757299270073,66.54096834264432,69.9126838235294,57.436619718309856,90.234375,70.54252873563219,86.56853725850966,74.97876356772062,109.27397260273973,108.17692767483562
14,95.96259124087591,102.06703910614524,104.13602941176471,68.53521126760563,100.34007352941177,80.54252873563219,85.55657773689052,93.511090136857,112.57077625570776,97.25642558278541
15,54.01459854014598,102.46741154562383,44.411764705882355,116.07511737089202,134.19117647058823,80.25287356321839,105.81416743330267,61.06654082114205,78.87671232876713,55.56485355648535
16,74.56660583941606,52.02048417132216,56.86580882352941,68.90140845070422,88.68566176470588,80.30344827586207,53.725850965961364,58.329400660689004,46.986301369863014,51.7931858936043
17,42.22627737226277,49.77188081936685,89.55422794117646,67.86384976525821,114.18198529411765,92.49655172413793,66.75252989880404,98.62199150542709,38.71232876712329,83.2098027495517
18,93.3485401459854,70.68435754189944,69.10845588235294,69.03286384976526,67.890625,62.72183908045977,27.934682612695493,50.19820670127419,51.146118721461185,89.18708906156606
19,72.8330291970803,64.19459962756052,44.154411764705884,88.13145539906104,91.54411764705883,88.31264367816092,73.99724011039558,48.872109485606416,70.54337899543378,71.81709503885236
20,83.12043795620438,30.15828677839851,55.59742647058823,46.328638497652584,27.748161764705884,56.94252873563219,65.05059797608095,65.0967437470505,46.39269406392694,70.71727435744172
21,72.52737226277372,102.28119180633148,64.89430147058823,76.70892018779342,76.6314338235294,63.09885057471264,64.51701931922723,80.4672015101463,51.9041095890411,57.30424387328153
22,81.21806569343066,84.1852886405959,52.93658088235294,68.0469483568075,81.3970588235294,66.99770114942528,54.314627414903406,65.6488909863143,86.93607305936074,48.834429169157204
23,96.97992700729927,64.2877094972067,76.82444852941177,48.16431924882629,83.08823529411765,63.45287356321839,48.00367985280589,108.87210948560642,94.28310502283105,57.75254034668261
24,59.808394160583944,54.95344506517691,40.18382352941177,78.3943661971831,93.16636029411765,70.44137931034483,57.00091996320147,50.0,39.67579908675799,47.519426180514046
25,75.91240875912409,76.24301675977654,42.7389705882353,55.40845070422535,79.27389705882354,67.35632183908046,46.56853725850966,44.83718735252478,70.7579908675799,101.48834429169158
26,38.98266423357664,82.2951582867784,39.981617647058826,35.10798122065728,43.52481617647059,34.85977011494253,36.8491260349586,31.439358187824446,56.89954337899543,11.165570830842798
27,42.887773722627735,102.86312849162012,43.7454044117647,47.87793427230047,75.0873161764706,52.160919540229884,59.84360625574977,22.10004719207173,76.25114155251141,133.329348475792
28,104.63047445255475,23.94785847299814,40.666360294117645,72.40375586854461,25.99264705882353,35.64597701149425,21.74793008279669,55.16281264747522,22.333333333333332,83.34728033472804
29,87.33120437956204,50.28398510242086,45.8639705882353,45.80281690140845,72.44025735294117,52.68045977011494,30.216191352345906,70.67012741859368,60.009132420091326,41.63179916317991
30,41.54653284671533,41.64804469273743,104.2876838235294,47.02347417840375,58.9108455882353,45.6551724137931,25.887764489420423,38.34355828220859,26.904109589041095,110.07770472205618
31,25.063868613138688,36.72253258845438,41.37867647058823,20.35211267605634,76.4751838235294,47.90344827586207,97.99908003679853,33.501651722510616,82.14611872146119,43.215780035863716
32,20.337591240875913,43.93389199255121,15.983455882352942,58.80281690140845,25.202205882352942,78.71724137931035,25.363385464581416,37.63567720622935,81.7351598173516,7.208607292289301
33,93.20711678832117,66.91806331471136,47.3483455882353,38.32394366197183,52.8079044117647,44.92413793103448,64.14443422263109,18.10287871637565,52.25570776255708,28.302450687387925
34,34.393248175182485,27.048417132216017,67.14154411764706,38.83568075117371,39.58180147058823,61.760919540229885,13.003679852805888,47.51297781972629,7.123287671232877,36.26419605499103
35,65.90784671532846,9.41340782122905,77.02665441176471,125.57276995305165,64.71047794117646,35.93103448275862,14.461821527138914,19.2590844738084,25.474885844748858,6.688583383144053
36,59.67153284671533,12.802607076350093,28.345588235294116,1.192488262910798,51.33731617647059,121.55862068965517,37.042318307267706,9.178857951864087,1.178082191780822,0.0
37,16.368613138686133,53.71973929236499,46.19944852941177,26.07511737089202,34.8391544117647,59.42528735632184,22.437902483900643,48.291647003303446,59.60730593607306,3.1918708906156605
38,55.6478102189781,40.47951582867784,57.8125,46.79342723004695,92.02665441176471,31.333333333333332,22.594296228150874,20.467201510146296,41.95890410958904,47.77644949193066
39,11.646897810218977,69.21787709497207,41.13970588235294,7.253521126760563,68.63051470588235,38.8,30.78656853725851,8.50873053327041,60.35616438356164,14.261805140466228
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,59.63503649635037,90.24674115456239,61.77389705882353,49.07981220657277,62.72518382352941,54.10114942528735,35.79576816927323,33.072203869749885,52.64840182648402,90.0
42,95.00456204379562,77.49068901303538,88.67647058823529,57.93427230046948,92.91819852941177,52.72183908045977,54.590616375344986,117.45162812647476,59.81278538812786,68.76867901972504
43,38.80474452554745,46.46182495344507,46.056985294117645,75.64319248826291,61.8704044117647,124.44137931034483,57.49770009199632,32.36904200094384,68.84018264840182,53.82546323968918
44,94.8448905109489,66.49906890130354,60.98805147058823,79.84037558685446,50.55606617647059,48.18390804597701,35.51057957681693,27.541293062765455,59.77625570776256,20.669456066945607
45,57.44525547445255,50.70297951582868,70.23897058823529,59.990610328638496,85.11029411764706,59.16781609195402,89.96320147194112,43.91694195375177,79.76255707762557,82.57023311416617
46,94.18339416058394,86.18715083798882,72.76194852941177,63.46948356807512,60.3079044117647,125.6183908045977,118.00367985280589,105.86597451628127,61.77625570776256,57.9557680812911
47,30.273722627737225,33.56610800744879,54.829963235294116,42.45070422535211,93.9751838235294,56.58850574712644,96.07635694572217,33.09108069844266,23.474885844748858,59.86252241482367
48,142.75091240875912,128.22625698324023,46.052389705882355,93.10328638497653,24.21875,95.15862068965517,48.79944802207912,77.88579518640869,14.242009132420092,39.33652121936641
49,19.425182481751825,67.58845437616387,75.21139705882354,67.56338028169014,61.84742647058823,103.39770114942529,19.259429622815087,92.75129778197262,90.37442922374429,90.26897788404065
50,47.78284671532847,47.08100558659218,64.25091911764706,100.17840375586854,48.184742647058826,91.35172413793103,40.979760809567615,107.90467201510147,56.24657534246575,46.79617453676031
51,63.94616788321168,68.56145251396649,34.880514705882355,35.1924882629108,22.61948529411765,46.89195402298851,84.20423183072677,41.071260028315244,98.80365296803653,34.973102211595936
