,target_com,depth,target_per,threshold,total_get_test,total_use_test,num_com_test,num_pred_test,gain_test,gain_std_test,num_hit_test,buy_hit_per_test,buy_hit_per_std_test,plus_month_num_test,diff_mea_med_test,total_get_final,total_use_final,num_com_final,num_pred_final,gain_final,gain_std_final,num_hit_final,buy_hit_per_final,buy_hit_per_std_final,plus_month_num_final,diff_mea_med_final,total_get_test_score,total_use_test_score,num_com_test_score,num_pred_test_score,gain_test_score,gain_std_test_score,num_hit_test_score,buy_hit_per_test_score,buy_hit_per_std_test_score,plus_month_num_test_score,diff_mea_med_test_score,score
660,2.0,5.0,133.0,0.5,34950.0,27500.0,41.0,275.0,127.0909090909091,78.15435010944427,17.0,6.181818181818182,0.4146092454905956,3.0,-1.900000000000091,9510.0,15600.0,15.0,156.0,60.96153846153847,16.518875925410672,6.0,3.8461538461538463,0.6410256410256411,0.0,11.111111111110858,0.0,-0.02299663222833062,0.0,-0.022996632228333525,0.10021531163281827,0.49793104759449386,0.0,0.02042595977261454,0.7295633955151233,0.0,0.0,1.3021424500583858
891,2.0,7.0,126.0,0.5,34950.0,28300.0,41.0,283.0,123.49823321554769,76.40794644639352,17.0,6.007067137809187,0.4028888427912149,3.0,-1.900000000000091,9510.0,16000.0,15.0,160.0,59.4375,16.323883531806988,6.0,3.75,0.625,0.0,11.111111111110858,0.0,0.012045854976744612,0.0,0.01204585497674613,-0.052004259431757675,-0.04358560540339916,0.0,-0.010599547053744164,-0.3785888949913516,0.0,0.0,-0.4606865969267619
894,2.0,7.0,127.0,0.5,34950.0,28100.0,41.0,281.0,124.37722419928824,74.60664486106184,17.0,6.049822064056939,0.4057563790388392,3.0,-1.900000000000091,9510.0,15900.0,15.0,159.0,59.81132075471698,17.295974567212994,6.0,3.7735849056603774,0.6289308176100629,0.0,11.111111111110858,0.0,0.003285233175475803,0.0,0.0032852331754762176,-0.014761926653503213,-0.6021247485386432,0.0,-0.003008786931636898,-0.10746622605070713,0.0,0.0,-0.7207912218235384
900,2.0,7.0,129.0,0.5,34950.0,28200.0,41.0,282.0,123.93617021276594,77.0251026889782,17.0,6.028368794326241,0.4043175266309,3.0,-1.900000000000091,9510.0,15400.0,15.0,154.0,61.75324675324675,19.835411645586,6.0,3.896103896103896,0.6493506493506493,0.0,11.111111111110858,0.0,0.007665544076110207,0.0,0.007665544076111174,-0.033449125547556184,0.1477793063475309,0.0,-0.006817625787233317,-0.2435082744730592,0.0,0.0,-0.12066463130809642
2048,5.0,5.0,91.0,0.58,26990.0,22400.0,32.0,224.0,120.49107142857144,52.15239284619369,14.0,6.25,0.66216057920497,4.0,86.5333333333333,22500.0,18600.0,24.0,186.0,120.96774193548389,21.80364221982861,19.0,10.21505376344086,0.3104033705320571,2.0,88.33333333333326,0.05966578884937908,0.012006154529661719,0.0,0.012006154529663233,-0.028465925359179287,-0.36235080762802097,0.01781837847609432,0.0052532227242752345,0.06261125895541027,-0.3394454026045038,-0.1571209266898157,-0.7180221042170358
2054,5.0,5.0,93.0,0.58,26140.0,21200.0,32.0,212.0,123.30188679245282,51.54180961291674,13.0,6.132075471698113,0.5378185967448764,4.0,130.83333333333326,22500.0,17700.0,24.0,177.0,127.1186440677966,25.497631091628897,19.0,10.734463276836156,0.3261865927625008,3.0,88.33333333333326,0.04069947601393696,0.0064553639080715385,0.0,0.006455363908072354,-0.0025984228913361225,-0.3931026606427512,0.0077955405832912696,-0.003667713438424639,-0.5859673765203827,-0.3394454026045038,0.05936604533378564,-1.2040097863502406
2060,5.0,5.0,95.0,0.58,26140.0,21400.0,32.0,214.0,122.14953271028035,46.74867639207597,13.0,6.074766355140187,0.5327922547192233,4.0,130.83333333333326,22500.0,17900.0,24.0,179.0,125.69832402234636,23.32964624654021,19.0,10.614525139664805,0.3225420498266066,3.0,88.33333333333326,0.04069947601393696,0.007380495678336568,0.0,0.007380495678337499,-0.01320336067823638,-0.6345074687902709,0.0077955405832912696,-0.008003121667026419,-0.6121852153221645,-0.3394454026045038,0.05936604533378564,-1.484722515774514
2063,5.0,5.0,96.0,0.58,26140.0,21100.0,32.0,211.0,123.8862559241706,52.74674863914603,13.0,6.161137440758294,0.5403675000469849,4.0,130.83333333333326,22500.0,17300.0,24.0,173.0,130.0578034682081,24.573053970160174,19.0,10.982658959537572,0.3337284793003622,3.0,88.33333333333326,0.04069947601393696,0.0059927980229390245,0.0,0.00599279802293978,0.0027794365551013405,-0.3324162450865155,0.0077955405832912696,-0.001469188886479624,-0.5726720743791947,-0.3394454026045038,0.05936604533378564,-1.1233768164246996
2066,5.0,5.0,97.0,0.58,26140.0,20600.0,32.0,206.0,126.89320388349516,53.780169179606006,13.0,6.310679611650485,0.5534832160675427,4.0,130.83333333333326,22500.0,17500.0,24.0,175.0,128.57142857142858,19.27064713433092,19.0,10.857142857142858,0.3299144395369288,3.0,88.33333333333326,0.04069947601393696,0.003679968597276449,0.0,0.0036799685972769137,0.03045191720181904,-0.28036830988189226,0.0077955405832912696,0.009843607351683888,-0.5042593546235683,-0.3394454026045038,0.05936604533378564,-0.9685565434308943
2072,5.0,5.0,99.0,0.58,24600.0,19600.0,32.0,196.0,125.51020408163264,64.02103088102966,12.0,6.122448979591836,0.6845106053570784,3.0,130.83333333333326,22500.0,16900.0,24.0,169.0,133.1360946745562,22.235490697826048,19.0,11.242603550295858,0.3416273782187139,3.0,88.33333333333326,0.0063369798179594835,-0.0009456902540487011,0.0,-0.0009456902540488199,0.01772438224971705,0.2354098127766326,-0.0022272973095117813,-0.004395953125175652,0.1791909465057119,0.15329792375687254,0.05936604533378564,0.6428114594978943
