,target_com,depth,target_per,threshold,total_get_test,total_use_test,num_com_test,num_pred_test,gain_test,gain_std_test,num_hit_test,buy_hit_per_test,buy_hit_per_std_test,plus_month_num_test,diff_mea_med_test,total_get_final,total_use_final,num_com_final,num_pred_final,gain_final,gain_std_final,num_hit_final,buy_hit_per_final,buy_hit_per_std_final,plus_month_num_final,diff_mea_med_final,total_get_test_score,total_use_test_score,num_com_test_score,num_pred_test_score,gain_test_score,gain_std_test_score,num_hit_test_score,buy_hit_per_test_score,buy_hit_per_std_test_score,plus_month_num_test_score,diff_mea_med_test_score,score
0,7.0,5.0,85.0,0.5,43160.0,42700.0,35.0,427.0,101.07728337236534,67.81499676148059,19.0,4.449648711943794,0.1959391162843269,2.0,954.7666666666668,17090.0,27700.0,30.0,277.0,61.69675090252708,29.35368315159409,13.0,4.693140794223827,1.1604874561965048,0.0,418.33333333333337,0.28307208041211435,0.7724373699898456,0.0,0.7724373699898437,0.2989575288399604,-0.4649773037860921,-0.08299275160992389,0.14972146199533312,0.5422746823777399,0.12665454059684414,-0.20295504513808554,2.1946299336675796
1,8.0,7.0,96.0,0.54,29480.0,27500.0,29.0,275.0,107.2,75.01245686112384,11.0,4.0,0.5975155172783632,3.0,88.66666666666697,7520.0,18000.0,11.0,180.0,41.77777777777778,35.34512065728777,3.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9.0,5.0,86.0,0.54,42540.0,41800.0,40.0,418.0,101.77033492822969,58.26184289992885,20.0,4.784688995215311,0.3782628780105717,3.0,792.1333333333332,29230.0,26200.0,28.0,262.0,111.5648854961832,64.9910890955555,13.0,4.961832061068702,0.7945290074298217,2.0,634.7777777777776,0.2595482578489912,0.7063675496060653,0.0,0.7063675496060633,-0.0007195084609978137,-0.01100022645585293,-0.06392075891695506,0.15742729663136865,0.22147425730570436,0.028586745234776095,-0.3466423413808887,1.657488821018274
