,target_com,depth,target_per,threshold,total_get_test,total_use_test,num_com_test,num_pred_test,gain_test,gain_std_test,num_hit_test,buy_hit_per_test,buy_hit_per_std_test,plus_month_num_test,diff_mea_med_test,total_get_final,total_use_final,num_com_final,num_pred_final,gain_final,gain_std_final,num_hit_final,buy_hit_per_final,buy_hit_per_std_final,plus_month_num_final,diff_mea_med_final
0,1.0,5.0,102.0,0.85,24140.0,29700.0,69.0,297.0,81.27946127946129,49.191472178639934,23.0,7.744107744107744,0.775142386075511,2.0,166.85714285714266,29830.0,29700.0,62.0,297.0,100.43771043771044,31.332901119974327,37.0,12.457912457912458,0.9700242620126553,4.0,110.96010101010108
1,1.0,5.0,102.0,0.9,22640.0,27600.0,69.0,276.0,82.02898550724638,47.84281834627437,21.0,7.608695652173914,0.6969342051330198,2.0,112.17142857142858,28340.0,27700.0,62.0,277.0,102.31046931407943,41.024555733319346,35.0,12.63537906137184,1.052518392571354,4.0,127.27222222222224
2,1.0,5.0,102.0,0.92,22640.0,26600.0,69.0,266.0,85.11278195488721,51.492221633166174,21.0,7.894736842105263,0.7231347391605768,2.0,112.17142857142858,24770.0,26600.0,62.0,266.0,93.1203007518797,45.356421820114754,33.0,12.406015037593985,1.083072202322401,3.0,70.08333333333337
3,1.0,5.0,104.0,0.85,21240.0,27600.0,69.0,276.0,76.95652173913044,50.287161921092945,19.0,6.884057971014493,0.47240597139149626,3.0,243.13333333333344,31130.0,27000.0,62.0,270.0,115.29629629629629,42.007689863110485,34.0,12.592592592592592,0.8842471397269127,3.0,287.91666666666663
4,1.0,5.0,104.0,0.9,19220.0,26400.0,69.0,264.0,72.8030303030303,48.12179837717566,17.0,6.4393939393939394,0.43188463071937044,2.0,305.5333333333333,27100.0,25100.0,62.0,251.0,107.96812749003983,58.60087759961991,31.0,12.350597609561753,1.0312493311191064,3.0,176.28571428571433
5,1.0,5.0,104.0,0.92,19220.0,25200.0,69.0,252.0,76.26984126984127,51.5345953635627,17.0,6.746031746031746,0.4524505655155309,2.0,305.5333333333333,25070.0,24000.0,62.0,240.0,104.45833333333334,55.8456197608306,29.0,12.083333333333334,0.9501461875826149,3.0,134.82142857142867
6,1.0,5.0,106.0,0.85,19990.0,27500.0,69.0,275.0,72.69090909090909,19.289265384412047,21.0,7.636363636363637,0.4741238112874654,0.0,322.5333333333334,24970.0,25600.0,62.0,256.0,97.5390625,58.22563198078449,29.0,11.328125,0.7513821899090369,2.0,233.6833333333334
7,1.0,5.0,106.0,0.9,19160.0,25800.0,69.0,258.0,74.26356589147287,20.42378670843747,20.0,7.751937984496124,0.5481447916174786,0.0,316.86666666666656,24360.0,24200.0,62.0,242.0,100.6611570247934,64.41106970098903,28.0,11.570247933884298,0.750657112586155,2.0,233.6833333333334
8,1.0,5.0,106.0,0.92,19160.0,24600.0,69.0,246.0,77.88617886178861,20.747034977525324,20.0,8.130081300813007,0.5748835619402826,1.0,316.86666666666656,22150.0,23200.0,62.0,232.0,95.47413793103449,50.10278317917907,26.0,11.206896551724139,0.5620002073450558,2.0,222.60000000000002
9,1.0,5.0,108.0,0.85,25720.0,27900.0,69.0,279.0,92.1863799283154,46.210323067693615,22.0,7.885304659498208,0.743241625567302,3.0,420.63333333333344,26100.0,26400.0,62.0,264.0,98.86363636363636,44.12913705368532,32.0,12.121212121212121,0.6338333534349055,3.0,124.55238095238087
10,1.0,5.0,108.0,0.9,24470.0,25600.0,69.0,256.0,95.5859375,45.01406087862882,20.0,7.8125,0.78125,4.0,488.20000000000005,25160.0,24400.0,62.0,244.0,103.11475409836066,50.79742027845357,31.0,12.704918032786885,0.7883354123635796,3.0,122.55238095238087
11,1.0,5.0,108.0,0.92,24010.0,24500.0,69.0,245.0,98.0,46.95304387063227,19.0,7.755102040816326,0.7851177168029121,4.0,497.4000000000001,25160.0,23600.0,62.0,236.0,106.61016949152543,53.07776492262776,31.0,13.135593220338984,0.8150586466809893,3.0,122.55238095238087
12,1.0,5.0,110.0,0.85,17450.0,26800.0,69.0,268.0,65.11194029850746,24.2655339907069,16.0,5.970149253731343,0.40874817724266127,0.0,53.5,22270.0,22900.0,62.0,229.0,97.24890829694323,36.16804188443421,25.0,10.91703056768559,0.8169557613043541,2.0,151.2190476190475
13,1.0,5.0,110.0,0.9,15950.0,24800.0,69.0,248.0,64.31451612903226,30.59005917801068,14.0,5.64516129032258,0.44171173992352103,0.0,51.0,21530.0,21500.0,62.0,215.0,100.13953488372094,37.96134338259734,24.0,11.162790697674419,0.8946690261242487,2.0,159.7190476190475
14,1.0,5.0,110.0,0.92,15950.0,23700.0,69.0,237.0,67.29957805907173,32.78297019807974,14.0,5.9071729957805905,0.4622131286963427,0.0,51.0,21530.0,20600.0,62.0,206.0,104.51456310679612,39.53165736127756,24.0,11.650485436893204,0.9337565078481235,3.0,159.7190476190475
15,1.0,5.0,112.0,0.85,17100.0,25100.0,69.0,251.0,68.12749003984064,47.633379743721015,18.0,7.171314741035857,0.6666613757243629,1.0,110.26666666666665,26650.0,26100.0,62.0,261.0,102.10727969348659,53.190563283896324,33.0,12.643678160919542,1.2296403475771043,4.0,70.7968253968254
16,1.0,5.0,112.0,0.9,15050.0,22800.0,69.0,228.0,66.00877192982456,45.886200159790974,16.0,7.017543859649122,0.7206875756646921,1.0,168.79999999999995,25290.0,24300.0,62.0,243.0,104.07407407407408,54.07309828586787,31.0,12.757201646090536,1.1419289650626836,4.0,62.7968253968254
