,target_com,depth,target_per,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,threshold
18220,26.0,5.0,125.0,92070.0,105000.0,26.0,1050.0,87.68571428571428,1.9047619047619049,20.0,0.5
18225,26.0,5.0,126.0,92070.0,104900.0,26.0,1049.0,87.76930409914205,1.9065776930409915,20.0,0.5
18230,26.0,5.0,127.0,92070.0,104100.0,26.0,1041.0,88.44380403458213,1.921229586935639,20.0,0.5
18235,26.0,5.0,128.0,92070.0,103000.0,26.0,1030.0,89.3883495145631,1.9417475728155338,20.0,0.5
18240,26.0,5.0,129.0,92070.0,104100.0,26.0,1041.0,88.44380403458213,1.921229586935639,20.0,0.5
18245,26.0,5.0,130.0,92070.0,105400.0,26.0,1054.0,87.3529411764706,1.8975332068311195,20.0,0.5
18250,26.0,5.0,131.0,80480.0,103300.0,26.0,1033.0,77.90900290416263,1.8393030009680542,19.0,0.5
18255,26.0,5.0,132.0,92070.0,102100.0,26.0,1021.0,90.17629774730656,1.9588638589618024,20.0,0.5
18260,26.0,5.0,133.0,92070.0,103700.0,26.0,1037.0,88.78495660559305,1.9286403085824495,20.0,0.5
18265,26.0,5.0,134.0,92070.0,102500.0,26.0,1025.0,89.82439024390244,1.951219512195122,20.0,0.5
18270,26.0,5.0,135.0,92070.0,102100.0,26.0,1021.0,90.17629774730656,1.9588638589618024,20.0,0.5
18275,26.0,5.0,136.0,92070.0,101400.0,26.0,1014.0,90.79881656804733,1.9723865877712032,20.0,0.5
18280,26.0,5.0,137.0,92070.0,102200.0,26.0,1022.0,90.0880626223092,1.9569471624266144,20.0,0.5
18285,26.0,5.0,138.0,92070.0,101700.0,26.0,1017.0,90.53097345132744,1.966568338249754,20.0,0.5
18290,26.0,5.0,139.0,92070.0,103000.0,26.0,1030.0,89.3883495145631,1.9417475728155338,20.0,0.5
18295,26.0,5.0,140.0,80480.0,100700.0,26.0,1007.0,79.92055610724925,1.8867924528301887,19.0,0.5
18300,26.0,5.0,141.0,80480.0,97000.0,26.0,970.0,82.96907216494846,1.958762886597938,19.0,0.5
18305,26.0,5.0,142.0,80480.0,96800.0,26.0,968.0,83.14049586776859,1.962809917355372,19.0,0.5
18310,26.0,5.0,143.0,80480.0,97000.0,26.0,970.0,82.96907216494846,1.958762886597938,19.0,0.5
18315,26.0,5.0,144.0,80480.0,97500.0,26.0,975.0,82.54358974358973,1.948717948717949,19.0,0.5
18320,26.0,5.0,145.0,80480.0,93900.0,26.0,939.0,85.70820021299255,2.023429179978701,19.0,0.5
18325,26.0,5.0,146.0,80480.0,92400.0,26.0,924.0,87.0995670995671,2.0562770562770565,19.0,0.5
18330,26.0,5.0,147.0,80480.0,91600.0,26.0,916.0,87.86026200873363,2.074235807860262,19.0,0.5
18335,26.0,5.0,148.0,80480.0,91900.0,26.0,919.0,87.57344940152339,2.067464635473341,19.0,0.5
18340,26.0,5.0,149.0,80480.0,91700.0,26.0,917.0,87.76444929116684,2.0719738276990185,19.0,0.5
18345,26.0,5.0,150.0,80480.0,89800.0,26.0,898.0,89.62138084632517,2.1158129175946545,19.0,0.5
18350,26.0,5.0,151.0,80480.0,88700.0,26.0,887.0,90.73280721533258,2.142051860202931,19.0,0.5
18355,26.0,5.0,152.0,80480.0,87400.0,26.0,874.0,92.08237986270022,2.1739130434782608,19.0,0.5
18001,26.0,5.0,81.0,95520.0,144500.0,26.0,1445.0,66.10380622837371,1.453287197231834,21.0,0.52
18006,26.0,5.0,82.0,95520.0,143000.0,26.0,1430.0,66.79720279720279,1.4685314685314685,21.0,0.52
18011,26.0,5.0,83.0,95520.0,140700.0,26.0,1407.0,67.88912579957356,1.4925373134328357,21.0,0.52
18016,26.0,5.0,84.0,95520.0,139700.0,26.0,1397.0,68.37508947745168,1.5032211882605582,21.0,0.52
18021,26.0,5.0,85.0,95520.0,137300.0,26.0,1373.0,69.57028404952659,1.529497450837582,21.0,0.52
18026,26.0,5.0,86.0,92070.0,138400.0,26.0,1384.0,66.52456647398844,1.4450867052023122,20.0,0.52
18031,26.0,5.0,87.0,92070.0,135400.0,26.0,1354.0,67.99852289512556,1.4771048744460855,20.0,0.52
18036,26.0,5.0,88.0,95520.0,133300.0,26.0,1333.0,71.65791447861966,1.5753938484621155,21.0,0.52
18041,26.0,5.0,89.0,95520.0,133800.0,26.0,1338.0,71.39013452914799,1.5695067264573992,21.0,0.52
18046,26.0,5.0,90.0,95520.0,131400.0,26.0,1314.0,72.69406392694064,1.5981735159817352,21.0,0.52
18051,26.0,5.0,91.0,95520.0,129700.0,26.0,1297.0,73.64687740940631,1.6191210485736314,21.0,0.52
18056,26.0,5.0,92.0,95520.0,130400.0,26.0,1304.0,73.25153374233129,1.6104294478527608,21.0,0.52
18061,26.0,5.0,93.0,95520.0,126600.0,26.0,1266.0,75.45023696682465,1.6587677725118484,21.0,0.52
18066,26.0,5.0,94.0,92070.0,128500.0,26.0,1285.0,71.64980544747081,1.556420233463035,20.0,0.52
18071,26.0,5.0,95.0,92070.0,125300.0,26.0,1253.0,73.47964884277734,1.596169193934557,20.0,0.52
18076,26.0,5.0,96.0,92070.0,123900.0,26.0,1239.0,74.30992736077482,1.6142050040355123,20.0,0.52
18081,26.0,5.0,97.0,92070.0,121300.0,26.0,1213.0,75.90272052761748,1.6488046166529264,20.0,0.52
18086,26.0,5.0,98.0,92070.0,121100.0,26.0,1211.0,76.0280759702725,1.6515276630883566,20.0,0.52
18091,26.0,5.0,99.0,92070.0,122500.0,26.0,1225.0,75.15918367346939,1.6326530612244898,20.0,0.52
18096,26.0,5.0,100.0,92070.0,122800.0,26.0,1228.0,74.97557003257329,1.6286644951140066,20.0,0.52
18101,26.0,5.0,101.0,92070.0,121500.0,26.0,1215.0,75.77777777777777,1.646090534979424,20.0,0.52
18106,26.0,5.0,102.0,92070.0,121500.0,26.0,1215.0,75.77777777777777,1.646090534979424,20.0,0.52
18111,26.0,5.0,103.0,92070.0,121800.0,26.0,1218.0,75.5911330049261,1.6420361247947455,20.0,0.52
18116,26.0,5.0,104.0,92070.0,118200.0,26.0,1182.0,77.89340101522842,1.6920473773265652,20.0,0.52
18121,26.0,5.0,105.0,92070.0,117000.0,26.0,1170.0,78.6923076923077,1.7094017094017095,20.0,0.52
18126,26.0,5.0,106.0,92070.0,118200.0,26.0,1182.0,77.89340101522842,1.6920473773265652,20.0,0.52
18131,26.0,5.0,107.0,92070.0,115500.0,26.0,1155.0,79.71428571428572,1.7316017316017316,20.0,0.52
18136,26.0,5.0,108.0,92070.0,118200.0,26.0,1182.0,77.89340101522842,1.6920473773265652,20.0,0.52
18141,26.0,5.0,109.0,92070.0,117000.0,26.0,1170.0,78.6923076923077,1.7094017094017095,20.0,0.52
18146,26.0,5.0,110.0,92070.0,115500.0,26.0,1155.0,79.71428571428572,1.7316017316017316,20.0,0.52
18151,26.0,5.0,111.0,92070.0,114500.0,26.0,1145.0,80.41048034934498,1.7467248908296942,20.0,0.52
18156,26.0,5.0,112.0,92070.0,114700.0,26.0,1147.0,80.27027027027027,1.7436791630340016,20.0,0.52
18161,26.0,5.0,113.0,92070.0,113500.0,26.0,1135.0,81.11894273127753,1.762114537444934,20.0,0.52
18166,26.0,5.0,114.0,92070.0,112700.0,26.0,1127.0,81.69476486246673,1.774622892635315,20.0,0.52
18171,26.0,5.0,115.0,92070.0,114000.0,26.0,1140.0,80.76315789473684,1.7543859649122806,20.0,0.52
18176,26.0,5.0,116.0,92070.0,108300.0,26.0,1083.0,85.01385041551247,1.8467220683287167,20.0,0.52
18181,26.0,5.0,117.0,92070.0,110300.0,26.0,1103.0,83.47234814143246,1.813236627379873,20.0,0.52
18186,26.0,5.0,118.0,92070.0,106800.0,26.0,1068.0,86.20786516853933,1.8726591760299627,20.0,0.52
18191,26.0,5.0,119.0,92070.0,105800.0,26.0,1058.0,87.0226843100189,1.890359168241966,20.0,0.52
18196,26.0,5.0,120.0,92070.0,104700.0,26.0,1047.0,87.93696275071633,1.9102196752626552,20.0,0.52
18201,26.0,5.0,121.0,92070.0,102600.0,26.0,1026.0,89.73684210526316,1.949317738791423,20.0,0.52
18206,26.0,5.0,122.0,80480.0,100900.0,26.0,1009.0,79.7621407333994,1.8830525272547076,19.0,0.52
18211,26.0,5.0,123.0,80480.0,100700.0,26.0,1007.0,79.92055610724925,1.8867924528301887,19.0,0.52
18216,26.0,5.0,124.0,80480.0,100500.0,26.0,1005.0,80.07960199004975,1.8905472636815919,19.0,0.52
18221,26.0,5.0,125.0,92070.0,97300.0,26.0,973.0,94.62487153134636,2.055498458376156,20.0,0.52
18226,26.0,5.0,126.0,92070.0,95400.0,26.0,954.0,96.50943396226414,2.0964360587002098,20.0,0.52
18231,26.0,5.0,127.0,80480.0,94600.0,26.0,946.0,85.07399577167018,2.00845665961945,19.0,0.52
18236,26.0,5.0,128.0,80480.0,95000.0,26.0,950.0,84.71578947368421,2.0,19.0,0.52
18241,26.0,5.0,129.0,92070.0,94200.0,26.0,942.0,97.73885350318471,2.1231422505307855,20.0,0.52
18246,26.0,5.0,130.0,80480.0,94000.0,26.0,940.0,85.61702127659574,2.021276595744681,19.0,0.52
18251,26.0,5.0,131.0,80480.0,94000.0,26.0,940.0,85.61702127659574,2.021276595744681,19.0,0.52
18256,26.0,5.0,132.0,92070.0,92200.0,26.0,922.0,99.8590021691974,2.1691973969631237,20.0,0.52
18261,26.0,5.0,133.0,80480.0,94100.0,26.0,941.0,85.5260361317747,2.0191285866099893,19.0,0.52
18266,26.0,5.0,134.0,92070.0,91500.0,26.0,915.0,100.62295081967214,2.185792349726776,20.0,0.52
18271,26.0,5.0,135.0,80480.0,92100.0,26.0,921.0,87.38327904451683,2.0629750271444083,19.0,0.52
18276,26.0,5.0,136.0,80480.0,92300.0,26.0,923.0,87.19393282773564,2.058504875406284,19.0,0.52
18281,26.0,5.0,137.0,92070.0,91500.0,26.0,915.0,100.62295081967214,2.185792349726776,20.0,0.52
18286,26.0,5.0,138.0,80480.0,91500.0,26.0,915.0,87.95628415300546,2.0765027322404372,19.0,0.52
18291,26.0,5.0,139.0,80480.0,90900.0,26.0,909.0,88.53685368536853,2.0902090209020905,19.0,0.52
18296,26.0,5.0,140.0,80480.0,90900.0,26.0,909.0,88.53685368536853,2.0902090209020905,19.0,0.52
18301,26.0,5.0,141.0,80480.0,87200.0,26.0,872.0,92.29357798165138,2.1788990825688073,19.0,0.52
18306,26.0,5.0,142.0,80480.0,87700.0,26.0,877.0,91.76738882554162,2.1664766248574687,19.0,0.52
18311,26.0,5.0,143.0,80480.0,87800.0,26.0,878.0,91.6628701594533,2.164009111617312,19.0,0.52
18316,26.0,5.0,144.0,80480.0,86400.0,26.0,864.0,93.14814814814815,2.199074074074074,19.0,0.52
18321,26.0,5.0,145.0,80480.0,84600.0,26.0,846.0,95.13002364066195,2.2458628841607564,19.0,0.52
18326,26.0,5.0,146.0,80480.0,84000.0,26.0,840.0,95.80952380952381,2.261904761904762,19.0,0.52
18331,26.0,5.0,147.0,78900.0,81200.0,26.0,812.0,97.16748768472905,2.2167487684729066,18.0,0.52
18336,26.0,5.0,148.0,80480.0,81000.0,26.0,810.0,99.35802469135803,2.345679012345679,19.0,0.52
18341,26.0,5.0,149.0,80480.0,81800.0,26.0,818.0,98.38630806845966,2.3227383863080684,19.0,0.52
18346,26.0,5.0,150.0,80480.0,82000.0,26.0,820.0,98.14634146341463,2.317073170731707,19.0,0.52
18351,26.0,5.0,151.0,80480.0,80200.0,26.0,802.0,100.3491271820449,2.369077306733167,19.0,0.52
18356,26.0,5.0,152.0,80480.0,79700.0,26.0,797.0,100.97867001254706,2.3839397741530743,19.0,0.52
18002,26.0,5.0,81.0,95520.0,134500.0,26.0,1345.0,71.0185873605948,1.5613382899628252,21.0,0.54
18007,26.0,5.0,82.0,95520.0,133200.0,26.0,1332.0,71.71171171171171,1.5765765765765765,21.0,0.54
18012,26.0,5.0,83.0,95520.0,129500.0,26.0,1295.0,73.76061776061776,1.6216216216216217,21.0,0.54
18017,26.0,5.0,84.0,95520.0,129300.0,26.0,1293.0,73.87470997679814,1.6241299303944314,21.0,0.54
18022,26.0,5.0,85.0,95520.0,126700.0,26.0,1267.0,75.3906866614049,1.6574585635359116,21.0,0.54
18027,26.0,5.0,86.0,92070.0,128300.0,26.0,1283.0,71.76149649259548,1.558846453624318,20.0,0.54
18032,26.0,5.0,87.0,92070.0,125400.0,26.0,1254.0,73.42105263157895,1.5948963317384368,20.0,0.54
18037,26.0,5.0,88.0,92070.0,123100.0,26.0,1231.0,74.79285134037367,1.6246953696181965,20.0,0.54
18042,26.0,5.0,89.0,95520.0,123000.0,26.0,1230.0,77.65853658536585,1.707317073170732,21.0,0.54
18047,26.0,5.0,90.0,95520.0,121500.0,26.0,1215.0,78.61728395061729,1.728395061728395,21.0,0.54
18052,26.0,5.0,91.0,95520.0,120800.0,26.0,1208.0,79.0728476821192,1.73841059602649,21.0,0.54
18057,26.0,5.0,92.0,92070.0,120700.0,26.0,1207.0,76.28003314001657,1.6570008285004143,20.0,0.54
18062,26.0,5.0,93.0,92070.0,118000.0,26.0,1180.0,78.02542372881356,1.694915254237288,20.0,0.54
18067,26.0,5.0,94.0,92070.0,118700.0,26.0,1187.0,77.56529064869419,1.6849199663016006,20.0,0.54
18072,26.0,5.0,95.0,92070.0,116900.0,26.0,1169.0,78.75962360992301,1.7108639863130881,20.0,0.54
18077,26.0,5.0,96.0,92070.0,114900.0,26.0,1149.0,80.13054830287206,1.7406440382941688,20.0,0.54
18082,26.0,5.0,97.0,92070.0,113400.0,26.0,1134.0,81.19047619047619,1.763668430335097,20.0,0.54
18087,26.0,5.0,98.0,92070.0,114000.0,26.0,1140.0,80.76315789473684,1.7543859649122806,20.0,0.54
18092,26.0,5.0,99.0,92070.0,115400.0,26.0,1154.0,79.78336221837088,1.733102253032929,20.0,0.54
18097,26.0,5.0,100.0,92070.0,113800.0,26.0,1138.0,80.90509666080844,1.7574692442882252,20.0,0.54
18102,26.0,5.0,101.0,92070.0,113800.0,26.0,1138.0,80.90509666080844,1.7574692442882252,20.0,0.54
18107,26.0,5.0,102.0,92070.0,112700.0,26.0,1127.0,81.69476486246673,1.774622892635315,20.0,0.54
18112,26.0,5.0,103.0,92070.0,112200.0,26.0,1122.0,82.05882352941177,1.7825311942959003,20.0,0.54
18117,26.0,5.0,104.0,92070.0,111000.0,26.0,1110.0,82.94594594594594,1.8018018018018018,20.0,0.54
18122,26.0,5.0,105.0,92070.0,108400.0,26.0,1084.0,84.93542435424354,1.8450184501845017,20.0,0.54
18127,26.0,5.0,106.0,92070.0,109400.0,26.0,1094.0,84.15904936014626,1.8281535648994516,20.0,0.54
18132,26.0,5.0,107.0,92070.0,107800.0,26.0,1078.0,85.40816326530613,1.855287569573284,20.0,0.54
18137,26.0,5.0,108.0,92070.0,109400.0,26.0,1094.0,84.15904936014626,1.8281535648994516,20.0,0.54
18142,26.0,5.0,109.0,92070.0,109100.0,26.0,1091.0,84.39046746104492,1.833180568285976,20.0,0.54
18147,26.0,5.0,110.0,92070.0,106700.0,26.0,1067.0,86.28865979381443,1.874414245548266,20.0,0.54
18152,26.0,5.0,111.0,92070.0,107100.0,26.0,1071.0,85.96638655462185,1.8674136321195145,20.0,0.54
18157,26.0,5.0,112.0,92070.0,105000.0,26.0,1050.0,87.68571428571428,1.9047619047619049,20.0,0.54
18162,26.0,5.0,113.0,92070.0,105100.0,26.0,1051.0,87.60228353948621,1.9029495718363463,20.0,0.54
18167,26.0,5.0,114.0,92070.0,104100.0,26.0,1041.0,88.44380403458213,1.921229586935639,20.0,0.54
18172,26.0,5.0,115.0,92070.0,105300.0,26.0,1053.0,87.43589743589743,1.899335232668566,20.0,0.54
18177,26.0,5.0,116.0,92070.0,100700.0,26.0,1007.0,91.42999006951341,1.9860973187686197,20.0,0.54
18182,26.0,5.0,117.0,92070.0,102900.0,26.0,1029.0,89.47521865889213,1.9436345966958213,20.0,0.54
18187,26.0,5.0,118.0,92070.0,98200.0,26.0,982.0,93.75763747454175,2.0366598778004072,20.0,0.54
18192,26.0,5.0,119.0,80480.0,97700.0,26.0,977.0,82.37461617195495,1.9447287615148412,19.0,0.54
18197,26.0,5.0,120.0,80480.0,97000.0,26.0,970.0,82.96907216494846,1.958762886597938,19.0,0.54
18202,26.0,5.0,121.0,80480.0,95200.0,26.0,952.0,84.53781512605042,1.9957983193277309,19.0,0.54
18207,26.0,5.0,122.0,80480.0,92900.0,26.0,929.0,86.63078579117331,2.045209903121636,19.0,0.54
18212,26.0,5.0,123.0,80480.0,91500.0,26.0,915.0,87.95628415300546,2.0765027322404372,19.0,0.54
18217,26.0,5.0,124.0,80480.0,91000.0,26.0,910.0,88.43956043956044,2.0879120879120876,19.0,0.54
18222,26.0,5.0,125.0,80480.0,87900.0,26.0,879.0,91.55858930602957,2.1615472127417523,19.0,0.54
18227,26.0,5.0,126.0,78900.0,86900.0,26.0,869.0,90.79401611047182,2.0713463751438432,18.0,0.54
18232,26.0,5.0,127.0,80480.0,84800.0,26.0,848.0,94.90566037735849,2.240566037735849,19.0,0.54
18237,26.0,5.0,128.0,80480.0,85300.0,26.0,853.0,94.34935521688159,2.2274325908558033,19.0,0.54
18242,26.0,5.0,129.0,78900.0,83600.0,26.0,836.0,94.377990430622,2.15311004784689,18.0,0.54
18247,26.0,5.0,130.0,80480.0,84900.0,26.0,849.0,94.79387514723204,2.237926972909305,19.0,0.54
18252,26.0,5.0,131.0,80480.0,84300.0,26.0,843.0,95.4685646500593,2.2538552787663106,19.0,0.54
18257,26.0,5.0,132.0,80480.0,82100.0,26.0,821.0,98.02679658952496,2.3142509135200973,19.0,0.54
18262,26.0,5.0,133.0,80480.0,84300.0,26.0,843.0,95.4685646500593,2.2538552787663106,19.0,0.54
18267,26.0,5.0,134.0,78900.0,83000.0,26.0,830.0,95.06024096385542,2.1686746987951806,18.0,0.54
18272,26.0,5.0,135.0,80480.0,83600.0,26.0,836.0,96.26794258373207,2.272727272727273,19.0,0.54
18277,26.0,5.0,136.0,80480.0,82800.0,26.0,828.0,97.19806763285024,2.2946859903381642,19.0,0.54
18282,26.0,5.0,137.0,78900.0,82800.0,26.0,828.0,95.28985507246377,2.1739130434782608,18.0,0.54
18287,26.0,5.0,138.0,78900.0,83400.0,26.0,834.0,94.60431654676259,2.158273381294964,18.0,0.54
18292,26.0,5.0,139.0,78900.0,81800.0,26.0,818.0,96.45476772616138,2.2004889975550124,18.0,0.54
18297,26.0,5.0,140.0,80480.0,81600.0,26.0,816.0,98.62745098039215,2.3284313725490198,19.0,0.54
18302,26.0,5.0,141.0,74050.0,77200.0,26.0,772.0,95.91968911917098,2.33160621761658,18.0,0.54
18307,26.0,5.0,142.0,78900.0,78400.0,26.0,784.0,100.63775510204083,2.295918367346939,18.0,0.54
18312,26.0,5.0,143.0,80480.0,77600.0,26.0,776.0,103.71134020618558,2.448453608247423,19.0,0.54
18317,26.0,5.0,144.0,78900.0,77000.0,26.0,770.0,102.46753246753246,2.3376623376623376,18.0,0.54
18322,26.0,5.0,145.0,74050.0,74700.0,26.0,747.0,99.12985274431058,2.4096385542168677,18.0,0.54
18327,26.0,5.0,146.0,80480.0,75100.0,26.0,751.0,107.16378162450067,2.5299600532623168,19.0,0.54
18332,26.0,5.0,147.0,72470.0,73500.0,26.0,735.0,98.5986394557823,2.312925170068027,17.0,0.54
18337,26.0,5.0,148.0,80480.0,73800.0,26.0,738.0,109.05149051490514,2.5745257452574526,19.0,0.54
18342,26.0,5.0,149.0,80480.0,74000.0,26.0,740.0,108.75675675675676,2.5675675675675675,19.0,0.54
18347,26.0,5.0,150.0,80480.0,72800.0,26.0,728.0,110.54945054945055,2.60989010989011,19.0,0.54
18352,26.0,5.0,151.0,80480.0,71800.0,26.0,718.0,112.0891364902507,2.6462395543175488,19.0,0.54
18357,26.0,5.0,152.0,80480.0,71100.0,26.0,711.0,113.1926863572433,2.6722925457102673,19.0,0.54
18003,26.0,5.0,81.0,92070.0,121800.0,26.0,1218.0,75.5911330049261,1.6420361247947455,20.0,0.56
18008,26.0,5.0,82.0,92070.0,122900.0,26.0,1229.0,74.91456468673718,1.627339300244101,20.0,0.56
18013,26.0,5.0,83.0,92070.0,118700.0,26.0,1187.0,77.56529064869419,1.6849199663016006,20.0,0.56
18018,26.0,5.0,84.0,95520.0,119800.0,26.0,1198.0,79.73288814691152,1.7529215358931551,21.0,0.56
18023,26.0,5.0,85.0,92070.0,117700.0,26.0,1177.0,78.22429906542057,1.6992353440951573,20.0,0.56
18028,26.0,5.0,86.0,92070.0,118300.0,26.0,1183.0,77.82755705832629,1.69061707523246,20.0,0.56
18033,26.0,5.0,87.0,92070.0,115400.0,26.0,1154.0,79.78336221837088,1.733102253032929,20.0,0.56
18038,26.0,5.0,88.0,92070.0,113400.0,26.0,1134.0,81.19047619047619,1.763668430335097,20.0,0.56
18043,26.0,5.0,89.0,92070.0,114300.0,26.0,1143.0,80.55118110236221,1.7497812773403325,20.0,0.56
18048,26.0,5.0,90.0,92070.0,112900.0,26.0,1129.0,81.55004428697963,1.771479185119575,20.0,0.56
18053,26.0,5.0,91.0,92070.0,110400.0,26.0,1104.0,83.39673913043478,1.8115942028985508,20.0,0.56
18058,26.0,5.0,92.0,92070.0,112100.0,26.0,1121.0,82.13202497769848,1.784121320249777,20.0,0.56
18063,26.0,5.0,93.0,92070.0,109600.0,26.0,1096.0,84.00547445255474,1.824817518248175,20.0,0.56
18068,26.0,5.0,94.0,92070.0,110600.0,26.0,1106.0,83.24593128390597,1.8083182640144666,20.0,0.56
18073,26.0,5.0,95.0,92070.0,108400.0,26.0,1084.0,84.93542435424354,1.8450184501845017,20.0,0.56
18078,26.0,5.0,96.0,92070.0,106300.0,26.0,1063.0,86.61335841956726,1.881467544684854,20.0,0.56
18083,26.0,5.0,97.0,92070.0,105600.0,26.0,1056.0,87.1875,1.893939393939394,20.0,0.56
18088,26.0,5.0,98.0,92070.0,104900.0,26.0,1049.0,87.76930409914205,1.9065776930409915,20.0,0.56
18093,26.0,5.0,99.0,92070.0,106100.0,26.0,1061.0,86.77662582469368,1.8850141376060319,20.0,0.56
18098,26.0,5.0,100.0,80480.0,104800.0,26.0,1048.0,76.79389312977099,1.8129770992366412,19.0,0.56
18103,26.0,5.0,101.0,92070.0,104700.0,26.0,1047.0,87.93696275071633,1.9102196752626552,20.0,0.56
18108,26.0,5.0,102.0,92070.0,104000.0,26.0,1040.0,88.52884615384615,1.9230769230769231,20.0,0.56
18113,26.0,5.0,103.0,80480.0,104100.0,26.0,1041.0,77.31027857829011,1.8251681075888568,19.0,0.56
18118,26.0,5.0,104.0,92070.0,102400.0,26.0,1024.0,89.912109375,1.953125,20.0,0.56
18123,26.0,5.0,105.0,90490.0,98600.0,26.0,986.0,91.77484787018255,1.9269776876267748,19.0,0.56
18128,26.0,5.0,106.0,80480.0,101100.0,26.0,1011.0,79.60435212660731,1.8793273986152326,19.0,0.56
18133,26.0,5.0,107.0,92070.0,98900.0,26.0,989.0,93.09403437815976,2.0222446916076846,20.0,0.56
18138,26.0,5.0,108.0,80480.0,100900.0,26.0,1009.0,79.7621407333994,1.8830525272547076,19.0,0.56
18143,26.0,5.0,109.0,92070.0,99700.0,26.0,997.0,92.3470411233701,2.0060180541624875,20.0,0.56
18148,26.0,5.0,110.0,90490.0,98400.0,26.0,984.0,91.96138211382113,1.9308943089430894,19.0,0.56
18153,26.0,5.0,111.0,90490.0,98400.0,26.0,984.0,91.96138211382113,1.9308943089430894,19.0,0.56
18158,26.0,5.0,112.0,90490.0,97200.0,26.0,972.0,93.09670781893004,1.954732510288066,19.0,0.56
18163,26.0,5.0,113.0,92070.0,96600.0,26.0,966.0,95.31055900621118,2.070393374741201,20.0,0.56
18168,26.0,5.0,114.0,80480.0,96200.0,26.0,962.0,83.65904365904366,1.9750519750519753,19.0,0.56
18173,26.0,5.0,115.0,92070.0,97400.0,26.0,974.0,94.52772073921972,2.0533880903490758,20.0,0.56
18178,26.0,5.0,116.0,90490.0,91600.0,26.0,916.0,98.7882096069869,2.074235807860262,19.0,0.56
18183,26.0,5.0,117.0,78900.0,94700.0,26.0,947.0,83.31573389651531,1.9007391763463568,18.0,0.56
18188,26.0,5.0,118.0,80480.0,90700.0,26.0,907.0,88.73208379272326,2.0948180815876514,19.0,0.56
18193,26.0,5.0,119.0,80480.0,89300.0,26.0,893.0,90.12318029115342,2.127659574468085,19.0,0.56
18198,26.0,5.0,120.0,80480.0,88900.0,26.0,889.0,90.5286839145107,2.1372328458942635,19.0,0.56
18203,26.0,5.0,121.0,78900.0,86800.0,26.0,868.0,90.89861751152074,2.0737327188940093,18.0,0.56
18208,26.0,5.0,122.0,80480.0,83300.0,26.0,833.0,96.61464585834334,2.2809123649459786,19.0,0.56
18213,26.0,5.0,123.0,78900.0,82000.0,26.0,820.0,96.21951219512195,2.195121951219512,18.0,0.56
18218,26.0,5.0,124.0,80480.0,81500.0,26.0,815.0,98.74846625766871,2.331288343558282,19.0,0.56
18223,26.0,5.0,125.0,78900.0,77700.0,26.0,777.0,101.54440154440154,2.3166023166023164,18.0,0.56
18228,26.0,5.0,126.0,72470.0,76700.0,26.0,767.0,94.48500651890483,2.216427640156454,17.0,0.56
18233,26.0,5.0,127.0,78900.0,74900.0,26.0,749.0,105.34045393858477,2.403204272363151,18.0,0.56
18238,26.0,5.0,128.0,72470.0,76300.0,26.0,763.0,94.98034076015728,2.2280471821756227,17.0,0.56
18243,26.0,5.0,129.0,72470.0,75100.0,26.0,751.0,96.49800266311584,2.263648468708389,17.0,0.56
18248,26.0,5.0,130.0,78900.0,75000.0,26.0,750.0,105.2,2.4,18.0,0.56
18253,26.0,5.0,131.0,72470.0,75400.0,26.0,754.0,96.11405835543766,2.2546419098143233,17.0,0.56
18258,26.0,5.0,132.0,78900.0,73900.0,26.0,739.0,106.76589986468201,2.435723951285521,18.0,0.56
18263,26.0,5.0,133.0,72470.0,74200.0,26.0,742.0,97.66846361185983,2.2911051212938007,17.0,0.56
18268,26.0,5.0,134.0,66380.0,73400.0,26.0,734.0,90.43596730245231,2.17983651226158,16.0,0.56
18273,26.0,5.0,135.0,72470.0,73400.0,26.0,734.0,98.73297002724796,2.316076294277929,17.0,0.56
18278,26.0,5.0,136.0,72470.0,73600.0,26.0,736.0,98.46467391304347,2.309782608695652,17.0,0.56
18283,26.0,5.0,137.0,78900.0,73300.0,26.0,733.0,107.63983628922237,2.455661664392906,18.0,0.56
18288,26.0,5.0,138.0,78900.0,73800.0,26.0,738.0,106.91056910569105,2.4390243902439024,18.0,0.56
18293,26.0,5.0,139.0,72470.0,72700.0,26.0,727.0,99.68363136176066,2.3383768913342506,17.0,0.56
18298,26.0,5.0,140.0,78900.0,72200.0,26.0,722.0,109.27977839335179,2.4930747922437675,18.0,0.56
18303,26.0,5.0,141.0,63330.0,67700.0,26.0,677.0,93.5450516986706,2.2156573116691285,15.0,0.56
18308,26.0,5.0,142.0,68650.0,69300.0,26.0,693.0,99.06204906204906,2.1645021645021645,15.0,0.56
18313,26.0,5.0,143.0,72810.0,69800.0,26.0,698.0,104.31232091690545,2.4355300859598854,17.0,0.56
18318,26.0,5.0,144.0,72470.0,69300.0,26.0,693.0,104.57431457431457,2.4531024531024532,17.0,0.56
18323,26.0,5.0,145.0,63330.0,65600.0,26.0,656.0,96.53963414634147,2.2865853658536586,15.0,0.56
18328,26.0,5.0,146.0,72470.0,67100.0,26.0,671.0,108.00298062593146,2.533532041728763,17.0,0.56
18333,26.0,5.0,147.0,66380.0,64400.0,26.0,644.0,103.07453416149069,2.484472049689441,16.0,0.56
18338,26.0,5.0,148.0,67960.0,64800.0,26.0,648.0,104.87654320987654,2.6234567901234565,17.0,0.56
