,target_com,depth,target_per,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,threshold
3206,5.0,5.0,146.0,7300.0,10500.0,227.0,105.0,69.52380952380952,8.571428571428571,9.0,0.52
3211,5.0,5.0,147.0,7760.0,10700.0,227.0,107.0,72.52336448598132,8.411214953271028,9.0,0.52
3216,5.0,5.0,148.0,5330.0,8400.0,227.0,84.0,63.45238095238095,7.142857142857142,6.0,0.52
3221,5.0,5.0,149.0,6270.0,8700.0,227.0,87.0,72.06896551724138,8.045977011494253,7.0,0.52
3226,5.0,5.0,150.0,4220.0,7400.0,227.0,74.0,57.027027027027025,8.108108108108109,6.0,0.52
3231,5.0,5.0,151.0,4760.0,8500.0,227.0,85.0,56.00000000000001,7.0588235294117645,6.0,0.52
3236,5.0,5.0,152.0,2990.0,6700.0,227.0,67.0,44.62686567164179,5.970149253731343,4.0,0.52
2882,5.0,5.0,81.0,181410.0,236700.0,227.0,2367.0,76.64131812420786,6.801858893113646,161.0,0.54
2887,5.0,5.0,82.0,173830.0,227500.0,227.0,2275.0,76.4087912087912,6.725274725274725,153.0,0.54
2892,5.0,5.0,83.0,171750.0,219400.0,227.0,2194.0,78.281677301732,6.927985414767549,152.0,0.54
2897,5.0,5.0,84.0,169370.0,217400.0,227.0,2174.0,77.90708371665134,6.945722171113156,151.0,0.54
2902,5.0,5.0,85.0,162170.0,213300.0,227.0,2133.0,76.02906704172527,6.891701828410689,147.0,0.54
2907,5.0,5.0,86.0,160870.0,207800.0,227.0,2078.0,77.4157844080847,7.025986525505294,146.0,0.54
2912,5.0,5.0,87.0,157140.0,204300.0,227.0,2043.0,76.91629955947137,6.999510523739598,143.0,0.54
2917,5.0,5.0,88.0,153080.0,198100.0,227.0,1981.0,77.2741039878849,7.117617364967188,141.0,0.54
2922,5.0,5.0,89.0,155470.0,190900.0,227.0,1909.0,81.44054478784703,7.438449449973808,142.0,0.54
2927,5.0,5.0,90.0,151980.0,186400.0,227.0,1864.0,81.53433476394851,7.457081545064377,139.0,0.54
2932,5.0,5.0,91.0,147560.0,182700.0,227.0,1827.0,80.76628352490421,7.389162561576355,135.0,0.54
2937,5.0,5.0,92.0,146700.0,177600.0,227.0,1776.0,82.60135135135135,7.601351351351352,135.0,0.54
2942,5.0,5.0,93.0,141880.0,168600.0,227.0,1686.0,84.15183867141162,7.71055753262159,130.0,0.54
2947,5.0,5.0,94.0,136880.0,165000.0,227.0,1650.0,82.95757575757575,7.636363636363637,126.0,0.54
2952,5.0,5.0,95.0,132600.0,158800.0,227.0,1588.0,83.50125944584383,7.682619647355164,122.0,0.54
2957,5.0,5.0,96.0,122840.0,147300.0,227.0,1473.0,83.39443312966735,7.739307535641547,114.0,0.54
2962,5.0,5.0,97.0,122750.0,142000.0,227.0,1420.0,86.44366197183099,7.95774647887324,113.0,0.54
2967,5.0,5.0,98.0,114880.0,140600.0,227.0,1406.0,81.70697012802276,7.539118065433854,106.0,0.54
2972,5.0,5.0,99.0,106720.0,129400.0,227.0,1294.0,82.47295208655332,7.8825347758887165,102.0,0.54
2977,5.0,5.0,100.0,99360.0,120800.0,227.0,1208.0,82.25165562913908,8.02980132450331,97.0,0.54
2982,5.0,5.0,101.0,94020.0,121800.0,227.0,1218.0,77.19211822660098,7.717569786535304,94.0,0.54
2987,5.0,5.0,102.0,87620.0,113800.0,227.0,1138.0,76.99472759226713,7.9086115992970125,90.0,0.54
2992,5.0,5.0,103.0,78960.0,106500.0,227.0,1065.0,74.14084507042253,7.699530516431925,82.0,0.54
2997,5.0,5.0,104.0,76650.0,100400.0,227.0,1004.0,76.34462151394422,7.868525896414343,79.0,0.54
3002,5.0,5.0,105.0,71870.0,93400.0,227.0,934.0,76.94860813704497,8.029978586723768,75.0,0.54
3007,5.0,5.0,106.0,74760.0,92800.0,227.0,928.0,80.5603448275862,8.189655172413794,76.0,0.54
3012,5.0,5.0,107.0,67440.0,84100.0,227.0,841.0,80.19024970273485,8.561236623067776,72.0,0.54
3017,5.0,5.0,108.0,61190.0,81700.0,227.0,817.0,74.89596083231335,7.833537331701345,64.0,0.54
3022,5.0,5.0,109.0,61710.0,78400.0,227.0,784.0,78.71173469387756,8.16326530612245,64.0,0.54
3027,5.0,5.0,110.0,56790.0,72500.0,227.0,725.0,78.33103448275862,8.275862068965518,60.0,0.54
3032,5.0,5.0,111.0,50970.0,68900.0,227.0,689.0,73.9767779390421,7.837445573294629,54.0,0.54
3037,5.0,5.0,112.0,47320.0,66300.0,227.0,663.0,71.37254901960785,7.6923076923076925,51.0,0.54
3042,5.0,5.0,113.0,50290.0,64300.0,227.0,643.0,78.21150855365474,8.398133748055987,54.0,0.54
3047,5.0,5.0,114.0,44990.0,58800.0,227.0,588.0,76.51360544217687,8.16326530612245,48.0,0.54
3052,5.0,5.0,115.0,44830.0,55500.0,227.0,555.0,80.77477477477477,8.64864864864865,48.0,0.54
3057,5.0,5.0,116.0,42840.0,53700.0,227.0,537.0,79.77653631284916,8.56610800744879,46.0,0.54
3062,5.0,5.0,117.0,44500.0,50500.0,227.0,505.0,88.11881188118812,9.306930693069306,47.0,0.54
3067,5.0,5.0,118.0,37330.0,46500.0,227.0,465.0,80.27956989247312,9.032258064516128,42.0,0.54
3072,5.0,5.0,119.0,37350.0,42900.0,227.0,429.0,87.06293706293707,9.557109557109557,41.0,0.54
3077,5.0,5.0,120.0,30160.0,39400.0,227.0,394.0,76.5482233502538,8.629441624365482,34.0,0.54
3082,5.0,5.0,121.0,29090.0,37600.0,227.0,376.0,77.36702127659575,8.51063829787234,32.0,0.54
3087,5.0,5.0,122.0,27650.0,33800.0,227.0,338.0,81.80473372781066,9.171597633136095,31.0,0.54
3092,5.0,5.0,123.0,25790.0,32500.0,227.0,325.0,79.35384615384615,9.230769230769232,30.0,0.54
3097,5.0,5.0,124.0,24840.0,31200.0,227.0,312.0,79.61538461538461,8.974358974358974,28.0,0.54
3102,5.0,5.0,125.0,23700.0,28100.0,227.0,281.0,84.34163701067615,9.608540925266903,27.0,0.54
3107,5.0,5.0,126.0,20470.0,25800.0,227.0,258.0,79.34108527131784,9.30232558139535,24.0,0.54
3112,5.0,5.0,127.0,20690.0,23400.0,227.0,234.0,88.41880341880342,9.82905982905983,23.0,0.54
3117,5.0,5.0,128.0,18770.0,23200.0,227.0,232.0,80.9051724137931,9.482758620689655,22.0,0.54
3122,5.0,5.0,129.0,17770.0,21600.0,227.0,216.0,82.26851851851852,9.722222222222223,21.0,0.54
3127,5.0,5.0,130.0,18520.0,18800.0,227.0,188.0,98.51063829787235,11.702127659574469,22.0,0.54
3132,5.0,5.0,131.0,17840.0,17400.0,227.0,174.0,102.5287356321839,12.068965517241379,21.0,0.54
3137,5.0,5.0,132.0,13280.0,16200.0,227.0,162.0,81.9753086419753,9.25925925925926,15.0,0.54
3142,5.0,5.0,133.0,9250.0,13800.0,227.0,138.0,67.02898550724638,8.695652173913043,12.0,0.54
3147,5.0,5.0,134.0,11920.0,14100.0,227.0,141.0,84.53900709219859,9.929078014184398,14.0,0.54
3152,5.0,5.0,135.0,8220.0,11300.0,227.0,113.0,72.7433628318584,8.849557522123893,10.0,0.54
3157,5.0,5.0,136.0,6860.0,10900.0,227.0,109.0,62.93577981651376,8.256880733944955,9.0,0.54
3162,5.0,5.0,137.0,6360.0,9500.0,227.0,95.0,66.94736842105263,8.421052631578947,8.0,0.54
3167,5.0,5.0,138.0,4340.0,8400.0,227.0,84.0,51.66666666666667,5.952380952380952,5.0,0.54
3172,5.0,5.0,139.0,3080.0,7500.0,227.0,75.0,41.06666666666667,5.333333333333334,4.0,0.54
3177,5.0,5.0,140.0,3050.0,6000.0,227.0,60.0,50.83333333333333,6.666666666666667,4.0,0.54
3182,5.0,5.0,141.0,2430.0,6300.0,227.0,63.0,38.57142857142858,4.761904761904762,3.0,0.54
3187,5.0,5.0,142.0,1720.0,5000.0,227.0,50.0,34.4,4.0,2.0,0.54
3192,5.0,5.0,143.0,2430.0,4200.0,227.0,42.0,57.85714285714286,7.142857142857142,3.0,0.54
3197,5.0,5.0,144.0,3080.0,3800.0,227.0,38.0,81.05263157894737,10.526315789473683,4.0,0.54
3202,5.0,5.0,145.0,1520.0,4700.0,227.0,47.0,32.340425531914896,4.25531914893617,2.0,0.54
3207,5.0,5.0,146.0,3080.0,3200.0,227.0,32.0,96.25,12.5,4.0,0.54
3212,5.0,5.0,147.0,1720.0,3300.0,227.0,33.0,52.121212121212125,6.0606060606060606,2.0,0.54
3217,5.0,5.0,148.0,810.0,2200.0,227.0,22.0,36.81818181818181,4.545454545454546,1.0,0.54
3222,5.0,5.0,149.0,810.0,2600.0,227.0,26.0,31.153846153846153,3.8461538461538463,1.0,0.54
3227,5.0,5.0,150.0,1720.0,2000.0,227.0,20.0,86.0,10.0,2.0,0.54
3232,5.0,5.0,151.0,810.0,2000.0,227.0,20.0,40.5,5.0,1.0,0.54
3237,5.0,5.0,152.0,810.0,1600.0,227.0,16.0,50.625,6.25,1.0,0.54
2883,5.0,5.0,81.0,155050.0,199900.0,227.0,1999.0,77.56378189094548,7.103551775887944,142.0,0.56
2888,5.0,5.0,82.0,152510.0,192700.0,227.0,1927.0,79.14374675661651,7.213284898806435,139.0,0.56
2893,5.0,5.0,83.0,152380.0,184400.0,227.0,1844.0,82.6355748373102,7.537960954446854,139.0,0.56
2898,5.0,5.0,84.0,148780.0,180800.0,227.0,1808.0,82.28982300884957,7.577433628318585,137.0,0.56
2903,5.0,5.0,85.0,146190.0,176700.0,227.0,1767.0,82.73344651952462,7.6400679117147705,135.0,0.56
2908,5.0,5.0,86.0,144460.0,168200.0,227.0,1682.0,85.88585017835909,7.8478002378121285,132.0,0.56
2913,5.0,5.0,87.0,133940.0,160800.0,227.0,1608.0,83.29601990049751,7.649253731343284,123.0,0.56
2918,5.0,5.0,88.0,130740.0,153300.0,227.0,1533.0,85.28375733855185,7.8277886497064575,120.0,0.56
2923,5.0,5.0,89.0,115130.0,140800.0,227.0,1408.0,81.7684659090909,7.5994318181818175,107.0,0.56
2928,5.0,5.0,90.0,117790.0,137600.0,227.0,1376.0,85.60319767441861,7.921511627906977,109.0,0.56
2933,5.0,5.0,91.0,107790.0,132600.0,227.0,1326.0,81.289592760181,7.6923076923076925,102.0,0.56
2938,5.0,5.0,92.0,99700.0,125700.0,227.0,1257.0,79.31583134447096,7.557677008750995,95.0,0.56
2943,5.0,5.0,93.0,101360.0,121300.0,227.0,1213.0,83.56141797197031,8.07914262159934,98.0,0.56
2948,5.0,5.0,94.0,94630.0,115600.0,227.0,1156.0,81.8598615916955,7.7854671280276815,90.0,0.56
2953,5.0,5.0,95.0,93310.0,112200.0,227.0,1122.0,83.16399286987523,7.932263814616755,89.0,0.56
2958,5.0,5.0,96.0,83040.0,99100.0,227.0,991.0,83.7941473259334,8.476286579212916,84.0,0.56
2963,5.0,5.0,97.0,81380.0,95700.0,227.0,957.0,85.03657262277952,8.254963427377222,79.0,0.56
2968,5.0,5.0,98.0,71980.0,93400.0,227.0,934.0,77.06638115631692,8.137044967880087,76.0,0.56
2973,5.0,5.0,99.0,67810.0,84900.0,227.0,849.0,79.87043580683157,8.480565371024735,72.0,0.56
2978,5.0,5.0,100.0,63020.0,79000.0,227.0,790.0,79.77215189873418,8.60759493670886,68.0,0.56
2983,5.0,5.0,101.0,63940.0,75600.0,227.0,756.0,84.57671957671957,8.862433862433862,67.0,0.56
2988,5.0,5.0,102.0,57490.0,70900.0,227.0,709.0,81.08603667136812,8.885754583921015,63.0,0.56
2993,5.0,5.0,103.0,55070.0,64300.0,227.0,643.0,85.64541213063764,8.864696734059098,57.0,0.56
2998,5.0,5.0,104.0,49800.0,61300.0,227.0,613.0,81.23980424143556,8.482871125611746,52.0,0.56
3003,5.0,5.0,105.0,46960.0,57200.0,227.0,572.0,82.0979020979021,8.741258741258742,50.0,0.56
3008,5.0,5.0,106.0,44330.0,55600.0,227.0,556.0,79.73021582733813,8.633093525179856,48.0,0.56
3013,5.0,5.0,107.0,41340.0,46800.0,227.0,468.0,88.33333333333333,9.401709401709402,44.0,0.56
3018,5.0,5.0,108.0,40960.0,44400.0,227.0,444.0,92.25225225225225,9.684684684684685,43.0,0.56
3023,5.0,5.0,109.0,41860.0,42900.0,227.0,429.0,97.57575757575758,10.256410256410255,44.0,0.56
3028,5.0,5.0,110.0,38770.0,40000.0,227.0,400.0,96.925,10.5,42.0,0.56
3033,5.0,5.0,111.0,34380.0,37600.0,227.0,376.0,91.43617021276596,9.574468085106384,36.0,0.56
3038,5.0,5.0,112.0,28960.0,34400.0,227.0,344.0,84.18604651162791,9.30232558139535,32.0,0.56
3043,5.0,5.0,113.0,30830.0,35100.0,227.0,351.0,87.83475783475784,9.401709401709402,33.0,0.56
3048,5.0,5.0,114.0,22300.0,29100.0,227.0,291.0,76.6323024054983,8.934707903780069,26.0,0.56
3053,5.0,5.0,115.0,19440.0,25500.0,227.0,255.0,76.23529411764706,9.019607843137255,23.0,0.56
3058,5.0,5.0,116.0,23600.0,26000.0,227.0,260.0,90.76923076923077,10.384615384615385,27.0,0.56
3063,5.0,5.0,117.0,20600.0,24000.0,227.0,240.0,85.83333333333333,10.416666666666668,25.0,0.56
3068,5.0,5.0,118.0,17290.0,19400.0,227.0,194.0,89.12371134020619,10.309278350515463,20.0,0.56
3073,5.0,5.0,119.0,13790.0,18800.0,227.0,188.0,73.35106382978724,9.042553191489363,17.0,0.56
3078,5.0,5.0,120.0,12290.0,17500.0,227.0,175.0,70.22857142857143,8.571428571428571,15.0,0.56
3083,5.0,5.0,121.0,10950.0,15800.0,227.0,158.0,69.30379746835443,8.227848101265822,13.0,0.56
3088,5.0,5.0,122.0,10620.0,14200.0,227.0,142.0,74.78873239436619,8.450704225352112,12.0,0.56
3093,5.0,5.0,123.0,11300.0,13400.0,227.0,134.0,84.32835820895522,9.701492537313433,13.0,0.56
3098,5.0,5.0,124.0,8240.0,12100.0,227.0,121.0,68.09917355371901,8.264462809917356,10.0,0.56
3103,5.0,5.0,125.0,7740.0,11100.0,227.0,111.0,69.72972972972973,8.108108108108109,9.0,0.56
3108,5.0,5.0,126.0,5820.0,9300.0,227.0,93.0,62.58064516129033,7.526881720430108,7.0,0.56
3113,5.0,5.0,127.0,9430.0,8700.0,227.0,87.0,108.39080459770113,12.643678160919542,11.0,0.56
3118,5.0,5.0,128.0,5330.0,8000.0,227.0,80.0,66.625,7.5,6.0,0.56
3123,5.0,5.0,129.0,3700.0,8200.0,227.0,82.0,45.1219512195122,6.097560975609756,5.0,0.56
3128,5.0,5.0,130.0,4510.0,7200.0,227.0,72.0,62.638888888888886,8.333333333333332,6.0,0.56
3133,5.0,5.0,131.0,4190.0,6700.0,227.0,67.0,62.537313432835816,8.955223880597014,6.0,0.56
3138,5.0,5.0,132.0,3080.0,5600.0,227.0,56.0,55.00000000000001,7.142857142857142,4.0,0.56
3143,5.0,5.0,133.0,1720.0,4600.0,227.0,46.0,37.391304347826086,4.3478260869565215,2.0,0.56
3148,5.0,5.0,134.0,1520.0,4100.0,227.0,41.0,37.073170731707314,4.878048780487805,2.0,0.56
3153,5.0,5.0,135.0,3080.0,3600.0,227.0,36.0,85.55555555555556,11.11111111111111,4.0,0.56
3158,5.0,5.0,136.0,1520.0,3500.0,227.0,35.0,43.42857142857143,5.714285714285714,2.0,0.56
3163,5.0,5.0,137.0,710.0,2400.0,227.0,24.0,29.583333333333332,4.166666666666666,1.0,0.56
3168,5.0,5.0,138.0,810.0,2600.0,227.0,26.0,31.153846153846153,3.8461538461538463,1.0,0.56
3173,5.0,5.0,139.0,0.0,1900.0,227.0,19.0,0.0,0.0,0.0,0.56
3178,5.0,5.0,140.0,0.0,1400.0,227.0,14.0,0.0,0.0,0.0,0.56
3183,5.0,5.0,141.0,0.0,1400.0,227.0,14.0,0.0,0.0,0.0,0.56
3188,5.0,5.0,142.0,0.0,800.0,227.0,8.0,0.0,0.0,0.0,0.56
3193,5.0,5.0,143.0,0.0,800.0,227.0,8.0,0.0,0.0,0.0,0.56
3198,5.0,5.0,144.0,0.0,600.0,227.0,6.0,0.0,0.0,0.0,0.56
3203,5.0,5.0,145.0,0.0,500.0,227.0,5.0,0.0,0.0,0.0,0.56
3208,5.0,5.0,146.0,0.0,400.0,227.0,4.0,0.0,0.0,0.0,0.56
3213,5.0,5.0,147.0,0.0,700.0,227.0,7.0,0.0,0.0,0.0,0.56
3218,5.0,5.0,148.0,0.0,300.0,227.0,3.0,0.0,0.0,0.0,0.56
3223,5.0,5.0,149.0,0.0,400.0,227.0,4.0,0.0,0.0,0.0,0.56
3228,5.0,5.0,150.0,0.0,200.0,227.0,2.0,0.0,0.0,0.0,0.56
3233,5.0,5.0,151.0,0.0,400.0,227.0,4.0,0.0,0.0,0.0,0.56
3238,5.0,5.0,152.0,0.0,100.0,227.0,1.0,0.0,0.0,0.0,0.56
2884,5.0,5.0,81.0,131620.0,155100.0,227.0,1551.0,84.86137975499678,7.930367504835589,123.0,0.58
2889,5.0,5.0,82.0,122660.0,144900.0,227.0,1449.0,84.65148378191857,7.867494824016563,114.0,0.58
2894,5.0,5.0,83.0,105230.0,135100.0,227.0,1351.0,77.89045151739452,7.623982235381199,103.0,0.58
2899,5.0,5.0,84.0,103540.0,131100.0,227.0,1311.0,78.97787948131197,7.551487414187644,99.0,0.58
2904,5.0,5.0,85.0,97760.0,124500.0,227.0,1245.0,78.52208835341365,7.46987951807229,93.0,0.58
2909,5.0,5.0,86.0,96820.0,118200.0,227.0,1182.0,81.912013536379,7.952622673434856,94.0,0.58
2914,5.0,5.0,87.0,95470.0,111700.0,227.0,1117.0,85.47000895255148,8.236347358997314,92.0,0.58
2919,5.0,5.0,88.0,85430.0,100800.0,227.0,1008.0,84.75198412698413,8.234126984126984,83.0,0.58
2924,5.0,5.0,89.0,71410.0,93800.0,227.0,938.0,76.13006396588486,7.889125799573561,74.0,0.58
2929,5.0,5.0,90.0,69010.0,89300.0,227.0,893.0,77.27883538633819,8.062709966405375,72.0,0.58
2934,5.0,5.0,91.0,74920.0,85300.0,227.0,853.0,87.83118405627198,8.909730363423213,76.0,0.58
2939,5.0,5.0,92.0,65900.0,79400.0,227.0,794.0,82.99748110831234,8.690176322418136,69.0,0.58
2944,5.0,5.0,93.0,64000.0,77700.0,227.0,777.0,82.36808236808237,8.622908622908623,67.0,0.58
2949,5.0,5.0,94.0,57110.0,73000.0,227.0,730.0,78.23287671232877,8.493150684931507,62.0,0.58
2954,5.0,5.0,95.0,53850.0,66200.0,227.0,662.0,81.34441087613294,8.761329305135952,58.0,0.58
2959,5.0,5.0,96.0,46280.0,59700.0,227.0,597.0,77.5209380234506,8.375209380234507,50.0,0.58
2964,5.0,5.0,97.0,48220.0,57500.0,227.0,575.0,83.86086956521739,9.043478260869566,52.0,0.58
2969,5.0,5.0,98.0,45930.0,53800.0,227.0,538.0,85.37174721189591,9.107806691449815,49.0,0.58
2974,5.0,5.0,99.0,35490.0,48400.0,227.0,484.0,73.32644628099173,8.057851239669422,39.0,0.58
2979,5.0,5.0,100.0,42420.0,44500.0,227.0,445.0,95.32584269662921,10.112359550561797,45.0,0.58
2984,5.0,5.0,101.0,37930.0,43400.0,227.0,434.0,87.3963133640553,9.44700460829493,41.0,0.58
2989,5.0,5.0,102.0,33990.0,38700.0,227.0,387.0,87.8294573643411,9.560723514211885,37.0,0.58
2994,5.0,5.0,103.0,31030.0,31800.0,227.0,318.0,97.57861635220125,10.377358490566039,33.0,0.58
2999,5.0,5.0,104.0,27790.0,30100.0,227.0,301.0,92.32558139534883,10.299003322259136,31.0,0.58
3004,5.0,5.0,105.0,24940.0,28000.0,227.0,280.0,89.07142857142857,10.0,28.0,0.58
3009,5.0,5.0,106.0,23310.0,25600.0,227.0,256.0,91.0546875,10.546875,27.0,0.58
3014,5.0,5.0,107.0,19020.0,21100.0,227.0,211.0,90.14218009478672,10.42654028436019,22.0,0.58
3019,5.0,5.0,108.0,17680.0,18700.0,227.0,187.0,94.54545454545455,10.695187165775401,20.0,0.58
3024,5.0,5.0,109.0,12790.0,16900.0,227.0,169.0,75.68047337278107,8.875739644970414,15.0,0.58
3029,5.0,5.0,110.0,9430.0,15600.0,227.0,156.0,60.44871794871794,7.051282051282051,11.0,0.58
3034,5.0,5.0,111.0,11150.0,13800.0,227.0,138.0,80.79710144927536,8.695652173913043,12.0,0.58
3039,5.0,5.0,112.0,9870.0,12200.0,227.0,122.0,80.90163934426229,9.01639344262295,11.0,0.58
3044,5.0,5.0,113.0,8500.0,12700.0,227.0,127.0,66.92913385826772,8.661417322834646,11.0,0.58
3049,5.0,5.0,114.0,5370.0,10700.0,227.0,107.0,50.18691588785047,6.5420560747663545,7.0,0.58
3054,5.0,5.0,115.0,7050.0,9700.0,227.0,97.0,72.68041237113401,9.278350515463918,9.0,0.58
3059,5.0,5.0,116.0,5820.0,9400.0,227.0,94.0,61.91489361702127,7.446808510638298,7.0,0.58
3064,5.0,5.0,117.0,3610.0,8800.0,227.0,88.0,41.02272727272727,5.681818181818182,5.0,0.58
3069,5.0,5.0,118.0,5200.0,7800.0,227.0,78.0,66.66666666666666,7.6923076923076925,6.0,0.58
3074,5.0,5.0,119.0,5820.0,7000.0,227.0,70.0,83.14285714285714,10.0,7.0,0.58
3079,5.0,5.0,120.0,3540.0,5600.0,227.0,56.0,63.21428571428571,8.928571428571429,5.0,0.58
3084,5.0,5.0,121.0,1720.0,5200.0,227.0,52.0,33.07692307692307,3.8461538461538463,2.0,0.58
3089,5.0,5.0,122.0,2370.0,5100.0,227.0,51.0,46.470588235294116,5.88235294117647,3.0,0.58
3094,5.0,5.0,123.0,1720.0,4600.0,227.0,46.0,37.391304347826086,4.3478260869565215,2.0,0.58
3099,5.0,5.0,124.0,1460.0,4200.0,227.0,42.0,34.76190476190476,4.761904761904762,2.0,0.58
3104,5.0,5.0,125.0,1720.0,3800.0,227.0,38.0,45.26315789473684,5.263157894736842,2.0,0.58
3109,5.0,5.0,126.0,810.0,2500.0,227.0,25.0,32.4,4.0,1.0,0.58
3114,5.0,5.0,127.0,810.0,2700.0,227.0,27.0,30.0,3.7037037037037033,1.0,0.58
3119,5.0,5.0,128.0,810.0,2100.0,227.0,21.0,38.57142857142858,4.761904761904762,1.0,0.58
3124,5.0,5.0,129.0,810.0,2200.0,227.0,22.0,36.81818181818181,4.545454545454546,1.0,0.58
3129,5.0,5.0,130.0,810.0,2300.0,227.0,23.0,35.21739130434783,4.3478260869565215,1.0,0.58
3134,5.0,5.0,131.0,810.0,2000.0,227.0,20.0,40.5,5.0,1.0,0.58
3139,5.0,5.0,132.0,810.0,1700.0,227.0,17.0,47.647058823529406,5.88235294117647,1.0,0.58
3144,5.0,5.0,133.0,0.0,900.0,227.0,9.0,0.0,0.0,0.0,0.58
3149,5.0,5.0,134.0,0.0,800.0,227.0,8.0,0.0,0.0,0.0,0.58
3154,5.0,5.0,135.0,0.0,400.0,227.0,4.0,0.0,0.0,0.0,0.58
3159,5.0,5.0,136.0,0.0,500.0,227.0,5.0,0.0,0.0,0.0,0.58
3164,5.0,5.0,137.0,0.0,300.0,227.0,3.0,0.0,0.0,0.0,0.58
3169,5.0,5.0,138.0,0.0,400.0,227.0,4.0,0.0,0.0,0.0,0.58
3174,5.0,5.0,139.0,0.0,200.0,227.0,2.0,0.0,0.0,0.0,0.58
3179,5.0,5.0,140.0,0.0,100.0,227.0,1.0,0.0,0.0,0.0,0.58
3184,5.0,5.0,141.0,0.0,100.0,227.0,1.0,0.0,0.0,0.0,0.58
3189,5.0,5.0,142.0,0.0,200.0,227.0,2.0,0.0,0.0,0.0,0.58
3194,5.0,5.0,143.0,0.0,200.0,227.0,2.0,0.0,0.0,0.0,0.58
3199,5.0,5.0,144.0,0.0,0.0,227.0,0.0,,,0.0,0.58
3204,5.0,5.0,145.0,0.0,100.0,227.0,1.0,0.0,0.0,0.0,0.58
3209,5.0,5.0,146.0,0.0,0.0,227.0,0.0,,,0.0,0.58
3214,5.0,5.0,147.0,0.0,100.0,227.0,1.0,0.0,0.0,0.0,0.58
3219,5.0,5.0,148.0,0.0,0.0,227.0,0.0,,,0.0,0.58
3224,5.0,5.0,149.0,0.0,0.0,227.0,0.0,,,0.0,0.58
3229,5.0,5.0,150.0,0.0,0.0,227.0,0.0,,,0.0,0.58
3234,5.0,5.0,151.0,0.0,0.0,227.0,0.0,,,0.0,0.58
3239,5.0,5.0,152.0,0.0,0.0,227.0,0.0,,,0.0,0.58
3240,5.0,7.0,81.0,225420.0,287000.0,227.0,2870.0,78.54355400696863,6.585365853658537,189.0,0.5
3245,5.0,7.0,82.0,219890.0,283900.0,227.0,2839.0,77.45332863684395,6.4459316660796055,183.0,0.5
3250,5.0,7.0,83.0,225380.0,276800.0,227.0,2768.0,81.42341040462428,6.683526011560693,185.0,0.5
3255,5.0,7.0,84.0,210470.0,274900.0,227.0,2749.0,76.56238632229902,6.620589305201892,182.0,0.5
3260,5.0,7.0,85.0,208620.0,270100.0,227.0,2701.0,77.238059977786,6.627175120325806,179.0,0.5
3265,5.0,7.0,86.0,216280.0,266300.0,227.0,2663.0,81.21667292527225,6.721742395794217,179.0,0.5
3270,5.0,7.0,87.0,208060.0,262200.0,227.0,2622.0,79.35163996948894,6.7887109077040435,178.0,0.5
3275,5.0,7.0,88.0,210570.0,259300.0,227.0,2593.0,81.20709602776707,6.826070188970304,177.0,0.5
3280,5.0,7.0,89.0,201640.0,255600.0,227.0,2556.0,78.88888888888889,6.807511737089202,174.0,0.5
3285,5.0,7.0,90.0,201520.0,250900.0,227.0,2509.0,80.31885213232364,6.775607811877242,170.0,0.5
3290,5.0,7.0,91.0,190930.0,247500.0,227.0,2475.0,77.14343434343435,6.747474747474748,167.0,0.5
3295,5.0,7.0,92.0,188470.0,245300.0,227.0,2453.0,76.83245006114961,6.767223807582552,166.0,0.5
3300,5.0,7.0,93.0,175420.0,240600.0,227.0,2406.0,72.9093931837074,6.608478802992519,159.0,0.5
3305,5.0,7.0,94.0,177140.0,238600.0,227.0,2386.0,74.24140821458508,6.705783738474434,160.0,0.5
3310,5.0,7.0,95.0,169230.0,233200.0,227.0,2332.0,72.56861063464837,6.60377358490566,154.0,0.5
3315,5.0,7.0,96.0,166870.0,225600.0,227.0,2256.0,73.96719858156028,6.73758865248227,152.0,0.5
3320,5.0,7.0,97.0,166860.0,224400.0,227.0,2244.0,74.35828877005348,6.7736185383244205,152.0,0.5
3325,5.0,7.0,98.0,163770.0,215600.0,227.0,2156.0,75.96011131725417,6.957328385899815,150.0,0.5
3330,5.0,7.0,99.0,156240.0,211000.0,227.0,2110.0,74.04739336492892,6.824644549763033,144.0,0.5
3335,5.0,7.0,100.0,157350.0,204700.0,227.0,2047.0,76.86858817782121,7.034684904738642,144.0,0.5
3340,5.0,7.0,101.0,157130.0,203700.0,227.0,2037.0,77.13794796269023,7.069219440353461,144.0,0.5
3345,5.0,7.0,102.0,152940.0,200100.0,227.0,2001.0,76.43178410794603,7.04647676161919,141.0,0.5
3350,5.0,7.0,103.0,155840.0,197400.0,227.0,1974.0,78.94630192502532,7.244174265450861,143.0,0.5
3355,5.0,7.0,104.0,153390.0,192000.0,227.0,1920.0,79.890625,7.291666666666667,140.0,0.5
3360,5.0,7.0,105.0,151480.0,189300.0,227.0,1893.0,80.02113048071844,7.290015847860539,138.0,0.5
3365,5.0,7.0,106.0,145090.0,185900.0,227.0,1859.0,78.04733727810651,7.154384077461,133.0,0.5
3370,5.0,7.0,107.0,150590.0,181800.0,227.0,1818.0,82.83278327832784,7.590759075907591,138.0,0.5
3375,5.0,7.0,108.0,145750.0,174400.0,227.0,1744.0,83.57224770642202,7.68348623853211,134.0,0.5
