,target_com,depth,target_per,threshold,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,的中数_std,利益率_std,score,number_i
18,1.0,8.0,134.0,0.92,105960.0,79800.0,213.0,798.0,132.78195488721803,9.649122807017545,77.0,1.270904452507522,0.6452482773736107,1.9161527298811327,16.0
22,2.0,8.0,152.0,0.92,77800.0,65400.0,157.0,654.0,118.96024464831804,7.339449541284404,48.0,-1.0,0.999999999999993,-6.994405055138486e-15,25.0
27,3.0,5.0,106.0,0.9,142200.0,110000.0,128.0,1100.0,129.27272727272728,6.363636363636363,70.0,2.086111659980745,0.6923441227098529,2.778455782690598,2.0
161,5.0,8.0,258.0,0.92,57510.0,35300.0,163.0,353.0,162.91784702549575,9.91501416430595,35.0,-0.8071095105654691,4.227510442018376,3.420400931452907,78.0
163,7.0,8.0,240.0,0.9,56500.0,46900.0,102.0,469.0,120.46908315565032,6.823027718550106,32.0,,,,69.0
182,8.0,8.0,234.0,0.9,77920.0,45800.0,103.0,458.0,170.13100436681222,6.11353711790393,28.0,-0.37565544636518705,2.0257863137235446,1.6501308673583575,66.0
207,9.0,8.0,156.0,0.92,102270.0,74600.0,112.0,746.0,137.0911528150134,5.495978552278821,41.0,2.288756740951664,1.0337289600587187,3.3224857010103825,27.0
231,13.0,8.0,264.0,0.92,76170.0,38400.0,78.0,384.0,198.359375,6.25,24.0,-0.3843288621797989,2.3314022181371197,1.9470733559573208,81.0
