,racer_1_rank,racer_1_age,racer_1_doub,racer_1_ave_st,racer_2_rank,racer_2_age,racer_2_doub,racer_2_ave_st,racer_3_rank,racer_3_age,racer_3_doub,racer_3_ave_st,racer_4_rank,racer_4_age,racer_4_doub,racer_4_ave_st,racer_5_rank,racer_5_age,racer_5_doub,racer_5_ave_st,racer_6_rank,racer_6_age,racer_6_doub,racer_6_ave_st,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_10,race_11,race_12,racer_1_male_0,racer_1_male_1,racer_2_male_0,racer_2_male_1,racer_3_male_0,racer_3_male_1,racer_4_male_0,racer_4_male_1,racer_5_male_0,racer_5_male_1,racer_6_male_0,racer_6_male_1
30,3,54.0,0.375,0.17,2,30.0,0.343,0.18,2,25.0,0.301,0.2,2,39.0,0.252,0.17,2,36.0,0.278,0.17,3,37.0,0.364,0.18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
31,4,43.0,0.455,0.16,3,44.0,0.459,0.18,4,45.0,0.515,0.16,2,27.0,0.294,0.2,1,26.0,0.2,0.22,4,49.0,0.471,0.15,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
32,3,42.0,0.35,0.19,4,43.0,0.576,0.21,4,43.0,0.535,0.15,3,39.0,0.381,0.21,3,57.0,0.391,0.15,2,52.0,0.321,0.16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
33,2,43.0,0.177,0.2,2,55.0,0.166,0.19,2,54.0,0.171,0.2,3,42.0,0.35,0.19,2,30.0,0.108,0.23,2,27.0,0.29,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
34,2,30.0,0.18,0.21,2,38.0,0.242,0.22,3,26.0,0.361,0.17,3,24.0,0.42,0.18,2,44.0,0.21,0.2,2,34.0,0.226,0.17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
35,2,42.0,0.16,0.22,2,55.0,0.18,0.19,2,32.0,0.359,0.17,3,37.0,0.364,0.18,2,39.0,0.252,0.17,1,22.0,0.05,0.19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
36,2,25.0,0.267,0.18,2,36.0,0.278,0.17,2,50.0,0.313,0.2,3,41.0,0.329,0.17,2,30.0,0.115,0.18,2,27.0,0.294,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
37,3,34.0,0.357,0.16,3,26.0,0.361,0.17,2,32.0,0.322,0.17,2,44.0,0.21,0.2,2,33.0,0.302,0.21,2,43.0,0.177,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
38,3,39.0,0.381,0.21,2,34.0,0.226,0.17,2,30.0,0.108,0.23,2,43.0,0.267,0.21,1,22.0,0.05,0.19,2,42.0,0.16,0.22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
39,2,27.0,0.29,0.2,3,37.0,0.364,0.18,2,27.0,0.294,0.2,3,36.0,0.45,0.19,2,38.0,0.242,0.22,2,30.0,0.115,0.18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
40,2,55.0,0.166,0.19,2,32.0,0.322,0.17,2,39.0,0.252,0.17,2,50.0,0.313,0.2,4,38.0,0.51,0.13,2,25.0,0.267,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
41,2,33.0,0.302,0.21,2,54.0,0.171,0.2,2,43.0,0.267,0.21,2,32.0,0.359,0.17,3,24.0,0.42,0.18,2,36.0,0.278,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
42,4,43.0,0.576,0.21,2,43.0,0.338,0.2,4,49.0,0.471,0.15,3,54.0,0.375,0.17,2,25.0,0.301,0.2,3,44.0,0.459,0.18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
43,4,38.0,0.51,0.13,3,36.0,0.45,0.19,3,34.0,0.357,0.16,2,55.0,0.18,0.19,3,41.0,0.329,0.17,2,30.0,0.18,0.21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
44,2,44.0,0.21,0.2,2,54.0,0.171,0.2,2,38.0,0.242,0.22,4,38.0,0.51,0.13,2,42.0,0.16,0.22,2,55.0,0.166,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
45,2,43.0,0.267,0.21,3,39.0,0.381,0.21,2,55.0,0.18,0.19,3,24.0,0.42,0.18,2,27.0,0.29,0.2,2,43.0,0.177,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
46,2,34.0,0.226,0.17,3,37.0,0.364,0.18,3,26.0,0.361,0.17,3,41.0,0.329,0.17,2,39.0,0.252,0.17,2,30.0,0.115,0.18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
47,2,50.0,0.313,0.2,2,32.0,0.322,0.17,2,32.0,0.359,0.17,1,22.0,0.05,0.19,3,36.0,0.45,0.19,2,33.0,0.302,0.21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
48,2,27.0,0.294,0.2,4,49.0,0.471,0.15,2,25.0,0.267,0.18,2,30.0,0.108,0.23,2,55.0,0.166,0.19,4,43.0,0.455,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
49,3,42.0,0.35,0.19,2,27.0,0.29,0.2,2,36.0,0.278,0.17,3,34.0,0.357,0.16,2,44.0,0.21,0.2,1,26.0,0.2,0.22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
50,2,43.0,0.177,0.2,2,25.0,0.267,0.18,2,42.0,0.16,0.22,2,25.0,0.301,0.2,3,26.0,0.361,0.17,2,30.0,0.343,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
51,2,39.0,0.252,0.17,2,30.0,0.108,0.23,2,54.0,0.171,0.2,2,55.0,0.18,0.19,2,32.0,0.322,0.17,3,34.0,0.357,0.16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
52,2,36.0,0.278,0.17,3,36.0,0.45,0.19,3,41.0,0.329,0.17,2,30.0,0.18,0.21,3,39.0,0.381,0.21,2,27.0,0.294,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
53,2,25.0,0.301,0.2,3,54.0,0.375,0.17,4,49.0,0.471,0.15,2,32.0,0.359,0.17,3,37.0,0.364,0.18,3,42.0,0.35,0.19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
54,4,43.0,0.576,0.21,4,45.0,0.515,0.16,4,43.0,0.535,0.15,2,43.0,0.338,0.2,3,57.0,0.391,0.15,3,44.0,0.459,0.18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
55,2,34.0,0.254,0.2,2,32.0,0.278,0.19,2,36.0,0.114,0.2,4,33.0,0.479,0.16,1,25.0,0.072,0.21,1,32.0,0.052,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
56,2,44.0,0.219,0.18,3,37.0,0.441,0.16,2,36.0,0.324,0.16,2,41.0,0.324,0.18,3,35.0,0.465,0.15,1,33.0,0.255,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
57,2,26.0,0.252,0.2,4,28.0,0.46,0.15,2,48.0,0.31,0.18,2,37.0,0.355,0.2,2,30.0,0.27,0.22,4,32.0,0.525,0.14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
58,2,26.0,0.166,0.19,3,46.0,0.352,0.17,3,41.0,0.418,0.21,2,47.0,0.317,0.18,2,42.0,0.157,0.17,3,38.0,0.469,0.15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
59,4,38.0,0.479,0.17,2,36.0,0.114,0.2,2,27.0,0.256,0.17,2,44.0,0.108,0.21,3,30.0,0.379,0.17,4,33.0,0.527,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
60,4,33.0,0.543,0.17,2,31.0,0.29,0.21,2,34.0,0.254,0.2,2,36.0,0.324,0.16,2,39.0,0.361,0.17,1,24.0,0.061,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
61,2,48.0,0.31,0.18,4,30.0,0.531,0.14,2,32.0,0.278,0.19,2,27.0,0.31,0.18,2,41.0,0.324,0.18,3,41.0,0.352,0.16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
62,2,37.0,0.355,0.2,3,41.0,0.418,0.21,3,45.0,0.343,0.2,3,40.0,0.342,0.15,4,31.0,0.552,0.14,2,35.0,0.241,0.19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
63,3,46.0,0.352,0.17,2,26.0,0.252,0.2,2,44.0,0.219,0.18,3,32.0,0.43,0.18,2,30.0,0.288,0.17,3,30.0,0.379,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
64,3,37.0,0.441,0.16,4,38.0,0.479,0.17,3,38.0,0.469,0.15,2,39.0,0.361,0.17,4,32.0,0.525,0.14,2,31.0,0.352,0.18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
65,4,28.0,0.46,0.15,2,27.0,0.256,0.17,3,43.0,0.366,0.19,3,35.0,0.465,0.15,3,41.0,0.352,0.16,4,33.0,0.479,0.16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
66,4,30.0,0.531,0.14,4,32.0,0.462,0.17,4,33.0,0.543,0.17,4,34.0,0.564,0.16,4,33.0,0.527,0.17,4,31.0,0.552,0.14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
67,1,33.0,0.255,0.2,2,44.0,0.108,0.21,2,42.0,0.157,0.17,4,32.0,0.462,0.17,1,32.0,0.052,0.21,1,24.0,0.061,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
68,2,35.0,0.241,0.19,2,30.0,0.288,0.17,2,31.0,0.29,0.21,2,26.0,0.166,0.19,2,36.0,0.324,0.16,2,27.0,0.256,0.17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
69,2,41.0,0.324,0.18,2,27.0,0.31,0.18,1,25.0,0.072,0.21,2,34.0,0.254,0.2,2,47.0,0.317,0.18,3,32.0,0.43,0.18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
70,2,30.0,0.27,0.22,4,34.0,0.564,0.16,3,35.0,0.465,0.15,2,36.0,0.114,0.2,3,45.0,0.343,0.2,2,32.0,0.278,0.19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
71,3,43.0,0.366,0.19,2,48.0,0.31,0.18,2,39.0,0.361,0.17,1,32.0,0.052,0.21,2,37.0,0.355,0.2,4,33.0,0.543,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
72,4,31.0,0.552,0.14,1,33.0,0.255,0.2,2,30.0,0.288,0.17,4,38.0,0.479,0.17,3,41.0,0.418,0.21,1,25.0,0.072,0.21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
73,2,27.0,0.31,0.18,2,31.0,0.352,0.18,3,41.0,0.352,0.16,1,24.0,0.061,0.2,2,26.0,0.166,0.19,3,45.0,0.343,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
74,3,35.0,0.465,0.15,2,42.0,0.157,0.17,3,46.0,0.352,0.17,4,30.0,0.531,0.14,2,31.0,0.29,0.21,3,40.0,0.342,0.15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
75,2,44.0,0.108,0.21,4,33.0,0.479,0.16,2,30.0,0.27,0.22,2,35.0,0.241,0.19,3,32.0,0.43,0.18,3,41.0,0.418,0.21,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
76,4,34.0,0.564,0.16,3,43.0,0.366,0.19,4,31.0,0.552,0.14,2,44.0,0.219,0.18,3,38.0,0.469,0.15,4,28.0,0.46,0.15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
77,2,31.0,0.352,0.18,2,41.0,0.324,0.18,4,32.0,0.525,0.14,2,26.0,0.252,0.2,3,40.0,0.342,0.15,4,32.0,0.462,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
78,4,33.0,0.479,0.16,3,30.0,0.379,0.17,4,30.0,0.531,0.14,3,37.0,0.441,0.16,4,33.0,0.543,0.17,2,47.0,0.317,0.18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
79,2,32.0,0.278,0.19,1,25.0,0.072,0.21,2,44.0,0.108,0.21,4,28.0,0.46,0.15,1,32.0,0.052,0.21,4,38.0,0.479,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
80,3,45.0,0.343,0.2,2,44.0,0.219,0.18,3,40.0,0.342,0.15,3,41.0,0.352,0.16,2,36.0,0.114,0.2,2,34.0,0.254,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
81,2,39.0,0.361,0.17,2,37.0,0.355,0.2,4,32.0,0.462,0.17,1,33.0,0.255,0.2,3,46.0,0.352,0.17,2,30.0,0.288,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
82,2,36.0,0.324,0.16,2,30.0,0.27,0.22,2,47.0,0.317,0.18,2,27.0,0.256,0.17,2,31.0,0.352,0.18,2,48.0,0.31,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
83,4,32.0,0.525,0.14,2,26.0,0.166,0.19,3,37.0,0.441,0.16,1,25.0,0.072,0.21,1,24.0,0.061,0.2,4,34.0,0.564,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
84,3,38.0,0.469,0.15,2,39.0,0.361,0.17,4,38.0,0.479,0.17,3,41.0,0.418,0.21,2,34.0,0.254,0.2,2,42.0,0.157,0.17,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
85,2,31.0,0.29,0.21,3,45.0,0.343,0.2,2,26.0,0.252,0.2,3,30.0,0.379,0.17,4,28.0,0.46,0.15,2,27.0,0.31,0.18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
86,3,40.0,0.342,0.15,2,36.0,0.324,0.16,2,37.0,0.355,0.2,1,24.0,0.061,0.2,2,35.0,0.241,0.19,3,43.0,0.366,0.19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
87,3,41.0,0.352,0.16,4,32.0,0.525,0.14,2,41.0,0.324,0.18,2,30.0,0.288,0.17,2,44.0,0.108,0.21,3,35.0,0.465,0.15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
88,4,32.0,0.462,0.17,4,33.0,0.543,0.17,3,32.0,0.43,0.18,2,32.0,0.278,0.19,3,37.0,0.441,0.16,2,26.0,0.252,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
89,2,27.0,0.256,0.17,3,38.0,0.469,0.15,4,34.0,0.564,0.16,2,31.0,0.29,0.21,4,30.0,0.531,0.14,2,36.0,0.114,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
90,3,30.0,0.379,0.17,4,31.0,0.552,0.14,2,31.0,0.352,0.18,3,43.0,0.366,0.19,4,33.0,0.479,0.16,3,46.0,0.352,0.17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
91,3,41.0,0.418,0.21,2,34.0,0.254,0.2,1,33.0,0.255,0.2,2,31.0,0.352,0.18,1,32.0,0.052,0.21,2,26.0,0.166,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
92,2,42.0,0.157,0.17,2,47.0,0.317,0.18,3,41.0,0.352,0.16,3,38.0,0.469,0.15,2,26.0,0.252,0.2,2,30.0,0.27,0.22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
93,4,32.0,0.525,0.14,3,32.0,0.43,0.18,2,36.0,0.324,0.16,4,31.0,0.552,0.14,2,48.0,0.31,0.18,2,41.0,0.324,0.18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
94,1,25.0,0.072,0.21,3,40.0,0.342,0.15,4,33.0,0.479,0.16,3,46.0,0.352,0.17,2,44.0,0.219,0.18,1,32.0,0.052,0.21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
95,4,30.0,0.531,0.14,2,32.0,0.278,0.19,2,26.0,0.166,0.19,2,42.0,0.157,0.17,1,24.0,0.061,0.2,2,44.0,0.108,0.21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
96,2,47.0,0.317,0.18,4,28.0,0.46,0.15,3,43.0,0.366,0.19,2,48.0,0.31,0.18,1,33.0,0.255,0.2,3,37.0,0.441,0.16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
97,2,30.0,0.288,0.17,3,41.0,0.352,0.16,3,30.0,0.379,0.17,4,33.0,0.543,0.17,2,27.0,0.31,0.18,2,44.0,0.219,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
98,2,27.0,0.256,0.17,3,35.0,0.465,0.15,2,26.0,0.252,0.2,4,38.0,0.479,0.17,3,40.0,0.342,0.15,2,37.0,0.355,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
