,racer_1_rank,racer_1_age,racer_1_doub,racer_1_ave_st,racer_2_rank,racer_2_age,racer_2_doub,racer_2_ave_st,racer_3_rank,racer_3_age,racer_3_doub,racer_3_ave_st,racer_4_rank,racer_4_age,racer_4_doub,racer_4_ave_st,racer_5_rank,racer_5_age,racer_5_doub,racer_5_ave_st,racer_6_rank,racer_6_age,racer_6_doub,racer_6_ave_st,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_10,race_11,race_12,racer_1_male_0,racer_1_male_1,racer_2_male_0,racer_2_male_1,racer_3_male_0,racer_3_male_1,racer_4_male_0,racer_4_male_1,racer_5_male_0,racer_5_male_1,racer_6_male_0,racer_6_male_1
4276,2,60.0,0.223,0.22,2,32.0,0.259,0.17,3,38.0,0.361,0.16,3,46.0,0.418,0.16,1,42.0,0.063,0.23,4,45.0,0.477,0.16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4277,2,47.0,0.303,0.19,2,35.0,0.277,0.21,1,38.0,0.478,0.16,3,43.0,0.38,0.17,3,37.0,0.432,0.15,4,34.0,0.429,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4278,2,38.0,0.183,0.17,4,41.0,0.541,0.14,2,46.0,0.283,0.18,2,25.0,0.26,0.2,4,46.0,0.496,0.17,4,46.0,0.447,0.15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4279,4,43.0,0.492,0.18,2,46.0,0.177,0.18,2,50.0,0.317,0.16,2,43.0,0.325,0.17,4,45.0,0.535,0.18,2,30.0,0.245,0.21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4280,3,38.0,0.426,0.15,2,28.0,0.252,0.2,1,52.0,0.02,0.28,2,42.0,0.128,0.23,1,22.0,0.066,0.18,1,27.0,0.076,0.16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4281,4,36.0,0.453,0.15,3,43.0,0.38,0.17,2,42.0,0.127,0.18,2,26.0,0.313,0.2,3,46.0,0.418,0.16,4,24.0,0.583,0.16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4282,3,40.0,0.416,0.14,2,45.0,0.24,0.21,2,60.0,0.223,0.22,2,55.0,0.129,0.23,2,40.0,0.257,0.17,2,35.0,0.277,0.21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4283,2,32.0,0.259,0.17,4,34.0,0.429,0.15,4,41.0,0.541,0.14,4,45.0,0.535,0.18,4,43.0,0.492,0.18,4,46.0,0.496,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4284,4,46.0,0.447,0.15,4,36.0,0.453,0.15,3,38.0,0.426,0.15,4,45.0,0.477,0.16,2,47.0,0.303,0.19,2,50.0,0.317,0.16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4285,4,24.0,0.583,0.16,2,25.0,0.26,0.2,2,43.0,0.325,0.17,3,38.0,0.361,0.16,3,40.0,0.416,0.14,1,38.0,0.478,0.16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4286,3,39.0,0.435,0.17,2,30.0,0.245,0.21,2,38.0,0.183,0.17,3,37.0,0.432,0.15,2,42.0,0.127,0.18,2,40.0,0.257,0.17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4287,1,42.0,0.063,0.23,2,43.0,0.109,0.21,2,38.0,0.183,0.17,4,27.0,0.479,0.16,1,27.0,0.076,0.16,2,55.0,0.129,0.23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
4288,3,38.0,0.361,0.16,2,25.0,0.26,0.2,2,47.0,0.303,0.19,3,37.0,0.432,0.15,2,26.0,0.313,0.2,3,39.0,0.435,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4289,2,30.0,0.245,0.21,3,43.0,0.38,0.17,2,40.0,0.257,0.17,2,46.0,0.283,0.18,4,45.0,0.477,0.16,4,43.0,0.492,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4290,2,42.0,0.128,0.23,3,40.0,0.416,0.14,2,50.0,0.317,0.16,3,46.0,0.418,0.16,2,43.0,0.109,0.21,4,34.0,0.429,0.15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4291,4,36.0,0.453,0.15,1,42.0,0.063,0.23,2,26.0,0.139,0.19,2,46.0,0.177,0.18,1,52.0,0.02,0.28,1,27.0,0.076,0.16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4292,4,45.0,0.535,0.18,2,46.0,0.283,0.18,1,38.0,0.478,0.16,3,39.0,0.435,0.17,2,42.0,0.127,0.18,1,22.0,0.066,0.18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4293,4,27.0,0.479,0.16,2,35.0,0.277,0.21,2,28.0,0.25,0.17,2,30.0,0.245,0.21,3,37.0,0.432,0.15,2,42.0,0.128,0.23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
4294,2,26.0,0.313,0.2,3,46.0,0.418,0.16,2,46.0,0.177,0.18,2,40.0,0.257,0.17,2,45.0,0.24,0.21,2,38.0,0.183,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4295,4,34.0,0.429,0.15,4,36.0,0.453,0.15,3,38.0,0.361,0.16,2,50.0,0.317,0.16,1,38.0,0.478,0.16,3,43.0,0.38,0.17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4296,2,25.0,0.26,0.2,4,45.0,0.477,0.16,4,43.0,0.492,0.18,4,45.0,0.535,0.18,3,40.0,0.416,0.14,2,47.0,0.303,0.19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4297,4,24.0,0.583,0.16,4,46.0,0.447,0.15,4,41.0,0.541,0.14,2,32.0,0.259,0.17,2,43.0,0.325,0.17,3,38.0,0.426,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4298,2,66.0,0.208,0.2,1,57.0,0.0,0.24,2,47.0,0.205,0.24,4,41.0,0.526,0.18,2,61.0,0.21,0.19,2,28.0,0.138,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4299,3,34.0,0.396,0.14,2,53.0,0.32,0.18,1,40.0,0.0,0.2,2,45.0,0.243,0.2,2,30.0,0.137,0.18,3,36.0,0.365,0.18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4300,2,45.0,0.166,0.17,3,46.0,0.422,0.18,2,24.0,0.325,0.15,4,30.0,0.463,0.15,1,40.0,0.166,0.18,3,23.0,0.354,0.16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4301,2,23.0,0.282,0.16,4,40.0,0.406,0.15,1,57.0,0.0,0.24,2,31.0,0.279,0.18,4,30.0,0.475,0.15,2,26.0,0.23,0.15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4302,4,38.0,0.513,0.15,2,47.0,0.205,0.24,2,30.0,0.137,0.18,2,41.0,0.159,0.18,3,39.0,0.341,0.21,1,26.0,0.073,0.16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4303,3,47.0,0.398,0.17,3,34.0,0.396,0.14,2,39.0,0.219,0.19,2,61.0,0.21,0.19,2,35.0,0.309,0.2,2,24.0,0.325,0.15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4304,3,46.0,0.422,0.18,2,31.0,0.279,0.18,4,33.0,0.515,0.15,3,35.0,0.376,0.21,2,28.0,0.138,0.17,3,35.0,0.433,0.18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4305,4,30.0,0.463,0.15,3,26.0,0.419,0.14,2,29.0,0.237,0.21,2,44.0,0.292,0.18,2,45.0,0.243,0.2,4,30.0,0.475,0.15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4306,4,36.0,0.586,0.13,4,41.0,0.526,0.18,3,47.0,0.398,0.17,2,27.0,0.254,0.16,3,36.0,0.365,0.18,4,27.0,0.487,0.15,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4307,4,40.0,0.53,0.17,4,38.0,0.513,0.15,4,40.0,0.406,0.15,4,35.0,0.433,0.16,4,40.0,0.527,0.15,4,33.0,0.515,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4308,2,34.0,0.169,0.2,1,40.0,0.0,0.2,2,41.0,0.159,0.18,4,33.0,0.515,0.15,2,26.0,0.23,0.15,1,26.0,0.073,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4309,1,40.0,0.166,0.18,2,27.0,0.254,0.16,3,35.0,0.376,0.21,2,23.0,0.209,0.19,2,28.0,0.138,0.17,1,57.0,0.0,0.24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4310,2,31.0,0.279,0.18,3,39.0,0.341,0.21,2,35.0,0.309,0.2,2,23.0,0.282,0.16,2,66.0,0.208,0.2,4,41.0,0.526,0.18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4311,2,61.0,0.21,0.19,4,27.0,0.487,0.15,3,46.0,0.422,0.18,2,29.0,0.237,0.21,2,25.0,0.181,0.16,2,44.0,0.292,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4312,3,35.0,0.433,0.18,2,24.0,0.325,0.15,2,53.0,0.32,0.18,2,26.0,0.23,0.15,4,35.0,0.433,0.16,2,45.0,0.166,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4313,4,40.0,0.527,0.15,2,30.0,0.137,0.18,3,34.0,0.396,0.14,1,40.0,0.166,0.18,1,26.0,0.073,0.16,2,39.0,0.219,0.19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4314,2,27.0,0.254,0.16,2,41.0,0.159,0.18,3,39.0,0.341,0.21,4,40.0,0.406,0.15,3,26.0,0.419,0.14,2,25.0,0.181,0.16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4315,3,36.0,0.365,0.18,2,29.0,0.237,0.21,2,66.0,0.208,0.2,1,40.0,0.0,0.2,3,35.0,0.376,0.21,3,23.0,0.354,0.16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4316,2,35.0,0.309,0.2,2,34.0,0.169,0.2,4,40.0,0.53,0.17,4,30.0,0.475,0.15,2,45.0,0.166,0.17,2,23.0,0.209,0.19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4317,4,27.0,0.487,0.15,4,40.0,0.527,0.15,3,35.0,0.433,0.18,2,47.0,0.205,0.24,2,23.0,0.282,0.16,4,38.0,0.513,0.15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4318,4,33.0,0.515,0.15,3,36.0,0.365,0.18,4,35.0,0.433,0.16,3,46.0,0.422,0.18,4,36.0,0.586,0.13,3,26.0,0.419,0.14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4319,4,40.0,0.406,0.15,3,47.0,0.398,0.17,2,45.0,0.243,0.2,4,40.0,0.53,0.17,4,41.0,0.526,0.18,4,30.0,0.463,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4320,2,23.0,0.209,0.19,2,66.0,0.208,0.2,2,25.0,0.181,0.16,4,27.0,0.487,0.15,2,28.0,0.138,0.17,2,31.0,0.279,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4321,2,30.0,0.137,0.18,2,35.0,0.309,0.2,2,44.0,0.292,0.18,2,39.0,0.219,0.19,3,23.0,0.354,0.16,2,23.0,0.282,0.16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4322,2,41.0,0.159,0.18,1,40.0,0.166,0.18,4,40.0,0.527,0.15,3,35.0,0.433,0.18,2,29.0,0.237,0.21,2,34.0,0.169,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4323,1,40.0,0.0,0.2,2,45.0,0.243,0.2,2,61.0,0.21,0.19,4,38.0,0.513,0.15,2,24.0,0.325,0.15,3,39.0,0.341,0.21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4324,2,47.0,0.205,0.24,4,30.0,0.475,0.15,2,31.0,0.279,0.18,2,26.0,0.23,0.15,3,47.0,0.398,0.17,3,34.0,0.396,0.14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4325,3,26.0,0.419,0.14,2,23.0,0.209,0.19,2,45.0,0.166,0.17,3,23.0,0.354,0.16,1,57.0,0.0,0.24,1,26.0,0.073,0.16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4326,2,44.0,0.292,0.18,4,30.0,0.463,0.15,3,36.0,0.365,0.18,3,39.0,0.341,0.21,2,34.0,0.169,0.2,2,28.0,0.138,0.17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4327,4,35.0,0.433,0.16,2,25.0,0.181,0.16,2,23.0,0.282,0.16,2,24.0,0.325,0.15,2,27.0,0.254,0.16,2,29.0,0.237,0.21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4328,2,45.0,0.243,0.2,2,45.0,0.166,0.17,4,36.0,0.586,0.13,2,35.0,0.309,0.2,3,34.0,0.396,0.14,2,53.0,0.32,0.18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4329,4,30.0,0.475,0.15,4,33.0,0.515,0.15,4,30.0,0.463,0.15,4,40.0,0.527,0.15,2,39.0,0.219,0.19,2,61.0,0.21,0.19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4330,3,35.0,0.376,0.21,4,35.0,0.433,0.16,4,27.0,0.487,0.15,3,26.0,0.419,0.14,4,40.0,0.53,0.17,3,47.0,0.398,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4331,4,41.0,0.526,0.18,3,35.0,0.433,0.18,4,38.0,0.513,0.15,4,36.0,0.586,0.13,4,40.0,0.406,0.15,3,46.0,0.422,0.18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4332,1,57.0,0.0,0.24,2,66.0,0.208,0.2,1,40.0,0.0,0.2,4,30.0,0.463,0.15,2,26.0,0.23,0.15,1,40.0,0.166,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4333,2,25.0,0.181,0.16,2,44.0,0.292,0.18,4,30.0,0.475,0.15,3,35.0,0.433,0.18,2,47.0,0.205,0.24,2,35.0,0.309,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4334,3,39.0,0.341,0.21,4,41.0,0.526,0.18,4,27.0,0.487,0.15,3,35.0,0.376,0.21,2,23.0,0.209,0.19,1,26.0,0.073,0.16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4335,2,24.0,0.325,0.15,4,38.0,0.513,0.15,2,27.0,0.254,0.16,3,47.0,0.398,0.17,2,53.0,0.32,0.18,2,28.0,0.138,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4336,2,29.0,0.237,0.21,4,36.0,0.586,0.13,3,46.0,0.422,0.18,2,30.0,0.137,0.18,4,33.0,0.515,0.15,1,40.0,0.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4337,4,40.0,0.406,0.15,3,34.0,0.396,0.14,1,57.0,0.0,0.24,2,34.0,0.169,0.2,2,31.0,0.279,0.18,2,41.0,0.159,0.18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4338,4,35.0,0.433,0.16,2,61.0,0.21,0.19,3,26.0,0.419,0.14,2,66.0,0.208,0.2,2,45.0,0.243,0.2,3,23.0,0.354,0.16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4339,4,40.0,0.53,0.17,2,39.0,0.219,0.19,1,40.0,0.166,0.18,2,53.0,0.32,0.18,3,35.0,0.433,0.18,2,30.0,0.137,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4340,4,40.0,0.527,0.15,2,23.0,0.282,0.16,2,41.0,0.159,0.18,2,27.0,0.254,0.16,1,26.0,0.073,0.16,2,26.0,0.23,0.15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4341,3,47.0,0.398,0.17,3,35.0,0.376,0.21,3,36.0,0.365,0.18,2,45.0,0.166,0.17,3,46.0,0.422,0.18,2,47.0,0.205,0.24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4342,4,36.0,0.586,0.13,4,40.0,0.406,0.15,4,30.0,0.463,0.15,4,30.0,0.475,0.15,4,27.0,0.487,0.15,4,35.0,0.433,0.16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4343,4,38.0,0.513,0.15,4,40.0,0.53,0.17,4,33.0,0.515,0.15,3,26.0,0.419,0.14,4,41.0,0.526,0.18,4,40.0,0.527,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4344,3,46.0,0.422,0.18,2,47.0,0.205,0.24,2,31.0,0.279,0.18,2,29.0,0.237,0.21,2,26.0,0.23,0.15,4,35.0,0.433,0.16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4345,2,41.0,0.159,0.18,1,40.0,0.166,0.18,4,40.0,0.527,0.15,2,23.0,0.209,0.19,4,30.0,0.463,0.15,2,45.0,0.243,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4346,3,36.0,0.365,0.18,4,33.0,0.515,0.15,2,27.0,0.254,0.16,2,34.0,0.169,0.2,2,45.0,0.166,0.17,4,40.0,0.406,0.15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4347,3,35.0,0.433,0.18,2,39.0,0.219,0.19,3,47.0,0.398,0.17,2,61.0,0.21,0.19,4,38.0,0.513,0.15,4,36.0,0.586,0.13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4348,4,41.0,0.526,0.18,2,25.0,0.181,0.16,3,39.0,0.341,0.21,2,28.0,0.138,0.17,3,23.0,0.354,0.16,2,66.0,0.208,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4349,3,35.0,0.376,0.21,2,35.0,0.309,0.2,2,23.0,0.209,0.19,2,44.0,0.292,0.18,2,31.0,0.279,0.18,4,40.0,0.53,0.17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4350,3,26.0,0.419,0.14,2,34.0,0.169,0.2,2,23.0,0.282,0.16,3,34.0,0.396,0.14,4,30.0,0.475,0.15,2,30.0,0.137,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4351,4,36.0,0.586,0.13,4,40.0,0.527,0.15,4,35.0,0.433,0.16,3,47.0,0.398,0.17,2,47.0,0.205,0.24,3,36.0,0.365,0.18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4352,4,40.0,0.53,0.17,4,41.0,0.526,0.18,4,40.0,0.406,0.15,3,26.0,0.419,0.14,3,35.0,0.433,0.18,2,41.0,0.159,0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4353,2,45.0,0.243,0.2,2,45.0,0.166,0.17,3,34.0,0.396,0.14,2,39.0,0.219,0.19,2,44.0,0.292,0.18,2,29.0,0.237,0.21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4354,3,39.0,0.341,0.21,2,31.0,0.279,0.18,2,34.0,0.169,0.2,4,30.0,0.475,0.15,2,24.0,0.325,0.15,2,28.0,0.138,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4355,2,29.0,0.237,0.21,3,47.0,0.398,0.17,4,27.0,0.487,0.15,2,23.0,0.282,0.16,2,41.0,0.159,0.18,3,23.0,0.354,0.16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4356,2,27.0,0.254,0.16,2,45.0,0.243,0.2,3,36.0,0.365,0.18,2,44.0,0.292,0.18,2,47.0,0.205,0.24,2,53.0,0.32,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4357,3,34.0,0.396,0.14,3,35.0,0.376,0.21,4,40.0,0.527,0.15,2,35.0,0.309,0.2,1,40.0,0.166,0.18,1,26.0,0.073,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4358,4,33.0,0.515,0.15,2,66.0,0.208,0.2,2,61.0,0.21,0.19,2,45.0,0.166,0.17,1,57.0,0.0,0.24,3,39.0,0.341,0.21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4359,4,41.0,0.526,0.18,2,24.0,0.325,0.15,4,40.0,0.53,0.17,2,39.0,0.219,0.19,2,23.0,0.282,0.16,3,46.0,0.422,0.18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4360,4,40.0,0.406,0.15,2,23.0,0.209,0.19,2,44.0,0.292,0.18,2,28.0,0.138,0.17,4,27.0,0.487,0.15,2,25.0,0.181,0.16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4361,4,30.0,0.475,0.15,2,61.0,0.21,0.19,2,35.0,0.309,0.2,2,45.0,0.243,0.2,3,23.0,0.354,0.16,2,26.0,0.23,0.15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4362,2,47.0,0.205,0.24,4,33.0,0.515,0.15,2,41.0,0.159,0.18,4,41.0,0.526,0.18,3,36.0,0.365,0.18,3,34.0,0.396,0.14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4363,4,40.0,0.53,0.17,4,40.0,0.527,0.15,2,27.0,0.254,0.16,4,40.0,0.406,0.15,3,47.0,0.398,0.17,3,35.0,0.376,0.21,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4364,4,36.0,0.586,0.13,4,38.0,0.513,0.15,3,26.0,0.419,0.14,4,30.0,0.463,0.15,4,35.0,0.433,0.16,3,35.0,0.433,0.18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4365,1,45.0,0.04,0.2,3,34.0,0.396,0.14,2,30.0,0.308,0.17,4,41.0,0.543,0.16,2,35.0,0.23,0.21,2,28.0,0.254,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
4366,2,26.0,0.294,0.16,3,34.0,0.366,0.18,2,54.0,0.148,0.18,3,27.0,0.356,0.16,2,58.0,0.123,0.2,1,23.0,0.02,0.15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
4367,2,36.0,0.241,0.18,2,40.0,0.18,0.18,3,44.0,0.307,0.18,2,41.0,0.161,0.2,3,31.0,0.339,0.17,2,42.0,0.342,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4368,2,42.0,0.231,0.17,4,45.0,0.477,0.16,2,49.0,0.154,0.2,1,42.0,0.061,0.21,2,38.0,0.284,0.2,4,45.0,0.496,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4369,4,49.0,0.623,0.15,2,49.0,0.178,0.2,2,43.0,0.272,0.17,2,35.0,0.23,0.21,2,44.0,0.238,0.22,2,54.0,0.148,0.18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4370,3,34.0,0.366,0.18,4,30.0,0.593,0.15,2,35.0,0.231,0.22,3,36.0,0.333,0.17,2,42.0,0.342,0.17,2,39.0,0.288,0.16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4371,4,27.0,0.479,0.16,2,30.0,0.308,0.17,2,32.0,0.283,0.18,1,26.0,0.066,0.23,2,49.0,0.188,0.19,1,23.0,0.0,0.27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
4372,2,44.0,0.295,0.17,3,27.0,0.356,0.16,4,35.0,0.589,0.18,3,34.0,0.396,0.14,4,45.0,0.496,0.17,3,41.0,0.39,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4373,4,24.0,0.51,0.14,3,44.0,0.307,0.18,4,42.0,0.421,0.18,2,40.0,0.344,0.18,2,35.0,0.231,0.22,2,38.0,0.284,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4374,4,45.0,0.477,0.16,4,41.0,0.543,0.16,4,27.0,0.479,0.16,2,39.0,0.288,0.16,3,59.0,0.363,0.15,3,31.0,0.339,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
4375,4,30.0,0.593,0.15,4,35.0,0.589,0.18,4,49.0,0.623,0.15,4,29.0,0.504,0.17,4,33.0,0.471,0.16,3,46.0,0.383,0.17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4376,2,58.0,0.123,0.2,2,41.0,0.161,0.2,1,26.0,0.066,0.23,3,46.0,0.383,0.17,1,42.0,0.061,0.21,3,34.0,0.396,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
