,racer_1_rank,racer_1_age,racer_1_doub,racer_1_ave_st,racer_2_rank,racer_2_age,racer_2_doub,racer_2_ave_st,racer_3_rank,racer_3_age,racer_3_doub,racer_3_ave_st,racer_4_rank,racer_4_age,racer_4_doub,racer_4_ave_st,racer_5_rank,racer_5_age,racer_5_doub,racer_5_ave_st,racer_6_rank,racer_6_age,racer_6_doub,racer_6_ave_st,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_10,race_11,race_12,racer_1_male_0,racer_1_male_1,racer_2_male_0,racer_2_male_1,racer_3_male_0,racer_3_male_1,racer_4_male_0,racer_4_male_1,racer_5_male_0,racer_5_male_1,racer_6_male_0,racer_6_male_1
0,2,43.0,0.161,0.16,2,28.0,0.185,0.2,2,24.0,0.168,0.19,2,27.0,0.226,0.18,2,31.0,0.138,0.17,2,32.0,0.112,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
1,2,52.0,0.352,0.17,2,43.0,0.235,0.21,2,37.0,0.355,0.2,2,25.0,0.271,0.21,2,36.0,0.1,0.24,2,37.0,0.225,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
2,2,52.0,0.233,0.23,2,46.0,0.252,0.2,2,37.0,0.193,0.2,2,39.0,0.351,0.19,1,32.0,0.052,0.23,2,52.0,0.189,0.19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
3,2,30.0,0.264,0.19,3,24.0,0.432,0.18,2,33.0,0.291,0.18,4,28.0,0.48,0.15,3,38.0,0.469,0.15,4,35.0,0.525,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4,2,51.0,0.207,0.2,3,32.0,0.419,0.17,3,39.0,0.322,0.17,2,55.0,0.294,0.19,2,38.0,0.25,0.18,4,36.0,0.434,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
5,2,40.0,0.205,0.19,2,26.0,0.2,0.18,4,37.0,0.496,0.16,2,25.0,0.1,0.19,3,31.0,0.359,0.17,2,32.0,0.112,0.19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
6,3,40.0,0.396,0.18,2,27.0,0.226,0.18,2,25.0,0.271,0.21,2,47.0,0.305,0.24,2,28.0,0.215,0.19,2,46.0,0.252,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
7,3,42.0,0.392,0.19,4,26.0,0.603,0.15,3,54.0,0.416,0.2,2,52.0,0.352,0.17,2,33.0,0.291,0.18,2,20.0,0.105,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
8,2,43.0,0.244,0.25,4,32.0,0.444,0.16,4,35.0,0.525,0.17,4,36.0,0.434,0.17,2,37.0,0.355,0.2,2,28.0,0.185,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
9,3,40.0,0.407,0.17,2,55.0,0.294,0.19,3,37.0,0.358,0.16,4,37.0,0.496,0.16,2,37.0,0.193,0.2,3,38.0,0.469,0.15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
10,3,44.0,0.452,0.18,2,39.0,0.351,0.19,3,40.0,0.396,0.18,4,38.0,0.529,0.2,3,39.0,0.322,0.17,3,24.0,0.432,0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
11,4,26.0,0.603,0.15,4,28.0,0.48,0.15,2,52.0,0.189,0.19,3,32.0,0.419,0.17,2,47.0,0.305,0.24,3,31.0,0.359,0.17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
12,2,27.0,0.226,0.18,2,51.0,0.207,0.2,2,52.0,0.233,0.23,2,32.0,0.112,0.19,2,20.0,0.105,0.2,2,36.0,0.1,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
13,2,25.0,0.1,0.19,2,28.0,0.215,0.19,2,43.0,0.161,0.16,2,47.0,0.305,0.24,2,46.0,0.252,0.2,2,33.0,0.291,0.18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
14,2,55.0,0.294,0.19,3,37.0,0.358,0.16,2,38.0,0.25,0.18,2,31.0,0.138,0.17,2,40.0,0.205,0.19,2,24.0,0.168,0.19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
15,3,24.0,0.432,0.18,3,44.0,0.452,0.18,4,36.0,0.434,0.17,2,43.0,0.235,0.21,4,38.0,0.529,0.2,2,43.0,0.244,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
16,3,39.0,0.322,0.17,4,32.0,0.444,0.16,2,30.0,0.264,0.19,4,28.0,0.48,0.15,3,40.0,0.396,0.18,3,40.0,0.407,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
17,2,37.0,0.193,0.2,3,42.0,0.392,0.19,2,28.0,0.185,0.2,2,26.0,0.2,0.18,2,43.0,0.161,0.16,4,37.0,0.496,0.16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
18,3,54.0,0.416,0.2,2,25.0,0.1,0.19,2,37.0,0.225,0.2,2,52.0,0.189,0.19,2,24.0,0.168,0.19,2,37.0,0.355,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
19,2,31.0,0.138,0.17,2,52.0,0.233,0.23,4,26.0,0.603,0.15,3,44.0,0.452,0.18,1,32.0,0.052,0.23,2,52.0,0.352,0.17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
20,2,28.0,0.215,0.19,3,40.0,0.407,0.17,2,39.0,0.351,0.19,3,31.0,0.359,0.17,4,36.0,0.434,0.17,2,40.0,0.205,0.19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
21,3,32.0,0.419,0.17,4,35.0,0.525,0.17,3,42.0,0.392,0.19,4,32.0,0.444,0.16,2,43.0,0.235,0.21,2,38.0,0.25,0.18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
22,3,37.0,0.358,0.16,2,43.0,0.244,0.25,4,37.0,0.496,0.16,3,38.0,0.469,0.15,2,37.0,0.225,0.2,2,30.0,0.264,0.19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
23,4,28.0,0.48,0.15,2,25.0,0.271,0.21,4,38.0,0.529,0.2,3,54.0,0.416,0.2,2,26.0,0.2,0.18,4,26.0,0.603,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
24,2,24.0,0.168,0.19,2,43.0,0.161,0.16,2,55.0,0.294,0.19,2,52.0,0.233,0.23,2,27.0,0.226,0.18,2,51.0,0.207,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
25,2,52.0,0.352,0.17,2,31.0,0.138,0.17,2,28.0,0.185,0.2,2,20.0,0.105,0.2,2,32.0,0.112,0.19,2,25.0,0.1,0.19,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
26,2,30.0,0.264,0.19,2,33.0,0.291,0.18,2,43.0,0.235,0.21,2,40.0,0.205,0.19,3,40.0,0.407,0.17,1,32.0,0.052,0.23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
27,2,37.0,0.225,0.2,2,43.0,0.244,0.25,3,39.0,0.322,0.17,2,36.0,0.1,0.24,3,37.0,0.358,0.16,2,28.0,0.215,0.19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
28,2,52.0,0.233,0.23,2,37.0,0.355,0.2,3,44.0,0.452,0.18,2,52.0,0.189,0.19,2,39.0,0.351,0.19,2,20.0,0.105,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
29,2,43.0,0.244,0.25,2,40.0,0.205,0.19,2,52.0,0.352,0.17,2,30.0,0.264,0.19,2,25.0,0.1,0.19,3,39.0,0.322,0.17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
30,2,37.0,0.355,0.2,2,37.0,0.225,0.2,3,37.0,0.358,0.16,2,39.0,0.351,0.19,1,32.0,0.052,0.23,2,43.0,0.235,0.21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
31,3,40.0,0.396,0.18,2,52.0,0.189,0.19,2,28.0,0.215,0.19,3,40.0,0.407,0.17,3,32.0,0.419,0.17,3,44.0,0.452,0.18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
32,4,28.0,0.48,0.15,4,36.0,0.434,0.17,4,32.0,0.444,0.16,2,25.0,0.271,0.21,2,38.0,0.25,0.18,2,47.0,0.305,0.24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
33,3,38.0,0.469,0.15,3,24.0,0.432,0.18,3,54.0,0.416,0.2,2,46.0,0.252,0.2,4,35.0,0.525,0.17,3,42.0,0.392,0.19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
34,2,43.0,0.161,0.16,2,25.0,0.1,0.19,2,51.0,0.207,0.2,2,27.0,0.226,0.18,2,20.0,0.105,0.2,2,32.0,0.112,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
35,2,43.0,0.235,0.21,2,33.0,0.291,0.18,2,30.0,0.264,0.19,2,24.0,0.168,0.19,2,28.0,0.185,0.2,2,52.0,0.233,0.23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
36,2,55.0,0.294,0.19,2,40.0,0.205,0.19,3,40.0,0.407,0.17,3,32.0,0.419,0.17,2,25.0,0.271,0.21,1,32.0,0.052,0.23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
37,3,39.0,0.322,0.17,4,32.0,0.444,0.16,3,38.0,0.469,0.15,2,46.0,0.252,0.2,3,44.0,0.452,0.18,3,40.0,0.396,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
38,2,47.0,0.305,0.24,3,31.0,0.359,0.17,2,27.0,0.226,0.18,2,43.0,0.244,0.25,4,37.0,0.496,0.16,3,54.0,0.416,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
39,2,28.0,0.215,0.19,2,37.0,0.193,0.2,2,33.0,0.291,0.18,2,43.0,0.161,0.16,2,38.0,0.25,0.18,2,24.0,0.168,0.19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
40,3,32.0,0.419,0.17,2,55.0,0.294,0.19,3,24.0,0.432,0.18,2,37.0,0.355,0.2,2,52.0,0.189,0.19,2,20.0,0.105,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
41,4,38.0,0.529,0.2,2,51.0,0.207,0.2,2,52.0,0.352,0.17,3,37.0,0.358,0.16,2,37.0,0.225,0.2,2,30.0,0.264,0.19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
42,3,40.0,0.407,0.17,2,39.0,0.351,0.19,2,31.0,0.138,0.17,3,44.0,0.452,0.18,1,32.0,0.052,0.23,2,43.0,0.244,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
43,4,37.0,0.496,0.16,2,25.0,0.271,0.21,2,46.0,0.252,0.2,3,38.0,0.469,0.15,2,37.0,0.193,0.2,2,47.0,0.305,0.24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
44,3,54.0,0.416,0.2,2,38.0,0.25,0.18,3,31.0,0.359,0.17,3,24.0,0.432,0.18,4,32.0,0.444,0.16,4,38.0,0.529,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
45,1,53.0,0.08,0.24,2,30.0,0.321,0.15,1,43.0,0.087,0.23,3,53.0,0.387,0.17,2,50.0,0.151,0.26,2,43.0,0.197,0.17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1
46,2,61.0,0.261,0.21,2,28.0,0.239,0.2,4,41.0,0.461,0.18,3,45.0,0.333,0.2,2,32.0,0.31,0.17,3,39.0,0.381,0.21,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
47,2,55.0,0.226,0.18,3,52.0,0.397,0.17,2,40.0,0.232,0.21,4,37.0,0.542,0.17,2,39.0,0.337,0.21,3,47.0,0.33,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
48,3,35.0,0.42,0.2,2,44.0,0.218,0.28,3,48.0,0.325,0.18,3,50.0,0.475,0.16,2,40.0,0.242,0.18,4,44.0,0.546,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
49,2,35.0,0.185,0.19,3,30.0,0.42,0.16,4,39.0,0.445,0.18,3,30.0,0.422,0.13,3,53.0,0.387,0.17,4,34.0,0.454,0.18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
50,4,36.0,0.687,0.18,2,56.0,0.175,0.21,2,32.0,0.31,0.17,3,34.0,0.417,0.16,3,22.0,0.422,0.17,2,30.0,0.269,0.21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
51,2,30.0,0.321,0.15,3,48.0,0.429,0.15,2,63.0,0.234,0.21,2,39.0,0.337,0.21,3,39.0,0.471,0.19,3,45.0,0.333,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
52,2,40.0,0.341,0.17,2,61.0,0.261,0.21,3,47.0,0.33,0.18,2,43.0,0.197,0.17,2,58.0,0.316,0.19,3,48.0,0.325,0.18,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
53,4,39.0,0.549,0.12,2,40.0,0.232,0.21,4,34.0,0.454,0.18,2,40.0,0.242,0.18,4,44.0,0.464,0.19,4,41.0,0.461,0.18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
54,4,33.0,0.452,0.16,4,34.0,0.469,0.15,3,39.0,0.381,0.21,2,30.0,0.269,0.21,3,50.0,0.475,0.16,4,37.0,0.542,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
55,3,48.0,0.429,0.15,4,36.0,0.687,0.18,4,44.0,0.546,0.16,4,39.0,0.562,0.16,3,42.0,0.393,0.17,4,39.0,0.445,0.18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
56,2,44.0,0.218,0.28,3,22.0,0.422,0.17,2,29.0,0.164,0.18,1,43.0,0.087,0.23,2,30.0,0.269,0.21,2,35.0,0.185,0.19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
57,3,34.0,0.417,0.16,2,40.0,0.242,0.18,2,43.0,0.15,0.21,2,44.0,0.118,0.2,1,53.0,0.08,0.24,2,50.0,0.151,0.26,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
58,2,56.0,0.175,0.21,2,39.0,0.337,0.21,3,30.0,0.422,0.13,4,44.0,0.464,0.19,3,35.0,0.42,0.2,2,55.0,0.226,0.18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1
59,3,53.0,0.387,0.17,2,32.0,0.31,0.17,2,58.0,0.316,0.19,2,40.0,0.341,0.17,2,28.0,0.239,0.2,3,30.0,0.42,0.16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1
60,4,34.0,0.454,0.18,4,39.0,0.562,0.16,2,35.0,0.185,0.19,4,39.0,0.549,0.12,3,52.0,0.397,0.17,2,27.0,0.127,0.21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
61,3,39.0,0.471,0.19,2,63.0,0.234,0.21,3,42.0,0.393,0.17,3,39.0,0.381,0.21,4,34.0,0.469,0.15,2,44.0,0.118,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
62,4,44.0,0.546,0.16,2,29.0,0.164,0.18,3,34.0,0.417,0.16,2,40.0,0.232,0.21,2,43.0,0.197,0.17,2,61.0,0.261,0.21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
63,2,58.0,0.316,0.19,3,47.0,0.33,0.18,2,50.0,0.151,0.26,4,36.0,0.687,0.18,2,55.0,0.226,0.18,4,33.0,0.452,0.16,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
64,2,43.0,0.15,0.21,3,48.0,0.325,0.18,4,39.0,0.549,0.12,3,22.0,0.422,0.17,4,39.0,0.445,0.18,3,30.0,0.422,0.13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
65,3,50.0,0.475,0.16,4,37.0,0.542,0.17,2,28.0,0.239,0.2,3,42.0,0.393,0.17,2,30.0,0.321,0.15,4,44.0,0.464,0.19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
66,4,39.0,0.562,0.16,4,41.0,0.461,0.18,3,30.0,0.42,0.16,3,39.0,0.471,0.19,4,33.0,0.452,0.16,3,35.0,0.42,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
67,2,29.0,0.164,0.18,2,50.0,0.151,0.26,2,40.0,0.242,0.18,1,53.0,0.08,0.24,2,44.0,0.218,0.28,1,43.0,0.087,0.23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
68,2,40.0,0.232,0.21,2,30.0,0.269,0.21,2,55.0,0.226,0.18,2,35.0,0.185,0.19,2,61.0,0.261,0.21,2,27.0,0.127,0.21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
69,3,48.0,0.325,0.18,3,53.0,0.387,0.17,3,52.0,0.397,0.17,2,58.0,0.316,0.19,3,34.0,0.417,0.16,3,48.0,0.429,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
70,2,43.0,0.197,0.17,3,45.0,0.333,0.2,4,39.0,0.562,0.16,4,41.0,0.461,0.18,3,30.0,0.42,0.16,2,56.0,0.175,0.21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1
71,4,44.0,0.464,0.19,4,33.0,0.452,0.16,4,36.0,0.687,0.18,2,44.0,0.218,0.28,4,37.0,0.542,0.17,2,63.0,0.234,0.21,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1
72,2,40.0,0.242,0.18,3,50.0,0.475,0.16,3,39.0,0.471,0.19,4,44.0,0.546,0.16,4,39.0,0.549,0.12,2,30.0,0.321,0.15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
73,3,39.0,0.381,0.21,2,44.0,0.118,0.2,2,30.0,0.269,0.21,2,32.0,0.31,0.17,1,43.0,0.087,0.23,3,53.0,0.387,0.17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
74,3,47.0,0.33,0.18,4,39.0,0.445,0.18,2,39.0,0.337,0.21,3,30.0,0.42,0.16,2,27.0,0.127,0.21,1,53.0,0.08,0.24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0
75,4,34.0,0.469,0.15,2,58.0,0.316,0.19,3,35.0,0.42,0.2,2,61.0,0.261,0.21,2,63.0,0.234,0.21,4,39.0,0.562,0.16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
76,3,22.0,0.422,0.17,4,44.0,0.546,0.16,4,37.0,0.542,0.17,3,52.0,0.397,0.17,3,45.0,0.333,0.2,2,28.0,0.239,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
77,3,30.0,0.422,0.13,4,39.0,0.549,0.12,3,48.0,0.429,0.15,4,33.0,0.452,0.16,2,43.0,0.15,0.21,2,40.0,0.341,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
78,1,43.0,0.087,0.23,1,53.0,0.08,0.24,2,56.0,0.175,0.21,2,32.0,0.31,0.17,2,35.0,0.185,0.19,2,44.0,0.218,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0
79,2,44.0,0.118,0.2,3,34.0,0.417,0.16,2,61.0,0.261,0.21,2,55.0,0.226,0.18,2,40.0,0.232,0.21,2,40.0,0.242,0.18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
80,2,39.0,0.337,0.21,3,35.0,0.42,0.2,3,53.0,0.387,0.17,2,30.0,0.321,0.15,4,39.0,0.562,0.16,4,34.0,0.469,0.15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
81,2,30.0,0.269,0.21,3,39.0,0.471,0.19,3,48.0,0.429,0.15,2,63.0,0.234,0.21,4,34.0,0.454,0.18,3,42.0,0.393,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
82,2,28.0,0.239,0.2,2,43.0,0.197,0.17,3,45.0,0.333,0.2,4,39.0,0.445,0.18,3,39.0,0.381,0.21,2,43.0,0.15,0.21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
83,3,52.0,0.397,0.17,1,43.0,0.087,0.23,2,30.0,0.321,0.15,2,29.0,0.164,0.18,2,27.0,0.127,0.21,3,22.0,0.422,0.17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1
84,2,32.0,0.31,0.17,3,42.0,0.393,0.17,4,44.0,0.464,0.19,4,34.0,0.469,0.15,3,48.0,0.325,0.18,2,40.0,0.232,0.21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
85,2,50.0,0.151,0.26,3,39.0,0.381,0.21,2,39.0,0.337,0.21,3,48.0,0.429,0.15,2,56.0,0.175,0.21,2,58.0,0.316,0.19,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
86,4,41.0,0.461,0.18,2,55.0,0.226,0.18,4,39.0,0.562,0.16,2,28.0,0.239,0.2,3,45.0,0.333,0.2,3,39.0,0.471,0.19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1
87,3,30.0,0.42,0.16,3,30.0,0.422,0.13,2,43.0,0.197,0.17,3,35.0,0.42,0.2,4,44.0,0.546,0.16,3,50.0,0.475,0.16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
88,4,39.0,0.445,0.18,4,44.0,0.464,0.19,2,40.0,0.341,0.17,4,34.0,0.454,0.18,4,36.0,0.687,0.18,4,39.0,0.549,0.12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1
89,1,53.0,0.08,0.24,2,56.0,0.175,0.21,2,44.0,0.118,0.2,2,44.0,0.218,0.28,2,27.0,0.127,0.21,2,30.0,0.269,0.21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1
90,2,40.0,0.232,0.21,2,28.0,0.239,0.2,2,30.0,0.321,0.15,2,50.0,0.151,0.26,2,29.0,0.164,0.18,2,39.0,0.337,0.21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
91,2,61.0,0.261,0.21,3,42.0,0.393,0.17,4,34.0,0.469,0.15,2,40.0,0.242,0.18,2,63.0,0.234,0.21,2,32.0,0.31,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
92,2,35.0,0.185,0.19,3,50.0,0.475,0.16,3,35.0,0.42,0.2,2,43.0,0.15,0.21,2,43.0,0.197,0.17,1,43.0,0.087,0.23,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
93,3,39.0,0.471,0.19,2,40.0,0.232,0.21,3,22.0,0.422,0.17,2,30.0,0.269,0.21,3,30.0,0.422,0.13,2,29.0,0.164,0.18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
94,2,56.0,0.175,0.21,3,45.0,0.333,0.2,2,32.0,0.31,0.17,2,63.0,0.234,0.21,4,44.0,0.464,0.19,2,50.0,0.151,0.26,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
95,3,42.0,0.393,0.17,2,35.0,0.185,0.19,1,53.0,0.08,0.24,2,27.0,0.127,0.21,2,43.0,0.15,0.21,2,30.0,0.321,0.15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
96,2,40.0,0.242,0.18,2,61.0,0.261,0.21,3,50.0,0.475,0.16,2,43.0,0.197,0.17,2,39.0,0.337,0.21,2,44.0,0.118,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
97,3,35.0,0.42,0.2,3,39.0,0.471,0.19,4,44.0,0.464,0.19,1,43.0,0.087,0.23,3,22.0,0.422,0.17,4,34.0,0.469,0.15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1
98,4,34.0,0.454,0.18,3,48.0,0.429,0.15,3,53.0,0.387,0.17,2,40.0,0.341,0.17,3,34.0,0.417,0.16,2,58.0,0.316,0.19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1
99,4,36.0,0.687,0.18,3,30.0,0.42,0.16,4,37.0,0.542,0.17,3,39.0,0.381,0.21,4,39.0,0.549,0.12,2,55.0,0.226,0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
100,4,39.0,0.445,0.18,4,44.0,0.546,0.16,3,52.0,0.397,0.17,4,41.0,0.461,0.18,3,48.0,0.325,0.18,4,39.0,0.562,0.16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
