,racer_1_rank,racer_1_age,racer_1_doub,racer_1_ave_st,racer_2_rank,racer_2_age,racer_2_doub,racer_2_ave_st,racer_3_rank,racer_3_age,racer_3_doub,racer_3_ave_st,racer_4_rank,racer_4_age,racer_4_doub,racer_4_ave_st,racer_5_rank,racer_5_age,racer_5_doub,racer_5_ave_st,racer_6_rank,racer_6_age,racer_6_doub,racer_6_ave_st,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_10,race_11,race_12,racer_1_male_0,racer_1_male_1,racer_2_male_0,racer_2_male_1,racer_3_male_0,racer_3_male_1,racer_4_male_0,racer_4_male_1,racer_5_male_0,racer_5_male_1,racer_6_male_0,racer_6_male_1
4293,2,34.0,0.311,0.16,2,27.0,0.181,0.17,2,50.0,0.281,0.17,2,22.0,0.258,0.13,3,34.0,0.375,0.16,3,46.0,0.423,0.15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4294,2,42.0,0.307,0.16,4,37.0,0.453,0.16,2,47.0,0.171,0.19,3,26.0,0.4,0.17,2,39.0,0.131,0.18,2,33.0,0.271,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4295,3,26.0,0.419,0.14,2,30.0,0.189,0.2,4,26.0,0.53,0.15,4,31.0,0.532,0.16,3,46.0,0.383,0.16,3,33.0,0.426,0.16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4296,4,45.0,0.574,0.16,3,26.0,0.403,0.15,2,72.0,0.277,0.18,3,28.0,0.344,0.15,4,34.0,0.515,0.13,2,66.0,0.208,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4297,1,34.0,0.04,0.21,2,39.0,0.131,0.18,2,41.0,0.278,0.18,2,30.0,0.137,0.18,2,27.0,0.181,0.17,3,28.0,0.357,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4298,2,66.0,0.208,0.2,3,28.0,0.344,0.15,2,46.0,0.191,0.21,2,40.0,0.257,0.17,2,54.0,0.195,0.2,2,26.0,0.241,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4299,2,40.0,0.31,0.17,3,26.0,0.419,0.14,2,41.0,0.159,0.18,2,50.0,0.281,0.17,2,30.0,0.189,0.2,3,34.0,0.375,0.16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4300,2,30.0,0.137,0.18,3,46.0,0.423,0.15,2,31.0,0.279,0.18,2,28.0,0.339,0.14,3,28.0,0.357,0.2,2,42.0,0.307,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4301,3,28.0,0.344,0.15,1,34.0,0.04,0.21,2,26.0,0.241,0.15,2,27.0,0.181,0.17,1,62.0,0.166,0.19,3,32.0,0.415,0.18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4302,4,45.0,0.503,0.15,2,55.0,0.202,0.18,2,30.0,0.189,0.2,2,54.0,0.195,0.2,2,46.0,0.191,0.21,2,41.0,0.159,0.18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4303,2,50.0,0.281,0.17,3,45.0,0.377,0.17,2,66.0,0.208,0.2,3,26.0,0.419,0.14,2,28.0,0.339,0.14,2,41.0,0.278,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4304,3,46.0,0.423,0.15,2,40.0,0.31,0.17,2,42.0,0.307,0.16,2,47.0,0.171,0.19,2,40.0,0.257,0.17,4,41.0,0.418,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4305,3,38.0,0.378,0.17,4,26.0,0.53,0.15,3,26.0,0.403,0.15,2,34.0,0.311,0.16,3,26.0,0.4,0.17,3,33.0,0.426,0.16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4306,4,37.0,0.453,0.16,4,47.0,0.481,0.16,3,46.0,0.383,0.16,4,31.0,0.532,0.16,2,45.0,0.235,0.14,2,44.0,0.431,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4307,4,45.0,0.574,0.16,2,72.0,0.277,0.18,4,34.0,0.515,0.13,2,22.0,0.258,0.13,2,33.0,0.271,0.17,3,33.0,0.361,0.17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4308,2,30.0,0.189,0.2,2,27.0,0.181,0.17,1,34.0,0.04,0.21,2,39.0,0.131,0.18,3,34.0,0.375,0.16,3,28.0,0.357,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4309,2,41.0,0.159,0.18,2,54.0,0.195,0.2,2,41.0,0.278,0.18,2,46.0,0.191,0.21,2,31.0,0.279,0.18,2,66.0,0.208,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4310,2,47.0,0.171,0.19,2,28.0,0.339,0.14,2,40.0,0.31,0.17,3,26.0,0.4,0.17,3,46.0,0.383,0.16,3,28.0,0.344,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4311,2,34.0,0.311,0.16,2,40.0,0.257,0.17,2,55.0,0.202,0.18,4,45.0,0.503,0.15,4,47.0,0.481,0.16,3,46.0,0.423,0.15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4312,3,33.0,0.361,0.17,4,34.0,0.515,0.13,4,37.0,0.453,0.16,2,45.0,0.235,0.14,4,41.0,0.418,0.17,2,30.0,0.137,0.18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4313,2,26.0,0.241,0.15,1,62.0,0.166,0.19,2,50.0,0.281,0.17,2,31.0,0.279,0.18,3,45.0,0.377,0.17,1,34.0,0.04,0.21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4314,3,33.0,0.426,0.16,2,46.0,0.191,0.21,2,66.0,0.208,0.2,2,22.0,0.258,0.13,2,39.0,0.131,0.18,2,40.0,0.31,0.17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4315,2,40.0,0.257,0.17,2,41.0,0.159,0.18,2,33.0,0.271,0.17,3,26.0,0.403,0.15,3,32.0,0.415,0.18,2,55.0,0.202,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4316,2,42.0,0.307,0.16,2,47.0,0.171,0.19,2,54.0,0.195,0.2,3,46.0,0.423,0.15,3,26.0,0.419,0.14,4,45.0,0.503,0.15,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4317,3,46.0,0.383,0.16,2,22.0,0.258,0.13,3,26.0,0.4,0.17,4,37.0,0.453,0.16,4,34.0,0.515,0.13,2,34.0,0.311,0.16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4318,4,47.0,0.481,0.16,3,26.0,0.403,0.15,3,33.0,0.361,0.17,2,33.0,0.271,0.17,2,45.0,0.235,0.14,3,33.0,0.426,0.16,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4319,4,45.0,0.574,0.16,4,26.0,0.53,0.15,4,31.0,0.532,0.16,3,38.0,0.378,0.17,2,72.0,0.277,0.18,2,44.0,0.431,0.17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4320,2,46.0,0.101,0.21,2,48.0,0.118,0.21,2,34.0,0.142,0.18,2,43.0,0.228,0.2,2,28.0,0.138,0.17,1,25.0,0.018,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4321,2,48.0,0.144,0.2,2,48.0,0.193,0.2,2,53.0,0.263,0.18,2,24.0,0.281,0.17,1,29.0,0.205,0.22,2,31.0,0.206,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4322,2,42.0,0.25,0.15,3,41.0,0.363,0.15,3,38.0,0.393,0.19,2,42.0,0.128,0.23,2,41.0,0.357,0.18,2,45.0,0.19,0.18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4323,3,45.0,0.385,0.19,3,42.0,0.449,0.17,2,32.0,0.243,0.2,4,34.0,0.48,0.16,2,27.0,0.16,0.2,2,33.0,0.292,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4324,4,36.0,0.503,0.16,4,31.0,0.666,0.11,2,50.0,0.193,0.19,4,47.0,0.518,0.15,2,26.0,0.297,0.15,2,32.0,0.237,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4325,2,49.0,0.284,0.17,2,36.0,0.252,0.2,3,28.0,0.369,0.17,2,36.0,0.288,0.17,4,43.0,0.548,0.16,3,39.0,0.413,0.16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4326,3,36.0,0.38,0.15,2,42.0,0.25,0.15,2,49.0,0.227,0.24,2,31.0,0.206,0.2,2,41.0,0.222,0.2,2,50.0,0.317,0.16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4327,2,50.0,0.193,0.19,4,37.0,0.471,0.18,3,38.0,0.401,0.18,2,45.0,0.19,0.18,2,24.0,0.281,0.17,2,32.0,0.243,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4328,3,42.0,0.449,0.17,2,53.0,0.263,0.18,2,32.0,0.237,0.17,2,41.0,0.357,0.18,2,49.0,0.227,0.24,2,36.0,0.288,0.17,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4329,4,31.0,0.666,0.11,3,45.0,0.385,0.19,3,39.0,0.413,0.16,2,50.0,0.317,0.16,3,38.0,0.401,0.18,3,38.0,0.393,0.19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4330,4,37.0,0.471,0.18,4,47.0,0.518,0.15,4,43.0,0.548,0.16,3,36.0,0.38,0.15,3,34.0,0.5,0.21,4,34.0,0.48,0.16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4331,2,48.0,0.118,0.21,2,42.0,0.128,0.23,2,26.0,0.297,0.15,2,48.0,0.144,0.2,2,32.0,0.243,0.2,1,25.0,0.018,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4332,2,49.0,0.227,0.24,3,28.0,0.369,0.17,2,24.0,0.281,0.17,3,38.0,0.393,0.19,2,49.0,0.284,0.17,2,42.0,0.25,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4333,2,32.0,0.237,0.17,2,33.0,0.292,0.18,2,41.0,0.222,0.2,4,43.0,0.548,0.16,2,45.0,0.19,0.18,4,36.0,0.503,0.16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4334,3,41.0,0.363,0.15,1,29.0,0.205,0.22,2,48.0,0.193,0.2,4,37.0,0.471,0.18,3,39.0,0.413,0.16,2,36.0,0.252,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4335,3,34.0,0.5,0.21,2,34.0,0.142,0.18,2,48.0,0.144,0.2,2,27.0,0.16,0.2,3,38.0,0.393,0.19,2,28.0,0.138,0.17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4336,2,53.0,0.263,0.18,2,26.0,0.297,0.15,4,47.0,0.518,0.15,2,46.0,0.101,0.21,3,42.0,0.449,0.17,2,41.0,0.222,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4337,3,28.0,0.369,0.17,2,43.0,0.228,0.2,4,36.0,0.503,0.16,1,29.0,0.205,0.22,4,34.0,0.48,0.16,3,38.0,0.401,0.18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4338,2,33.0,0.292,0.18,3,34.0,0.5,0.21,3,36.0,0.38,0.15,2,49.0,0.284,0.17,2,36.0,0.252,0.2,3,42.0,0.449,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4339,4,47.0,0.518,0.15,2,32.0,0.237,0.17,4,34.0,0.48,0.16,3,41.0,0.363,0.15,2,42.0,0.25,0.15,3,45.0,0.385,0.19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4340,2,41.0,0.222,0.2,2,46.0,0.101,0.21,1,29.0,0.205,0.22,2,26.0,0.297,0.15,2,48.0,0.118,0.21,1,25.0,0.018,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4341,2,42.0,0.128,0.23,2,49.0,0.284,0.17,3,41.0,0.363,0.15,3,38.0,0.401,0.18,2,50.0,0.317,0.16,3,36.0,0.38,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4342,3,38.0,0.393,0.19,3,39.0,0.413,0.16,2,33.0,0.292,0.18,2,32.0,0.243,0.2,3,45.0,0.385,0.19,4,37.0,0.471,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4343,2,45.0,0.19,0.18,2,26.0,0.297,0.15,4,31.0,0.666,0.11,3,28.0,0.369,0.17,2,32.0,0.237,0.17,3,34.0,0.5,0.21,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4344,2,36.0,0.252,0.2,4,43.0,0.548,0.16,2,48.0,0.118,0.21,3,42.0,0.449,0.17,2,34.0,0.142,0.18,2,48.0,0.144,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4345,4,34.0,0.48,0.16,2,27.0,0.16,0.2,2,50.0,0.317,0.16,2,42.0,0.25,0.15,1,25.0,0.018,0.21,2,43.0,0.228,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4346,2,36.0,0.288,0.17,2,41.0,0.222,0.2,3,45.0,0.385,0.19,2,48.0,0.193,0.2,3,36.0,0.38,0.15,3,28.0,0.369,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4347,3,38.0,0.401,0.18,4,34.0,0.48,0.16,2,36.0,0.252,0.2,2,32.0,0.237,0.17,4,37.0,0.471,0.18,2,53.0,0.263,0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4348,4,43.0,0.548,0.16,2,49.0,0.227,0.24,2,49.0,0.284,0.17,4,31.0,0.666,0.11,2,33.0,0.292,0.18,4,47.0,0.518,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4349,2,27.0,0.16,0.2,2,31.0,0.206,0.2,2,46.0,0.101,0.21,2,48.0,0.118,0.21,2,28.0,0.138,0.17,1,25.0,0.018,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4350,2,45.0,0.19,0.18,3,38.0,0.401,0.18,3,34.0,0.5,0.21,2,32.0,0.237,0.17,2,36.0,0.288,0.17,3,41.0,0.363,0.15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4351,2,48.0,0.144,0.2,4,34.0,0.48,0.16,2,36.0,0.252,0.2,3,28.0,0.369,0.17,2,50.0,0.193,0.19,2,28.0,0.138,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4352,2,34.0,0.142,0.18,2,49.0,0.227,0.24,2,33.0,0.292,0.18,3,39.0,0.413,0.16,2,43.0,0.228,0.2,2,46.0,0.101,0.21,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4353,2,41.0,0.357,0.18,2,41.0,0.222,0.2,2,50.0,0.317,0.16,2,26.0,0.297,0.15,2,42.0,0.128,0.23,2,48.0,0.118,0.21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4354,3,45.0,0.385,0.19,3,38.0,0.393,0.19,1,29.0,0.205,0.22,3,42.0,0.449,0.17,2,42.0,0.25,0.15,1,25.0,0.018,0.21,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4355,3,34.0,0.5,0.21,2,32.0,0.243,0.2,2,31.0,0.206,0.2,2,36.0,0.252,0.2,2,48.0,0.193,0.2,4,43.0,0.548,0.16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4356,2,24.0,0.281,0.17,2,43.0,0.228,0.2,4,31.0,0.666,0.11,2,49.0,0.227,0.24,3,38.0,0.401,0.18,2,48.0,0.144,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4357,3,41.0,0.363,0.15,3,45.0,0.385,0.19,2,42.0,0.25,0.15,2,41.0,0.357,0.18,4,34.0,0.48,0.16,2,45.0,0.19,0.18,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4358,4,37.0,0.471,0.18,4,36.0,0.503,0.16,4,47.0,0.518,0.15,2,53.0,0.263,0.18,2,49.0,0.284,0.17,3,36.0,0.38,0.15,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4359,2,53.0,0.221,0.2,2,55.0,0.129,0.23,1,57.0,0.0,0.24,2,44.0,0.119,0.19,1,46.0,0.102,0.22,1,27.0,0.076,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4360,2,47.0,0.171,0.19,2,49.0,0.154,0.2,2,45.0,0.144,0.19,2,35.0,0.231,0.22,2,43.0,0.107,0.18,2,42.0,0.228,0.18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4361,2,45.0,0.24,0.21,2,45.0,0.184,0.16,2,38.0,0.281,0.21,2,28.0,0.166,0.18,2,27.0,0.232,0.19,1,26.0,0.14,0.17,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4362,2,40.0,0.277,0.19,4,46.0,0.543,0.16,3,40.0,0.371,0.17,2,37.0,0.271,0.17,1,23.0,0.122,0.2,4,36.0,0.456,0.16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4363,2,34.0,0.24,0.18,4,40.0,0.495,0.16,4,40.0,0.581,0.18,3,43.0,0.402,0.18,3,40.0,0.393,0.18,2,31.0,0.281,0.19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4364,3,43.0,0.38,0.17,4,39.0,0.485,0.14,3,40.0,0.403,0.17,4,35.0,0.537,0.16,1,57.0,0.0,0.24,4,28.0,0.496,0.17,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4365,4,43.0,0.546,0.18,2,45.0,0.204,0.17,2,55.0,0.129,0.23,2,27.0,0.232,0.19,2,30.0,0.257,0.17,2,44.0,0.295,0.17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4366,2,31.0,0.291,0.18,2,36.0,0.185,0.2,2,42.0,0.228,0.18,3,31.0,0.351,0.17,2,44.0,0.119,0.19,2,37.0,0.271,0.17,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4367,4,45.0,0.456,0.19,2,53.0,0.221,0.2,3,32.0,0.466,0.15,4,28.0,0.496,0.17,2,28.0,0.166,0.18,3,43.0,0.402,0.18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4368,4,40.0,0.495,0.16,3,40.0,0.403,0.17,4,36.0,0.456,0.16,2,44.0,0.295,0.17,2,38.0,0.281,0.21,3,31.0,0.351,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4369,4,48.0,0.624,0.16,4,43.0,0.546,0.18,4,46.0,0.543,0.16,4,47.0,0.537,0.17,4,35.0,0.537,0.16,4,40.0,0.581,0.18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4370,2,35.0,0.231,0.22,1,46.0,0.102,0.22,2,34.0,0.24,0.18,2,45.0,0.144,0.19,1,27.0,0.076,0.16,2,45.0,0.204,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4371,2,55.0,0.129,0.23,1,23.0,0.122,0.2,2,49.0,0.154,0.2,2,36.0,0.185,0.2,1,26.0,0.14,0.17,2,45.0,0.184,0.16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4372,2,37.0,0.271,0.17,4,45.0,0.456,0.19,2,43.0,0.107,0.18,4,28.0,0.46,0.14,2,40.0,0.277,0.19,4,43.0,0.546,0.18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4373,2,36.0,0.185,0.2,2,28.0,0.166,0.18,2,35.0,0.231,0.22,4,36.0,0.456,0.16,2,45.0,0.24,0.21,4,48.0,0.624,0.16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4374,4,46.0,0.543,0.16,1,57.0,0.0,0.24,2,31.0,0.281,0.19,2,42.0,0.192,0.22,2,49.0,0.154,0.2,3,43.0,0.38,0.17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4375,3,31.0,0.351,0.17,2,38.0,0.281,0.21,4,43.0,0.546,0.18,3,40.0,0.371,0.17,2,47.0,0.171,0.19,4,34.0,0.472,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4376,4,28.0,0.496,0.17,3,40.0,0.393,0.18,2,45.0,0.184,0.16,4,48.0,0.624,0.16,2,42.0,0.228,0.18,4,28.0,0.46,0.14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4377,4,36.0,0.456,0.16,2,44.0,0.295,0.17,4,47.0,0.537,0.17,4,45.0,0.456,0.19,4,39.0,0.485,0.14,2,53.0,0.221,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4378,4,35.0,0.537,0.16,3,32.0,0.466,0.15,2,37.0,0.271,0.17,3,43.0,0.38,0.17,3,43.0,0.402,0.18,2,45.0,0.24,0.21,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4379,2,45.0,0.184,0.16,2,43.0,0.107,0.18,2,28.0,0.166,0.18,1,57.0,0.0,0.24,2,35.0,0.231,0.22,1,26.0,0.14,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4380,2,44.0,0.119,0.19,2,40.0,0.277,0.19,2,27.0,0.232,0.19,2,30.0,0.257,0.17,2,42.0,0.192,0.22,1,27.0,0.076,0.16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4381,2,44.0,0.295,0.17,4,47.0,0.537,0.17,4,28.0,0.496,0.17,1,23.0,0.122,0.2,3,31.0,0.351,0.17,3,40.0,0.393,0.18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4382,2,42.0,0.228,0.18,3,40.0,0.371,0.17,4,28.0,0.46,0.14,3,40.0,0.403,0.17,4,46.0,0.543,0.16,2,31.0,0.281,0.19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4383,2,45.0,0.204,0.17,2,45.0,0.24,0.21,2,36.0,0.185,0.2,4,40.0,0.581,0.18,1,26.0,0.14,0.17,3,32.0,0.466,0.15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4384,2,49.0,0.154,0.2,4,48.0,0.624,0.16,4,45.0,0.456,0.19,2,38.0,0.281,0.21,1,27.0,0.076,0.16,4,40.0,0.495,0.16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4385,4,47.0,0.537,0.17,1,46.0,0.102,0.22,2,30.0,0.257,0.17,2,43.0,0.107,0.18,2,55.0,0.129,0.23,2,34.0,0.24,0.18,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4386,4,34.0,0.472,0.17,2,44.0,0.295,0.17,2,40.0,0.277,0.19,4,46.0,0.543,0.16,2,37.0,0.271,0.17,3,43.0,0.402,0.18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4387,3,40.0,0.403,0.17,4,36.0,0.456,0.16,1,23.0,0.122,0.2,3,32.0,0.466,0.15,2,53.0,0.221,0.2,4,35.0,0.537,0.16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4388,4,28.0,0.46,0.14,2,31.0,0.291,0.18,3,31.0,0.351,0.17,4,40.0,0.495,0.16,4,43.0,0.546,0.18,2,42.0,0.192,0.22,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4389,3,40.0,0.371,0.17,3,43.0,0.38,0.17,4,48.0,0.624,0.16,1,46.0,0.102,0.22,4,28.0,0.496,0.17,4,39.0,0.485,0.14,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
4390,4,40.0,0.581,0.18,2,47.0,0.171,0.19,4,34.0,0.472,0.17,3,40.0,0.393,0.18,2,34.0,0.24,0.18,4,45.0,0.456,0.19,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
4391,1,57.0,0.0,0.24,2,35.0,0.231,0.22,2,45.0,0.204,0.17,2,49.0,0.154,0.2,2,44.0,0.295,0.17,2,40.0,0.277,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4392,1,46.0,0.102,0.22,4,28.0,0.496,0.17,3,43.0,0.38,0.17,2,53.0,0.221,0.2,3,40.0,0.403,0.17,2,55.0,0.129,0.23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
4393,2,30.0,0.257,0.17,2,44.0,0.119,0.19,3,32.0,0.466,0.15,3,40.0,0.371,0.17,4,40.0,0.581,0.18,1,27.0,0.076,0.16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1
