racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
1485,2,1,72,0.277,0.18
2014,2,1,67,0.252,0.14
2223,2,1,70,0.121,0.20
2273,2,1,65,0.352,0.21
2276,2,1,64,0.260,0.18
2377,2,1,64,0.270,0.17
2380,2,1,64,0.302,0.19
2504,2,1,63,0.189,0.20
2505,1,1,63,0.061,0.22
2528,2,1,66,0.320,0.19
2538,2,1,65,0.222,0.20
2568,1,1,65,0.190,0.20
2585,2,1,62,0.204,0.20
2596,2,1,66,0.208,0.20
2698,2,1,60,0.234,0.19
2712,2,1,65,0.141,0.21
2757,1,1,62,0.166,0.19
2776,2,1,61,0.168,0.20
2781,2,1,60,0.223,0.22
2785,2,1,60,0.278,0.18
2787,3,1,59,0.363,0.15
2788,2,1,59,0.193,0.16
2816,2,1,61,0.288,0.21
2820,1,1,61,0.000,0.00
2823,2,1,61,0.210,0.19
2837,2,1,58,0.257,0.19
2838,2,1,58,0.123,0.20
2841,4,1,58,0.472,0.18
2842,2,1,58,0.292,0.17
2843,2,1,57,0.109,0.20
2844,2,1,57,0.227,0.19
2850,2,1,62,0.137,0.22
2871,2,1,58,0.107,0.17
2874,1,1,57,0.084,0.21
2876,2,1,57,0.333,0.18
2878,3,1,56,0.424,0.18
2883,2,1,61,0.123,0.21
2887,2,1,59,0.168,0.21
2888,2,1,59,0.112,0.22
2903,3,1,55,0.401,0.18
2904,2,1,55,0.208,0.20
2907,2,1,60,0.214,0.21
2910,2,1,59,0.315,0.18
2912,2,1,59,0.250,0.18
2914,4,1,57,0.495,0.16
2930,3,1,58,0.438,0.20
2935,2,1,56,0.145,0.18
2941,2,1,54,0.148,0.18
2942,4,1,54,0.491,0.11
2958,2,1,57,0.373,0.18
2959,2,1,56,0.225,0.19
2969,2,1,58,0.205,0.19
2970,2,1,58,0.113,0.18
2972,1,1,57,0.192,0.17
2974,2,1,57,0.250,0.17
2983,2,0,55,0.166,0.18
2989,2,1,53,0.196,0.21
2992,4,1,53,0.536,0.14
2994,2,1,53,0.197,0.23
2995,2,0,53,0.101,0.24
2997,2,1,52,0.205,0.19
3004,1,1,57,0.000,0.24
3005,2,1,57,0.289,0.20
3006,2,1,57,0.229,0.19
3010,4,1,56,0.512,0.15
3013,2,1,56,0.190,0.21
3020,2,1,54,0.266,0.25
3022,4,1,54,0.611,0.16
3024,3,1,53,0.339,0.20
3025,2,1,52,0.247,0.22
3036,3,1,56,0.375,0.15
3044,3,1,54,0.354,0.18
3051,3,1,52,0.383,0.16
3052,2,1,52,0.159,0.20
3054,4,1,51,0.535,0.16
3056,3,1,58,0.428,0.17
3058,2,1,57,0.262,0.18
3064,3,1,55,0.435,0.17
3065,2,1,55,0.129,0.23
3066,2,1,54,0.195,0.20
3070,3,1,53,0.432,0.16
3072,4,1,53,0.560,0.15
3073,2,1,52,0.340,0.19
3075,3,1,52,0.397,0.14
3076,1,0,52,0.055,0.23
3078,1,1,51,0.052,0.24
3079,2,1,51,0.291,0.22
3081,4,1,51,0.489,0.16
3083,1,0,55,0.024,0.28
3085,3,1,54,0.367,0.17
