,target_com,depth,target_per,total_get_test1,total_use_test1,num_com_test1,num_pred_test1,gain_test1,gain_std_test1,num_hit_test1,buy_hit_per_test1,buy_hit_per_std_test1,plus_month_num_test1,diff_mea_med_test1,total_get_test2,total_use_test2,num_com_test2,num_pred_test2,gain_test2,gain_std_test2,num_hit_test2,buy_hit_per_test2,buy_hit_per_std_test2,plus_month_num_test2,diff_mea_med_test2,total_get_final,total_use_final,num_com_final,num_pred_final,gain_final,gain_std_final,num_hit_final,buy_hit_per_final,buy_hit_per_std_final,plus_month_num_final,diff_mea_med_final
630,4.0,7.0,123.0,2446550.0,2822900.0,70.0,1147.0,86.66796556732437,43.51593849166657,54.0,4.707933740191804,0.15989728938600312,5.0,5106.1964285714275,1402710.0,2481800.0,54.0,1075.0,56.51986461439278,41.038009103231,34.0,3.1627906976744184,0.12438286947377143,2.0,2223.1944444444453,2018570.0,2716200.0,60.0,1161.0,74.31595611516089,61.94854694579864,40.0,3.4453057708871664,0.18117039792319345,5.0,8634.498015873018
631,4.0,7.0,124.0,2387460.0,2727500.0,70.0,1147.0,87.53290559120074,41.77362405558615,55.0,4.795117698343505,0.1597171233689151,5.0,6538.890873015873,1444580.0,2395200.0,54.0,1075.0,60.31145624582498,42.978201752156444,34.0,3.1627906976744184,0.10368752167864423,3.0,2519.3055555555475,2052460.0,2737600.0,60.0,1161.0,74.9729690239626,55.49490913859814,40.0,3.4453057708871664,0.18117039792319345,3.0,6572.216269841272
632,4.0,7.0,125.0,2353020.0,2755000.0,70.0,1147.0,85.40907441016334,41.43144703512583,54.0,4.707933740191804,0.15989728938600312,5.0,6049.5416666666715,1357650.0,2385900.0,54.0,1075.0,56.90305545077329,44.27979897815541,34.0,3.1627906976744184,0.10368752167864423,3.0,1319.0277777777737,2016270.0,2649200.0,60.0,1161.0,76.10863656953042,62.16210525066554,41.0,3.5314384151593456,0.17788323218127336,5.0,9847.855158730163
633,4.0,7.0,126.0,2187980.0,2544600.0,70.0,1147.0,85.98522361078362,39.487140076411656,54.0,4.707933740191804,0.15989728938600312,5.0,5547.367063492064,1283160.0,2211900.0,54.0,1075.0,58.01166418011664,48.03875930624417,33.0,3.0697674418604652,0.11306335693125528,3.0,2928.611111111113,1909140.0,2613700.0,60.0,1161.0,73.04357806940352,58.50924738384384,41.0,3.5314384151593456,0.17788323218127336,4.0,8473.11111111111
634,4.0,7.0,127.0,2385650.0,2756800.0,70.0,1147.0,86.53692687173535,38.993650227872,54.0,4.707933740191804,0.15989728938600312,5.0,5559.4623015873,1340580.0,2366600.0,54.0,1075.0,56.64582100904251,30.6057102073182,35.0,3.255813953488372,0.09267022510656948,2.0,2075.4861111111095,2126410.0,2774800.0,60.0,1161.0,76.6329104800346,61.067298938677276,40.0,3.4453057708871664,0.18117039792319345,4.0,8909.148809523816
635,4.0,7.0,128.0,2266110.0,2585600.0,70.0,1147.0,87.64348700495049,41.034271622704246,54.0,4.707933740191804,0.15989728938600312,5.0,6175.420634920636,1351740.0,2364000.0,54.0,1075.0,57.180203045685275,44.66720543203821,34.0,3.1627906976744184,0.10368752167864423,2.0,2403.680555555562,2088140.0,2713300.0,60.0,1161.0,76.95942210592268,62.13014102213692,41.0,3.5314384151593456,0.18163513677461407,3.0,8617.944444444438
636,4.0,7.0,129.0,2303280.0,2666900.0,70.0,1147.0,86.36544302373542,41.009331913986024,54.0,4.707933740191804,0.15989728938600312,5.0,5887.27182539682,1392420.0,2358400.0,54.0,1075.0,59.04087516960651,44.69498182084735,35.0,3.255813953488372,0.09267022510656948,2.0,3246.4583333333285,1952610.0,2631500.0,60.0,1161.0,74.20140604218126,61.428795768321834,41.0,3.5314384151593456,0.17788323218127336,4.0,9455.416666666664
637,4.0,7.0,130.0,2277910.0,2717700.0,70.0,1147.0,83.81756632446555,34.7930994314126,54.0,4.707933740191804,0.15989728938600312,4.0,5239.438492063491,1376090.0,2415400.0,54.0,1075.0,56.97151610499296,36.7572612775015,37.0,3.441860465116279,0.1008022948326355,2.0,2944.6666666666642,2043330.0,2714700.0,60.0,1161.0,75.26909050723837,60.1487174995751,41.0,3.5314384151593456,0.17013138173630662,4.0,7893.916666666664
638,4.0,7.0,131.0,2300760.0,2613200.0,70.0,1147.0,88.04377774376245,37.45889536932638,54.0,4.707933740191804,0.15989728938600312,5.0,4961.7876984127,1290970.0,2276200.0,54.0,1075.0,56.716017924611194,37.46427134273464,35.0,3.255813953488372,0.08375224533753675,2.0,4312.847222222223,2081080.0,2669900.0,60.0,1161.0,77.94599048653508,59.16267023870306,42.0,3.6175710594315245,0.17804114009712746,4.0,7862.170634920629
639,4.0,7.0,132.0,2406300.0,2810300.0,70.0,1147.0,85.62431057182506,36.83502334599028,53.0,4.620749782040105,0.15081625914085717,5.0,6299.047619047626,1364080.0,2388500.0,54.0,1075.0,57.110320284697515,36.855294834025734,36.0,3.3488372093023258,0.0886941943484272,2.0,3110.8333333333358,1954710.0,2764200.0,60.0,1161.0,70.71521597568918,65.00450869623073,40.0,3.4453057708871664,0.18117039792319345,3.0,8045.30158730159
640,4.0,7.0,133.0,2463750.0,2773000.0,70.0,1147.0,88.8478182473855,38.24739264759555,54.0,4.707933740191804,0.15989728938600312,5.0,6816.771825396827,1360330.0,2432300.0,54.0,1075.0,55.92772273157094,39.47425271405429,36.0,3.3488372093023258,0.07933049910906434,2.0,3631.8749999999927,2050840.0,2736100.0,60.0,1161.0,74.954862760864,61.43431727931235,40.0,3.4453057708871664,0.18117039792319345,4.0,9393.317460317456
641,4.0,7.0,134.0,2359270.0,2766800.0,70.0,1147.0,85.27070984530866,39.415481708742206,54.0,4.707933740191804,0.1415595712094139,5.0,7641.285714285717,1386170.0,2459400.0,54.0,1075.0,56.362120842481914,39.74125655134464,34.0,3.1627906976744184,0.09580067917105808,2.0,3598.125,2071880.0,2766500.0,60.0,1161.0,74.89174046629316,62.70724818053639,40.0,3.4453057708871664,0.18117039792319345,4.0,10284.025793650791
642,4.0,7.0,135.0,2235440.0,2620400.0,70.0,1147.0,85.3091131125019,39.42609720117481,54.0,4.707933740191804,0.15989728938600312,5.0,4777.978174603173,1288390.0,2291300.0,54.0,1075.0,56.229651289660886,38.81605670122139,33.0,3.0697674418604652,0.09816648428113234,2.0,4585.4166666666715,1957870.0,2678900.0,60.0,1161.0,73.0848482586136,56.05263881065463,41.0,3.5314384151593456,0.17788323218127336,3.0,8889.722222222219
643,4.0,7.0,136.0,2365170.0,2744900.0,70.0,1147.0,86.16598054573937,37.86628793755727,53.0,4.620749782040105,0.15081625914085717,5.0,5744.761904761908,1436250.0,2453800.0,54.0,1075.0,58.531665172385686,37.77261756997197,33.0,3.0697674418604652,0.09816648428113234,2.0,2263.402777777781,2006630.0,2690700.0,60.0,1161.0,74.57650425539822,61.38458065660071,42.0,3.6175710594315245,0.17804114009712746,3.0,6861.075396825392
644,4.0,7.0,137.0,2376110.0,2775600.0,70.0,1147.0,85.60707594754288,39.43442052706492,53.0,4.620749782040105,0.15081625914085717,5.0,6011.468253968254,1467750.0,2458000.0,54.0,1075.0,59.71318144833197,36.73110790236258,35.0,3.255813953488372,0.08375224533753675,3.0,2680.9722222222263,2038450.0,2721300.0,60.0,1161.0,74.90721346415316,61.20643818601987,40.0,3.4453057708871664,0.18117039792319345,4.0,8658.632936507936
645,4.0,7.0,138.0,2285150.0,2642400.0,70.0,1147.0,86.48009385407207,38.023091262949855,54.0,4.707933740191804,0.15989728938600312,5.0,4038.0476190476256,1487850.0,2374500.0,54.0,1075.0,62.6595072646873,43.72866106465647,37.0,3.441860465116279,0.08375224533753675,2.0,5457.5,1949320.0,2632500.0,60.0,1161.0,74.04824311490978,61.90907847682729,40.0,3.4453057708871664,0.18117039792319345,4.0,7743.468253968254
