,money,number_race,racer_1_ID,racer_2_ID,racer_3_ID,racer_4_ID,racer_5_ID,racer_6_ID,result_com
,210.0,2,3297,3964,5008,3826,3310,5084,3
,340.0,3,3712,3553,3959,3663,4486,5111,11
,220.0,4,3717,4057,4198,4703,4815,5081,1
,290.0,5,4080,3868,2903,3945,3800,4292,4
,900.0,6,4633,3522,4437,5029,4583,4702,7
,4480.0,7,3265,3325,3463,3553,4461,5008,5
,390.0,8,4175,4815,3612,4486,3964,5025,1
,340.0,9,4395,3629,4292,4945,5084,4396,6
,310.0,10,3800,3663,3297,4702,3987,4057,2
,1980.0,11,3612,4703,3265,3868,3712,4423,12
,210.0,1,3717,3310,4461,5025,5029,3265,5
,990.0,2,4292,3463,3945,3959,4945,5081,19
,440.0,3,3629,4423,4080,4198,4175,3553,11
,3360.0,4,4437,4583,4395,3800,3325,5111,8
,3520.0,5,4057,3826,5029,5008,3522,4703,22
,3050.0,6,3463,4486,3987,5084,3297,4545,13
,690.0,8,4702,3945,3553,3717,5111,3868,2
,550.0,10,4080,3800,3712,4461,4703,3663,4
,220.0,11,3522,3959,4633,3629,4395,4486,1
,4510.0,12,3826,4702,4175,4396,4292,4583,8
,220.0,1,3826,4461,3663,3463,5081,5111,3
,250.0,2,4703,2903,4633,4437,5084,5029,3
,170.0,3,4702,5008,3717,3964,4057,3310,2
,290.0,4,3959,3712,4396,3987,5025,4545,3
,1210.0,5,4583,4080,4945,4461,3868,3522,10
,2460.0,6,3553,3612,4815,3297,4633,4175,12
,1380.0,7,3663,4395,3310,3325,3945,5084,4
,510.0,8,4486,5029,3629,3265,3826,3800,2
,2190.0,9,4423,4292,3987,4583,3717,3463,12
,470.0,10,3868,4175,4057,2903,3959,4395,1
,660.0,11,4396,3297,3945,4080,5008,3629,16
,4030.0,12,4437,3265,3522,3612,4702,3712,13
,3780.0,1,3629,5029,3325,4945,5025,3945,6
,1270.0,2,4396,4815,3265,3959,3553,5081,17
,3740.0,3,3297,3964,4437,3663,4292,5111,18
,31890.0,4,3612,3463,4080,4486,4395,5084,26
,780.0,5,3712,3826,2903,3310,3800,4545,4
,180.0,7,3987,4633,3553,3964,4461,4423,1
,1220.0,8,4583,4703,4395,3717,3663,4815,16
,610.0,9,3325,4057,3868,4545,3463,5025,7
,370.0,10,3522,4437,3800,3297,4175,2903,2
,410.0,11,4080,3265,3612,4702,3826,3712,3
,250.0,12,3959,3987,3629,4703,4583,4396,1
,280.0,2,4175,3310,5008,3717,5084,3325,3
,19510.0,3,4703,3663,3629,5025,4057,5111,16
,360.0,5,4486,3612,3553,3945,4815,4292,6
,1220.0,6,3964,3712,3868,5081,3265,4423,14
,2050.0,7,5008,2903,3310,3463,5029,5025,19
,270.0,9,3868,4633,3717,4486,3663,5084,2
,3880.0,10,3265,4703,4175,3826,2903,4396,18
,370.0,11,3297,4583,3712,3629,4437,3612,3
,2900.0,1,4067,3829,3889,4393,3867,4995,5
,270.0,2,4336,3855,4656,3737,3658,4222,3
,1580.0,3,3445,4663,4759,4036,4318,4740,19
,220.0,4,4472,4410,4574,4786,4558,5071,3
,450.0,5,3284,4376,4122,4995,3458,4543,2
,410.0,6,3889,4362,4572,4094,4319,4086,6
,250.0,7,4346,3867,3658,4555,4728,5037,1
,520.0,8,4318,4558,4053,4360,3855,4142,11
,5010.0,9,4036,3458,4336,3989,3745,4393,12
,6770.0,10,4580,4222,3445,4319,4574,4376,10
,290.0,11,4053,4543,4786,4663,4572,4555,2
,310.0,12,3737,3284,4067,4362,4472,4759,3
,220.0,1,4472,4122,4740,4222,4094,4728,3
,1670.0,2,3745,4360,4346,4759,3989,3855,11
,260.0,4,4362,4086,4376,3658,4580,5037,2
,1240.0,5,4543,4067,4728,3889,4410,3445,2
,990.0,6,4555,4740,4318,4558,3284,3458,21
,1340.0,7,4393,4574,4663,4656,4222,3829,3
,2630.0,9,3867,4472,3989,4336,5071,4053,7
