,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,6500.0,1,3333,7.0,53.0,4151,47.0,55.0,4382,54.0,51.0,4479,24.0,49.0,4737,31.0,65.0,4759,16.0,27.0,84
,3690.0,2,3559,23.0,30.0,4525,59.0,71.0,3584,1.0,31.0,4236,55.0,47.0,4434,25.0,14.0,4625,48.0,45.0,75
,3230.0,3,3379,10.0,17.0,3234,44.0,56.0,3842,6.0,28.0,4373,46.0,21.0,3455,60.0,72.0,4757,14.0,70.0,42
,820.0,4,3443,35.0,59.0,4047,3.0,50.0,3296,15.0,23.0,4364,51.0,12.0,4502,4.0,57.0,4661,21.0,22.0,11
,880.0,5,4498,26.0,16.0,4008,42.0,32.0,2380,38.0,34.0,4529,43.0,18.0,4327,2.0,67.0,4382,54.0,51.0,1
,1970.0,6,4488,20.0,69.0,3885,32.0,42.0,4208,33.0,73.0,4359,27.0,36.0,4625,48.0,45.0,4233,53.0,68.0,8
,10200.0,8,3902,37.0,41.0,3296,15.0,23.0,4434,25.0,14.0,3455,60.0,72.0,4743,40.0,66.0,4737,31.0,65.0,14
,2560.0,9,4466,49.0,62.0,3950,5.0,44.0,4502,4.0,57.0,3559,23.0,30.0,4759,16.0,27.0,4015,41.0,20.0,12
,570.0,11,4364,51.0,12.0,4313,22.0,43.0,4498,26.0,16.0,4151,47.0,55.0,4359,27.0,36.0,4715,57.0,46.0,8
,880.0,12,4236,55.0,47.0,3333,7.0,53.0,3443,35.0,59.0,4008,42.0,32.0,4208,33.0,73.0,3842,6.0,28.0,9
,6310.0,3,3455,60.0,72.0,2380,38.0,34.0,3379,10.0,17.0,4625,48.0,45.0,3333,7.0,53.0,4313,22.0,43.0,10
