racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
2014,2,1,73,0.253,0.18
2538,2,1,71,0.172,0.23
2787,2,1,65,0.268,0.17
2841,2,1,63,0.266,0.19
2844,2,1,63,0.233,0.17
2876,4,1,62,0.482,0.16
2878,3,1,62,0.389,0.18
2903,2,1,60,0.269,0.17
2907,2,1,65,0.048,0.20
2912,2,1,64,0.295,0.20
2930,2,1,63,0.307,0.18
2935,2,1,62,0.188,0.20
2958,2,1,62,0.144,0.18
2983,1,0,60,0.111,0.20
2992,4,1,59,0.402,0.14
3006,2,1,62,0.109,0.23
3020,2,1,60,0.213,0.21
3022,4,1,59,0.478,0.16
3024,4,1,58,0.648,0.16
3025,2,1,58,0.210,0.21
3036,2,1,62,0.256,0.17
3044,2,1,59,0.317,0.17
3051,2,1,57,0.187,0.17
3052,2,1,57,0.155,0.19
3054,3,1,57,0.478,0.17
3058,2,1,62,0.263,0.20
3064,3,1,60,0.404,0.17
3065,2,1,60,0.205,0.21
3066,2,1,60,0.294,0.20
3070,3,1,59,0.457,0.17
3072,2,1,58,0.338,0.18
3073,2,1,57,0.119,0.17
3075,3,1,57,0.384,0.16
3079,1,1,57,0.150,0.25
3081,2,1,56,0.392,0.18
3105,2,1,56,0.265,0.18
3107,2,1,56,0.234,0.19
3108,2,1,56,0.195,0.18
3122,2,1,58,0.224,0.18
3123,2,1,58,0.240,0.19
3138,1,1,60,0.085,0.22
3141,2,1,58,0.285,0.19
3142,1,0,57,0.102,0.20
3151,2,1,56,0.200,0.20
3153,2,1,56,0.256,0.20
3156,4,1,55,0.466,0.16
3158,4,1,55,0.485,0.15
3159,4,1,55,0.607,0.14
3161,3,1,60,0.394,0.19
3164,2,1,59,0.260,0.18
3170,1,1,57,0.166,0.20
3175,3,0,56,0.323,0.18
3176,3,1,56,0.363,0.18
3177,2,0,56,0.201,0.21
3182,2,0,55,0.183,0.22
3186,2,1,60,0.276,0.20
3187,2,1,59,0.173,0.20
3188,4,0,58,0.438,0.16
3200,4,1,55,0.536,0.15
3202,2,1,55,0.235,0.20
3207,2,0,54,0.192,0.19
3211,2,1,58,0.274,0.19
3212,2,1,58,0.292,0.19
3220,2,1,56,0.203,0.19
3224,2,1,55,0.403,0.17
3226,2,1,54,0.278,0.19
3227,3,1,54,0.411,0.16
3231,2,1,54,0.144,0.19
3232,3,0,53,0.448,0.15
3233,3,1,53,0.360,0.17
3234,2,1,53,0.158,0.16
3235,2,1,58,0.181,0.19
3243,2,1,56,0.243,0.21
3245,2,1,55,0.211,0.18
3246,2,1,55,0.276,0.18
3251,3,1,53,0.366,0.17
3254,2,0,53,0.237,0.21
3256,4,1,53,0.460,0.14
3257,3,1,53,0.541,0.14
3261,2,1,57,0.165,0.19
3265,4,1,55,0.528,0.16
3268,3,1,55,0.456,0.18
3273,2,1,54,0.340,0.18
3277,2,1,53,0.300,0.17
3280,2,0,53,0.348,0.19
3281,2,1,53,0.142,0.22
3282,2,1,53,0.320,0.21
3283,2,1,52,0.250,0.18
3284,4,1,52,0.451,0.19
3286,2,1,51,0.275,0.17
3289,2,0,57,0.272,0.20
3290,4,1,56,0.474,0.14
3293,2,1,54,0.200,0.21
3294,2,1,54,0.268,0.14
3296,1,1,53,0.133,0.21
3297,3,1,53,0.405,0.19
3300,3,1,53,0.368,0.16
3302,3,0,52,0.330,0.18
3303,3,1,52,0.345,0.20
3304,3,1,52,0.435,0.17
3305,2,1,52,0.217,0.18
3306,2,1,52,0.229,0.17
3307,1,1,52,0.000,0.00
3310,2,1,56,0.129,0.19
3313,2,1,54,0.097,0.22
3315,2,1,54,0.333,0.18
3319,4,1,53,0.400,0.15
3325,2,1,52,0.031,0.19
3327,4,1,52,0.475,0.17
3331,3,1,52,0.431,0.13
3333,4,1,52,0.471,0.17
3334,3,0,51,0.368,0.21
3335,2,1,51,0.166,0.22
3336,2,1,56,0.210,0.18
3338,2,1,55,0.135,0.20
3339,3,1,55,0.394,0.15
3340,2,1,54,0.311,0.19
3346,3,1,53,0.386,0.16
3347,4,1,53,0.401,0.18
3349,3,1,52,0.442,0.15
3350,3,1,52,0.344,0.16
3352,2,1,52,0.172,0.14
3353,2,1,52,0.386,0.18
3355,2,0,51,0.150,0.25
3357,2,0,51,0.189,0.20
3361,2,1,51,0.268,0.17
3362,4,1,50,0.455,0.18
3370,2,1,53,0.242,0.19
3372,2,1,53,0.202,0.20
3376,2,1,53,0.206,0.23
3377,2,1,52,0.181,0.20
3381,2,1,51,0.369,0.17
3382,2,1,51,0.265,0.19
3385,4,1,51,0.480,0.17
3388,4,1,50,0.508,0.17
3391,1,1,55,0.000,0.00
3392,2,1,54,0.276,0.20
3398,2,1,53,0.114,0.20
3400,1,1,53,0.000,0.00
3401,3,1,52,0.390,0.19
3406,4,1,51,0.446,0.18
3409,2,1,50,0.247,0.18
3411,2,1,50,0.120,0.21
3412,3,1,50,0.446,0.16
3414,3,1,50,0.367,0.17
3415,4,1,50,0.523,0.15
3419,2,1,50,0.245,0.21
3422,4,1,49,0.470,0.17
3424,2,1,54,0.222,0.18
3427,3,1,53,0.413,0.17
3430,2,1,52,0.341,0.17
3432,2,1,52,0.241,0.18
3433,2,1,52,0.155,0.20
3434,2,1,51,0.219,0.19
3435,4,0,51,0.447,0.16
3436,4,1,51,0.413,0.15
3439,3,1,50,0.447,0.16
3441,2,1,50,0.275,0.19
3442,3,1,50,0.330,0.16
3443,2,1,50,0.285,0.18
3444,2,1,50,0.132,0.16
3445,3,1,50,0.419,0.17
3448,2,1,50,0.273,0.18
3454,2,1,49,0.202,0.18
3455,2,1,49,0.344,0.17
3456,2,1,49,0.184,0.20
3458,3,1,53,0.340,0.16
3459,2,1,53,0.276,0.17
3460,2,1,53,0.164,0.19
3461,2,1,53,0.324,0.18
3462,4,1,53,0.458,0.17
3463,3,1,52,0.355,0.19
3467,2,1,51,0.254,0.18
3469,1,0,50,0.000,0.00
3470,1,0,50,0.000,0.00
3471,2,1,50,0.230,0.20
3473,4,1,50,0.468,0.16
3474,2,0,50,0.244,0.19
3475,4,1,50,0.446,0.18
3477,2,1,49,0.230,0.17
3478,2,1,49,0.297,0.16
3482,2,1,49,0.272,0.16
3483,2,0,48,0.215,0.23
3484,4,1,48,0.520,0.16
3485,3,1,48,0.400,0.21
3486,2,0,54,0.258,0.20
3488,2,1,53,0.320,0.13
3489,4,1,53,0.583,0.15
3491,2,1,52,0.238,0.19
3497,3,1,51,0.424,0.19
3498,2,1,51,0.162,0.17
3499,4,1,51,0.421,0.15
3501,2,1,51,0.279,0.17
3502,3,1,50,0.389,0.18
3503,2,1,50,0.177,0.16
3505,3,1,49,0.381,0.15
3506,2,1,49,0.149,0.21
3507,2,1,49,0.228,0.19
3508,2,1,48,0.308,0.20
3509,2,0,48,0.214,0.15
3514,4,1,53,0.532,0.16
3516,2,1,52,0.276,0.16
3517,4,1,52,0.479,0.16
3518,2,0,52,0.298,0.19
3519,2,1,52,0.186,0.19
3521,2,1,51,0.098,0.18
3522,3,1,51,0.426,0.17
3523,2,1,51,0.302,0.18
3527,3,1,49,0.365,0.18
3528,2,0,49,0.232,0.20
3532,4,1,48,0.488,0.16
3533,2,1,48,0.252,0.19
3534,4,1,48,0.504,0.16
3535,2,1,47,0.138,0.21
