,racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
0,2014.0,2,1,74.0,0.275,0.18
1,2538.0,2,1,72.0,0.150,0.21
2,2841.0,2,1,64.0,0.202,0.20
3,2844.0,2,1,64.0,0.202,0.19
4,2876.0,2,1,63.0,0.377,0.15
5,2878.0,3,1,63.0,0.372,0.18
6,2903.0,2,1,61.0,0.221,0.17
7,2912.0,2,1,65.0,0.233,0.17
8,2930.0,3,1,64.0,0.375,0.18
9,2935.0,2,1,63.0,0.176,0.18
10,2958.0,1,1,63.0,0.041,0.20
11,3020.0,2,1,61.0,0.223,0.21
12,3022.0,4,1,60.0,0.455,0.18
13,3024.0,4,1,59.0,0.461,0.17
14,3025.0,2,1,59.0,0.192,0.21
15,3036.0,2,1,63.0,0.158,0.17
16,3044.0,2,1,60.0,0.232,0.18
17,3054.0,3,1,58.0,0.390,0.18
18,3058.0,2,1,63.0,0.047,0.19
19,3065.0,2,1,61.0,0.183,0.19
20,3066.0,2,1,61.0,0.120,0.20
21,3070.0,3,1,60.0,0.400,0.16
22,3072.0,2,1,59.0,0.186,0.19
23,3075.0,3,1,58.0,0.408,0.15
24,3079.0,2,1,58.0,0.186,0.19
25,3081.0,2,1,57.0,0.314,0.16
26,3105.0,3,1,57.0,0.327,0.19
27,3107.0,2,1,57.0,0.279,0.19
28,3108.0,2,1,57.0,0.084,0.17
29,3122.0,2,1,59.0,0.147,0.16
30,3123.0,2,1,59.0,0.166,0.19
31,3141.0,2,1,59.0,0.301,0.17
32,3142.0,1,0,58.0,0.104,0.20
33,3151.0,2,1,57.0,0.221,0.19
34,3153.0,2,1,57.0,0.204,0.20
35,3156.0,3,1,56.0,0.391,0.15
36,3158.0,3,1,56.0,0.394,0.14
37,3159.0,4,1,56.0,0.595,0.15
38,3161.0,3,1,61.0,0.364,0.19
39,3164.0,2,1,60.0,0.160,0.20
40,3170.0,2,1,58.0,0.076,0.25
41,3175.0,2,0,57.0,0.321,0.18
42,3176.0,2,1,57.0,0.254,0.20
43,3177.0,2,0,57.0,0.069,0.21
44,3182.0,2,0,56.0,0.078,0.21
45,3186.0,2,1,61.0,0.220,0.19
46,3187.0,2,1,60.0,0.244,0.18
47,3188.0,1,0,59.0,0.400,0.18
48,3200.0,3,1,56.0,0.397,0.17
49,3202.0,2,1,56.0,0.162,0.21
50,3207.0,2,0,55.0,0.176,0.20
51,3211.0,2,1,59.0,0.294,0.17
52,3212.0,2,1,59.0,0.226,0.20
53,3220.0,2,1,57.0,0.224,0.18
54,3224.0,2,1,56.0,0.300,0.17
55,3226.0,2,1,55.0,0.284,0.18
56,3227.0,1,1,55.0,0.200,0.22
57,3231.0,2,1,55.0,0.265,0.21
58,3232.0,3,0,54.0,0.396,0.15
59,3233.0,3,1,54.0,0.375,0.16
60,3234.0,1,1,54.0,0.142,0.17
61,3235.0,2,1,59.0,0.161,0.19
62,3243.0,2,1,57.0,0.182,0.20
63,3246.0,2,1,56.0,0.231,0.18
64,3251.0,3,1,54.0,0.370,0.19
65,3254.0,2,0,54.0,0.197,0.21
66,3256.0,3,1,54.0,0.424,0.15
67,3257.0,4,1,54.0,0.596,0.13
68,3261.0,2,1,58.0,0.166,0.18
69,3265.0,4,1,56.0,0.514,0.16
70,3268.0,3,1,56.0,0.400,0.18
71,3273.0,2,1,55.0,0.310,0.17
72,3277.0,2,1,54.0,0.197,0.18
73,3280.0,2,0,54.0,0.250,0.22
74,3282.0,3,1,54.0,0.354,0.18
75,3283.0,2,1,53.0,0.232,0.18
76,3284.0,3,1,53.0,0.365,0.18
77,3286.0,2,1,52.0,0.264,0.16
78,3289.0,2,0,58.0,0.260,0.23
79,3290.0,3,1,57.0,0.347,0.16
80,3293.0,2,1,55.0,0.173,0.21
81,3294.0,2,1,55.0,0.224,0.17
82,3295.0,2,1,54.0,0.323,0.18
83,3297.0,3,1,54.0,0.441,0.20
84,3300.0,4,1,54.0,0.437,0.14
85,3302.0,3,0,53.0,0.364,0.19
86,3303.0,3,1,53.0,0.413,0.20
87,3304.0,4,1,53.0,0.437,0.16
