racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
2014,2,1,74,0.275,0.18
2538,2,1,72,0.150,0.21
2841,2,1,64,0.202,0.20
2844,2,1,64,0.202,0.19
2876,2,1,63,0.377,0.15
2878,3,1,63,0.372,0.18
2903,2,1,61,0.221,0.17
2912,2,1,65,0.233,0.17
2930,3,1,64,0.375,0.18
2935,2,1,63,0.176,0.18
2958,1,1,63,0.041,0.20
3020,2,1,61,0.223,0.21
3022,4,1,60,0.455,0.18
3024,4,1,59,0.461,0.17
3025,2,1,59,0.192,0.21
3036,2,1,63,0.158,0.17
3044,2,1,60,0.232,0.18
3054,3,1,58,0.390,0.18
3058,2,1,63,0.047,0.19
3065,2,1,61,0.183,0.19
3066,2,1,61,0.120,0.20
3070,3,1,60,0.400,0.16
3072,2,1,59,0.186,0.19
3075,3,1,58,0.408,0.15
3079,2,1,58,0.186,0.19
3081,2,1,57,0.314,0.16
3105,3,1,57,0.327,0.19
3107,2,1,57,0.279,0.19
3108,2,1,57,0.084,0.17
3122,2,1,59,0.147,0.16
3123,2,1,59,0.166,0.19
3141,2,1,59,0.301,0.17
3142,1,0,58,0.104,0.20
3151,2,1,57,0.221,0.19
3153,2,1,57,0.204,0.20
3156,3,1,56,0.391,0.15
3158,3,1,56,0.394,0.14
3159,4,1,56,0.595,0.15
3161,3,1,61,0.364,0.19
3164,2,1,60,0.160,0.20
3170,2,1,58,0.076,0.25
3175,2,0,57,0.321,0.18
3176,2,1,57,0.254,0.20
3177,2,0,57,0.069,0.21
3182,2,0,56,0.078,0.21
3186,2,1,61,0.220,0.19
3187,2,1,60,0.244,0.18
3188,1,0,59,0.400,0.18
3200,3,1,56,0.397,0.17
3202,2,1,56,0.162,0.21
3207,2,0,55,0.176,0.20
3211,2,1,59,0.294,0.17
3212,2,1,59,0.226,0.20
3220,2,1,57,0.224,0.18
3224,2,1,56,0.300,0.17
3226,2,1,55,0.284,0.18
3227,1,1,55,0.200,0.22
3231,2,1,55,0.265,0.21
3232,3,0,54,0.396,0.15
3233,3,1,54,0.375,0.16
3234,1,1,54,0.142,0.17
3235,2,1,59,0.161,0.19
3243,2,1,57,0.182,0.20
3246,2,1,56,0.231,0.18
3251,3,1,54,0.370,0.19
3254,2,0,54,0.197,0.21
3256,3,1,54,0.424,0.15
3257,4,1,54,0.596,0.13
3261,2,1,58,0.166,0.18
3265,4,1,56,0.514,0.16
3268,3,1,56,0.400,0.18
3273,2,1,55,0.310,0.17
3277,2,1,54,0.197,0.18
3280,2,0,54,0.250,0.22
3282,3,1,54,0.354,0.18
3283,2,1,53,0.232,0.18
3284,3,1,53,0.365,0.18
3286,2,1,52,0.264,0.16
3289,2,0,58,0.260,0.23
3290,3,1,57,0.347,0.16
3293,2,1,55,0.173,0.21
3294,2,1,55,0.224,0.17
3295,2,1,54,0.323,0.18
3297,3,1,54,0.441,0.20
3300,4,1,54,0.437,0.14
3302,3,0,53,0.364,0.19
3303,3,1,53,0.413,0.20
3304,4,1,53,0.437,0.16
3305,2,1,53,0.267,0.18
3306,2,1,53,0.260,0.18
3307,3,1,53,0.486,0.17
3310,2,1,57,0.108,0.20
3313,2,1,55,0.178,0.21
3315,2,1,55,0.278,0.18
3319,3,1,54,0.383,0.15
3327,3,1,53,0.396,0.19
3331,3,1,53,0.303,0.16
3333,4,1,53,0.445,0.16
3334,2,0,52,0.350,0.22
3336,2,1,57,0.287,0.17
3338,2,1,56,0.148,0.18
3339,2,1,56,0.328,0.16
3340,2,1,55,0.284,0.17
3346,2,1,54,0.312,0.19
3347,3,1,54,0.309,0.18
3349,4,1,53,0.512,0.16
3350,3,1,53,0.427,0.16
3352,2,1,53,0.146,0.13
3353,1,1,53,0.100,0.18
3355,2,0,52,0.017,0.28
3357,2,0,52,0.148,0.22
3361,2,1,52,0.188,0.19
3362,3,1,51,0.416,0.18
3370,2,1,54,0.207,0.19
3372,2,1,54,0.192,0.21
3376,2,1,54,0.137,0.23
3377,2,1,53,0.311,0.18
3381,2,1,52,0.357,0.16
3382,2,1,52,0.207,0.20
3385,4,1,52,0.464,0.15
3388,4,1,51,0.509,0.15
3391,1,1,56,0.000,0.00
3392,2,1,55,0.206,0.20
3400,1,1,54,0.000,0.00
3401,2,1,53,0.340,0.19
3406,3,1,52,0.367,0.18
3409,2,1,51,0.268,0.17
3411,2,1,51,0.215,0.18
3412,3,1,51,0.385,0.17
3414,3,1,51,0.410,0.14
3415,4,1,51,0.379,0.17
3419,2,1,51,0.196,0.22
3422,4,1,50,0.518,0.18
3424,2,1,55,0.217,0.18
3427,3,1,54,0.387,0.17
3430,2,1,53,0.295,0.17
3432,2,1,53,0.241,0.17
3434,2,1,52,0.256,0.18
3435,4,0,52,0.431,0.16
3436,2,1,52,0.285,0.16
3439,3,1,51,0.422,0.16
3441,2,1,51,0.307,0.18
3442,3,1,51,0.368,0.17
3443,3,1,51,0.378,0.18
3444,2,1,51,0.180,0.16
3445,3,1,51,0.362,0.15
3448,2,1,51,0.308,0.18
3454,2,1,50,0.208,0.16
3455,2,1,50,0.305,0.18
3456,2,1,50,0.100,0.20
3458,2,1,54,0.320,0.17
3459,2,1,54,0.238,0.16
3461,2,1,54,0.311,0.19
3462,3,1,54,0.375,0.15
3463,3,1,53,0.433,0.18
3467,2,1,52,0.243,0.20
3470,2,0,51,0.274,0.18
3471,2,1,51,0.166,0.20
3473,4,1,51,0.550,0.14
3474,2,0,51,0.271,0.21
3475,3,1,51,0.378,0.17
3477,2,1,50,0.223,0.19
3478,2,1,50,0.245,0.17
3482,2,1,50,0.269,0.16
3484,4,1,49,0.471,0.15
3485,2,1,49,0.278,0.19
3486,2,0,55,0.250,0.18
3488,2,1,54,0.258,0.12
3489,4,1,54,0.508,0.14
3491,2,1,53,0.200,0.19
3497,3,1,52,0.414,0.18
3498,2,1,52,0.169,0.16
3499,4,1,52,0.449,0.14
3501,2,1,52,0.252,0.17
3502,4,1,51,0.411,0.17
3503,2,1,51,0.200,0.17
3505,3,1,50,0.302,0.16
3506,2,1,50,0.132,0.22
3507,2,1,50,0.275,0.19
3508,2,1,49,0.344,0.18
3509,2,0,49,0.224,0.14
3514,3,1,54,0.430,0.15
3516,2,1,53,0.264,0.15
3517,3,1,53,0.453,0.15
3518,3,0,53,0.379,0.18
3519,2,1,53,0.221,0.17
3522,4,1,52,0.504,0.17
3523,2,1,52,0.263,0.17
3527,3,1,50,0.398,0.18
3528,2,0,50,0.120,0.21
3532,4,1,49,0.520,0.17
3533,2,1,49,0.330,0.19
3534,4,1,49,0.486,0.16
3535,2,1,48,0.170,0.20
3536,2,1,54,0.252,0.19
3537,2,1,53,0.168,0.20
3538,2,1,53,0.347,0.20
3539,2,1,53,0.239,0.19
3541,4,1,52,0.477,0.15
3542,2,1,52,0.262,0.19
3543,3,1,52,0.431,0.15
3544,2,1,52,0.112,0.21
3546,2,1,52,0.297,0.17
3548,3,1,51,0.450,0.12
3550,4,1,50,0.493,0.16
3551,2,0,49,0.206,0.21
3553,2,1,49,0.200,0.21
3554,4,1,48,0.539,0.19
3555,3,1,48,0.384,0.18
