racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
1485,2,1,73,0.152,0.18
2014,2,1,68,0.333,0.15
2273,2,1,65,0.200,0.21
2276,2,1,65,0.229,0.19
2377,2,1,65,0.274,0.17
2380,2,1,64,0.274,0.18
2504,2,1,64,0.206,0.20
2505,2,1,64,0.100,0.21
2528,2,1,67,0.278,0.19
2538,2,1,66,0.151,0.22
2568,2,1,65,0.132,0.20
2585,2,1,62,0.252,0.19
2596,2,1,67,0.195,0.21
2698,2,1,61,0.158,0.21
2757,2,1,63,0.168,0.19
2776,2,1,61,0.170,0.20
2781,2,1,61,0.113,0.22
2785,2,1,60,0.250,0.18
2787,2,1,60,0.217,0.18
2816,2,1,62,0.276,0.22
2820,1,1,62,0.000,0.00
2823,2,1,61,0.236,0.19
2838,2,1,59,0.181,0.21
2841,3,1,58,0.410,0.18
2842,2,1,58,0.219,0.17
2843,2,1,58,0.154,0.21
2844,2,1,58,0.278,0.20
2850,1,1,62,0.046,0.26
2871,1,1,59,0.061,0.18
2876,3,1,57,0.464,0.18
2878,3,1,57,0.369,0.20
2883,2,1,61,0.174,0.25
2887,2,1,60,0.262,0.21
2903,1,1,55,0.476,0.17
2904,2,1,55,0.225,0.19
2907,2,1,60,0.156,0.22
2910,2,1,59,0.217,0.18
2912,2,1,59,0.359,0.18
2914,3,1,58,0.461,0.17
2930,3,1,58,0.437,0.20
2935,2,1,57,0.159,0.18
2941,2,1,55,0.197,0.19
2942,4,1,55,0.478,0.12
2958,2,1,57,0.280,0.21
2959,2,1,57,0.244,0.19
2969,2,1,59,0.220,0.20
2972,2,1,58,0.129,0.18
2974,2,1,57,0.197,0.16
2983,2,0,55,0.285,0.17
2992,4,1,54,0.512,0.13
2994,2,1,53,0.176,0.24
2995,2,0,53,0.144,0.22
2997,2,1,53,0.250,0.24
3005,2,1,58,0.278,0.20
3006,2,1,57,0.196,0.21
3010,4,1,57,0.556,0.15
3013,2,1,56,0.205,0.20
3020,2,1,55,0.340,0.23
3022,4,1,54,0.587,0.17
3024,3,1,53,0.552,0.21
3025,2,1,53,0.256,0.21
3036,3,1,57,0.373,0.16
3051,2,1,52,0.313,0.17
3052,2,1,52,0.222,0.22
3054,3,1,52,0.412,0.16
3056,4,1,58,0.500,0.16
3058,2,1,57,0.219,0.17
3064,2,1,55,0.309,0.18
3065,2,1,55,0.134,0.23
3066,2,1,55,0.259,0.22
3070,4,1,54,0.549,0.14
3072,4,1,53,0.446,0.16
3073,2,1,52,0.202,0.19
3075,3,1,52,0.459,0.16
3076,1,0,52,0.102,0.21
3079,2,1,52,0.372,0.21
3081,4,1,51,0.550,0.16
3083,1,0,55,0.159,0.23
3085,2,1,55,0.353,0.20
3086,2,1,54,0.177,0.19
3090,2,1,54,0.141,0.22
3092,2,0,53,0.140,0.22
3094,1,0,53,0.000,0.00
3095,2,1,53,0.264,0.19
3100,1,0,52,0.175,0.17
3103,2,1,51,0.296,0.18
3104,2,1,51,0.107,0.23
3105,2,1,51,0.315,0.20
3107,3,1,51,0.358,0.17
3108,2,1,51,0.223,0.18
3117,2,0,53,0.137,0.26
3120,2,1,53,0.305,0.19
3121,2,1,53,0.348,0.18
3122,2,1,53,0.186,0.19
3123,2,1,53,0.265,0.22
3128,2,0,51,0.219,0.19
3135,2,1,56,0.243,0.20
3136,2,1,56,0.213,0.16
3137,2,1,55,0.175,0.23
3138,2,1,55,0.115,0.24
3139,2,0,54,0.138,0.25
3141,3,1,53,0.355,0.19
3142,2,0,52,0.318,0.22
3151,4,1,51,0.483,0.16
3153,2,1,51,0.307,0.21
3156,3,1,50,0.387,0.16
3158,3,1,50,0.469,0.17
3159,4,1,50,0.509,0.17
3161,3,1,55,0.412,0.21
3164,3,1,54,0.392,0.20
3166,2,1,53,0.160,0.19
3169,2,0,52,0.207,0.22
3170,2,1,52,0.198,0.23
3171,2,1,52,0.159,0.20
3174,2,1,51,0.159,0.20
3175,2,0,51,0.313,0.18
3176,3,1,51,0.404,0.19
3177,2,0,51,0.220,0.22
3181,2,1,50,0.205,0.21
3182,2,0,50,0.282,0.19
3186,2,1,55,0.297,0.19
3187,2,1,54,0.302,0.21
3188,4,0,53,0.493,0.16
3189,1,1,53,0.104,0.24
3190,2,1,53,0.197,0.21
3191,1,1,52,0.046,0.30
3195,1,0,51,0.044,0.19
3200,4,1,50,0.565,0.14
3202,2,1,50,0.191,0.20
3207,2,0,49,0.206,0.22
3211,3,1,53,0.371,0.16
3212,3,1,53,0.385,0.19
3214,2,1,52,0.190,0.18
3220,2,1,51,0.265,0.20
3224,2,1,50,0.244,0.19
3225,2,0,49,0.169,0.24
3226,2,1,49,0.263,0.23
3227,4,1,49,0.574,0.17
3228,2,1,49,0.157,0.21
3231,3,1,49,0.379,0.19
3232,4,0,48,0.554,0.15
3233,3,1,48,0.422,0.17
3234,2,1,48,0.252,0.17
3235,2,1,53,0.200,0.22
3236,2,1,53,0.309,0.19
3243,1,1,51,0.000,0.00
3245,4,1,50,0.481,0.16
3246,2,1,50,0.351,0.19
3251,4,1,48,0.416,0.18
3254,2,0,48,0.314,0.22
3256,4,1,48,0.485,0.15
3257,4,1,48,0.710,0.14
3261,2,1,52,0.179,0.24
3265,4,1,50,0.659,0.17
3268,2,1,50,0.360,0.20
3269,1,1,50,0.090,0.22
3273,2,1,49,0.250,0.17
3276,2,1,49,0.252,0.21
3277,2,1,48,0.254,0.19
3278,3,1,48,0.431,0.17
3280,3,0,48,0.370,0.20
3281,2,1,48,0.262,0.23
3282,3,1,48,0.425,0.19
3283,2,1,47,0.325,0.19
3284,3,1,47,0.412,0.20
3286,3,1,46,0.394,0.20
3289,2,0,52,0.310,0.20
3290,4,1,51,0.617,0.14
3291,2,1,50,0.191,0.19
3293,2,1,49,0.201,0.20
3294,2,1,49,0.202,0.18
3295,4,1,48,0.404,0.16
3296,2,1,48,0.172,0.20
3297,4,1,48,0.503,0.18
3298,2,0,48,0.185,0.19
3299,2,0,48,0.125,0.23
3300,4,1,48,0.412,0.14
3302,4,0,47,0.569,0.18
3303,3,1,47,0.339,0.21
3304,4,1,47,0.492,0.18
3305,3,1,47,0.406,0.18
3306,2,1,47,0.185,0.22
3307,1,1,47,0.000,0.00
3309,2,1,51,0.207,0.19
3310,2,1,51,0.235,0.19
3312,3,1,50,0.386,0.18
3313,2,1,49,0.266,0.19
3315,2,1,49,0.346,0.19
3317,2,0,49,0.250,0.20
3319,3,1,48,0.444,0.16
3324,1,0,48,0.064,0.22
3325,2,1,47,0.218,0.19
3326,3,1,47,0.484,0.17
3327,4,1,47,0.521,0.17
3328,2,0,47,0.200,0.23
3329,3,1,47,0.520,0.15
3331,4,1,47,0.445,0.18
3333,3,1,47,0.392,0.17
3334,3,0,46,0.398,0.20
3335,2,1,46,0.175,0.22
3336,2,1,51,0.305,0.18
3338,2,1,50,0.227,0.19
3339,2,1,50,0.300,0.17
3340,2,1,49,0.298,0.22
3342,2,1,49,0.201,0.17
3343,3,1,49,0.317,0.19
3344,2,1,49,0.176,0.18
3346,3,1,48,0.377,0.17
3347,4,1,48,0.506,0.18
3349,3,1,47,0.462,0.17
3350,3,1,47,0.438,0.17
3352,2,1,47,0.259,0.15
3353,3,1,47,0.420,0.18
3355,2,0,46,0.188,0.29
3357,2,0,46,0.324,0.20
3358,2,1,46,0.211,0.24
3360,4,1,46,0.522,0.19
3361,2,1,46,0.306,0.19
3362,3,1,45,0.403,0.21
3363,2,1,50,0.153,0.20
3365,2,1,50,0.185,0.18
3368,2,1,49,0.166,0.20
3370,2,1,48,0.255,0.18
3372,2,1,48,0.202,0.21
3373,2,1,48,0.185,0.20
3374,2,1,48,0.164,0.23
3376,2,1,48,0.169,0.27
3377,2,1,47,0.292,0.19
3378,2,1,47,0.227,0.23
3379,4,1,47,0.493,0.18
3381,3,1,46,0.450,0.16
3382,3,1,46,0.404,0.20
3385,4,1,46,0.462,0.16
3388,4,1,45,0.523,0.15
3391,4,1,50,0.458,0.14
3392,2,1,49,0.292,0.21
3393,2,1,49,0.326,0.20
3396,1,1,49,0.191,0.22
3397,2,1,48,0.153,0.22
3398,2,1,48,0.193,0.24
3400,2,1,48,0.252,0.21
3401,3,1,47,0.437,0.18
3404,2,1,47,0.227,0.20
3406,4,1,46,0.496,0.17
3407,2,1,46,0.135,0.19
3408,2,1,46,0.158,0.21
3409,3,1,45,0.352,0.18
3411,2,1,45,0.226,0.18
3412,4,1,45,0.563,0.17
3414,4,1,45,0.460,0.16
3415,4,1,45,0.415,0.14
3417,2,1,45,0.225,0.17
3419,2,1,45,0.280,0.22
3422,4,1,44,0.441,0.14
3424,2,1,49,0.255,0.17
3425,2,1,48,0.213,0.21
3426,2,1,48,0.136,0.21
3427,4,1,48,0.482,0.21
3430,2,1,47,0.302,0.20
3432,3,1,47,0.403,0.15
3433,2,1,47,0.162,0.26
3434,3,1,46,0.373,0.19
3435,4,0,46,0.582,0.16
3436,4,1,46,0.505,0.14
3439,4,1,45,0.496,0.17
3440,1,1,45,0.354,0.19
3441,4,1,45,0.488,0.17
3442,4,1,45,0.519,0.17
3443,3,1,45,0.371,0.21
3444,2,1,45,0.194,0.19
3445,3,1,45,0.385,0.19
3446,1,0,45,0.127,0.21
3448,3,1,45,0.326,0.17
3452,3,1,44,0.430,0.14
3454,3,1,44,0.368,0.19
3455,2,1,44,0.281,0.18
3456,2,1,44,0.177,0.21
3458,3,1,48,0.391,0.17
3459,2,1,48,0.263,0.19
3460,2,1,48,0.293,0.18
3461,3,1,48,0.309,0.17
3462,3,1,48,0.452,0.16
3463,4,1,47,0.493,0.18
3465,2,1,47,0.183,0.22
3466,1,1,47,0.093,0.24
3467,2,1,46,0.343,0.17
3469,2,0,45,0.123,0.23
3470,4,0,45,0.504,0.17
3471,2,1,45,0.323,0.20
3472,2,1,45,0.181,0.23
3473,4,1,45,0.519,0.15
3474,2,0,45,0.367,0.17
3475,3,1,45,0.355,0.19
3476,2,1,44,0.175,0.23
3477,2,1,44,0.309,0.20
3478,3,1,44,0.370,0.17
3480,2,1,44,0.154,0.22
3482,2,1,44,0.227,0.19
3483,2,0,43,0.137,0.25
3484,4,1,43,0.454,0.18
3485,2,1,43,0.312,0.20
3486,2,0,49,0.300,0.21
3488,4,1,48,0.406,0.14
3489,4,1,48,0.566,0.17
3491,2,1,47,0.215,0.21
3492,2,1,47,0.103,0.19
3493,2,1,47,0.202,0.20
3494,1,1,47,0.017,0.23
3496,2,1,47,0.242,0.19
3497,3,1,46,0.338,0.17
3498,2,1,46,0.166,0.17
3499,4,1,46,0.510,0.14
3501,3,1,46,0.354,0.16
3502,3,1,45,0.402,0.19
3503,2,1,45,0.212,0.17
3505,4,1,44,0.447,0.14
3506,2,1,44,0.108,0.23
3507,3,1,44,0.326,0.19
3508,2,1,43,0.309,0.21
3509,1,0,43,0.437,0.15
3514,4,1,48,0.527,0.15
3516,2,1,47,0.259,0.17
3517,4,1,47,0.513,0.16
3518,3,0,47,0.396,0.19
3519,3,1,47,0.375,0.18
3520,1,1,46,0.040,0.25
3521,2,1,46,0.129,0.22
3522,4,1,46,0.533,0.17
3523,3,1,46,0.382,0.18
3527,4,1,44,0.456,0.18
3528,2,0,44,0.164,0.20
