,racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
573,3825,2,1,42,0.159,0.14
574,3826,4,1,42,0.558,0.18
575,3827,2,1,42,0.250,0.20
576,3828,3,1,42,0.392,0.19
577,3829,2,1,42,0.135,0.18
578,3830,1,1,41,0.060,0.24
579,3831,2,1,41,0.271,0.17
580,3832,3,1,41,0.333,0.16
581,3833,4,1,41,0.464,0.14
582,3834,3,1,41,0.341,0.18
583,3835,2,1,40,0.119,0.23
584,3837,3,1,40,0.411,0.15
585,3838,4,1,40,0.470,0.14
586,3839,3,1,40,0.387,0.17
587,3841,4,1,39,0.482,0.16
588,3842,4,1,39,0.476,0.17
589,3843,3,1,39,0.340,0.19
590,3845,4,0,39,0.493,0.18
591,3846,2,1,39,0.258,0.16
592,3847,2,1,38,0.161,0.16
593,3848,3,1,38,0.381,0.16
594,3849,4,1,38,0.586,0.12
595,3850,3,1,43,0.336,0.17
596,3851,2,1,43,0.200,0.16
597,3852,3,1,43,0.324,0.16
598,3853,3,1,43,0.396,0.20
599,3854,4,1,43,0.512,0.15
600,3855,2,1,43,0.306,0.22
601,3856,1,1,43,0.106,0.21
602,3857,3,1,42,0.348,0.18
603,3858,3,1,42,0.404,0.15
604,3859,2,1,42,0.170,0.19
605,3860,2,1,42,0.254,0.20
606,3862,2,1,41,0.451,0.16
607,3863,3,1,41,0.323,0.17
608,3864,2,1,41,0.129,0.20
609,3865,2,1,40,0.180,0.19
610,3866,2,1,40,0.163,0.16
611,3867,2,1,40,0.221,0.17
612,3868,3,1,40,0.348,0.18
613,3869,2,1,40,0.314,0.19
614,3870,3,1,40,0.316,0.16
615,3871,3,0,40,0.398,0.18
616,3872,4,1,39,0.438,0.17
617,3873,3,1,39,0.423,0.18
618,3874,4,1,39,0.589,0.15
619,3875,3,1,39,0.365,0.15
620,3876,4,1,38,0.624,0.16
621,3877,3,1,38,0.323,0.16
622,3878,2,1,38,0.246,0.16
623,3879,2,1,43,0.174,0.20
624,3880,2,1,42,0.257,0.18
625,3881,2,1,42,0.375,0.16
626,3882,3,1,42,0.369,0.19
627,3883,2,1,42,0.112,0.18
628,3884,2,1,42,0.170,0.17
629,3885,3,1,41,0.391,0.19
630,3887,3,1,41,0.586,0.14
631,3888,4,1,40,0.521,0.14
632,3889,2,1,40,0.311,0.18
633,3890,3,1,40,0.344,0.18
634,3891,2,1,40,0.168,0.19
635,3892,3,1,39,0.467,0.18
636,3893,2,1,39,0.282,0.18
637,3894,2,0,39,0.282,0.19
638,3895,3,1,39,0.343,0.16
639,3896,4,1,39,0.491,0.15
640,3897,4,1,39,0.486,0.16
641,3898,4,1,39,0.564,0.17
642,3899,4,1,39,0.491,0.17
643,3900,4,0,38,0.493,0.17
644,3901,3,1,38,0.356,0.18
645,3902,2,1,38,0.381,0.22
646,3903,3,1,38,0.558,0.13
647,3904,3,1,38,0.418,0.17
648,3905,2,1,38,0.220,0.17
649,3906,2,1,38,0.341,0.17
650,3907,4,1,37,0.526,0.18
651,3908,4,1,37,0.517,0.13
652,3909,4,1,42,0.503,0.14
653,3910,2,1,42,0.289,0.17
654,3911,2,1,42,0.288,0.15
655,3912,4,1,41,0.503,0.15
656,3915,3,1,41,0.487,0.18
657,3916,2,1,41,0.220,0.19
658,3918,4,1,41,0.485,0.15
659,3919,4,1,41,0.510,0.21
660,3920,3,1,41,0.339,0.18
661,3921,3,1,40,0.371,0.19
662,3922,2,1,40,0.281,0.20
663,3924,2,1,40,0.181,0.22
664,3925,2,1,40,0.330,0.18
665,3926,2,1,40,0.255,0.19
666,3927,2,1,40,0.111,0.20
667,3928,2,1,40,0.333,0.18
668,3929,3,1,40,0.359,0.17
669,3930,3,1,39,0.454,0.14
670,3931,3,1,39,0.425,0.15
671,3932,3,0,39,0.458,0.17
672,3933,3,1,39,0.472,0.18
673,3934,2,1,38,0.280,0.16
674,3935,2,1,38,0.322,0.15
675,3936,2,1,38,0.343,0.17
676,3939,3,1,37,0.326,0.19
677,3940,4,1,37,0.568,0.15
678,3941,4,1,37,0.558,0.15
679,3942,4,1,37,0.473,0.15
680,3943,2,0,37,0.210,0.15
681,3944,4,1,36,0.529,0.19
682,3945,2,1,40,0.275,0.20
683,3946,4,1,39,0.418,0.15
684,3947,3,1,39,0.433,0.16
685,3948,2,1,39,0.202,0.18
686,3949,2,1,39,0.330,0.17
687,3950,2,1,39,0.228,0.17
688,3951,3,1,39,0.338,0.17
689,3952,4,1,39,0.552,0.14
690,3953,3,1,39,0.354,0.19
691,3955,4,1,38,0.506,0.18
692,3956,4,1,38,0.546,0.18
693,3957,3,1,38,0.423,0.22
694,3959,4,1,38,0.626,0.14
695,3960,4,1,37,0.347,0.13
696,3961,4,1,37,0.518,0.15
697,3963,4,1,36,0.474,0.15
698,3964,2,1,36,0.187,0.21
699,3965,3,1,36,0.446,0.16
700,3966,4,1,36,0.586,0.19
701,3967,3,1,36,0.340,0.18
702,3968,2,1,39,0.303,0.23
703,3970,3,1,39,0.326,0.19
704,3972,1,1,39,0.020,0.21
705,3973,2,1,39,0.176,0.21
706,3974,2,1,39,0.271,0.16
707,3975,3,1,38,0.381,0.20
708,3976,2,1,38,0.213,0.19
709,3977,2,1,38,0.288,0.17
710,3978,4,1,38,0.465,0.15
711,3979,2,1,38,0.186,0.21
712,3980,2,1,38,0.299,0.16
713,3981,3,1,38,0.389,0.15
714,3982,2,1,38,0.235,0.18
715,3983,4,1,38,0.525,0.13
716,3984,4,1,38,0.570,0.17
717,3985,2,1,37,0.308,0.16
718,3986,4,1,37,0.473,0.14
719,3987,3,1,37,0.383,0.15
720,3988,3,1,37,0.392,0.19
721,3989,2,1,37,0.192,0.21
722,3990,3,1,37,0.412,0.15
723,3992,3,1,37,0.348,0.15
724,3993,4,0,36,0.567,0.15
725,3994,2,0,36,0.307,0.20
726,3995,4,1,36,0.555,0.14
727,3996,4,1,36,0.438,0.18
