racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
2014,2,1,70,0.291,0.16
2538,2,1,68,0.223,0.23
2568,2,1,67,0.060,0.22
2596,2,1,69,0.195,0.18
2698,2,1,63,0.197,0.21
2785,2,1,62,0.202,0.20
2787,2,1,62,0.265,0.17
2816,2,1,64,0.259,0.21
2820,1,1,64,0.000,0.00
2841,2,1,60,0.320,0.17
2842,2,1,60,0.178,0.18
2844,2,1,60,0.164,0.23
2876,3,1,59,0.428,0.18
2878,3,1,59,0.383,0.21
2883,2,1,63,0.164,0.22
2903,1,1,57,0.294,0.17
2907,2,1,62,0.129,0.20
2910,2,1,61,0.190,0.19
2912,2,1,61,0.268,0.20
2930,3,1,60,0.400,0.18
2935,2,1,59,0.217,0.20
2941,2,1,57,0.112,0.18
2942,3,1,57,0.339,0.14
2958,2,1,59,0.305,0.19
2969,2,1,61,0.186,0.21
2974,1,1,59,0.170,0.21
2983,2,0,57,0.274,0.17
2992,4,1,56,0.640,0.15
2995,2,0,55,0.138,0.24
3005,2,1,60,0.175,0.21
3006,2,1,59,0.225,0.19
3010,4,1,59,0.461,0.15
3020,2,1,57,0.250,0.23
3022,4,1,56,0.520,0.18
3024,4,1,55,0.556,0.20
3025,2,1,55,0.315,0.20
3036,2,1,59,0.303,0.18
3044,1,1,56,0.000,0.00
3051,2,1,54,0.244,0.18
3052,2,1,54,0.095,0.20
3054,4,1,54,0.504,0.15
3058,2,1,59,0.214,0.17
3064,3,1,57,0.403,0.16
3065,2,1,57,0.220,0.19
3066,2,1,57,0.193,0.20
3070,4,1,56,0.507,0.14
3072,2,1,55,0.306,0.19
3073,2,1,54,0.186,0.18
3075,3,1,54,0.485,0.15
3079,2,1,54,0.330,0.19
3081,2,1,53,0.333,0.19
3085,2,1,57,0.232,0.19
3090,2,1,56,0.133,0.22
3105,2,1,53,0.356,0.18
3107,2,1,53,0.297,0.19
3108,2,1,53,0.132,0.18
3117,2,0,55,0.039,0.25
3120,2,1,55,0.202,0.21
3122,2,1,55,0.211,0.19
3123,2,1,55,0.197,0.22
3128,2,0,53,0.188,0.19
3135,2,1,58,0.228,0.19
3136,2,1,58,0.166,0.19
3137,2,1,57,0.175,0.20
3138,2,1,57,0.155,0.23
3139,2,0,56,0.044,0.22
3141,2,1,55,0.282,0.20
3142,2,0,54,0.119,0.19
3151,2,1,53,0.287,0.20
3153,2,1,53,0.265,0.20
3156,4,1,52,0.520,0.17
3158,3,1,52,0.361,0.14
3159,4,1,52,0.704,0.15
3161,2,1,57,0.384,0.18
3164,2,1,56,0.386,0.19
3169,2,0,54,0.142,0.22
