racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
2014,2,1,71,0.183,0.18
2538,2,1,69,0.079,0.20
2785,2,1,64,0.169,0.19
2787,2,1,63,0.260,0.18
2816,2,1,65,0.266,0.21
2841,2,1,62,0.308,0.18
2844,2,1,61,0.247,0.19
2876,2,1,61,0.401,0.17
2878,3,1,60,0.411,0.18
2883,2,1,65,0.160,0.21
2903,2,1,59,0.247,0.18
2907,2,1,64,0.058,0.20
2912,2,1,63,0.275,0.17
2930,3,1,62,0.402,0.17
2935,2,1,60,0.269,0.19
2941,2,1,58,0.103,0.20
2942,2,1,58,0.366,0.12
2958,2,1,61,0.204,0.19
2983,2,0,59,0.140,0.17
2992,4,1,57,0.405,0.15
3005,1,1,61,0.000,0.00
3006,2,1,61,0.197,0.22
3020,2,1,58,0.241,0.24
3022,4,1,58,0.486,0.16
3024,4,1,57,0.560,0.16
3025,2,1,56,0.181,0.20
3036,2,1,60,0.219,0.17
3044,2,1,58,0.180,0.19
3051,2,1,56,0.218,0.17
3052,2,1,56,0.142,0.20
3054,4,1,55,0.482,0.16
3058,2,1,61,0.256,0.18
3064,2,1,59,0.381,0.17
3065,2,1,59,0.245,0.19
3066,2,1,58,0.168,0.19
3070,3,1,57,0.338,0.15
3072,2,1,57,0.375,0.17
3073,2,1,56,0.238,0.16
3075,3,1,56,0.414,0.16
3079,2,1,55,0.291,0.19
3081,3,1,55,0.457,0.17
3085,2,1,58,0.338,0.19
3105,2,1,55,0.311,0.18
3107,2,1,55,0.245,0.17
3108,2,1,55,0.186,0.18
3117,2,0,57,0.109,0.22
3122,2,1,57,0.196,0.17
3123,2,1,56,0.133,0.19
3135,1,1,60,0.047,0.22
3136,1,1,59,0.104,0.18
3137,2,1,58,0.062,0.19
3138,2,1,58,0.146,0.23
3141,2,1,57,0.234,0.17
3142,2,0,56,0.261,0.21
3151,2,1,54,0.367,0.15
3153,2,1,54,0.255,0.23
3156,2,1,54,0.320,0.16
3158,4,1,53,0.511,0.14
3159,4,1,53,0.627,0.15
3161,3,1,58,0.413,0.19
3164,2,1,57,0.217,0.22
3170,2,1,55,0.128,0.23
3174,2,1,55,0.149,0.19
3175,3,0,55,0.336,0.16
3176,2,1,54,0.230,0.21
3177,2,0,54,0.175,0.20
3182,2,0,53,0.144,0.21
3186,2,1,58,0.344,0.19
3187,2,1,57,0.186,0.20
3188,4,0,57,0.512,0.17
3189,2,1,56,0.137,0.20
3200,4,1,53,0.438,0.16
3202,2,1,53,0.209,0.19
3207,2,0,53,0.184,0.19
3211,2,1,56,0.250,0.17
3212,3,1,56,0.409,0.16
3214,2,1,56,0.076,0.19
3220,2,1,54,0.245,0.19
3224,3,1,53,0.350,0.17
3226,2,1,53,0.237,0.20
3227,3,1,53,0.439,0.16
3231,3,1,52,0.376,0.17
3232,4,0,52,0.547,0.15
3233,3,1,51,0.458,0.17
3234,2,1,51,0.157,0.17
3235,2,1,56,0.220,0.18
3236,2,1,56,0.208,0.20
3243,1,1,54,0.083,0.22
3245,3,1,54,0.318,0.16
3246,3,1,54,0.353,0.16
3251,4,1,52,0.376,0.17
3254,2,0,51,0.175,0.22
3256,4,1,51,0.608,0.15
3257,4,1,51,0.694,0.13
3261,2,1,55,0.252,0.18
3265,4,1,53,0.634,0.14
3268,4,1,53,0.465,0.17
3273,2,1,53,0.215,0.17
3276,2,1,52,0.218,0.20
3277,2,1,52,0.299,0.17
3280,2,0,51,0.281,0.19
3281,2,1,51,0.152,0.22
3282,2,1,51,0.271,0.21
3283,2,1,51,0.294,0.17
3284,4,1,51,0.444,0.19
3286,2,1,50,0.360,0.18
3289,3,0,55,0.376,0.19
3290,4,1,55,0.581,0.15
3293,2,1,53,0.203,0.20
3294,2,1,53,0.257,0.15
3295,3,1,52,0.421,0.17
3296,1,1,51,0.142,0.25
3297,3,1,51,0.389,0.19
3298,1,0,51,0.400,0.14
3300,4,1,51,0.566,0.14
3302,3,0,51,0.424,0.19
3303,2,1,51,0.300,0.19
3304,4,1,51,0.428,0.17
3305,2,1,51,0.340,0.18
3306,2,1,50,0.173,0.17
3307,1,1,50,0.000,0.00
3310,2,1,54,0.126,0.19
3313,2,1,53,0.284,0.18
3315,2,1,53,0.312,0.16
3319,3,1,51,0.448,0.15
3325,2,1,51,0.180,0.15
3327,4,1,51,0.513,0.17
3331,4,1,50,0.453,0.15
3333,3,1,50,0.389,0.18
3334,3,0,50,0.413,0.21
3335,2,1,49,0.195,0.20
3336,2,1,54,0.232,0.17
3338,2,1,53,0.191,0.16
3339,2,1,53,0.287,0.15
3340,2,1,53,0.273,0.21
3343,3,1,53,0.404,0.19
3346,2,1,52,0.244,0.16
3347,3,1,51,0.400,0.16
3349,4,1,50,0.570,0.16
3350,3,1,50,0.312,0.16
3352,2,1,50,0.234,0.14
3353,2,1,50,0.322,0.18
3355,2,0,50,0.150,0.26
3357,2,0,50,0.229,0.20
3358,1,1,49,0.145,0.22
3360,3,1,49,0.414,0.19
3361,2,1,49,0.287,0.17
3362,4,1,49,0.612,0.19
3365,2,1,53,0.288,0.17
3370,2,1,52,0.186,0.18
3372,2,1,52,0.132,0.19
3376,2,1,51,0.154,0.23
3377,2,1,51,0.129,0.21
3379,1,1,50,0.375,0.17
3381,4,1,50,0.496,0.15
