,target_com,depth,target_per,threshold,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数
0,1.0,5.0,206.0,0.85,22670.0,21000.0,60312.0,210.0,107.95238095238095,16.19047619047619,34.0
1,4.0,8.0,170.0,0.85,24040.0,25100.0,60312.0,251.0,95.77689243027888,11.952191235059761,30.0
2,5.0,5.0,124.0,0.92,22240.0,27200.0,60312.0,272.0,81.76470588235294,11.397058823529411,31.0
3,6.0,5.0,220.0,0.85,13910.0,15300.0,60312.0,153.0,90.91503267973856,8.49673202614379,13.0
4,9.0,8.0,162.0,0.92,17740.0,22500.0,60312.0,225.0,78.84444444444443,8.0,18.0
5,13.0,5.0,118.0,0.92,23720.0,37000.0,60312.0,370.0,64.10810810810811,7.837837837837839,29.0
6,18.0,8.0,262.0,0.85,8790.0,7700.0,60312.0,77.0,114.15584415584416,9.090909090909092,7.0
