,target_com,depth,target_per,threshold,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,的中数_std,利益率_std,score,number_i
34,3.0,8.0,124.0,0.85,92660.0,69300.0,143.0,693.0,133.70851370851372,8.513708513708513,59.0,2.7454027390626794,0.7038861227390415,3.449288861801721,11.0
108,4.0,5.0,178.0,0.9,61310.0,34600.0,108.0,346.0,177.19653179190752,8.670520231213873,30.0,0.5868968798548663,2.5695751614035403,3.1564720412584064,38.0
216,9.0,5.0,228.0,0.9,24840.0,20400.0,141.0,204.0,121.76470588235291,12.254901960784313,25.0,,,,63.0
217,10.0,5.0,208.0,0.85,45220.0,30200.0,123.0,302.0,149.73509933774832,8.27814569536424,25.0,0.7831678476596116,2.5419739640260484,3.32514181168566,53.0
273,21.0,8.0,194.0,0.9,56790.0,24500.0,93.0,245.0,231.79591836734693,6.122448979591836,15.0,-0.8877418981080956,4.600735515524354,3.7129936174162586,46.0
290,22.0,8.0,156.0,0.9,34840.0,27600.0,94.0,276.0,126.23188405797102,5.434782608695652,15.0,-1.0,1.0000000000000022,2.220446049250313e-15,27.0
509,23.0,8.0,124.0,0.9,88130.0,42200.0,62.0,422.0,208.8388625592417,6.872037914691943,29.0,2.7223689972281413,1.9637009695031153,4.686069966731257,11.0
