,place_name,date,num_race,racer_1_id,racer_2_id,racer_3_id,racer_4_id,racer_5_id,racer_6_id,pred_3,pred_4,pred_5,pred_7,pred_13,pred_14,bet_3,bet_4,bet_5,bet_7,bet_13,bet_14,buy_flag_3,buy_flag_4,buy_flag_5,buy_flag_7,buy_flag_13,buy_flag_14,total_use,result_coms,return_money,get,use,hit_flag
22,asiya,20220102,11,4296,4395,4256,4588,4614,4684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1480,0.0,0.0,0
23,asiya,20220102,12,3783,4545,4189,4551,3188,4958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,17690,0.0,0.0,0
24,asiya,20220103,1,4802,5131,3627,3604,3851,5193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,360,0.0,0.0,0
25,asiya,20220103,2,4551,2903,4632,4256,5117,5227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1070,0.0,0.0,0
26,asiya,20220103,3,4614,4607,3473,3825,5029,5144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2740,0.0,0.0,0
27,asiya,20220103,4,3853,4189,3564,4640,5102,5022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,690,0.0,0.0,0
28,asiya,20220103,5,4684,4506,4193,5131,4545,5198,0.0,0.0,0.01709800102691128,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200,89,1620,0.0,200.0,0
29,asiya,20220103,6,3188,3604,5117,5193,5227,5008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,102,2480,0.0,0.0,0
30,asiya,20220103,7,4632,3851,3825,4555,5144,4866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,880,0.0,0.0,0
31,asiya,20220103,8,4588,5022,5029,4607,2903,5200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55,7070,0.0,0.0,0
32,asiya,20220103,9,4640,3734,4545,3564,5198,3627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,1370,0.0,0.0,0
33,asiya,20220103,10,4256,4193,3188,3473,4684,3853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,2440,0.0,0.0,0
34,asiya,20220103,11,4555,4551,4588,4189,4614,4802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,95,22280,0.0,0.0,0
35,asiya,20220103,12,4296,4148,3783,4395,4932,4958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,620,0.0,0.0,0
36,asiya,20220106,1,3915,4023,4232,3501,3878,3352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,2730,0.0,0.0,0
37,asiya,20220106,2,4100,3523,4423,3822,4753,5134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,1500,0.0,0.0,0
38,asiya,20220106,3,4292,3866,4155,3680,3777,5152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,470,0.0,0.0,0
39,asiya,20220106,4,3873,3745,3600,4319,4574,5212,0.0,0.0,0.01848055415704586,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200,2,420,0.0,200.0,0
40,asiya,20220106,5,3350,5048,3661,4566,4329,4023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71,8090,0.0,0.0,0
41,asiya,20220106,6,3878,4562,3257,4079,5134,3444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41,1570,0.0,0.0,0
42,asiya,20220106,7,3825,4122,4789,3866,4423,5106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,3610,0.0,0.0,0
43,asiya,20220106,8,3745,4251,4214,3523,3501,5223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,580,0.0,0.0,0
44,asiya,20220106,9,3680,4319,4046,5048,3352,2878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1780,0.0,0.0,0
45,asiya,20220106,10,4079,3558,4100,3777,3600,3661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,640,0.0,0.0,0
46,asiya,20220106,11,4523,4329,4292,4782,4122,4214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,2420,0.0,0.0,0
47,asiya,20220106,12,3257,3822,4566,3915,3873,4155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,2180,0.0,0.0,0
48,asiya,20220107,1,4566,4046,4079,4753,4232,5223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,1150,0.0,0.0,0
49,asiya,20220107,2,2878,4789,3825,3873,5152,5048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,7920,0.0,0.0,0
50,asiya,20220107,3,3558,3444,3822,4023,4319,5212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,1320,0.0,0.0,0
51,asiya,20220107,4,4155,4100,3878,4214,5106,5134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,1290,0.0,0.0,0
52,asiya,20220107,5,3777,4753,4523,3352,3257,4251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,28690,0.0,0.0,0
53,asiya,20220107,6,3661,3600,3350,3825,5223,4292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,1090,0.0,0.0,0
54,asiya,20220107,7,3444,4782,3523,4574,4562,5152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,1960,0.0,0.0,0
55,asiya,20220107,8,4319,3501,3873,4046,3866,5106,0.0,0.0,0.10752656424255447,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1100,7,840,0.0,1100.0,0
56,asiya,20220107,9,4232,3915,3680,4423,5212,4100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,2930,0.0,0.0,0
57,asiya,20220107,10,4122,4155,4782,4251,3558,3745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,78,52710,0.0,0.0,0
58,asiya,20220107,11,4214,3257,4562,3350,4789,4329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,850,0.0,0.0,0
59,asiya,20220107,12,3822,2878,4574,4292,4523,4079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,76,5790,0.0,0.0,0
60,asiya,20220108,1,3873,3680,4122,3600,3352,3866,0.0,0.0,0.08797197720220362,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,900,8,940,0.0,900.0,0
61,asiya,20220108,2,4292,4574,3501,3558,3661,5212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1090,0.0,0.0,0
62,asiya,20220108,3,3350,4753,3915,4329,2878,5223,0.0,0.0,0.016116562373682974,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200,10,1670,0.0,200.0,0
63,asiya,20220108,4,3257,3777,5048,4523,4782,5134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,420,0.0,0.0,0
64,asiya,20220108,5,3745,4100,4023,5152,3822,4122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,410,0.0,0.0,0
65,asiya,20220108,6,3600,4566,4423,5106,3523,3558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,1770,0.0,0.0,0
66,asiya,20220108,7,3501,4079,4329,4789,4251,3352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,830,0.0,0.0,0
67,asiya,20220108,8,4214,4782,3866,2878,5212,3825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,2040,0.0,0.0,0
68,asiya,20220108,9,4046,3873,3444,5134,4023,4232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,1640,0.0,0.0,0
69,asiya,20220108,10,3523,3350,4562,4155,3680,4319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,2710,0.0,0.0,0
70,asiya,20220108,11,4523,4423,4574,4100,3915,3878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,900,0.0,0.0,0
71,asiya,20220108,12,4566,3661,3745,4753,4214,3777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,590,0.0,0.0,0
72,asiya,20220109,1,4155,3825,4079,4232,4562,5134,0.0,0.0,0.037024377029397204,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,400,2,2500,0.0,400.0,0
73,asiya,20220109,2,3777,5048,4329,4566,5223,3600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1100,0.0,0.0,0
74,asiya,20220109,3,2878,4789,3257,3444,3350,5152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,73,3550,0.0,0.0,0
75,asiya,20220109,4,3822,4523,3523,3745,4046,5212,0.0,0.0,0.04107894605195961,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,400,1,1000,0.0,400.0,0
76,asiya,20220109,5,4100,4292,4251,3873,3825,5106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,5620,0.0,0.0,0
77,asiya,20220109,6,4329,3661,3558,3915,4782,3352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1940,0.0,0.0,0
78,asiya,20220109,7,4023,4232,4753,4122,5152,5223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,5110,0.0,0.0,0
79,asiya,20220109,8,4319,3878,4155,4789,5048,4523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,700,0.0,0.0,0
80,asiya,20220109,9,3866,3257,5106,4423,3745,3680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,2440,0.0,0.0,0
81,asiya,20220109,10,4251,4214,2878,4574,4566,4046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75,30230,0.0,0.0,0
82,asiya,20220109,11,3558,4562,3822,4319,3444,3501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,4840,0.0,0.0,0
83,asiya,20220109,12,3915,3777,3878,4292,4079,3350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,7000,0.0,0.0,0
84,asiya,20220110,1,3822,4423,4251,3444,3661,5134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,71,19610,0.0,0.0,0
85,asiya,20220110,2,4523,3878,3501,4292,5212,4753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,9890,0.0,0.0,0
86,asiya,20220110,3,3873,4079,3777,5152,4214,3523,0.0,0.0,0.15561414826001618,0.0,0.0,0.0,0.0,0.0,1600.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1600,84,17920,0.0,1600.0,0
87,asiya,20220110,4,4155,3558,4782,4100,4789,5106,0.0,0.0,0.051574214702922117,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,500,24,9610,0.0,500.0,0
88,asiya,20220110,5,3745,3825,4566,4122,4423,5223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,1560,0.0,0.0,0
89,asiya,20220110,6,4574,3915,4753,2878,3352,4232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1330,0.0,0.0,0
90,asiya,20220110,7,4562,3680,3600,4046,5048,5212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,2210,0.0,0.0,0
91,asiya,20220110,8,3350,3501,3257,3523,3866,4782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57,12170,0.0,0.0,0
92,asiya,20220110,9,4292,4100,4155,4329,4122,4251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1120,0.0,0.0,0
93,asiya,20220110,10,3915,3745,3822,3661,4319,3825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,690,0.0,0.0,0
94,asiya,20220110,11,4566,4523,4214,4079,4562,4574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,5040,0.0,0.0,0
95,asiya,20220110,12,3257,3873,3350,3777,3878,3444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,840,0.0,0.0,0
96,asiya,20220112,1,3873,4574,4122,5106,3825,3352,0.0,0.0,0.21815407077858628,0.0,0.0,0.0,0.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2200,85,44710,0.0,2200.0,0
97,asiya,20220112,2,3558,5048,4046,3822,5223,3501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,72,9580,0.0,0.0,0
98,asiya,20220112,3,4155,4232,3745,4251,4319,3600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,16200,0.0,0.0,0
99,asiya,20220112,4,4523,4562,2878,3444,4753,5212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,740,0.0,0.0,0
100,asiya,20220112,5,3777,3878,4423,3352,4079,3680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,48640,0.0,0.0,0
101,asiya,20220112,6,4782,4329,3558,3661,3523,5223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,1630,0.0,0.0,0
102,asiya,20220112,7,4789,3825,4232,4122,4046,5152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,81,10370,0.0,0.0,0
103,asiya,20220112,8,4214,4753,4251,3866,5048,5134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42,5600,0.0,0.0,0
104,asiya,20220112,9,4423,4319,3444,2878,5106,3878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,69,13920,0.0,0.0,0
105,asiya,20220112,10,3822,4079,4574,4523,3661,3777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,680,0.0,0.0,0
106,asiya,20220112,11,3745,3873,4329,4214,4155,4562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,1940,0.0,0.0,0
107,asiya,20220112,12,4566,3257,4292,3915,4100,3350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29,8190,0.0,0.0,0
108,asiya,20220121,1,4848,3499,4262,4586,4530,4095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,109,40830,0.0,0.0,0
109,asiya,20220121,2,4175,4350,4266,4524,4344,4459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43,12300,0.0,0.0,0
110,asiya,20220121,3,3874,4736,3942,4772,4832,4477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66,43960,0.0,0.0,0
111,asiya,20220121,4,4227,4504,4963,4512,4732,3415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,2760,0.0,0.0,0
112,asiya,20220121,5,4530,4191,3854,4798,4238,4643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1880,0.0,0.0,0
113,asiya,20220121,6,4682,4459,4831,4793,4586,4296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,4040,0.0,0.0,0
