racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
2014,2,1,71,0.280,0.16
2538,2,1,69,0.200,0.19
2698,2,1,64,0.181,0.20
2785,2,1,63,0.222,0.20
2787,2,1,63,0.268,0.16
2816,2,1,65,0.259,0.22
2820,1,1,65,0.000,0.00
2841,2,1,61,0.243,0.18
2844,2,1,61,0.207,0.20
2876,3,1,60,0.438,0.17
2878,3,1,60,0.419,0.19
2883,2,1,64,0.202,0.21
2903,2,1,58,0.234,0.18
2907,2,1,63,0.184,0.21
2912,2,1,62,0.275,0.21
2930,3,1,61,0.407,0.19
2935,2,1,60,0.169,0.21
2941,2,1,58,0.152,0.21
2942,3,1,58,0.403,0.11
2958,2,1,60,0.224,0.19
2969,1,1,62,0.081,0.23
2983,2,0,58,0.210,0.17
2992,4,1,57,0.567,0.14
2995,1,0,56,0.105,0.26
3005,2,1,61,0.114,0.18
3006,2,1,60,0.236,0.22
3020,2,1,58,0.318,0.23
3022,4,1,57,0.572,0.15
3024,4,1,56,0.561,0.18
3025,2,1,56,0.118,0.24
3036,2,1,60,0.285,0.17
3044,1,1,57,0.192,0.18
3051,2,1,55,0.196,0.18
3052,2,1,55,0.136,0.20
3054,3,1,55,0.419,0.16
3058,2,1,60,0.279,0.17
3064,2,1,58,0.247,0.21
3065,2,1,58,0.204,0.20
3066,2,1,58,0.232,0.19
3070,4,1,57,0.495,0.15
3072,1,1,56,0.571,0.17
3073,2,1,55,0.252,0.18
3075,3,1,55,0.436,0.15
3079,2,1,55,0.265,0.21
3081,3,1,54,0.383,0.18
3085,2,1,58,0.222,0.21
3090,2,1,57,0.137,0.20
3105,2,1,54,0.345,0.18
3107,2,1,54,0.263,0.19
3108,2,1,54,0.183,0.17
3117,2,0,56,0.134,0.23
3122,2,1,56,0.138,0.18
3123,2,1,56,0.188,0.21
3135,1,1,59,0.152,0.20
3136,2,1,59,0.233,0.18
3137,2,1,58,0.111,0.18
3138,2,1,58,0.132,0.24
3141,2,1,56,0.210,0.19
3142,2,0,55,0.101,0.17
3151,3,1,54,0.385,0.15
3153,2,1,54,0.155,0.23
3156,2,1,53,0.266,0.19
3158,4,1,53,0.550,0.15
3159,4,1,53,0.547,0.17
3161,4,1,58,0.458,0.18
3164,2,1,57,0.309,0.18
3170,2,1,55,0.226,0.20
3174,2,1,54,0.118,0.20
3175,3,0,54,0.410,0.16
3176,2,1,54,0.205,0.22
3177,2,0,54,0.154,0.21
3182,2,0,53,0.115,0.25
3186,2,1,58,0.294,0.20
3187,2,1,57,0.281,0.19
3188,4,0,56,0.537,0.17
3189,2,1,56,0.172,0.20
3200,4,1,53,0.546,0.16
3202,2,1,53,0.194,0.20
3207,2,0,52,0.188,0.19
3211,2,1,56,0.333,0.16
3212,3,1,56,0.382,0.17
3214,2,1,55,0.177,0.20
3220,2,1,54,0.297,0.18
3224,2,1,53,0.227,0.20
3226,3,1,52,0.356,0.19
3227,3,1,52,0.454,0.17
3231,2,1,52,0.297,0.18
3232,4,0,51,0.448,0.15
3233,4,1,51,0.493,0.17
3234,2,1,51,0.243,0.16
3235,2,1,56,0.281,0.19
3236,2,1,56,0.360,0.17
3243,1,1,54,0.000,0.00
3245,2,1,53,0.304,0.16
3246,2,1,53,0.263,0.17
3251,4,1,51,0.424,0.16
3254,2,0,51,0.191,0.22
3256,4,1,51,0.420,0.15
3257,4,1,51,0.684,0.13
3261,2,1,55,0.241,0.20
3265,4,1,53,0.615,0.15
3268,3,1,53,0.410,0.17
3273,2,1,52,0.297,0.18
3276,2,1,52,0.171,0.20
