,target_com,depth,target_per,threshold,total_get_test,total_use_test,num_com_test,num_pred_test,gain_test,gain_std_test,num_hit_test,buy_hit_per_test,buy_hit_per_std_test,plus_month_num_test,diff_mea_med_test,total_get_final,total_use_final,num_com_final,num_pred_final,gain_final,gain_std_final,num_hit_final,buy_hit_per_final,buy_hit_per_std_final,plus_month_num_final,diff_mea_med_final
3394,7.0,7.0,120.0,0.54,24960.0,23300.0,48.0,233.0,107.12446351931332,44.81986634337371,18.0,7.725321888412018,0.650890596055927,3.0,571.5,4180.0,11800.0,25.0,118.0,35.42372881355932,5.678918882539631,5.0,4.23728813559322,0.4892798891437506,0.0,0.0
3395,7.0,7.0,120.0,0.58,18390.0,18100.0,48.0,181.0,101.60220994475138,63.96331766022946,13.0,7.18232044198895,0.4941586690607269,2.0,466.5,3150.0,9500.0,25.0,95.0,33.1578947368421,22.379253376803565,4.0,4.2105263157894735,0.6077371254627639,0.0,0.0
3397,7.0,7.0,121.0,0.54,24410.0,22900.0,48.0,229.0,106.5938864628821,50.02515982576375,17.0,7.423580786026202,0.6622598641093057,3.0,580.6666666666665,3150.0,12000.0,25.0,120.0,26.25,16.639980827520326,4.0,3.333333333333333,0.4811252243246882,0.0,0.0
3398,7.0,7.0,121.0,0.58,18390.0,18100.0,48.0,181.0,101.60220994475138,62.62421472760143,13.0,7.18232044198895,0.4941586690607269,2.0,466.5,2710.0,9300.0,25.0,93.0,29.13978494623656,18.088817762378145,3.0,3.225806451612903,0.0,0.0,0.0
3401,7.0,7.0,122.0,0.58,18390.0,17900.0,48.0,179.0,102.73743016759778,63.29797588829217,13.0,7.262569832402235,0.49967999497202,2.0,466.5,2710.0,9600.0,25.0,96.0,28.229166666666668,17.084739205155785,3.0,3.125,0.0,0.0,0.0
3403,7.0,7.0,123.0,0.54,22900.0,22200.0,48.0,222.0,103.15315315315314,42.39175935339916,16.0,7.207207207207207,0.4934437455001497,3.0,604.6666666666665,3150.0,12100.0,25.0,121.0,26.033057851239672,16.979869572205,4.0,3.3057851239669422,0.4771489828013436,0.0,0.0
3404,7.0,7.0,123.0,0.58,18390.0,17800.0,48.0,178.0,103.31460674157302,64.04251000458544,13.0,7.303370786516854,0.5024871859550089,2.0,466.5,3150.0,9300.0,25.0,93.0,33.87096774193548,22.051724000376343,4.0,4.301075268817205,0.6208067410641138,0.0,0.0
3406,7.0,7.0,124.0,0.54,22900.0,22400.0,48.0,224.0,102.23214285714286,41.8287772771069,16.0,7.142857142857142,0.4890379977724697,3.0,604.6666666666665,3150.0,11800.0,25.0,118.0,26.69491525423729,17.46520135823544,4.0,3.389830508474576,0.4892798891437506,0.0,0.0
3407,7.0,7.0,124.0,0.58,18390.0,17700.0,48.0,177.0,103.89830508474576,65.04990431799575,13.0,7.344632768361582,0.505326096610122,2.0,466.5,2710.0,9400.0,25.0,94.0,28.829787234042552,17.700244258397785,3.0,3.191489361702128,0.0,0.0,0.0
3409,7.0,7.0,125.0,0.54,22900.0,21500.0,48.0,215.0,106.51162790697674,44.3888630496356,16.0,7.441860465116279,0.5095093558187592,3.0,604.6666666666665,3150.0,11000.0,25.0,110.0,28.63636363636364,18.596101297780702,4.0,3.636363636363636,0.524863881081478,0.0,0.0
