,target_com,depth,target_per,threshold,total_get_test,total_use_test,num_com_test,num_pred_test,gain_test,gain_std_test,num_hit_test,buy_hit_per_test,buy_hit_per_std_test,plus_month_num_test,diff_mea_med_test,total_get_final,total_use_final,num_com_final,num_pred_final,gain_final,gain_std_final,num_hit_final,buy_hit_per_final,buy_hit_per_std_final,plus_month_num_final,diff_mea_med_final
3246,7.0,5.0,155.0,0.5,21890.0,12700.0,37.0,127.0,172.36220472440945,167.38942387143797,8.0,6.299212598425196,1.1941536132364643,2.0,98.0,13180.0,10200.0,23.0,102.0,129.2156862745098,25.629146481552542,16.0,15.68627450980392,3.151519856533646,2.0,84.53703703703718
3249,7.0,5.0,156.0,0.5,21890.0,12500.0,37.0,125.0,175.12,158.90109233530825,8.0,6.4,1.2132600710482482,2.0,98.0,12240.0,10100.0,23.0,101.0,121.18811881188118,39.77330714130226,15.0,14.85148514851485,3.569852747984147,2.0,76.75925925925924
3252,7.0,5.0,157.0,0.5,21890.0,12600.0,37.0,126.0,173.7301587301587,159.9777165105342,8.0,6.349206349206349,1.2036310228653255,2.0,98.0,12240.0,10100.0,23.0,101.0,121.18811881188118,38.779186062859935,15.0,14.85148514851485,3.569852747984147,2.0,76.75925925925924
3255,7.0,5.0,158.0,0.5,21890.0,12900.0,37.0,129.0,169.68992248062017,150.95533547664456,8.0,6.2015503875969,1.1756396037289225,2.0,98.0,12240.0,10200.0,23.0,102.0,120.0,42.94186870654492,15.0,14.705882352941178,3.5348541916313625,2.0,76.75925925925924
3258,7.0,5.0,159.0,0.5,21890.0,13000.0,37.0,130.0,168.3846153846154,157.2203110242565,8.0,6.153846153846154,1.166596222161777,2.0,98.0,12240.0,10100.0,23.0,101.0,121.18811881188118,43.60097120668346,15.0,14.85148514851485,3.569852747984147,2.0,76.75925925925924
3261,7.0,5.0,160.0,0.5,21890.0,12300.0,37.0,123.0,177.96747967479675,162.92092862701372,8.0,6.504065040650407,1.232987877081553,2.0,98.0,12240.0,9700.0,23.0,97.0,126.18556701030928,42.99322507448963,15.0,15.463917525773196,3.717063170581433,2.0,76.75925925925924
3264,7.0,5.0,161.0,0.5,21890.0,12600.0,37.0,126.0,173.7301587301587,150.26143799393293,8.0,6.349206349206349,1.2036310228653255,2.0,98.0,12240.0,10000.0,23.0,100.0,122.4,43.13351920474892,15.0,15.0,3.605551275463989,2.0,76.75925925925924
3267,7.0,5.0,162.0,0.5,21890.0,12300.0,37.0,123.0,177.96747967479675,160.61301534509627,8.0,6.504065040650407,1.232987877081553,2.0,98.0,12240.0,9600.0,23.0,96.0,127.5,43.96837875254382,15.0,15.625,3.7557825786083225,2.0,76.75925925925924
3270,7.0,5.0,163.0,0.5,21890.0,12300.0,37.0,123.0,177.96747967479675,155.9270530298405,8.0,6.504065040650407,1.232987877081553,2.0,98.0,12240.0,9500.0,23.0,95.0,128.8421052631579,42.38595590614369,15.0,15.789473684210526,3.7953171320673578,2.0,76.75925925925924
3273,7.0,5.0,164.0,0.5,21510.0,11500.0,37.0,115.0,187.0434782608696,178.76310966993938,7.0,6.086956521739131,1.318760946791574,2.0,98.0,10810.0,9100.0,23.0,91.0,118.7912087912088,45.67192458850064,14.0,15.384615384615383,4.160372414505695,1.0,95.92592592592598
3514,7.0,7.0,160.0,0.54,17530.0,10400.0,37.0,104.0,168.55769230769232,144.9944506917937,7.0,6.730769230769231,1.0963225241337864,2.0,-24.666666666666515,10810.0,9400.0,23.0,94.0,115.0,39.34868636253694,14.0,14.893617021276595,4.027594571489556,1.0,95.92592592592598
5492,11.0,7.0,147.0,0.58,5430.0,3300.0,21.0,33.0,164.54545454545456,220.7608930513429,1.0,3.0303030303030303,1.3551927136362365,1.0,0.0,2760.0,3100.0,14.0,31.0,89.03225806451613,66.73627220296478,2.0,6.451612903225806,1.862420223192341,1.0,0.0
6554,14.0,5.0,81.0,0.58,49940.0,30200.0,24.0,302.0,165.36423841059602,104.7052100209865,11.0,3.642384105960265,0.544095255799834,4.0,66.80000000000018,20940.0,14600.0,18.0,146.0,143.4246575342466,52.65926429890318,12.0,8.21917808219178,1.3698630136986298,3.0,131.94444444444434
6557,14.0,5.0,82.0,0.58,49940.0,30300.0,24.0,303.0,164.81848184818483,107.3606747927282,11.0,3.630363036303631,0.542299561886303,4.0,66.80000000000018,17740.0,14800.0,18.0,148.0,119.86486486486488,16.81848950878142,11.0,7.432432432432432,1.032111643008072,3.0,143.5
6613,14.0,5.0,101.0,0.54,44470.0,27100.0,24.0,271.0,164.0959409594096,127.3938465694145,10.0,3.690036900369003,0.4519353768972654,4.0,-69.0,17740.0,13600.0,18.0,136.0,130.44117647058823,16.222539894843123,11.0,8.088235294117647,1.1231803173911374,3.0,143.5
6616,14.0,5.0,102.0,0.54,44470.0,24900.0,24.0,249.0,178.59437751004018,129.0754207865518,10.0,4.016064257028113,0.4918654101974252,4.0,-69.0,17950.0,13800.0,18.0,138.0,130.07246376811594,15.484146566173356,11.0,7.971014492753622,1.106902341776773,3.0,157.5
6625,14.0,5.0,105.0,0.54,43750.0,23600.0,24.0,236.0,185.3813559322034,137.49483887434732,9.0,3.8135593220338975,0.5524747801019194,4.0,-69.0,17740.0,12400.0,18.0,124.0,143.06451612903226,17.24383419075697,11.0,8.870967741935484,1.231875186816086,3.0,143.5
6672,14.0,5.0,121.0,0.5,41580.0,24400.0,24.0,244.0,170.40983606557376,141.74137210472895,8.0,3.278688524590164,0.5498527813524073,3.0,-69.0,20940.0,13500.0,18.0,135.0,155.11111111111111,46.90483035642333,12.0,8.88888888888889,1.4814814814814814,3.0,131.94444444444434
6806,14.0,7.0,81.0,0.58,49940.0,29800.0,24.0,298.0,167.58389261744966,116.22773449352567,11.0,3.691275167785235,0.5513985478239927,4.0,66.80000000000018,20940.0,14700.0,18.0,147.0,142.44897959183675,53.43900763742512,12.0,8.16326530612245,1.3605442176870748,3.0,131.94444444444434
6809,14.0,7.0,82.0,0.58,49940.0,29700.0,24.0,297.0,168.14814814814815,111.9722713441884,11.0,3.7037037037037033,0.5532551085910768,4.0,66.80000000000018,16390.0,14700.0,18.0,147.0,111.49659863945578,8.002067257857615,10.0,6.802721088435375,0.7855105703260215,3.0,125.0
6865,14.0,7.0,101.0,0.54,44470.0,26800.0,24.0,268.0,165.93283582089552,123.82814503168744,10.0,3.731343283582089,0.4569943549968616,4.0,-69.0,17950.0,13600.0,18.0,136.0,131.98529411764704,22.68843087340772,11.0,8.088235294117647,1.1231803173911374,3.0,157.5
6868,14.0,7.0,102.0,0.54,44470.0,25700.0,24.0,257.0,173.03501945525292,129.37287076090277,10.0,3.891050583657588,0.4765544246659879,4.0,-69.0,17950.0,13300.0,18.0,133.0,134.9624060150376,20.03712251137533,11.0,8.270676691729323,1.148515211768381,3.0,157.5
6877,14.0,7.0,105.0,0.54,43750.0,25600.0,24.0,256.0,170.8984375,139.9616866070989,9.0,3.515625,0.5093126879064569,4.0,-69.0,13400.0,13000.0,18.0,130.0,103.07692307692308,30.142244747060676,9.0,6.923076923076923,0.7692307692307693,2.0,135.2777777777776
6889,14.0,7.0,109.0,0.54,39740.0,22600.0,24.0,226.0,175.84070796460176,164.1096517440057,8.0,3.5398230088495577,0.5936463657079087,3.0,-69.0,16600.0,12300.0,18.0,123.0,134.95934959349594,11.299036467574366,10.0,8.130081300813007,0.9387809255115868,3.0,142.5
6892,14.0,7.0,110.0,0.54,39740.0,22600.0,24.0,226.0,175.84070796460176,160.1391549212427,8.0,3.5398230088495577,0.5936463657079087,3.0,-69.0,14750.0,11800.0,18.0,118.0,125.0,14.980751109560044,10.0,8.47457627118644,0.9785597782875012,3.0,85.0
6900,14.0,7.0,113.0,0.5,48290.0,28700.0,24.0,287.0,168.25783972125436,124.01139198266428,11.0,3.8327526132404177,0.5725322900750864,4.0,0.8000000000001819,20940.0,15100.0,18.0,151.0,138.67549668874173,39.187055601824845,12.0,7.947019867549669,1.3245033112582782,3.0,131.94444444444434
6906,14.0,7.0,115.0,0.5,48290.0,28700.0,24.0,287.0,168.25783972125436,123.2700071714523,11.0,3.8327526132404177,0.5725322900750864,4.0,0.8000000000001819,20940.0,14800.0,18.0,148.0,141.48648648648648,44.139369061565006,12.0,8.108108108108109,1.3513513513513515,3.0,131.94444444444434
6918,14.0,7.0,119.0,0.5,44470.0,26900.0,24.0,269.0,165.31598513011153,126.16865136660432,10.0,3.717472118959108,0.455295491223639,4.0,-69.0,20940.0,14300.0,18.0,143.0,146.43356643356643,46.15746255676065,12.0,8.391608391608392,1.3986013986013983,3.0,131.94444444444434
6924,14.0,7.0,121.0,0.5,44470.0,25800.0,24.0,258.0,172.36434108527132,125.63028660492849,10.0,3.875968992248062,0.474707314492864,4.0,-69.0,20940.0,13600.0,18.0,136.0,153.97058823529412,48.18385037551066,12.0,8.823529411764707,1.470588235294118,3.0,131.94444444444434
6930,14.0,7.0,123.0,0.5,41580.0,24600.0,24.0,246.0,169.02439024390245,131.91497269285043,8.0,3.252032520325204,0.5453824335365342,3.0,-69.0,20940.0,13600.0,18.0,136.0,153.97058823529412,45.89392609595265,12.0,8.823529411764707,1.470588235294118,3.0,131.94444444444434
