,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,1060.0,2,3297,14.0,14.0,3964,2.0,23.0,5008,42.0,55.0,3826,60.0,12.0,3310,33.0,29.0,5084,49.0,51.0,10
,730.0,3,3712,38.0,39.0,3553,24.0,58.0,3959,46.0,40.0,3663,7.0,47.0,4486,30.0,27.0,5111,48.0,37.0,43
,380.0,4,3717,54.0,15.0,4057,25.0,70.0,4198,50.0,42.0,4703,19.0,61.0,4815,5.0,63.0,5081,16.0,13.0,2
,1340.0,5,4080,23.0,16.0,3868,37.0,68.0,2903,31.0,49.0,3945,34.0,45.0,3800,41.0,52.0,4292,6.0,41.0,14
,3200.0,6,4633,47.0,20.0,3522,10.0,36.0,4437,28.0,26.0,5029,59.0,22.0,4583,52.0,62.0,4702,58.0,57.0,25
,9010.0,7,3265,11.0,66.0,3325,13.0,34.0,3463,29.0,17.0,3553,24.0,58.0,4461,45.0,24.0,5008,42.0,55.0,18
,660.0,8,4175,27.0,50.0,4815,5.0,63.0,3612,40.0,67.0,4486,30.0,27.0,3964,2.0,23.0,5025,20.0,21.0,1
,3110.0,9,4395,17.0,69.0,3629,57.0,28.0,4292,6.0,41.0,4945,3.0,32.0,5084,49.0,51.0,4396,35.0,56.0,23
,1610.0,10,3800,41.0,52.0,3663,7.0,47.0,3297,14.0,14.0,4702,58.0,57.0,3987,1.0,11.0,4057,25.0,70.0,7
,3560.0,11,3612,40.0,67.0,4703,19.0,61.0,3265,11.0,66.0,3868,37.0,68.0,3712,38.0,39.0,4423,43.0,44.0,45
,2340.0,1,3717,54.0,15.0,3310,33.0,29.0,4461,45.0,24.0,5025,20.0,21.0,5029,59.0,22.0,3265,11.0,66.0,20
,2690.0,2,4292,6.0,41.0,3463,29.0,17.0,3945,34.0,45.0,3959,46.0,40.0,4945,3.0,32.0,5081,16.0,13.0,73
,790.0,3,3629,57.0,28.0,4423,43.0,44.0,4080,23.0,16.0,4198,50.0,42.0,4175,27.0,50.0,3553,24.0,58.0,43
,13670.0,4,4437,28.0,26.0,4583,52.0,62.0,4395,17.0,69.0,3800,41.0,52.0,3325,13.0,34.0,5111,48.0,37.0,30
,5020.0,5,4057,25.0,70.0,3826,60.0,12.0,5029,59.0,22.0,5008,42.0,55.0,3522,10.0,36.0,4703,19.0,61.0,85
,16650.0,6,3463,29.0,17.0,4486,30.0,27.0,3987,1.0,11.0,5084,49.0,51.0,3297,14.0,14.0,4545,12.0,53.0,51
,3650.0,8,4702,58.0,57.0,3945,34.0,45.0,3553,24.0,58.0,3717,54.0,15.0,5111,48.0,37.0,3868,37.0,68.0,8
,1150.0,10,4080,23.0,16.0,3800,41.0,52.0,3712,38.0,39.0,4461,45.0,24.0,4703,19.0,61.0,3663,7.0,47.0,13
,680.0,11,3522,10.0,36.0,3959,46.0,40.0,4633,47.0,20.0,3629,57.0,28.0,4395,17.0,69.0,4486,30.0,27.0,1
,21720.0,12,3826,60.0,12.0,4702,58.0,57.0,4175,27.0,50.0,4396,35.0,56.0,4292,6.0,41.0,4583,52.0,62.0,32
,630.0,1,3826,60.0,12.0,4461,45.0,24.0,3663,7.0,47.0,3463,29.0,17.0,5081,16.0,13.0,5111,48.0,37.0,9
,620.0,2,4703,19.0,61.0,2903,31.0,49.0,4633,47.0,20.0,4437,28.0,26.0,5084,49.0,51.0,5029,59.0,22.0,9
,710.0,3,4702,58.0,57.0,5008,42.0,55.0,3717,54.0,15.0,3964,2.0,23.0,4057,25.0,70.0,3310,33.0,29.0,5
,1140.0,4,3959,46.0,40.0,3712,38.0,39.0,4396,35.0,56.0,3987,1.0,11.0,5025,20.0,21.0,4545,12.0,53.0,9
,5530.0,5,4583,52.0,62.0,4080,23.0,16.0,4945,3.0,32.0,4461,45.0,24.0,3868,37.0,68.0,3522,10.0,36.0,38
,5830.0,6,3553,24.0,58.0,3612,40.0,67.0,4815,5.0,18.0,3297,14.0,14.0,4633,47.0,20.0,4175,27.0,50.0,46
,5020.0,7,3663,7.0,47.0,4395,17.0,69.0,3310,33.0,29.0,3325,13.0,34.0,3945,34.0,45.0,5084,49.0,51.0,14
,1170.0,8,4486,30.0,27.0,5029,59.0,22.0,3629,57.0,28.0,3265,11.0,66.0,3826,60.0,12.0,3800,41.0,52.0,6
,6330.0,9,4423,43.0,44.0,4292,6.0,41.0,3987,1.0,11.0,4583,52.0,62.0,3717,54.0,15.0,3463,29.0,17.0,46
,1930.0,10,3868,37.0,68.0,4175,27.0,50.0,4057,25.0,70.0,2903,31.0,49.0,3959,46.0,40.0,4395,17.0,69.0,1
,5970.0,11,4396,35.0,56.0,3297,14.0,14.0,3945,34.0,45.0,4080,23.0,16.0,5008,42.0,55.0,3629,57.0,28.0,62
,10850.0,12,4437,28.0,26.0,3265,11.0,66.0,3522,10.0,36.0,3612,40.0,67.0,4702,58.0,57.0,3712,38.0,39.0,49
,11190.0,1,3629,57.0,28.0,5029,59.0,22.0,3325,13.0,34.0,4945,3.0,32.0,5025,20.0,21.0,3945,34.0,45.0,22
,2800.0,2,4396,35.0,56.0,4815,5.0,18.0,3265,11.0,66.0,3959,46.0,40.0,3553,24.0,58.0,5081,16.0,13.0,66
,9890.0,3,3297,14.0,14.0,3964,2.0,23.0,4437,28.0,26.0,3663,7.0,47.0,4292,6.0,41.0,5111,48.0,37.0,71
,98350.0,4,3612,40.0,67.0,3463,29.0,17.0,4080,23.0,16.0,4486,30.0,27.0,4395,17.0,69.0,5084,49.0,51.0,102
,2860.0,5,3712,38.0,39.0,3826,60.0,12.0,2903,31.0,49.0,3310,33.0,29.0,3800,41.0,52.0,4545,12.0,53.0,16
,840.0,7,3987,1.0,11.0,4633,47.0,20.0,3553,24.0,58.0,3964,2.0,23.0,4461,45.0,24.0,4423,43.0,44.0,2
,4370.0,8,4583,52.0,62.0,4703,19.0,61.0,4395,17.0,69.0,3717,54.0,15.0,3663,7.0,47.0,4815,5.0,18.0,61
,1070.0,9,3325,13.0,34.0,4057,25.0,70.0,3868,37.0,68.0,4545,12.0,53.0,3463,29.0,17.0,5025,20.0,21.0,26
,1150.0,10,3522,10.0,36.0,4437,28.0,26.0,3800,41.0,52.0,3297,14.0,14.0,4175,27.0,38.0,2903,31.0,49.0,6
,1120.0,11,4080,23.0,16.0,3265,11.0,66.0,3612,40.0,67.0,4702,58.0,57.0,3826,60.0,12.0,3712,38.0,39.0,9
,1750.0,12,3959,46.0,40.0,3987,1.0,11.0,3629,57.0,28.0,4703,19.0,61.0,4583,52.0,62.0,4396,35.0,56.0,3
,710.0,2,4175,27.0,38.0,3310,33.0,29.0,5008,42.0,55.0,3717,54.0,15.0,5084,49.0,51.0,3325,13.0,34.0,10
,86660.0,3,4703,19.0,61.0,3663,7.0,47.0,3629,57.0,28.0,5025,20.0,21.0,4057,25.0,70.0,5111,48.0,37.0,63
,1730.0,5,4486,30.0,27.0,3612,40.0,67.0,3553,24.0,58.0,3945,34.0,45.0,4815,5.0,18.0,4292,6.0,41.0,24
,5960.0,6,3964,2.0,23.0,3712,38.0,39.0,3868,37.0,68.0,5081,16.0,13.0,3265,11.0,66.0,4423,43.0,44.0,53
,11090.0,7,5008,42.0,55.0,2903,31.0,49.0,3310,33.0,29.0,3463,29.0,17.0,5029,59.0,22.0,5025,20.0,21.0,76
,2240.0,9,3868,37.0,68.0,4633,47.0,33.0,3717,54.0,15.0,4486,30.0,27.0,3663,7.0,47.0,5084,49.0,51.0,8
,23250.0,10,3265,11.0,66.0,4703,19.0,61.0,4175,27.0,38.0,3826,60.0,12.0,2903,31.0,49.0,4396,35.0,56.0,69
,2520.0,11,3297,14.0,14.0,4583,52.0,62.0,3712,38.0,39.0,3629,57.0,28.0,4437,28.0,26.0,3612,40.0,67.0,12
,9060.0,1,4067,59.0,69.0,3829,4.0,26.0,3889,6.0,57.0,4393,51.0,23.0,3867,1.0,36.0,4995,46.0,43.0,20
,1340.0,2,4336,32.0,37.0,3855,36.0,53.0,4656,11.0,15.0,3737,10.0,41.0,3658,49.0,21.0,4222,20.0,67.0,9
,8360.0,3,3445,41.0,58.0,4663,24.0,13.0,4759,55.0,17.0,4036,25.0,28.0,4318,27.0,68.0,4740,26.0,50.0,75
,720.0,4,4472,52.0,42.0,4410,60.0,62.0,4574,8.0,56.0,4786,16.0,27.0,4558,58.0,49.0,5071,2.0,29.0,10
,1850.0,5,3284,39.0,44.0,4376,42.0,47.0,4122,30.0,70.0,4995,46.0,43.0,3458,23.0,32.0,4543,40.0,11.0,7
,1420.0,6,3889,6.0,57.0,4362,35.0,24.0,4572,44.0,18.0,4094,3.0,34.0,4319,37.0,39.0,4086,45.0,14.0,23
,1070.0,7,4346,9.0,60.0,3867,1.0,36.0,3658,49.0,21.0,4555,15.0,66.0,4728,54.0,40.0,5037,29.0,38.0,3
,1220.0,8,4318,27.0,68.0,4558,58.0,49.0,4053,33.0,61.0,4360,57.0,45.0,3855,36.0,53.0,4142,18.0,22.0,42
,29100.0,9,4036,25.0,28.0,3458,23.0,32.0,4336,32.0,37.0,3989,53.0,16.0,3745,5.0,51.0,4393,51.0,23.0,46
,44010.0,10,4580,28.0,52.0,4222,20.0,67.0,3445,41.0,58.0,4319,37.0,39.0,4574,8.0,56.0,4376,42.0,47.0,39
,550.0,11,4053,33.0,61.0,4543,40.0,11.0,4786,16.0,27.0,4663,24.0,13.0,4572,44.0,18.0,4555,15.0,66.0,5
,1220.0,12,3737,10.0,41.0,3284,39.0,44.0,4067,59.0,69.0,4362,35.0,24.0,4472,52.0,42.0,4759,55.0,17.0,11
,1330.0,1,4472,52.0,42.0,4122,30.0,70.0,4740,26.0,50.0,4222,20.0,67.0,4094,3.0,34.0,4728,54.0,40.0,11
,8450.0,2,3745,5.0,51.0,4360,57.0,45.0,4346,9.0,60.0,4759,55.0,17.0,3989,53.0,16.0,3855,36.0,53.0,43
,880.0,4,4362,35.0,24.0,4086,45.0,14.0,4376,42.0,47.0,3658,49.0,21.0,4580,28.0,52.0,5037,29.0,38.0,7
,4220.0,5,4543,40.0,11.0,4067,59.0,69.0,4728,54.0,40.0,3889,6.0,57.0,4410,60.0,62.0,3445,41.0,58.0,8
,3270.0,6,4555,15.0,66.0,4740,26.0,50.0,4318,27.0,68.0,4558,58.0,49.0,3284,39.0,44.0,3458,23.0,32.0,84
,5460.0,7,4393,51.0,23.0,4574,8.0,56.0,4663,24.0,13.0,4656,11.0,15.0,4222,20.0,67.0,3829,4.0,26.0,10
,4350.0,9,3867,1.0,36.0,4472,52.0,42.0,3989,53.0,16.0,4336,32.0,37.0,5071,2.0,29.0,4053,33.0,61.0,26
,2690.0,10,4410,60.0,62.0,4656,11.0,15.0,4362,35.0,24.0,4318,27.0,68.0,4360,57.0,45.0,4319,37.0,39.0,1
,39350.0,11,3284,39.0,44.0,3445,41.0,58.0,4086,45.0,14.0,4346,9.0,60.0,4786,16.0,27.0,4122,30.0,70.0,88
,650.0,1,3737,10.0,41.0,3989,53.0,16.0,4574,8.0,56.0,4656,11.0,15.0,4555,15.0,66.0,5037,29.0,38.0,1
,650.0,2,4142,18.0,22.0,3658,49.0,21.0,3855,36.0,53.0,3284,39.0,44.0,4036,25.0,28.0,4346,9.0,60.0,11
,19940.0,3,4376,42.0,47.0,4393,51.0,23.0,4472,52.0,42.0,4728,54.0,40.0,4086,45.0,14.0,3889,6.0,57.0,4
,2300.0,4,4067,59.0,69.0,4094,3.0,34.0,4543,40.0,11.0,3867,1.0,36.0,4122,30.0,70.0,3829,4.0,26.0,13
,1510.0,5,4053,33.0,61.0,4336,32.0,37.0,4360,57.0,45.0,4574,8.0,56.0,4362,35.0,24.0,4580,28.0,52.0,16
,1850.0,6,4222,20.0,67.0,4319,37.0,39.0,4555,15.0,66.0,4558,58.0,49.0,3445,41.0,58.0,4572,44.0,18.0,4
,3210.0,7,3855,36.0,53.0,4728,54.0,40.0,3989,53.0,16.0,4740,26.0,50.0,4663,24.0,13.0,5071,2.0,29.0,43
,2360.0,8,3458,23.0,32.0,3889,6.0,57.0,4142,18.0,22.0,4094,3.0,34.0,4656,11.0,15.0,4410,60.0,62.0,2
,700.0,9,4122,30.0,70.0,4580,28.0,52.0,4346,9.0,60.0,4472,52.0,42.0,5037,29.0,38.0,4318,27.0,68.0,9
,9230.0,11,4319,37.0,39.0,3737,10.0,41.0,4393,51.0,23.0,4053,33.0,61.0,4543,40.0,11.0,4663,24.0,13.0,15
,620.0,12,4362,35.0,24.0,4572,44.0,18.0,3284,39.0,44.0,4410,60.0,62.0,4376,42.0,47.0,3867,1.0,36.0,7
,780.0,1,4376,42.0,47.0,4558,58.0,49.0,4656,11.0,15.0,4360,57.0,45.0,3889,6.0,57.0,3829,4.0,26.0,6
,790.0,2,4543,40.0,11.0,4346,9.0,60.0,3867,1.0,36.0,3737,10.0,41.0,4728,54.0,40.0,5028,47.0,31.0,10
,1180.0,3,4319,37.0,39.0,4036,25.0,28.0,4362,35.0,24.0,3658,49.0,21.0,4318,27.0,68.0,3989,53.0,16.0,21
,1590.0,4,3458,23.0,32.0,4555,15.0,66.0,3284,39.0,44.0,4580,28.0,52.0,4740,26.0,50.0,5071,2.0,29.0,2
,820.0,5,4142,18.0,22.0,4472,52.0,42.0,4663,24.0,13.0,3434,17.0,33.0,3829,4.0,26.0,3445,41.0,58.0,21
,9420.0,6,4094,3.0,34.0,4786,16.0,27.0,4222,20.0,67.0,3855,36.0,53.0,4572,44.0,18.0,4067,59.0,69.0,58
,3020.0,7,4360,57.0,45.0,4574,8.0,56.0,5028,47.0,31.0,4122,30.0,70.0,4346,9.0,60.0,4558,58.0,49.0,22
,960.0,9,3658,49.0,21.0,4318,27.0,68.0,3445,41.0,58.0,5071,2.0,29.0,4410,60.0,62.0,3434,17.0,33.0,1
,91570.0,10,4362,35.0,24.0,3458,23.0,32.0,3989,53.0,16.0,4222,20.0,67.0,4543,40.0,11.0,4094,3.0,34.0,70
,1650.0,11,4472,52.0,42.0,3284,39.0,44.0,4122,30.0,70.0,4319,37.0,39.0,4142,18.0,22.0,4786,16.0,27.0,3
,2050.0,12,3737,10.0,41.0,4053,33.0,61.0,4067,59.0,69.0,4376,42.0,47.0,4336,32.0,37.0,4036,25.0,28.0,8
,87400.0,1,4336,32.0,37.0,4663,24.0,13.0,3855,36.0,53.0,5037,29.0,38.0,3889,6.0,57.0,4360,57.0,45.0,68
,800.0,2,4410,60.0,62.0,4740,26.0,50.0,4122,30.0,70.0,4362,35.0,24.0,5071,2.0,29.0,4393,51.0,23.0,62
,69010.0,4,4786,16.0,27.0,4319,37.0,39.0,3867,1.0,36.0,4318,27.0,68.0,4555,15.0,66.0,4574,8.0,56.0,39
,1150.0,5,4572,44.0,18.0,3445,41.0,58.0,4360,57.0,45.0,4036,25.0,28.0,3855,36.0,53.0,4543,40.0,11.0,9
,1460.0,6,4558,58.0,49.0,4393,51.0,23.0,4376,42.0,47.0,4142,18.0,22.0,4346,9.0,60.0,5071,2.0,29.0,5
,44020.0,7,3434,17.0,33.0,4094,3.0,34.0,3889,6.0,57.0,4728,54.0,40.0,4740,26.0,50.0,5037,29.0,38.0,106
,530.0,8,4318,27.0,68.0,4555,15.0,66.0,4580,28.0,52.0,5028,47.0,31.0,4663,24.0,13.0,3658,49.0,21.0,5
,2930.0,9,3445,41.0,58.0,4410,60.0,62.0,4574,8.0,56.0,4572,44.0,18.0,3867,1.0,36.0,4656,11.0,15.0,22
