,money,number_race,racer_1_ID,racer_1_b,racer_1_m,racer_2_ID,racer_2_b,racer_2_m,racer_3_ID,racer_3_b,racer_3_m,racer_4_ID,racer_4_b,racer_4_m,racer_5_ID,racer_5_b,racer_5_m,racer_6_ID,racer_6_b,racer_6_m,result_com
,720.0,1,4885,25.0,46.0,3551,27.0,49.0,4590,35.0,71.0,4283,17.0,62.0,4961,4.0,20.0,4938,3.0,26.0,5
,10720.0,2,3802,62.0,55.0,4882,39.0,59.0,3357,11.0,47.0,4530,14.0,38.0,3182,30.0,45.0,4947,50.0,32.0,15
,780.0,3,3611,53.0,18.0,3693,23.0,58.0,3188,33.0,65.0,4994,9.0,48.0,3894,7.0,52.0,3207,41.0,63.0,5
,3660.0,5,3175,47.0,53.0,4045,63.0,19.0,3817,65.0,16.0,3551,27.0,49.0,3435,42.0,25.0,4936,38.0,35.0,21
,3180.0,6,3357,11.0,47.0,3845,37.0,69.0,4525,12.0,67.0,4694,16.0,51.0,3232,36.0,14.0,4891,45.0,22.0,21
,1940.0,7,3117,64.0,27.0,3182,30.0,45.0,3254,32.0,42.0,4961,4.0,20.0,4738,55.0,34.0,4994,9.0,48.0,5
,3470.0,8,3801,58.0,33.0,4590,35.0,71.0,4400,21.0,39.0,3693,23.0,58.0,3994,60.0,21.0,4984,59.0,68.0,14
,630.0,9,4017,13.0,43.0,3435,42.0,25.0,3207,41.0,63.0,4885,25.0,46.0,4947,50.0,32.0,4929,2.0,57.0,22
,2500.0,10,3894,7.0,52.0,4283,17.0,62.0,3175,47.0,53.0,4901,29.0,41.0,3845,37.0,69.0,4882,39.0,59.0,3
,8240.0,11,3188,33.0,65.0,4738,55.0,34.0,4694,16.0,51.0,3817,65.0,16.0,3802,62.0,55.0,4014,19.0,66.0,23
,1510.0,12,4530,14.0,38.0,3232,36.0,14.0,3618,40.0,15.0,3801,58.0,33.0,3611,53.0,18.0,4045,63.0,19.0,5
,440.0,1,3188,33.0,65.0,4694,16.0,51.0,3693,23.0,58.0,4891,45.0,22.0,4990,1.0,73.0,3117,64.0,27.0,1
,40850.0,2,4014,19.0,66.0,3254,32.0,42.0,4901,29.0,41.0,3175,47.0,53.0,4525,12.0,67.0,4938,3.0,26.0,46
,1820.0,3,3801,58.0,33.0,4936,38.0,35.0,4530,14.0,38.0,4984,59.0,68.0,4885,25.0,46.0,3817,65.0,16.0,5
,350.0,4,3232,36.0,14.0,4017,13.0,43.0,3317,5.0,74.0,4400,21.0,39.0,4947,50.0,32.0,4961,4.0,20.0,1
,15650.0,5,3845,37.0,69.0,4482,31.0,13.0,3182,30.0,45.0,4990,1.0,73.0,4994,9.0,48.0,3611,53.0,18.0,13
,43660.0,6,3693,23.0,58.0,3802,62.0,55.0,4045,63.0,19.0,4929,2.0,57.0,3207,41.0,63.0,3618,40.0,15.0,97
,1050.0,7,4590,35.0,71.0,4901,29.0,41.0,4283,17.0,62.0,3357,11.0,47.0,4088,18.0,75.0,4984,59.0,68.0,9
,2170.0,8,4525,12.0,67.0,3894,7.0,52.0,3435,42.0,25.0,4738,55.0,34.0,4891,45.0,22.0,4017,13.0,43.0,25
,4070.0,9,3551,27.0,49.0,3611,53.0,18.0,4882,39.0,59.0,4936,38.0,35.0,4938,3.0,26.0,3994,60.0,21.0,2
,1660.0,11,4045,63.0,19.0,4014,19.0,66.0,3894,7.0,52.0,4088,18.0,75.0,4530,14.0,38.0,4400,21.0,39.0,5
,1080.0,12,3435,42.0,25.0,3188,33.0,65.0,3845,37.0,69.0,4885,25.0,46.0,3802,62.0,55.0,3175,47.0,53.0,2
,1560.0,1,3802,62.0,55.0,3207,41.0,63.0,4738,55.0,34.0,3317,5.0,74.0,4994,9.0,48.0,4961,4.0,20.0,10
,960.0,2,3175,47.0,53.0,3817,65.0,16.0,3117,64.0,27.0,4045,63.0,19.0,4929,2.0,57.0,4590,35.0,71.0,64
,2350.0,3,3894,7.0,52.0,3254,32.0,42.0,3435,42.0,25.0,4990,1.0,73.0,4482,31.0,13.0,4283,17.0,62.0,8
,560.0,4,3845,37.0,69.0,3357,11.0,47.0,4882,39.0,59.0,4947,50.0,32.0,4885,25.0,46.0,3801,58.0,33.0,3
,9520.0,5,4901,29.0,41.0,4530,14.0,38.0,4936,38.0,35.0,4961,4.0,20.0,4017,13.0,43.0,4088,18.0,75.0,81
,2650.0,6,3817,65.0,16.0,4525,12.0,67.0,4014,19.0,66.0,4994,9.0,48.0,3188,33.0,65.0,3994,60.0,21.0,7
,3080.0,7,3317,5.0,74.0,4400,21.0,39.0,3551,27.0,49.0,4891,45.0,22.0,4984,59.0,68.0,4929,2.0,57.0,45
,870.0,8,4738,55.0,34.0,3611,53.0,18.0,3232,36.0,14.0,4938,3.0,26.0,4283,17.0,62.0,4947,50.0,32.0,1
,26380.0,9,4882,39.0,59.0,3894,7.0,52.0,4901,29.0,41.0,3802,62.0,55.0,3117,64.0,27.0,3618,40.0,15.0,113
,790.0,11,4530,14.0,38.0,3845,37.0,69.0,3611,53.0,18.0,3435,42.0,25.0,3551,27.0,49.0,3693,23.0,58.0,1
,1280.0,12,3232,36.0,14.0,3188,33.0,65.0,4088,18.0,75.0,4482,31.0,13.0,4045,63.0,19.0,3357,11.0,47.0,1
,8800.0,1,3611,53.0,18.0,3693,23.0,58.0,4017,13.0,43.0,4882,39.0,59.0,4984,59.0,68.0,4990,1.0,73.0,46
,1040.0,2,4482,31.0,13.0,3551,27.0,49.0,3817,65.0,16.0,3845,37.0,69.0,4938,3.0,26.0,4590,35.0,71.0,61
,2040.0,3,4885,25.0,46.0,4283,17.0,62.0,4530,14.0,38.0,3254,32.0,42.0,3618,40.0,15.0,4738,55.0,34.0,6
,1230.0,5,3207,41.0,24.0,3435,42.0,25.0,3317,5.0,74.0,4947,50.0,32.0,3357,11.0,47.0,4891,45.0,22.0,3
,1170.0,6,4088,18.0,75.0,4400,21.0,39.0,3188,33.0,65.0,3611,53.0,18.0,4929,2.0,57.0,3894,7.0,52.0,49
,2940.0,7,3117,64.0,27.0,4525,12.0,67.0,4738,55.0,34.0,4938,3.0,26.0,4990,1.0,73.0,4694,16.0,51.0,4
,14870.0,8,4283,17.0,62.0,3175,47.0,53.0,3802,62.0,55.0,4984,59.0,68.0,3801,58.0,33.0,4901,29.0,41.0,20
,910.0,9,4400,21.0,39.0,4482,31.0,13.0,4936,38.0,35.0,3618,40.0,15.0,4891,45.0,22.0,4014,19.0,66.0,2
,2170.0,10,3254,32.0,42.0,4045,63.0,19.0,4885,25.0,46.0,4017,13.0,43.0,3994,60.0,21.0,3551,27.0,49.0,46
,24670.0,12,3435,42.0,25.0,4530,14.0,38.0,3117,64.0,27.0,3188,33.0,65.0,3817,65.0,16.0,3802,62.0,55.0,107
,720.0,1,4530,14.0,38.0,3117,64.0,27.0,4088,18.0,75.0,4936,38.0,35.0,4947,50.0,32.0,4929,2.0,57.0,2
,24520.0,2,4885,25.0,46.0,4901,29.0,41.0,4283,17.0,62.0,3232,36.0,14.0,4891,45.0,22.0,4994,9.0,48.0,118
,9340.0,3,3611,53.0,18.0,4400,21.0,39.0,3845,37.0,69.0,4882,39.0,59.0,4014,19.0,66.0,3317,5.0,74.0,62
,1230.0,4,3435,42.0,25.0,3817,65.0,16.0,4738,55.0,34.0,4984,59.0,68.0,4694,16.0,51.0,3801,58.0,33.0,5
,600.0,5,3175,47.0,53.0,3188,33.0,65.0,3551,27.0,49.0,4929,2.0,57.0,4590,35.0,71.0,3994,60.0,21.0,21
,14520.0,6,3802,62.0,55.0,4088,18.0,75.0,3254,32.0,42.0,4482,31.0,13.0,4994,9.0,48.0,3894,7.0,52.0,21
,1720.0,7,4017,13.0,43.0,3207,41.0,24.0,3693,23.0,40.0,4961,4.0,20.0,4901,29.0,41.0,4947,50.0,32.0,2
,2150.0,8,4045,63.0,19.0,4525,12.0,67.0,3357,11.0,47.0,4938,3.0,26.0,4936,38.0,35.0,3618,40.0,15.0,7
,11630.0,9,4283,17.0,62.0,4882,39.0,59.0,4482,31.0,13.0,3801,58.0,33.0,3994,60.0,21.0,4990,1.0,73.0,33
,390.0,10,3845,37.0,69.0,4017,13.0,43.0,4885,25.0,46.0,3117,64.0,27.0,3551,27.0,49.0,3254,32.0,42.0,5
,680.0,11,3188,33.0,65.0,4045,63.0,19.0,3802,62.0,55.0,3207,41.0,24.0,4738,55.0,34.0,4400,21.0,39.0,5
,740.0,12,3232,36.0,14.0,4530,14.0,38.0,3435,42.0,25.0,3611,53.0,18.0,3175,47.0,53.0,4525,12.0,67.0,5
,1240.0,1,4017,13.0,43.0,3317,5.0,74.0,4936,38.0,35.0,4088,18.0,75.0,4694,16.0,51.0,4984,59.0,68.0,3
,450.0,2,3611,53.0,18.0,3117,64.0,27.0,3817,65.0,16.0,3618,40.0,15.0,4990,1.0,73.0,4929,2.0,57.0,9
,2570.0,3,4482,31.0,13.0,3693,23.0,40.0,4045,63.0,19.0,4938,3.0,26.0,3801,58.0,33.0,4891,45.0,22.0,8
,890.0,4,3175,47.0,53.0,4882,39.0,59.0,4901,29.0,41.0,3254,32.0,42.0,4947,50.0,32.0,4994,9.0,48.0,5
,3620.0,5,4400,21.0,39.0,4530,14.0,38.0,4961,4.0,20.0,4984,59.0,68.0,3357,11.0,47.0,4014,19.0,66.0,38
,1150.0,6,4088,18.0,75.0,3207,41.0,24.0,4525,12.0,67.0,3994,60.0,21.0,4590,35.0,71.0,4990,1.0,73.0,1
,10210.0,7,3551,27.0,49.0,4283,17.0,62.0,3317,5.0,74.0,4929,2.0,57.0,4891,45.0,22.0,4938,3.0,26.0,8
,1250.0,8,4738,55.0,34.0,3817,65.0,16.0,4882,39.0,59.0,3693,23.0,40.0,4936,38.0,35.0,3894,7.0,52.0,8
,35480.0,9,4901,29.0,41.0,3357,11.0,47.0,4482,31.0,13.0,4961,4.0,20.0,4994,9.0,48.0,3618,40.0,15.0,70
,1140.0,10,4045,63.0,19.0,4017,13.0,43.0,3175,47.0,53.0,3117,64.0,27.0,4400,21.0,39.0,4525,12.0,67.0,4
,2260.0,11,4530,14.0,38.0,4738,55.0,34.0,3254,32.0,42.0,3611,53.0,18.0,3207,41.0,24.0,3551,27.0,49.0,4
,1770.0,12,3845,37.0,69.0,3188,33.0,65.0,3232,36.0,14.0,3435,42.0,25.0,3802,62.0,55.0,4885,25.0,46.0,4
,610.0,1,3955,21.0,37.0,4777,23.0,49.0,2903,39.0,44.0,4196,65.0,42.0,3820,30.0,16.0,4949,43.0,27.0,10
,6260.0,2,3912,53.0,14.0,3729,36.0,39.0,3283,41.0,24.0,3379,49.0,21.0,4396,59.0,35.0,4942,10.0,25.0,14
,17840.0,3,4006,38.0,12.0,3661,32.0,19.0,4013,33.0,53.0,4879,3.0,52.0,3788,57.0,18.0,4353,60.0,11.0,38
,700.0,4,4445,61.0,34.0,4333,55.0,43.0,4122,29.0,17.0,4339,14.0,30.0,4985,25.0,46.0,4263,28.0,45.0,5
,770.0,5,3333,13.0,20.0,4364,35.0,41.0,3508,58.0,33.0,3820,30.0,16.0,4079,9.0,28.0,3870,19.0,32.0,1
,8510.0,6,4196,65.0,42.0,3711,40.0,15.0,3224,17.0,48.0,4108,7.0,29.0,4692,2.0,51.0,4968,45.0,54.0,31
,1440.0,7,4396,59.0,35.0,3974,27.0,22.0,4353,60.0,11.0,4587,62.0,47.0,4684,11.0,23.0,4777,23.0,49.0,2
,11150.0,8,3921,12.0,13.0,4361,50.0,50.0,3587,8.0,26.0,3912,53.0,14.0,3295,37.0,36.0,2903,39.0,44.0,14
,1680.0,9,3508,58.0,33.0,4657,47.0,31.0,3788,57.0,18.0,3360,1.0,55.0,4333,55.0,43.0,4222,18.0,40.0,26
,2440.0,10,4079,9.0,28.0,4571,16.0,38.0,4006,38.0,12.0,3711,40.0,15.0,4122,29.0,17.0,3729,36.0,39.0,6
,5820.0,11,3379,49.0,21.0,4587,62.0,47.0,4263,28.0,45.0,3921,12.0,13.0,3333,13.0,20.0,3224,17.0,48.0,83
,8390.0,12,4013,33.0,53.0,4108,7.0,29.0,4364,35.0,41.0,4445,61.0,34.0,3955,21.0,37.0,4361,50.0,50.0,44
,1170.0,1,4108,7.0,29.0,4339,14.0,30.0,4684,11.0,23.0,3729,36.0,39.0,4968,45.0,54.0,4942,10.0,25.0,9
,1010.0,2,4263,28.0,45.0,4692,2.0,51.0,3870,19.0,32.0,4364,35.0,41.0,4949,43.0,27.0,4985,25.0,46.0,9
,7220.0,3,3788,57.0,18.0,3587,8.0,26.0,3360,1.0,55.0,3283,41.0,24.0,4013,33.0,53.0,3974,27.0,22.0,84
,710.0,4,4361,50.0,50.0,2903,39.0,44.0,3379,49.0,21.0,4353,60.0,11.0,3508,58.0,33.0,4879,3.0,52.0,1
,2480.0,5,4222,18.0,40.0,3955,21.0,37.0,4396,59.0,35.0,4942,10.0,25.0,4571,16.0,38.0,4006,38.0,12.0,5
,4300.0,6,3870,19.0,32.0,4122,29.0,17.0,3295,37.0,36.0,4657,47.0,31.0,4445,61.0,34.0,3820,30.0,16.0,14
,570.0,7,3283,41.0,24.0,4196,65.0,42.0,4333,55.0,43.0,3661,32.0,19.0,4339,14.0,30.0,4949,43.0,27.0,2
,13420.0,8,3711,40.0,15.0,3224,17.0,48.0,3333,13.0,20.0,3974,27.0,22.0,4985,25.0,46.0,4079,9.0,28.0,43
,2780.0,9,4684,11.0,23.0,3788,57.0,18.0,3955,21.0,37.0,4692,2.0,51.0,4879,3.0,52.0,3921,12.0,13.0,45
,8740.0,11,4571,16.0,38.0,4263,28.0,45.0,4079,9.0,28.0,4013,33.0,53.0,4657,47.0,31.0,3661,32.0,19.0,83
,590.0,12,4364,35.0,41.0,3295,37.0,36.0,4108,7.0,29.0,3587,8.0,26.0,3711,40.0,15.0,3379,49.0,21.0,5
,870.0,1,4445,61.0,34.0,4684,11.0,23.0,4692,2.0,51.0,4949,43.0,27.0,4968,45.0,54.0,4587,62.0,47.0,4
,2890.0,2,3224,17.0,48.0,3870,19.0,32.0,4942,10.0,25.0,3955,21.0,37.0,3974,27.0,22.0,4196,65.0,42.0,22
,42820.0,3,4006,38.0,12.0,4353,60.0,11.0,3711,40.0,15.0,3820,30.0,16.0,4364,35.0,41.0,4333,55.0,43.0,96
,670.0,4,3379,49.0,21.0,4396,59.0,35.0,4571,16.0,38.0,4263,28.0,45.0,3729,36.0,39.0,4122,29.0,17.0,1
,1680.0,5,3333,13.0,20.0,4222,18.0,40.0,4339,14.0,30.0,2903,39.0,44.0,4108,7.0,29.0,4949,43.0,27.0,14
,3910.0,6,4692,2.0,51.0,4361,50.0,50.0,4079,9.0,28.0,3360,1.0,55.0,4196,65.0,42.0,3587,8.0,26.0,34
,1820.0,7,3661,32.0,19.0,3508,58.0,33.0,4587,62.0,47.0,4879,3.0,52.0,4942,10.0,25.0,3820,30.0,16.0,9
,2470.0,8,3295,37.0,36.0,4013,33.0,53.0,3921,12.0,13.0,4968,45.0,54.0,3283,41.0,24.0,3711,40.0,15.0,25
,2700.0,9,2903,39.0,44.0,3912,53.0,14.0,4445,61.0,34.0,3224,17.0,48.0,4353,60.0,11.0,4571,16.0,38.0,57
,32530.0,10,4657,47.0,31.0,4079,9.0,28.0,4108,7.0,29.0,4985,25.0,46.0,4006,38.0,12.0,3788,57.0,18.0,117
,990.0,11,4364,35.0,41.0,3295,37.0,36.0,4222,18.0,40.0,4122,29.0,17.0,4361,50.0,50.0,3508,58.0,33.0,1
,32530.0,12,3955,21.0,37.0,3333,13.0,20.0,4013,33.0,53.0,4396,59.0,35.0,3912,53.0,14.0,3360,1.0,55.0,109
,4160.0,1,4361,50.0,50.0,4333,55.0,43.0,4196,65.0,42.0,4985,25.0,46.0,3870,19.0,32.0,4879,3.0,52.0,18
,3440.0,2,3711,40.0,15.0,3974,27.0,22.0,3729,36.0,39.0,4013,33.0,53.0,3587,8.0,26.0,4692,2.0,51.0,65
,2170.0,3,4079,9.0,28.0,4339,14.0,30.0,4364,35.0,41.0,4684,11.0,23.0,4445,61.0,34.0,4396,59.0,35.0,8
,960.0,4,4571,16.0,38.0,4353,60.0,11.0,4122,29.0,17.0,3921,12.0,13.0,4942,10.0,25.0,4968,45.0,54.0,2
,1040.0,5,4222,18.0,40.0,3912,53.0,14.0,3661,32.0,19.0,4333,55.0,43.0,3955,21.0,37.0,3820,30.0,16.0,3
