,target_com,depth,target_per,threshold,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,的中数_std,利益率_std,score,number_i
1,1.0,5.0,226.0,0.92,65490.0,53900.0,204.0,539.0,121.50278293135436,9.090909090909092,49.0,0.5619514869490178,1.9472852115785104,2.5092366985275283,62.0
5,3.0,8.0,266.0,0.92,43880.0,37700.0,125.0,377.0,116.39257294429709,7.6923076923076925,29.0,,,,82.0
8,4.0,8.0,236.0,0.9,80120.0,45800.0,106.0,458.0,174.9344978165939,5.240174672489083,24.0,0.6350006350009529,1.7374767567830398,2.3724773917839928,67.0
13,7.0,8.0,190.0,0.92,87180.0,61600.0,105.0,616.0,141.52597402597402,5.194805194805195,32.0,-1.0,1.0,0.0,44.0
14,9.0,5.0,254.0,0.9,63680.0,47500.0,107.0,475.0,134.06315789473683,5.052631578947368,24.0,0.0,1.0317568105069812,1.0317568105069812,76.0
