,money,number_race,racer_1_ID,racer_1_age,racer_1_ave_st,racer_1_bo,racer_1_doub,racer_1_male,racer_1_mo,racer_1_rank,racer_2_ID,racer_2_age,racer_2_ave_st,racer_2_bo,racer_2_doub,racer_2_male,racer_2_mo,racer_2_rank,racer_3_ID,racer_3_age,racer_3_ave_st,racer_3_bo,racer_3_doub,racer_3_male,racer_3_mo,racer_3_rank,racer_4_ID,racer_4_age,racer_4_ave_st,racer_4_bo,racer_4_doub,racer_4_male,racer_4_mo,racer_4_rank,racer_5_ID,racer_5_age,racer_5_ave_st,racer_5_bo,racer_5_doub,racer_5_male,racer_5_mo,racer_5_rank,racer_6_ID,racer_6_age,racer_6_ave_st,racer_6_bo,racer_6_doub,racer_6_male,racer_6_mo,racer_6_rank,result_com
,1060.0,2.0,3297.0,53.0,0.19,14.0,0.405,1,14.0,3,3964.0,41.0,0.2,2.0,0.106,1,23.0,2,5008.0,23.0,0.17,42.0,0.045,1,55.0,2,3826.0,46.0,0.15,60.0,0.483,1,12.0,4,3310.0,56.0,0.19,33.0,0.129,1,29.0,2,5084.0,21.0,0.16,49.0,0.172,1,51.0,2,10.0
,730.0,3.0,3712.0,45.0,0.17,38.0,0.319,1,39.0,2,3553.0,48.0,0.18,24.0,0.226,1,58.0,2,3959.0,42.0,0.15,46.0,0.455,1,40.0,4,3663.0,50.0,0.17,7.0,0.225,1,47.0,2,4486.0,34.0,0.17,30.0,0.406,1,27.0,3,5111.0,20.0,0.22,48.0,0.016,1,37.0,1,43.0
,380.0,4.0,3717.0,45.0,0.17,54.0,0.456,1,15.0,3,4057.0,41.0,0.16,25.0,0.389,1,70.0,3,4198.0,38.0,0.21,50.0,0.115,1,42.0,2,4703.0,32.0,0.16,19.0,0.478,1,61.0,4,4815.0,29.0,0.15,5.0,0.247,1,63.0,2,5081.0,21.0,0.18,16.0,0.012,1,13.0,1,2.0
,1340.0,5.0,4080.0,41.0,0.13,23.0,0.527,1,16.0,4,3868.0,44.0,0.18,37.0,0.348,1,68.0,3,2903.0,60.0,0.17,31.0,0.26899999999999996,1,49.0,2,3945.0,44.0,0.19,34.0,0.23199999999999998,1,45.0,2,3800.0,46.0,0.15,41.0,0.419,1,52.0,3,4292.0,35.0,0.15,6.0,0.42100000000000004,1,41.0,3,14.0
,3200.0,6.0,4633.0,31.0,0.16,47.0,0.24,1,20.0,2,3522.0,51.0,0.17,10.0,0.426,1,36.0,3,4437.0,34.0,0.15,28.0,0.45,1,26.0,4,5029.0,23.0,0.16,59.0,0.18100000000000002,1,22.0,2,4583.0,30.0,0.17,52.0,0.35,1,62.0,3,4702.0,33.0,0.14,58.0,0.415,1,57.0,3,25.0
,9010.0,7.0,3265.0,55.0,0.16,11.0,0.528,1,66.0,4,3325.0,52.0,0.19,13.0,0.031,1,34.0,2,3463.0,52.0,0.19,29.0,0.355,1,17.0,3,3553.0,48.0,0.18,24.0,0.226,1,58.0,2,4461.0,34.0,0.18,45.0,0.11900000000000001,1,24.0,2,5008.0,23.0,0.17,42.0,0.045,1,55.0,2,18.0
,660.0,8.0,4175.0,37.0,0.17,27.0,0.33899999999999997,1,50.0,3,4815.0,29.0,0.15,5.0,0.247,1,63.0,2,3612.0,47.0,0.17,40.0,0.467,1,67.0,3,4486.0,34.0,0.17,30.0,0.406,1,27.0,3,3964.0,41.0,0.2,2.0,0.106,1,23.0,2,5025.0,25.0,0.17,20.0,0.025,1,21.0,1,1.0
,3110.0,9.0,4395.0,34.0,0.2,17.0,0.276,1,69.0,2,3629.0,50.0,0.15,57.0,0.41700000000000004,1,28.0,3,4292.0,35.0,0.15,6.0,0.42100000000000004,1,41.0,3,4945.0,28.0,0.17,3.0,0.282,1,32.0,1,5084.0,21.0,0.16,49.0,0.172,1,51.0,2,4396.0,33.0,0.18,35.0,0.251,1,56.0,2,23.0
,1610.0,10.0,3800.0,46.0,0.15,41.0,0.419,1,52.0,3,3663.0,50.0,0.17,7.0,0.225,1,47.0,2,3297.0,53.0,0.19,14.0,0.405,1,14.0,3,4702.0,33.0,0.14,58.0,0.415,1,57.0,3,3987.0,42.0,0.15,1.0,0.32899999999999996,1,11.0,2,4057.0,41.0,0.16,25.0,0.389,1,70.0,3,7.0
,3560.0,11.0,3612.0,47.0,0.17,40.0,0.467,1,67.0,3,4703.0,32.0,0.16,19.0,0.478,1,61.0,4,3265.0,55.0,0.16,11.0,0.528,1,66.0,4,3868.0,44.0,0.18,37.0,0.348,1,68.0,3,3712.0,45.0,0.17,38.0,0.319,1,39.0,2,4423.0,31.0,0.17,43.0,0.32799999999999996,1,44.0,2,45.0
