,racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
0,2014.0,2,1,73.0,0.253,0.18
1,2538.0,2,1,71.0,0.172,0.23
2,2787.0,2,1,65.0,0.268,0.17
3,2841.0,2,1,63.0,0.266,0.19
4,2844.0,2,1,63.0,0.233,0.17
5,2876.0,4,1,62.0,0.482,0.16
6,2878.0,3,1,62.0,0.389,0.18
7,2903.0,2,1,60.0,0.269,0.17
8,2907.0,2,1,65.0,0.048,0.20
9,2912.0,2,1,64.0,0.295,0.20
10,2930.0,2,1,63.0,0.307,0.18
11,2935.0,2,1,62.0,0.188,0.20
12,2958.0,2,1,62.0,0.144,0.18
13,2983.0,1,0,60.0,0.111,0.20
14,2992.0,4,1,59.0,0.402,0.14
15,3006.0,2,1,62.0,0.109,0.23
16,3020.0,2,1,60.0,0.213,0.21
17,3022.0,4,1,59.0,0.478,0.16
18,3024.0,4,1,58.0,0.648,0.16
19,3025.0,2,1,58.0,0.210,0.21
20,3036.0,2,1,62.0,0.256,0.17
21,3044.0,2,1,59.0,0.317,0.17
22,3051.0,2,1,57.0,0.187,0.17
23,3052.0,2,1,57.0,0.155,0.19
24,3054.0,3,1,57.0,0.478,0.17
25,3058.0,2,1,62.0,0.263,0.20
26,3064.0,3,1,60.0,0.404,0.17
27,3065.0,2,1,60.0,0.205,0.21
28,3066.0,2,1,60.0,0.294,0.20
29,3070.0,3,1,59.0,0.457,0.17
30,3072.0,2,1,58.0,0.338,0.18
31,3073.0,2,1,57.0,0.119,0.17
32,3075.0,3,1,57.0,0.384,0.16
33,3079.0,1,1,57.0,0.150,0.25
34,3081.0,2,1,56.0,0.392,0.18
35,3105.0,2,1,56.0,0.265,0.18
36,3107.0,2,1,56.0,0.234,0.19
37,3108.0,2,1,56.0,0.195,0.18
38,3122.0,2,1,58.0,0.224,0.18
39,3123.0,2,1,58.0,0.240,0.19
40,3138.0,1,1,60.0,0.085,0.22
41,3141.0,2,1,58.0,0.285,0.19
42,3142.0,1,0,57.0,0.102,0.20
43,3151.0,2,1,56.0,0.200,0.20
44,3153.0,2,1,56.0,0.256,0.20
45,3156.0,4,1,55.0,0.466,0.16
46,3158.0,4,1,55.0,0.485,0.15
47,3159.0,4,1,55.0,0.607,0.14
48,3161.0,3,1,60.0,0.394,0.19
49,3164.0,2,1,59.0,0.260,0.18
50,3170.0,1,1,57.0,0.166,0.20
51,3175.0,3,0,56.0,0.323,0.18
52,3176.0,3,1,56.0,0.363,0.18
53,3177.0,2,0,56.0,0.201,0.21
54,3182.0,2,0,55.0,0.183,0.22
55,3186.0,2,1,60.0,0.276,0.20
56,3187.0,2,1,59.0,0.173,0.20
57,3188.0,4,0,58.0,0.438,0.16
58,3200.0,4,1,55.0,0.536,0.15
59,3202.0,2,1,55.0,0.235,0.20
60,3207.0,2,0,54.0,0.192,0.19
61,3211.0,2,1,58.0,0.274,0.19
62,3212.0,2,1,58.0,0.292,0.19
63,3220.0,2,1,56.0,0.203,0.19
64,3224.0,2,1,55.0,0.403,0.17
65,3226.0,2,1,54.0,0.278,0.19
66,3227.0,3,1,54.0,0.411,0.16
67,3231.0,2,1,54.0,0.144,0.19
68,3232.0,3,0,53.0,0.448,0.15
69,3233.0,3,1,53.0,0.360,0.17
70,3234.0,2,1,53.0,0.158,0.16
71,3235.0,2,1,58.0,0.181,0.19
72,3243.0,2,1,56.0,0.243,0.21
73,3245.0,2,1,55.0,0.211,0.18
74,3246.0,2,1,55.0,0.276,0.18
75,3251.0,3,1,53.0,0.366,0.17
76,3254.0,2,0,53.0,0.237,0.21
77,3256.0,4,1,53.0,0.460,0.14
78,3257.0,3,1,53.0,0.541,0.14
79,3261.0,2,1,57.0,0.165,0.19
80,3265.0,4,1,55.0,0.528,0.16
81,3268.0,3,1,55.0,0.456,0.18
82,3273.0,2,1,54.0,0.340,0.18
83,3277.0,2,1,53.0,0.300,0.17
84,3280.0,2,0,53.0,0.348,0.19
85,3281.0,2,1,53.0,0.142,0.22
86,3282.0,2,1,53.0,0.320,0.21
87,3283.0,2,1,52.0,0.250,0.18
88,3284.0,4,1,52.0,0.451,0.19
89,3286.0,2,1,51.0,0.275,0.17
90,3289.0,2,0,57.0,0.272,0.20
91,3290.0,4,1,56.0,0.474,0.14
92,3293.0,2,1,54.0,0.200,0.21
93,3294.0,2,1,54.0,0.268,0.14
94,3296.0,1,1,53.0,0.133,0.21
95,3297.0,3,1,53.0,0.405,0.19
96,3300.0,3,1,53.0,0.368,0.16
97,3302.0,3,0,52.0,0.330,0.18
98,3303.0,3,1,52.0,0.345,0.20
99,3304.0,3,1,52.0,0.435,0.17
100,3305.0,2,1,52.0,0.217,0.18
101,3306.0,2,1,52.0,0.229,0.17
102,3307.0,1,1,52.0,0.000,0.00
103,3310.0,2,1,56.0,0.129,0.19
104,3313.0,2,1,54.0,0.097,0.22
105,3315.0,2,1,54.0,0.333,0.18
106,3319.0,4,1,53.0,0.400,0.15
107,3325.0,2,1,52.0,0.031,0.19
108,3327.0,4,1,52.0,0.475,0.17
109,3331.0,3,1,52.0,0.431,0.13
110,3333.0,4,1,52.0,0.471,0.17
111,3334.0,3,0,51.0,0.368,0.21
112,3335.0,2,1,51.0,0.166,0.22
113,3336.0,2,1,56.0,0.210,0.18
114,3338.0,2,1,55.0,0.135,0.20
115,3339.0,3,1,55.0,0.394,0.15
116,3340.0,2,1,54.0,0.311,0.19
117,3346.0,3,1,53.0,0.386,0.16
118,3347.0,4,1,53.0,0.401,0.18
119,3349.0,3,1,52.0,0.442,0.15
120,3350.0,3,1,52.0,0.344,0.16
121,3352.0,2,1,52.0,0.172,0.14
122,3353.0,2,1,52.0,0.386,0.18
123,3355.0,2,0,51.0,0.150,0.25
124,3357.0,2,0,51.0,0.189,0.20
125,3361.0,2,1,51.0,0.268,0.17
126,3362.0,4,1,50.0,0.455,0.18
127,3370.0,2,1,53.0,0.242,0.19
128,3372.0,2,1,53.0,0.202,0.20
129,3376.0,2,1,53.0,0.206,0.23
130,3377.0,2,1,52.0,0.181,0.20
131,3381.0,2,1,51.0,0.369,0.17
132,3382.0,2,1,51.0,0.265,0.19
133,3385.0,4,1,51.0,0.480,0.17
134,3388.0,4,1,50.0,0.508,0.17
135,3391.0,1,1,55.0,0.000,0.00
136,3392.0,2,1,54.0,0.276,0.20
137,3398.0,2,1,53.0,0.114,0.20
138,3400.0,1,1,53.0,0.000,0.00
139,3401.0,3,1,52.0,0.390,0.19
140,3406.0,4,1,51.0,0.446,0.18
141,3409.0,2,1,50.0,0.247,0.18
142,3411.0,2,1,50.0,0.120,0.21
143,3412.0,3,1,50.0,0.446,0.16
144,3414.0,3,1,50.0,0.367,0.17
145,3415.0,4,1,50.0,0.523,0.15
146,3419.0,2,1,50.0,0.245,0.21
147,3422.0,4,1,49.0,0.470,0.17
148,3424.0,2,1,54.0,0.222,0.18
149,3427.0,3,1,53.0,0.413,0.17
150,3430.0,2,1,52.0,0.341,0.17
151,3432.0,2,1,52.0,0.241,0.18
152,3433.0,2,1,52.0,0.155,0.20
153,3434.0,2,1,51.0,0.219,0.19
154,3435.0,4,0,51.0,0.447,0.16
155,3436.0,4,1,51.0,0.413,0.15
156,3439.0,3,1,50.0,0.447,0.16
157,3441.0,2,1,50.0,0.275,0.19
158,3442.0,3,1,50.0,0.330,0.16
159,3443.0,2,1,50.0,0.285,0.18
160,3444.0,2,1,50.0,0.132,0.16
161,3445.0,3,1,50.0,0.419,0.17
162,3448.0,2,1,50.0,0.273,0.18
163,3454.0,2,1,49.0,0.202,0.18
164,3455.0,2,1,49.0,0.344,0.17
165,3456.0,2,1,49.0,0.184,0.20
166,3458.0,3,1,53.0,0.340,0.16
167,3459.0,2,1,53.0,0.276,0.17
168,3460.0,2,1,53.0,0.164,0.19
169,3461.0,2,1,53.0,0.324,0.18
170,3462.0,4,1,53.0,0.458,0.17
171,3463.0,3,1,52.0,0.355,0.19
172,3467.0,2,1,51.0,0.254,0.18
173,3469.0,1,0,50.0,0.000,0.00
174,3470.0,1,0,50.0,0.000,0.00
175,3471.0,2,1,50.0,0.230,0.20
176,3473.0,4,1,50.0,0.468,0.16
177,3474.0,2,0,50.0,0.244,0.19
178,3475.0,4,1,50.0,0.446,0.18
179,3477.0,2,1,49.0,0.230,0.17
180,3478.0,2,1,49.0,0.297,0.16
181,3482.0,2,1,49.0,0.272,0.16
182,3483.0,2,0,48.0,0.215,0.23
183,3484.0,4,1,48.0,0.520,0.16
184,3485.0,3,1,48.0,0.400,0.21
185,3486.0,2,0,54.0,0.258,0.20
186,3488.0,2,1,53.0,0.320,0.13
187,3489.0,4,1,53.0,0.583,0.15
188,3491.0,2,1,52.0,0.238,0.19
189,3497.0,3,1,51.0,0.424,0.19
190,3498.0,2,1,51.0,0.162,0.17
191,3499.0,4,1,51.0,0.421,0.15
192,3501.0,2,1,51.0,0.279,0.17
