,target_com,depth,target_per,threshold,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,number_i
12773,26.0,5.0,216.0,0.92,37090.0,18900.0,46.0,189.0,196.24338624338623,6.349206349206349,12.0,57.0
12776,26.0,5.0,218.0,0.92,39200.0,22600.0,46.0,226.0,173.4513274336283,6.1946902654867255,14.0,58.0
12785,26.0,5.0,224.0,0.92,51750.0,21600.0,46.0,216.0,239.58333333333331,6.481481481481481,14.0,61.0
12791,26.0,5.0,228.0,0.92,34890.0,17300.0,46.0,173.0,201.6763005780347,5.780346820809249,10.0,63.0
12794,26.0,5.0,230.0,0.92,38330.0,19800.0,46.0,198.0,193.5858585858586,6.0606060606060606,12.0,64.0
12797,26.0,5.0,232.0,0.92,45530.0,19100.0,46.0,191.0,238.37696335078533,7.329842931937172,14.0,65.0
12800,26.0,5.0,234.0,0.92,42110.0,21700.0,46.0,217.0,194.0552995391705,5.990783410138248,13.0,66.0
12803,26.0,5.0,236.0,0.92,39370.0,23200.0,46.0,232.0,169.69827586206895,6.465517241379311,15.0,67.0
12806,26.0,5.0,238.0,0.92,43790.0,22000.0,46.0,220.0,199.04545454545456,7.727272727272727,17.0,68.0
12809,26.0,5.0,240.0,0.92,27430.0,21300.0,46.0,213.0,128.77934272300467,6.572769953051644,14.0,69.0
12812,26.0,5.0,242.0,0.92,36840.0,22600.0,46.0,226.0,163.00884955752213,6.1946902654867255,14.0,70.0
12815,26.0,5.0,244.0,0.92,28420.0,20300.0,46.0,203.0,140.0,6.896551724137931,14.0,71.0
12818,26.0,5.0,246.0,0.92,47990.0,23300.0,46.0,233.0,205.96566523605148,6.866952789699571,16.0,72.0
12821,26.0,5.0,248.0,0.92,21630.0,18400.0,46.0,184.0,117.55434782608695,7.065217391304348,13.0,73.0
12824,26.0,5.0,250.0,0.92,23370.0,18400.0,46.0,184.0,127.0108695652174,7.608695652173914,14.0,74.0
12827,26.0,5.0,252.0,0.92,19220.0,15600.0,46.0,156.0,123.2051282051282,7.051282051282051,11.0,75.0
12830,26.0,5.0,254.0,0.92,22830.0,16500.0,46.0,165.0,138.36363636363637,6.666666666666667,11.0,76.0
12833,26.0,5.0,256.0,0.92,23400.0,14500.0,46.0,145.0,161.3793103448276,6.896551724137931,10.0,77.0
12836,26.0,5.0,258.0,0.92,45100.0,13800.0,46.0,138.0,326.81159420289856,10.869565217391305,15.0,78.0
12839,26.0,5.0,260.0,0.92,40980.0,17100.0,46.0,171.0,239.64912280701756,8.187134502923977,14.0,79.0
12842,26.0,5.0,262.0,0.92,22310.0,17900.0,46.0,179.0,124.6368715083799,7.82122905027933,14.0,80.0
12845,26.0,5.0,264.0,0.92,42540.0,17300.0,46.0,173.0,245.89595375722544,5.780346820809249,10.0,81.0
12848,26.0,5.0,266.0,0.92,28480.0,14600.0,46.0,146.0,195.06849315068493,5.47945205479452,8.0,82.0
12921,26.0,8.0,148.0,0.85,93310.0,39100.0,46.0,391.0,238.6445012787724,5.88235294117647,23.0,23.0
12924,26.0,8.0,150.0,0.85,99900.0,42000.0,46.0,420.0,237.8571428571429,5.238095238095238,22.0,24.0
12927,26.0,8.0,152.0,0.85,54980.0,40100.0,46.0,401.0,137.1072319201995,5.236907730673317,21.0,25.0
12960,26.0,8.0,174.0,0.85,51800.0,41000.0,46.0,410.0,126.34146341463416,5.121951219512195,21.0,36.0
12963,26.0,8.0,176.0,0.85,73000.0,33800.0,46.0,338.0,215.9763313609468,5.621301775147929,19.0,37.0
12990,26.0,8.0,194.0,0.85,49200.0,34000.0,46.0,340.0,144.70588235294116,5.588235294117648,19.0,46.0
12993,26.0,8.0,196.0,0.85,104680.0,38200.0,46.0,382.0,274.0314136125654,6.020942408376963,23.0,47.0
12996,26.0,8.0,198.0,0.85,50520.0,29800.0,46.0,298.0,169.53020134228188,5.704697986577181,17.0,48.0
12999,26.0,8.0,200.0,0.85,45820.0,29800.0,46.0,298.0,153.75838926174495,5.369127516778524,16.0,49.0
13002,26.0,8.0,202.0,0.85,50080.0,27000.0,46.0,270.0,185.4814814814815,6.666666666666667,18.0,50.0
13008,26.0,8.0,206.0,0.85,40660.0,26100.0,46.0,261.0,155.78544061302682,5.363984674329502,14.0,52.0
13011,26.0,8.0,208.0,0.85,43650.0,30100.0,46.0,301.0,145.01661129568106,5.3156146179402,16.0,53.0
13017,26.0,8.0,212.0,0.85,51980.0,32800.0,46.0,328.0,158.47560975609755,5.487804878048781,18.0,55.0
13020,26.0,8.0,214.0,0.85,43550.0,27700.0,46.0,277.0,157.22021660649818,5.776173285198556,16.0,56.0
13023,26.0,8.0,216.0,0.85,40270.0,28100.0,46.0,281.0,143.30960854092527,5.338078291814947,15.0,57.0
13041,26.0,8.0,228.0,0.85,41340.0,25700.0,46.0,257.0,160.85603112840468,5.836575875486381,15.0,63.0
13044,26.0,8.0,230.0,0.85,40030.0,26700.0,46.0,267.0,149.9250936329588,5.243445692883896,14.0,64.0
13050,26.0,8.0,234.0,0.85,48110.0,29700.0,46.0,297.0,161.986531986532,5.723905723905724,17.0,66.0
13053,26.0,8.0,236.0,0.85,38450.0,27300.0,46.0,273.0,140.84249084249086,5.128205128205128,14.0,67.0
13056,26.0,8.0,238.0,0.85,40000.0,32500.0,46.0,325.0,123.07692307692308,5.230769230769231,17.0,68.0
13062,26.0,8.0,242.0,0.85,43610.0,26300.0,46.0,263.0,165.81749049429658,6.083650190114068,16.0,70.0
13065,26.0,8.0,244.0,0.85,48710.0,30500.0,46.0,305.0,159.70491803278688,5.573770491803279,17.0,71.0
13068,26.0,8.0,246.0,0.85,62010.0,30200.0,46.0,302.0,205.3311258278146,5.960264900662252,18.0,72.0
13074,26.0,8.0,250.0,0.85,51350.0,25900.0,46.0,259.0,198.26254826254825,7.335907335907336,19.0,74.0
13080,26.0,8.0,254.0,0.85,45600.0,22500.0,46.0,225.0,202.66666666666669,6.666666666666667,15.0,76.0
13083,26.0,8.0,256.0,0.85,66850.0,20900.0,46.0,209.0,319.85645933014354,9.090909090909092,19.0,77.0
13086,26.0,8.0,258.0,0.85,45660.0,21100.0,46.0,211.0,216.39810426540285,7.582938388625592,16.0,78.0
13089,26.0,8.0,260.0,0.85,41400.0,22400.0,46.0,224.0,184.82142857142856,5.803571428571429,13.0,79.0
13092,26.0,8.0,262.0,0.85,39620.0,22400.0,46.0,224.0,176.875,6.25,14.0,80.0
13095,26.0,8.0,264.0,0.85,54890.0,25900.0,46.0,259.0,211.93050193050192,6.563706563706563,17.0,81.0
13098,26.0,8.0,266.0,0.85,34770.0,19700.0,46.0,197.0,176.497461928934,6.598984771573605,13.0,82.0
12895,26.0,8.0,130.0,0.9,80900.0,37900.0,46.0,379.0,213.4564643799472,5.013192612137203,19.0,14.0
