racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
1485,2,1,71,0.151,0.19
1710,2,1,70,0.277,0.22
1759,2,1,67,0.183,0.22
2014,3,1,66,0.388,0.14
2223,2,1,69,0.180,0.21
2273,2,1,64,0.321,0.19
2276,2,1,63,0.363,0.18
2349,1,1,66,0.061,0.25
2372,2,1,64,0.316,0.20
2377,2,1,63,0.320,0.17
2380,2,1,63,0.336,0.17
2504,2,1,62,0.202,0.22
2505,2,1,62,0.137,0.22
2528,2,1,65,0.284,0.17
2538,2,1,64,0.224,0.20
2568,2,1,64,0.269,0.19
2585,2,1,61,0.267,0.20
2596,2,1,65,0.133,0.20
2606,2,1,64,0.173,0.24
2613,2,1,63,0.190,0.20
2698,2,1,59,0.215,0.21
2712,2,1,64,0.212,0.22
2752,2,1,61,0.104,0.20
2757,1,1,61,0.042,0.19
2776,2,1,60,0.242,0.20
2781,2,1,59,0.125,0.23
2785,2,1,59,0.242,0.19
2787,3,1,58,0.405,0.14
2788,2,1,58,0.121,0.18
2789,1,1,58,0.000,0.00
2793,2,1,57,0.105,0.24
2795,1,1,57,0.068,0.23
2800,2,1,61,0.125,0.22
2803,1,1,60,0.000,0.00
2808,1,1,58,0.000,0.29
2809,2,1,57,0.188,0.20
2816,2,1,60,0.250,0.23
2820,1,1,60,0.000,0.30
2823,2,1,60,0.204,0.21
2837,2,1,57,0.291,0.17
2838,2,1,57,0.217,0.18
2841,3,1,57,0.337,0.18
2842,2,1,57,0.254,0.18
2843,2,1,56,0.166,0.18
2844,2,1,56,0.345,0.21
2850,2,1,61,0.128,0.21
2871,2,1,57,0.135,0.17
2874,1,1,56,0.088,0.20
2876,4,1,56,0.531,0.17
2878,3,1,55,0.369,0.21
2883,2,1,60,0.220,0.23
2885,2,1,59,0.152,0.21
2887,2,1,58,0.150,0.21
2888,2,1,58,0.125,0.22
2902,1,1,54,0.000,0.00
2903,3,1,54,0.401,0.17
2904,2,1,54,0.306,0.19
2905,1,1,60,0.036,0.20
2907,2,1,59,0.134,0.21
2909,1,1,58,0.120,0.23
2910,2,1,58,0.221,0.19
2912,3,1,58,0.350,0.18
2914,4,1,56,0.527,0.16
2930,3,1,57,0.329,0.19
2935,2,1,55,0.189,0.19
2941,2,1,53,0.214,0.19
2942,3,1,53,0.496,0.12
2958,3,1,56,0.350,0.19
2959,2,1,55,0.276,0.19
2969,2,1,57,0.214,0.20
2970,1,1,57,0.085,0.18
2972,2,1,56,0.236,0.19
2974,2,1,56,0.346,0.15
2983,3,0,54,0.367,0.17
2988,1,0,52,0.100,0.23
2989,2,1,52,0.296,0.19
2992,4,1,52,0.509,0.16
2994,2,1,52,0.252,0.23
2995,2,0,52,0.223,0.26
2997,2,1,51,0.345,0.23
3004,1,1,56,0.000,0.25
3005,2,1,56,0.305,0.20
3006,2,1,56,0.273,0.21
3008,1,1,56,0.068,0.18
3010,4,1,55,0.646,0.14
3013,2,1,55,0.215,0.23
3020,2,1,53,0.280,0.23
3022,4,1,53,0.594,0.17
3024,1,1,52,0.510,0.17
3025,3,1,51,0.351,0.19
3036,2,1,55,0.306,0.16
3044,3,1,53,0.345,0.17
3051,2,1,51,0.324,0.18
3052,2,1,51,0.224,0.21
3054,4,1,50,0.500,0.15
3056,4,1,57,0.508,0.18
3058,2,1,56,0.271,0.20
3060,2,1,55,0.192,0.20
3064,4,1,54,0.480,0.16
3065,2,1,54,0.293,0.22
3066,2,1,53,0.315,0.20
3070,4,1,52,0.593,0.15
3072,4,1,52,0.484,0.15
3073,2,1,51,0.226,0.17
3075,4,1,51,0.464,0.14
3076,1,0,51,0.000,0.00
3078,1,1,50,0.062,0.23
3079,2,1,50,0.346,0.18
3081,3,1,50,0.438,0.17
3083,2,0,54,0.123,0.24
3085,3,1,53,0.367,0.18
3086,2,1,53,0.188,0.19
3089,1,0,52,0.061,0.25
3090,2,1,52,0.177,0.19
3091,2,1,52,0.224,0.23
3092,2,0,52,0.150,0.21
3094,1,0,51,0.000,0.00
3095,2,1,51,0.235,0.19
3100,2,0,50,0.240,0.16
3103,2,1,50,0.237,0.19
3104,2,1,50,0.155,0.23
3105,2,1,50,0.356,0.19
3107,3,1,50,0.376,0.19
3108,2,1,50,0.229,0.19
3114,2,0,53,0.111,0.24
3115,2,1,52,0.150,0.22
3117,2,0,52,0.120,0.26
3120,2,1,52,0.236,0.19
3121,3,1,52,0.433,0.17
3122,2,1,52,0.231,0.18
3123,2,1,51,0.247,0.18
3128,2,0,50,0.190,0.19
3135,2,1,55,0.319,0.19
3136,2,1,54,0.192,0.17
3137,2,1,53,0.181,0.21
3138,2,1,53,0.178,0.23
3139,2,0,53,0.160,0.22
3141,2,1,52,0.317,0.18
3142,2,0,51,0.169,0.24
3151,3,1,49,0.417,0.16
3153,3,1,49,0.351,0.21
3156,4,1,49,0.514,0.14
3158,4,1,48,0.512,0.16
3159,4,1,48,0.587,0.15
3161,4,1,53,0.503,0.19
3162,1,1,53,0.000,0.21
3164,2,1,52,0.313,0.23
3166,2,1,52,0.125,0.20
3169,2,0,51,0.137,0.20
3170,2,1,50,0.281,0.22
3171,2,1,50,0.109,0.21
3174,2,1,50,0.208,0.19
3175,2,0,50,0.285,0.18
3176,4,1,49,0.450,0.18
3177,2,0,49,0.184,0.22
3181,2,1,49,0.294,0.21
3182,3,0,48,0.336,0.19
3186,3,1,53,0.391,0.19
3187,3,1,52,0.407,0.20
3188,4,0,52,0.496,0.17
3189,2,1,51,0.175,0.20
3190,2,1,51,0.233,0.18
3191,2,1,51,0.123,0.25
3195,1,0,50,0.095,0.21
3200,4,1,48,0.558,0.14
3202,3,1,48,0.363,0.19
3207,2,0,48,0.220,0.20
3211,2,1,51,0.283,0.18
3212,4,1,51,0.450,0.17
3214,2,1,51,0.201,0.18
3215,2,1,51,0.330,0.22
3220,3,1,49,0.330,0.17
3224,2,1,48,0.284,0.17
3225,2,0,48,0.147,0.24
3226,2,1,48,0.289,0.17
3227,4,1,48,0.492,0.17
3228,2,1,48,0.112,0.23
3231,3,1,47,0.431,0.18
3232,4,0,47,0.487,0.18
3233,3,1,46,0.412,0.17
3234,2,1,46,0.243,0.17
3235,1,1,51,0.100,0.24
3236,2,1,51,0.307,0.20
3243,2,1,49,0.333,0.19
3245,4,1,49,0.513,0.17
3246,3,1,49,0.400,0.17
3251,4,1,47,0.534,0.17
3254,2,0,46,0.285,0.20
3256,4,1,46,0.583,0.13
3257,4,1,46,0.563,0.14
3261,2,1,50,0.204,0.19
3265,4,1,48,0.688,0.17
3268,3,1,48,0.434,0.17
3269,2,1,48,0.146,0.22
3273,3,1,48,0.347,0.18
3276,2,1,47,0.279,0.21
3277,2,1,47,0.280,0.18
3278,4,1,47,0.468,0.18
3280,3,0,46,0.383,0.19
3281,2,1,46,0.211,0.22
3282,3,1,46,0.400,0.17
3283,3,1,46,0.365,0.17
3284,3,1,46,0.401,0.21
3286,3,1,45,0.372,0.17
3289,3,0,50,0.398,0.19
3290,4,1,50,0.546,0.16
3291,2,1,49,0.160,0.20
3293,2,1,48,0.280,0.21
3294,2,1,48,0.266,0.16
3295,4,1,47,0.537,0.16
3296,2,1,46,0.103,0.22
3297,4,1,46,0.666,0.20
3298,2,0,46,0.200,0.19
3299,2,0,46,0.188,0.23
3300,4,1,46,0.557,0.14
3302,3,0,46,0.458,0.20
3303,2,1,46,0.336,0.20
3304,4,1,46,0.537,0.16
3305,3,1,46,0.368,0.19
3306,2,1,45,0.288,0.19
3307,1,1,45,0.000,0.00
3308,2,1,50,0.174,0.24
3309,2,1,50,0.283,0.18
3310,2,1,49,0.165,0.18
3312,3,1,48,0.435,0.20
3313,2,1,48,0.250,0.20
3314,2,1,48,0.226,0.17
3315,2,1,48,0.316,0.17
