,racer_ID,racer_rank,racer_male,racer_age,racer_doub_win,racer_ave_st_time
0,1485,2,1,72,0.277,0.18
1,2014,2,1,67,0.252,0.14
2,2223,2,1,70,0.121,0.20
3,2273,2,1,65,0.352,0.21
4,2276,2,1,64,0.260,0.18
5,2377,2,1,64,0.270,0.17
6,2380,2,1,64,0.302,0.19
7,2504,2,1,63,0.189,0.20
8,2505,1,1,63,0.061,0.22
9,2528,2,1,66,0.320,0.19
10,2538,2,1,65,0.222,0.20
11,2568,1,1,65,0.190,0.20
12,2585,2,1,62,0.204,0.20
13,2596,2,1,66,0.208,0.20
14,2698,2,1,60,0.234,0.19
15,2712,2,1,65,0.141,0.21
16,2757,1,1,62,0.166,0.19
17,2776,2,1,61,0.168,0.20
18,2781,2,1,60,0.223,0.22
19,2785,2,1,60,0.278,0.18
20,2787,3,1,59,0.363,0.15
21,2788,2,1,59,0.193,0.16
22,2816,2,1,61,0.288,0.21
23,2820,1,1,61,0.000,0.00
24,2823,2,1,61,0.210,0.19
25,2837,2,1,58,0.257,0.19
26,2838,2,1,58,0.123,0.20
27,2841,4,1,58,0.472,0.18
28,2842,2,1,58,0.292,0.17
29,2843,2,1,57,0.109,0.20
30,2844,2,1,57,0.227,0.19
31,2850,2,1,62,0.137,0.22
32,2871,2,1,58,0.107,0.17
33,2874,1,1,57,0.084,0.21
34,2876,2,1,57,0.333,0.18
35,2878,3,1,56,0.424,0.18
36,2883,2,1,61,0.123,0.21
37,2887,2,1,59,0.168,0.21
38,2888,2,1,59,0.112,0.22
39,2903,3,1,55,0.401,0.18
40,2904,2,1,55,0.208,0.20
41,2907,2,1,60,0.214,0.21
42,2910,2,1,59,0.315,0.18
43,2912,2,1,59,0.250,0.18
44,2914,4,1,57,0.495,0.16
45,2930,3,1,58,0.438,0.20
46,2935,2,1,56,0.145,0.18
47,2941,2,1,54,0.148,0.18
48,2942,4,1,54,0.491,0.11
49,2958,2,1,57,0.373,0.18
50,2959,2,1,56,0.225,0.19
51,2969,2,1,58,0.205,0.19
52,2970,2,1,58,0.113,0.18
53,2972,1,1,57,0.192,0.17
54,2974,2,1,57,0.250,0.17
55,2983,2,0,55,0.166,0.18
56,2989,2,1,53,0.196,0.21
57,2992,4,1,53,0.536,0.14
58,2994,2,1,53,0.197,0.23
59,2995,2,0,53,0.101,0.24
