,target_com,depth,target_per,threshold,総収益,投資金額,出現数,購買予測数,利益率,購買的中率,的中数,的中数_std,利益率_std,score,number_i
0,2.0,5.0,188.0,0.9,80990.0,68400.0,247.0,684.0,118.406432748538,10.23391812865497,70.0,,,,43.0
4,4.0,8.0,242.0,0.9,66230.0,43900.0,126.0,439.0,150.8656036446469,6.605922551252847,29.0,-0.19127301391900148,1.55800726550032,1.3667342515813186,70.0
26,21.0,8.0,198.0,0.85,116680.0,72200.0,121.0,722.0,161.606648199446,5.678670360110803,41.0,-0.26556333029068,2.48915017395744,2.22358684366676,48.0
71,22.0,8.0,156.0,0.92,119680.0,74900.0,120.0,749.0,159.78638184245662,5.2069425901201605,39.0,1.2111321920981517,1.0675632763783272,2.278695468476479,27.0
